team,season,GW,goals_scored_for,goals_conceded,was_home,opponent,clean_sheet,win,draw,points_earned,goals_scored_last5,goals_conceded_last5,clean_sheet_rate_last5,wins_last5,form_points_last5,goals_scored_last3,goals_conceded_last3,home_goals_scored_season,away_goals_scored_season,home_goals_conceded_season,away_goals_conceded_season,attacking_strength,defensive_strength
Liverpool,2021-22,37,2,1,False,Southampton,0,1,0,3,2.2,0.6,0.6,4.0,13.0,1.6666666666666667,0.3333333333333333,2.176470588235294,2.375,0.47058823529411764,0.9375,0.6000000000000001,1.0
Liverpool,2021-22,38,3,1,True,Wolves,0,1,0,3,2.2,0.4,0.6,5.0,15.0,1.6666666666666667,0.6666666666666666,2.176470588235294,2.3529411764705883,0.47058823529411764,0.9411764705882353,0.6428571428571429,1.0
Liverpool,2022-23,1,2,2,False,Fulham,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Liverpool,2022-23,2,1,1,True,Crystal Palace,0,0,1,1,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.6666666666666666,0.5
Liverpool,2022-23,3,1,2,False,Man Utd,0,0,0,0,1.5,1.5,0.0,0.0,2.0,1.5,1.5,1.0,2.0,1.0,2.0,0.5,0.5
Liverpool,2022-23,4,8,0,True,Bournemouth,1,1,0,3,1.3333333333333333,1.6666666666666667,0.0,0.0,2.0,1.3333333333333333,1.6666666666666667,1.0,1.5,1.0,2.0,0.5,0.4285714285714284
Liverpool,2022-23,5,1,1,True,Newcastle,0,0,1,1,3.0,1.25,0.25,1.0,5.0,3.3333333333333335,1.0,4.5,1.5,0.5,2.0,1.0,0.7333333333333334
Liverpool,2022-23,6,0,0,False,Everton,1,0,1,1,2.6,1.2,0.2,1.0,6.0,3.3333333333333335,1.0,3.3333333333333335,1.5,0.6666666666666666,2.0,0.6875,0.7692307692307693
Liverpool,2022-23,9,2,3,True,Brighton,0,0,0,0,2.2,0.8,0.4,1.0,6.0,3.0,0.3333333333333333,3.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,0.6000000000000001,0.923076923076923
Liverpool,2022-23,10,2,3,False,Arsenal,0,0,0,0,2.4,1.2,0.4,1.0,5.0,1.0,1.3333333333333333,3.0,1.0,1.25,1.3333333333333333,0.5555555555555556,0.8
Liverpool,2022-23,11,1,0,True,Man City,1,1,0,3,2.6,1.4,0.4,1.0,5.0,1.3333333333333333,2.0,3.0,1.25,1.25,1.75,0.631578947368421,0.7692307692307693
Liverpool,2022-23,12,1,0,True,West Ham,1,1,0,3,1.2,1.4,0.4,1.0,5.0,1.6666666666666667,2.0,2.6,1.25,1.0,1.75,0.39999999999999997,0.6000000000000001
Liverpool,2022-23,13,0,1,False,Nott'm Forest,0,0,0,0,1.2,1.2,0.6,2.0,7.0,1.3333333333333333,1.0,2.3333333333333335,1.25,0.8333333333333334,1.75,0.3333333333333333,0.5555555555555556
Liverpool,2022-23,14,1,2,True,Leeds,0,0,0,0,1.2,1.4,0.4,2.0,6.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,0.8333333333333334,1.6,0.28571428571428564,0.44444444444444464
Liverpool,2022-23,15,2,1,False,Spurs,0,1,0,3,1.0,1.2,0.4,2.0,6.0,0.6666666666666666,1.0,2.142857142857143,1.0,1.0,1.6,0.25,0.5
Liverpool,2022-23,16,3,1,True,Southampton,0,1,0,3,1.0,0.8,0.4,3.0,9.0,1.0,1.3333333333333333,2.142857142857143,1.1666666666666667,1.0,1.5,0.33333333333333326,0.7272727272727272
Liverpool,2022-23,17,2,1,False,Aston Villa,0,1,0,3,1.4,1.0,0.2,3.0,9.0,2.0,1.3333333333333333,2.25,1.1666666666666667,1.0,1.5,0.49999999999999994,0.6666666666666666
Liverpool,2022-23,18,0,1,True,Leicester,0,0,0,0,1.6,1.2,0.0,3.0,9.0,2.3333333333333335,1.0,2.25,1.2857142857142858,1.0,1.4285714285714286,0.4545454545454546,0.6666666666666667
Liverpool,2022-23,19,1,3,False,Brentford,0,0,0,0,1.6,1.2,0.0,3.0,9.0,1.6666666666666667,1.0,2.0,1.2857142857142858,1.0,1.4285714285714286,0.46153846153846156,0.5833333333333333
Liverpool,2022-23,20,0,3,False,Brighton,0,0,0,0,1.6,1.4,0.0,3.0,9.0,1.0,1.6666666666666667,2.0,1.25,1.0,1.625,0.5555555555555556,0.5
Liverpool,2022-23,21,0,0,True,Chelsea,1,0,1,1,1.2,1.8,0.0,2.0,6.0,0.3333333333333333,2.3333333333333335,2.0,1.1111111111111112,1.0,1.7777777777777777,0.44444444444444436,0.25
Liverpool,2022-23,22,0,3,False,Wolves,0,0,0,0,0.6,1.6,0.2,1.0,4.0,0.3333333333333333,2.0,1.8,1.1111111111111112,0.9,1.7777777777777777,0.19999999999999998,0.2727272727272727
Liverpool,2022-23,23,2,0,True,Everton,1,1,0,3,0.2,2.0,0.2,0.0,1.0,0.0,2.0,1.8,1.0,0.9,1.9,0.0,0.0
Liverpool,2022-23,24,2,0,False,Newcastle,1,1,0,3,0.6,1.8,0.4,1.0,4.0,0.6666666666666666,1.0,1.8181818181818181,1.0,0.8181818181818182,1.9,0.11111111111111106,0.1250000000000001
Liverpool,2022-23,25,0,0,False,Crystal Palace,1,0,1,1,0.8,1.2,0.6,2.0,7.0,1.3333333333333333,1.0,1.8181818181818181,1.0909090909090908,0.8181818181818182,1.7272727272727273,0.4444444444444445,0.6000000000000001
Liverpool,2022-23,26,6,0,True,Man Utd,1,1,0,3,0.8,0.6,0.8,2.0,8.0,1.3333333333333333,0.0,1.8181818181818181,1.0,0.8181818181818182,1.5833333333333333,0.30000000000000004,0.888888888888889
Liverpool,2022-23,27,0,1,False,Bournemouth,0,0,0,0,2.0,0.6,0.8,3.0,10.0,2.6666666666666665,0.0,2.1666666666666665,1.0,0.75,1.5833333333333333,1.0,1.0
Liverpool,2022-23,29,1,4,False,Man City,0,0,0,0,2.0,0.2,0.8,3.0,10.0,2.0,0.3333333333333333,2.1666666666666665,0.9230769230769231,0.75,1.5384615384615385,0.8181818181818183,1.0
Liverpool,2022-23,30,1,2,True,Arsenal,0,0,0,0,1.8,1.0,0.6,2.0,7.0,2.3333333333333335,1.6666666666666667,2.1666666666666665,0.9285714285714286,0.75,1.7142857142857142,0.6153846153846155,0.7
Liverpool,2022-23,31,5,1,False,Leeds,0,1,0,3,1.6,1.4,0.4,1.0,4.0,0.6666666666666666,2.3333333333333335,2.076923076923077,0.9285714285714286,0.8461538461538461,1.7142857142857142,0.4166666666666667,0.5833333333333334
Liverpool,2022-23,32,3,2,True,Nott'm Forest,0,1,0,3,2.6,1.6,0.2,2.0,6.0,2.3333333333333335,2.3333333333333335,2.076923076923077,1.2,0.8461538461538461,1.6666666666666667,0.8333333333333334,0.6470588235294117
Liverpool,2022-23,33,2,1,False,West Ham,0,1,0,3,2.0,2.0,0.0,2.0,6.0,3.0,1.6666666666666667,2.142857142857143,1.2,0.9285714285714286,1.6666666666666667,0.5833333333333334,0.5294117647058822
Liverpool,2022-23,34,3,3,True,Spurs,0,0,1,1,2.4,2.0,0.0,3.0,9.0,3.3333333333333335,1.3333333333333333,2.142857142857143,1.25,0.9285714285714286,1.625,0.75,0.5
Liverpool,2022-23,35,1,0,True,Brentford,1,1,0,3,2.8,1.8,0.0,3.0,10.0,2.6666666666666665,2.0,2.2,1.25,1.0666666666666667,1.625,0.7999999999999999,0.5625
Liverpool,2022-23,36,3,0,False,Leicester,1,1,0,3,2.8,1.4,0.2,4.0,13.0,2.0,1.3333333333333333,2.125,1.25,1.0,1.625,0.9166666666666666,0.6666666666666667
Liverpool,2022-23,37,0,1,True,Aston Villa,0,0,0,0,2.4,1.2,0.4,4.0,13.0,2.3333333333333335,1.0,2.125,1.3529411764705883,1.0,1.5294117647058822,0.75,0.7272727272727273
Liverpool,2022-23,38,4,4,False,Southampton,0,0,1,1,1.8,1.0,0.4,3.0,10.0,1.3333333333333333,0.3333333333333333,2.0,1.3529411764705883,1.0,1.5294117647058822,0.5000000000000001,0.8
Liverpool,2023-24,1,1,1,False,Chelsea,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Liverpool,2023-24,2,3,1,True,Bournemouth,0,1,0,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.8
Liverpool,2023-24,3,0,1,False,Newcastle,0,0,0,0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.75
Liverpool,2023-24,4,2,0,True,Aston Villa,1,1,0,3,1.3333333333333333,1.0,0.0,1.0,4.0,1.3333333333333333,1.0,3.0,0.5,1.0,1.0,0.5714285714285714,0.7894736842105263
Liverpool,2023-24,5,2,1,False,Wolves,0,1,0,3,1.5,0.75,0.25,2.0,7.0,1.6666666666666667,0.6666666666666666,2.5,0.5,0.5,1.0,0.4444444444444444,0.9210526315789473
Liverpool,2023-24,6,2,1,True,West Ham,0,1,0,3,1.6,0.8,0.2,3.0,10.0,1.3333333333333333,0.6666666666666666,2.5,1.0,0.5,1.0,0.5000000000000001,0.9166666666666666
Liverpool,2023-24,7,1,2,False,Spurs,0,0,0,0,1.8,0.8,0.2,4.0,12.0,2.0,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,1.0,0.6000000000000001,0.923076923076923
Liverpool,2023-24,8,2,2,False,Brighton,0,0,1,1,1.4,1.0,0.2,3.0,9.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.25,0.4545454545454545,0.7857142857142858
Liverpool,2023-24,9,2,0,True,Everton,1,1,0,3,1.8,1.2,0.2,3.0,10.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.2,0.6666666666666666,1.4,0.6363636363636362,0.7857142857142857
Liverpool,2023-24,10,3,0,True,Nott'm Forest,1,1,0,3,1.8,1.2,0.2,3.0,10.0,1.6666666666666667,1.3333333333333333,2.25,1.2,0.5,1.4,0.49999999999999994,0.7333333333333334
Liverpool,2023-24,11,0,1,False,Luton,0,0,0,0,2.0,1.0,0.4,3.0,10.0,2.3333333333333335,0.6666666666666666,2.4,1.2,0.4,1.4,0.5625000000000001,0.9375
Liverpool,2023-24,12,3,0,True,Brentford,1,1,0,3,1.6,1.0,0.4,2.0,7.0,1.6666666666666667,0.3333333333333333,2.4,1.0,0.4,1.3333333333333333,0.5555555555555556,0.8461538461538461
Liverpool,2023-24,13,1,1,False,Man City,0,0,1,1,2.0,0.6,0.6,3.0,10.0,2.0,0.3333333333333333,2.5,1.0,0.3333333333333333,1.3333333333333333,0.6428571428571429,1.0
Liverpool,2023-24,14,2,3,True,Fulham,0,0,0,0,1.8,0.4,0.6,3.0,10.0,1.3333333333333333,0.6666666666666666,2.5,1.0,0.3333333333333333,1.2857142857142858,0.49999999999999994,1.0
Liverpool,2023-24,15,2,0,False,Sheffield Utd,1,1,0,3,1.8,1.0,0.4,2.0,7.0,2.0,1.3333333333333333,2.4285714285714284,1.0,0.7142857142857143,1.2857142857142858,0.49999999999999994,0.8333333333333333
Liverpool,2023-24,16,1,1,False,Crystal Palace,0,0,1,1,1.6,1.0,0.4,2.0,7.0,1.6666666666666667,1.3333333333333333,2.4285714285714284,1.125,0.7142857142857143,1.125,0.5,0.7272727272727273
Liverpool,2023-24,17,0,0,True,Man Utd,1,0,1,1,1.8,1.0,0.4,2.0,8.0,1.6666666666666667,1.3333333333333333,2.4285714285714284,1.1111111111111112,0.7142857142857143,1.1111111111111112,0.5384615384615384,0.9
Liverpool,2023-24,18,1,1,True,Arsenal,0,0,1,1,1.2,1.0,0.4,1.0,6.0,1.0,0.3333333333333333,2.125,1.1111111111111112,0.625,1.1111111111111112,0.3333333333333333,0.7777777777777777
Liverpool,2023-24,19,1,0,False,Burnley,1,1,0,3,1.2,1.0,0.4,1.0,6.0,0.6666666666666666,0.6666666666666666,2.0,1.1111111111111112,0.6666666666666666,1.1111111111111112,0.39999999999999997,0.7
Liverpool,2023-24,20,3,2,True,Newcastle,0,1,0,3,1.0,0.4,0.6,2.0,9.0,0.6666666666666666,0.3333333333333333,2.0,1.1,0.6666666666666666,1.0,0.25,1.0
Liverpool,2023-24,21,4,0,False,Bournemouth,1,1,0,3,1.2,0.8,0.4,2.0,9.0,1.6666666666666667,1.0,2.1,1.1,0.8,1.0,0.24999999999999997,1.0
Liverpool,2023-24,22,4,1,True,Chelsea,0,1,0,3,1.8,0.6,0.6,3.0,11.0,2.6666666666666665,0.6666666666666666,2.1,1.3636363636363635,0.8,0.9090909090909091,0.8749999999999999,0.9
Liverpool,2023-24,23,0,3,False,Arsenal,0,0,0,0,2.6,0.8,0.4,4.0,13.0,3.6666666666666665,1.0,2.272727272727273,1.3636363636363635,0.8181818181818182,0.9090909090909091,1.0,0.9090909090909091
Liverpool,2023-24,24,3,1,True,Burnley,0,1,0,3,2.4,1.2,0.4,4.0,12.0,2.6666666666666665,1.3333333333333333,2.272727272727273,1.25,0.8181818181818182,1.0833333333333333,1.0,0.9
Liverpool,2023-24,25,5,1,False,Brentford,0,1,0,3,2.8,1.4,0.2,4.0,12.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.25,0.8333333333333334,1.0833333333333333,1.0,0.7272727272727273
Liverpool,2023-24,27,1,0,False,Nott'm Forest,1,1,0,3,3.2,1.2,0.2,4.0,12.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.5384615384615385,0.8333333333333334,1.0769230769230769,0.875,0.7692307692307693
Liverpool,2023-24,28,1,1,True,Man City,0,0,1,1,2.6,1.2,0.2,4.0,12.0,3.0,0.6666666666666666,2.3333333333333335,1.5,0.8333333333333334,1.0,0.6,0.75
Liverpool,2023-24,30,2,1,True,Brighton,0,1,0,3,2.0,1.2,0.2,3.0,10.0,2.3333333333333335,0.6666666666666666,2.230769230769231,1.5,0.8461538461538461,1.0,0.42105263157894735,0.6923076923076923
Liverpool,2023-24,31,2,1,True,Sheffield Utd,0,1,0,3,2.4,0.8,0.2,4.0,13.0,1.3333333333333333,0.6666666666666666,2.2142857142857144,1.5,0.8571428571428571,1.0,0.7692307692307692,0.8666666666666667
Liverpool,2023-24,32,2,2,False,Man Utd,0,0,1,1,2.2,0.8,0.2,4.0,13.0,1.6666666666666667,1.0,2.2,1.5,0.8666666666666667,1.0,1.0,0.8461538461538461
Liverpool,2023-24,33,0,1,True,Crystal Palace,0,0,0,0,1.6,1.0,0.2,3.0,11.0,2.0,1.3333333333333333,2.2,1.5333333333333334,0.8666666666666667,1.0666666666666667,0.6363636363636365,0.7333333333333334
Liverpool,2023-24,34,3,2,False,Everton,0,1,0,3,1.4,1.2,0.0,2.0,8.0,1.3333333333333333,1.3333333333333333,2.0625,1.5333333333333334,0.875,1.0666666666666667,0.4285714285714286,0.6666666666666666
Liverpool,2023-24,35,1,2,False,West Ham,0,0,0,0,1.8,1.4,0.0,3.0,10.0,1.6666666666666667,1.6666666666666667,2.0625,1.625,0.875,1.125,0.5333333333333333,0.6153846153846154
Liverpool,2023-24,36,4,2,True,Spurs,0,1,0,3,1.6,1.6,0.0,2.0,7.0,1.3333333333333333,1.6666666666666667,2.0625,1.588235294117647,0.875,1.1764705882352942,0.4705882352941177,0.6666666666666667
Liverpool,2023-24,37,2,3,False,Aston Villa,0,0,0,0,2.0,1.8,0.0,2.0,7.0,2.6666666666666665,2.0,2.176470588235294,1.588235294117647,0.9411764705882353,1.1764705882352942,0.5625000000000001,0.5833333333333334
Liverpool,2023-24,38,2,0,True,Wolves,1,1,0,3,2.0,2.0,0.0,2.0,6.0,2.3333333333333335,2.3333333333333335,2.176470588235294,1.6111111111111112,0.9411764705882353,1.2777777777777777,0.5714285714285714,0.4285714285714286
Liverpool,2024-25,1,2,0,False,Ipswich,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Liverpool,2024-25,2,2,0,True,Brentford,1,1,0,3,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,1.0
Liverpool,2024-25,3,3,0,False,Man Utd,1,1,0,3,2.0,0.0,1.0,2.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.6666666666666666,1.0
Liverpool,2024-25,4,0,1,True,Nott'm Forest,0,0,0,0,2.3333333333333335,0.0,1.0,3.0,9.0,2.3333333333333335,0.0,2.0,2.5,0.0,0.0,0.75,1.0
Liverpool,2024-25,5,3,0,True,Bournemouth,1,1,0,3,1.75,0.25,0.75,3.0,9.0,1.6666666666666667,0.3333333333333333,1.0,2.5,0.5,0.0,0.6,1.0
Liverpool,2024-25,6,2,1,False,Wolves,0,1,0,3,2.0,0.2,0.8,4.0,12.0,2.0,0.3333333333333333,1.6666666666666667,2.5,0.3333333333333333,0.0,0.8,1.0
Liverpool,2024-25,7,1,0,False,Crystal Palace,1,1,0,3,2.0,0.4,0.6,4.0,12.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.7,1.0
Liverpool,2024-25,8,2,1,True,Chelsea,0,1,0,3,1.8,0.4,0.6,4.0,12.0,2.0,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,0.25,0.8749999999999999,1.0
Liverpool,2024-25,9,2,2,False,Arsenal,0,0,1,1,1.6,0.6,0.4,4.0,12.0,1.6666666666666667,0.6666666666666666,1.75,2.0,0.5,0.25,0.625,1.0
Liverpool,2024-25,10,2,1,True,Brighton,0,1,0,3,2.0,0.8,0.4,4.0,13.0,1.6666666666666667,1.0,1.75,2.0,0.5,0.6,0.8888888888888888,0.9090909090909091
Liverpool,2024-25,11,2,0,True,Aston Villa,1,1,0,3,1.8,1.0,0.2,4.0,13.0,2.0,1.3333333333333333,1.8,2.0,0.6,0.6,0.7500000000000001,0.8
Liverpool,2024-25,12,3,2,False,Southampton,0,1,0,3,1.8,0.8,0.4,4.0,13.0,2.0,1.0,1.8333333333333333,2.0,0.5,0.6,0.7,0.8
Liverpool,2024-25,13,2,0,True,Man City,1,1,0,3,2.2,1.2,0.2,4.0,13.0,2.3333333333333335,1.0,1.8333333333333333,2.1666666666666665,0.5,0.8333333333333334,1.0,0.5555555555555556
Liverpool,2024-25,14,3,3,False,Newcastle,0,0,1,1,2.2,1.0,0.4,4.0,13.0,2.3333333333333335,0.6666666666666666,1.8571428571428572,2.1666666666666665,0.42857142857142855,0.8333333333333334,1.0,0.888888888888889
Liverpool,2024-25,16,1,2,True,Fulham,0,0,0,0,2.4,1.2,0.4,4.0,13.0,2.6666666666666665,1.6666666666666667,1.8571428571428572,2.2857142857142856,0.42857142857142855,1.1428571428571428,0.8333333333333334,0.75
Liverpool,2024-25,17,6,3,False,Spurs,0,1,0,3,2.2,1.4,0.4,3.0,10.0,2.0,1.6666666666666667,1.75,2.2857142857142856,0.625,1.1428571428571428,0.6923076923076924,0.6666666666666667
Liverpool,2024-25,18,3,1,True,Leicester,0,1,0,3,3.0,2.0,0.2,3.0,10.0,3.3333333333333335,2.6666666666666665,1.75,2.75,0.625,1.375,1.0,0.3999999999999999
Liverpool,2024-25,19,5,0,False,West Ham,1,1,0,3,3.0,1.8,0.2,3.0,10.0,3.3333333333333335,2.0,1.8888888888888888,2.75,0.6666666666666666,1.375,0.9333333333333332,0.36363636363636376
Liverpool,2024-25,20,2,2,True,Man Utd,0,0,1,1,3.6,1.8,0.2,3.0,10.0,4.666666666666667,1.3333333333333333,1.8888888888888888,3.0,0.6666666666666666,1.2222222222222223,1.0,0.45454545454545436
Liverpool,2024-25,21,0,1,False,Nott'm Forest,0,0,0,0,3.4,1.6,0.2,3.0,10.0,3.3333333333333335,1.0,1.9,3.0,0.8,1.2222222222222223,1.0,0.46153846153846145
Liverpool,2024-25,22,0,0,False,Brentford,1,0,1,1,3.2,1.4,0.2,3.0,10.0,2.3333333333333335,1.0,1.9,2.7,0.8,1.2,1.0,0.5
Liverpool,2024-25,23,4,1,True,Ipswich,0,1,0,3,2.0,0.8,0.4,2.0,8.0,0.6666666666666666,1.0,1.9,2.4545454545454546,0.8,1.0909090909090908,0.7272727272727273,0.8333333333333333
Liverpool,2024-25,24,2,1,False,Bournemouth,0,1,0,3,2.2,0.8,0.4,2.0,8.0,1.3333333333333333,0.6666666666666666,2.090909090909091,2.4545454545454546,0.8181818181818182,1.0909090909090908,0.6666666666666667,1.0
Liverpool,2024-25,25,2,2,True,Wolves,0,0,1,1,1.6,1.0,0.2,2.0,8.0,2.0,0.6666666666666666,2.090909090909091,2.4166666666666665,0.8181818181818182,1.0833333333333333,0.4545454545454546,0.8461538461538461
Liverpool,2024-25,26,2,0,False,Man City,1,1,0,3,1.6,1.0,0.2,2.0,8.0,2.6666666666666665,1.3333333333333333,2.0833333333333335,2.4166666666666665,0.9166666666666666,1.0833333333333333,0.5000000000000001,0.9090909090909092
Liverpool,2024-25,27,2,0,True,Newcastle,1,1,0,3,2.0,0.8,0.4,3.0,11.0,2.0,1.0,2.0833333333333335,2.3846153846153846,0.9166666666666666,1.0,0.8,1.0
Liverpool,2024-25,28,3,1,True,Southampton,0,1,0,3,2.4,0.8,0.4,4.0,13.0,2.0,0.6666666666666666,2.076923076923077,2.3846153846153846,0.8461538461538461,1.0,1.0,0.8461538461538461
Liverpool,2024-25,30,1,0,True,Everton,1,1,0,3,2.2,0.8,0.4,4.0,13.0,2.3333333333333335,0.3333333333333333,2.142857142857143,2.3846153846153846,0.8571428571428571,1.0,1.0,0.8571428571428572
Liverpool,2024-25,31,2,3,False,Fulham,0,0,0,0,2.0,0.6,0.6,4.0,13.0,2.0,0.3333333333333333,2.066666666666667,2.3846153846153846,0.8,1.0,1.0,1.0
Liverpool,2024-25,32,2,1,True,West Ham,0,1,0,3,2.0,0.8,0.6,4.0,12.0,2.0,1.3333333333333333,2.066666666666667,2.357142857142857,0.8,1.1428571428571428,1.0,0.75
Liverpool,2024-25,33,0,0,False,Leicester,1,0,1,1,2.0,1.0,0.4,4.0,12.0,1.6666666666666667,1.3333333333333333,2.0625,2.357142857142857,0.8125,1.1428571428571428,1.0,0.7777777777777777
Liverpool,2024-25,34,4,1,True,Spurs,0,1,0,3,1.6,1.0,0.4,3.0,10.0,1.3333333333333333,1.3333333333333333,2.0625,2.2,0.8125,1.0666666666666667,0.6666666666666666,0.888888888888889
Liverpool,2024-25,35,1,3,False,Chelsea,0,0,0,0,1.8,1.0,0.4,3.0,10.0,2.0,0.6666666666666666,2.176470588235294,2.2,0.8235294117647058,1.0666666666666667,0.7,0.8
Liverpool,2024-25,36,2,2,True,Arsenal,0,0,1,1,1.8,1.6,0.2,2.0,7.0,1.6666666666666667,1.3333333333333333,2.176470588235294,2.125,0.8235294117647058,1.1875,0.7500000000000001,0.5
Liverpool,2024-25,37,2,3,False,Brighton,0,0,0,0,1.8,1.4,0.2,2.0,8.0,2.3333333333333335,2.0,2.1666666666666665,2.125,0.8888888888888888,1.1875,0.7777777777777776,0.6363636363636364
Liverpool,2024-25,38,1,1,True,Crystal Palace,0,0,1,1,1.8,1.8,0.2,1.0,5.0,1.6666666666666667,2.6666666666666665,2.1666666666666665,2.1176470588235294,0.8888888888888888,1.2941176470588236,0.7272727272727274,0.30000000000000004
Luton,2023-24,1,1,4,False,Brighton,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Luton,2023-24,3,0,3,False,Chelsea,0,0,0,0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,4.0,0.3333333333333333,0.0
Luton,2023-24,4,1,2,True,West Ham,0,0,0,0,0.5,3.5,0.0,0.0,0.0,0.5,3.5,0.0,0.5,0.0,3.5,0.21428571428571427,0.0
Luton,2023-24,5,0,1,False,Fulham,0,0,0,0,0.6666666666666666,3.0,0.0,0.0,0.0,0.6666666666666666,3.0,1.0,0.5,2.0,3.5,0.07407407407407406,0.21052631578947367
Luton,2023-24,6,1,1,True,Wolves,0,0,1,1,0.5,2.5,0.0,0.0,0.0,0.3333333333333333,2.0,1.0,0.3333333333333333,2.0,2.6666666666666665,0.04166666666666666,0.20833333333333337
Luton,2023-24,7,2,1,False,Everton,0,1,0,3,0.6,2.2,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.5,2.6666666666666665,0.0,0.3846153846153846
Luton,2023-24,8,0,1,True,Spurs,0,0,0,0,0.8,1.6,0.0,1.0,4.0,1.0,1.0,1.0,0.75,1.5,2.25,0.18181818181818182,0.5714285714285714
Luton,2023-24,9,1,2,False,Nott'm Forest,0,0,0,0,0.8,1.2,0.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.75,1.3333333333333333,2.25,0.18181818181818182,0.7857142857142857
Luton,2023-24,10,0,3,False,Aston Villa,0,0,0,0,0.8,1.2,0.0,1.0,4.0,1.0,1.3333333333333333,0.6666666666666666,0.8,1.3333333333333333,2.2,0.14285714285714285,0.7333333333333334
Luton,2023-24,11,0,1,True,Liverpool,0,0,0,0,0.8,1.6,0.0,1.0,4.0,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.18750000000000006,0.75
Luton,2023-24,12,0,1,False,Man Utd,0,0,0,0,0.6,1.6,0.0,1.0,3.0,0.3333333333333333,2.0,0.5,0.6666666666666666,1.25,2.3333333333333335,0.0,0.6153846153846154
Luton,2023-24,13,1,1,True,Crystal Palace,0,0,1,1,0.2,1.6,0.0,0.0,0.0,0.0,1.6666666666666667,0.5,0.5714285714285714,1.25,2.142857142857143,0.0,0.5454545454545454
Luton,2023-24,14,1,3,False,Brentford,0,0,0,0,0.4,1.6,0.0,0.0,1.0,0.3333333333333333,1.0,0.6,0.5714285714285714,1.2,2.142857142857143,0.0,0.4545454545454545
Luton,2023-24,15,3,4,True,Arsenal,0,0,0,0,0.4,1.8,0.0,0.0,1.0,0.6666666666666666,1.6666666666666667,0.6,0.625,1.2,2.25,0.0,0.4999999999999999
Luton,2023-24,16,1,2,True,Man City,0,0,0,0,1.0,2.0,0.0,0.0,1.0,1.6666666666666667,2.6666666666666665,1.0,0.625,1.6666666666666667,2.25,0.2,0.2727272727272727
Luton,2023-24,18,1,0,True,Newcastle,1,1,0,3,1.2,2.2,0.0,0.0,1.0,1.6666666666666667,3.0,1.0,0.625,1.7142857142857142,2.25,0.3333333333333333,0.11111111111111094
Luton,2023-24,19,1,2,False,Sheffield Utd,0,0,0,0,1.4,2.0,0.2,1.0,4.0,1.6666666666666667,2.0,1.0,0.625,1.5,2.25,0.49999999999999994,0.19999999999999996
Luton,2023-24,20,2,3,True,Chelsea,0,0,0,0,1.4,2.2,0.2,1.0,3.0,1.0,1.3333333333333333,1.0,0.6666666666666666,1.5,2.2222222222222223,0.49999999999999994,0.09999999999999987
Luton,2023-24,21,0,1,False,Burnley,0,0,0,0,1.6,2.2,0.2,1.0,3.0,1.3333333333333333,1.6666666666666667,1.1111111111111112,0.6666666666666666,1.6666666666666667,2.2222222222222223,0.5000000000000001,0.12499999999999989
Luton,2023-24,22,4,0,True,Brighton,1,1,0,3,1.0,1.6,0.2,1.0,3.0,1.0,2.0,1.1111111111111112,0.6,1.6666666666666667,2.1,0.37499999999999994,0.3999999999999999
Luton,2023-24,23,4,4,False,Newcastle,0,0,1,1,1.6,1.2,0.4,2.0,6.0,2.0,1.3333333333333333,1.4,0.6,1.5,2.1,0.5454545454545455,0.7272727272727273
