name,position,team,GW,opponent_team,was_home,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,transfers_in,transfers_out,selected,value,season,season_year,form_last3,form_last5,minutes_reliability_season,cumulative_points_season,avg_points_per_game_season,goals_per_game_season,assists_per_game_season,clean_sheet_rate_season,saves_per_game_season,points_per_million
Adam Masina,DEF,Watford,45,West Ham,False,0,45,0,0,0,3,0,0,0,0,0,0,0,5,6.8,15.0,2.0,2.4,372,2155,28823,4.3,2019-20,2020,1.8,2.28,0.9,61,3.05,0.05,0.0,0.3,0.0,0.0
Adam Masina,DEF,Watford,47,Arsenal,False,1,90,0,0,0,3,0,0,0,0,0,0,0,3,7.4,15.7,24.0,4.7,137,2093,23761,4.3,2019-20,2020,1.0,1.18,0.9048,62,2.9524,0.0476,0.0,0.2857,0.0,0.2326
Adam Smith,DEF,Bournemouth,1,Sheffield Utd,True,1,90,0,0,0,1,0,0,0,1,0,0,0,10,3.4,7.0,4.0,1.4,0,0,90570,4.5,2019-20,2020,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.2222
Adam Smith,DEF,Bournemouth,2,Aston Villa,False,2,90,0,0,0,1,0,0,0,0,0,0,0,14,12.2,1.2,4.0,1.7,2040,8240,88424,4.5,2019-20,2020,1.0,1.0,1.0,3,1.5,0.0,0.0,0.0,0.0,0.4444
Adam Smith,DEF,Bournemouth,3,Man City,True,1,67,0,0,0,3,0,0,0,0,0,0,0,3,3.8,0.5,33.0,3.7,2953,13298,79479,4.5,2019-20,2020,1.625,1.5833,1.0,4,1.3333,0.0,0.0,0.0,0.0,0.2222
Adam Smith,DEF,Bournemouth,4,Leicester,False,1,63,0,0,0,2,0,0,0,0,0,0,0,12,7.2,1.3,22.0,3.1,3428,8974,75064,4.5,2019-20,2020,1.3,1.3125,1.0,5,1.25,0.0,0.0,0.0,0.0,0.2222
Adam Smith,DEF,Bournemouth,9,Norwich,True,5,90,0,0,1,0,0,0,0,1,0,0,0,21,12.0,13.2,2.0,2.7,59,3365,31047,4.3,2019-20,2020,1.2,1.2174,1.0,10,2.0,0.0,0.0,0.2,0.0,1.1628
Adam Smith,DEF,Bournemouth,10,Watford,False,6,90,0,0,1,0,0,0,0,0,0,0,0,25,20.4,3.3,0.0,2.4,1231,539,32122,4.3,2019-20,2020,3.0,2.52,1.0,16,2.6667,0.0,0.0,0.3333,0.0,1.3953
Adam Smith,DEF,Bournemouth,11,Man Utd,True,12,90,0,1,1,0,0,0,0,0,0,0,3,38,32.2,30.3,4.0,6.7,2453,898,34048,4.3,2019-20,2020,4.7,3.83,1.0,28,4.0,0.0,0.1429,0.4286,0.0,2.7907
Adam Smith,DEF,Bournemouth,12,Newcastle,False,1,77,0,0,0,2,0,0,0,0,0,0,0,12,16.0,11.9,0.0,2.8,19236,2036,53525,4.3,2019-20,2020,8.8,6.9,1.0,29,3.625,0.0,0.125,0.375,0.0,0.2326
Adam Smith,DEF,Bournemouth,13,Wolves,True,1,90,0,0,0,2,0,0,0,0,0,0,0,12,3.8,2.3,0.0,0.6,17634,4880,69378,4.3,2019-20,2020,5.3,5.23,1.0,30,3.3333,0.0,0.1111,0.3333,0.0,0.2326
Adam Smith,DEF,Bournemouth,15,Crystal Palace,False,2,90,0,0,0,1,0,0,0,0,0,0,0,16,17.4,3.5,4.0,2.5,376,6513,64719,4.3,2019-20,2020,3.2,4.12,1.0,32,3.2,0.0,0.1,0.3,0.0,0.4651
