id,web_name,first_name,second_name,element_type,position,team,selected_by_percent,price,now_cost
661,Yogane,Tony,Yogane,3,MID,4,0.0,4.5,45
674,Maghoma,Paris,Maghoma,3,MID,4,0.0,4.5,45
705,Arthur,Benjamin,Arthur,2,DEF,4,0.0,4.0,40
757,Kayode,Michael,Kayode,2,DEF,4,0.1,4.5,45
759,Eyestone,Julian,Eyestone,1,GK,4,0.0,4.0,40
780,Morgan,Iwan,Morgan,4,FWD,4,0.0,4.5,45
786,Benjamin Fredrick,Benjamin,Fredrick,2,DEF,4,0.0,4.0,40
113,Adingra,Simon,Adingra,3,MID,5,0.3,5.5,55
114,Baker-Boaitey,Benicio,Baker-Boaitey,3,MID,5,0.0,4.5,45
115,Baleba,Carlos,Baleba,3,MID,5,0.2,5.0,50
116,Barco,Valentín,Barco,2,DEF,5,1.9,4.0,40
118,Cozier-Duberry,Amario,Cozier-Duberry,3,MID,5,0.0,4.5,45
119,Dahoud,Mahmoud,Dahoud,3,MID,5,0.0,5.0,50
120,Dunk,Lewis,Dunk,2,DEF,5,2.3,4.5,45
122,Estupiñan,Pervis,Estupiñán,2,DEF,5,1.3,5.0,50
124,Gilmour,Billy,Gilmour,3,MID,5,0.0,5.0,50
125,Gross,Pascal,Groß,3,MID,5,0.0,6.5,65
126,Hinshelwood,Jack,Hinshelwood,3,MID,5,0.1,5.0,50
127,I.Osman,Ibrahim,Osman,3,MID,5,0.0,5.0,50
128,Igor,Igor Julio,dos Santos de Paulo,2,DEF,5,0.1,4.5,45
129,João Pedro,João Pedro,Junqueira de Jesus,4,FWD,5,8.5,5.5,55
130,Kozlowski,Kacper,Kozłowski,3,MID,5,0.0,4.5,45
131,Lamptey,Tariq,Lamptey,2,DEF,5,0.2,4.5,45
132,March,Solly,March,3,MID,5,0.0,6.5,65
133,Mazilu,Adrian,Mazilu,3,MID,5,0.0,4.5,45
134,Milner,James,Milner,3,MID,5,0.0,5.0,50
135,Minteh,Yankuba,Minteh,3,MID,5,1.0,5.5,55
136,Mitoma,Mitoma,Kaoru,3,MID,5,6.3,6.5,65
137,Moder,Jakub,Moder,3,MID,5,0.4,4.5,45
138,O’Mahony,Mark,O’Mahony,4,FWD,5,0.2,4.5,45
139,Offiah,Odeluga,Offiah,2,DEF,5,0.1,4.0,40
140,Peupion,Cameron,Peupion,3,MID,5,0.0,4.5,45
141,Sarmiento,Jeremy,Sarmiento Morante,3,MID,5,0.0,5.0,50
142,Steele,Jason,Steele,1,GK,5,0.7,4.5,45
143,Undav,Deniz,Undav,4,FWD,5,0.0,5.5,55
144,Van Hecke,Jan Paul,van Hecke,2,DEF,5,0.7,4.5,45
145,Veltman,Joël,Veltman,2,DEF,5,1.1,4.5,45
146,Verbruggen,Bart,Verbruggen,1,GK,5,2.5,4.5,45
147,Webster,Adam,Webster,2,DEF,5,0.1,4.5,45
148,Welbeck,Danny,Welbeck,4,FWD,5,6.9,5.5,55
149,Wieffer,Mats,Wieffer,3,MID,5,0.1,5.0,50
595,Gruda,Brajan,Gruda,3,MID,5,0.1,5.5,55
600,Ayari,Yasin,Ayari,3,MID,5,0.1,5.0,50
601,Moran,Andrew,Moran,3,MID,5,0.0,5.0,50
615,Rushworth,Carl,Rushworth,1,GK,5,0.1,4.0,40
618,Georginio,Georginio,Rutter,3,MID,5,0.3,5.5,55
628,F.Kadıoğlu,Ferdi,Kadioglu,2,DEF,5,0.1,4.5,45
629,O'Riley,Matt,O'Riley,3,MID,5,0.0,5.5,55
663,Samuels,Imari,Samuels,2,DEF,5,0.0,4.0,40
668,Cahill,Killian,Cahill,1,GK,5,0.9,4.0,40
681,McConville,Ruairi,McConville,2,DEF,5,0.0,4.0,40
685,Slater,Jacob,Slater,2,DEF,5,0.0,4.0,40
714,Gómez,Diego,Gómez,3,MID,5,0.0,5.5,55
758,Knight,Joe,Knight,3,MID,5,0.0,4.5,45
763,Cashin,Eiran,Cashin,2,DEF,5,0.0,4.5,45
791,Charlie Tasker,Charlie,Tasker,2,DEF,5,0.0,4.0,40
794,Freddie Simmonds,Freddie,Simmonds,2,DEF,5,0.0,4.0,40
795,Harry Howell,Harry,Howell,3,MID,5,0.0,4.5,45
150,Andrey Santos,Andrey,Nascimento dos Santos,3,MID,6,0.0,4.5,45
151,Ângelo,Ângelo Gabriel,Borges Damaceno,3,MID,6,0.1,4.5,45
153,B.Badiashile,Benoît,Badiashile,2,DEF,6,0.1,4.5,45
154,Bergström,Lucas,Bergström,1,GK,6,0.2,4.0,40
155,Bettinelli,Marcus,Bettinelli,1,GK,6,0.4,4.0,40
157,Caicedo,Moisés,Caicedo Corozo,3,MID,6,1.0,5.0,50
158,Casadei,Cesare,Casadei,3,MID,6,0.1,4.5,45
159,Chalobah,Trevoh,Chalobah,2,DEF,6,0.7,4.5,45
161,Chukwuemeka,Carney,Chukwuemeka,3,MID,6,0.0,5.0,50
162,Colwill,Levi,Colwill,2,DEF,6,2.4,4.5,45
163,Cucurella,Marc,Cucurella Saseta,2,DEF,6,11.8,5.0,50
164,D.D.Fofana,David Datro,Fofana,4,FWD,6,0.1,5.5,55
165,Deivid,Deivid Washington,de Souza Eugênio,4,FWD,6,0.1,5.0,50
166,Dewsbury-Hall,Kiernan,Dewsbury-Hall,3,MID,6,0.1,6.0,60
168,Enzo,Enzo,Fernández,3,MID,6,4.1,5.0,50
169,Gallagher,Conor,Gallagher,3,MID,6,0.1,6.0,60
170,Gilchrist,Alfie,Gilchrist,2,DEF,6,0.0,4.0,40
171,Gusto,Malo,Gusto,2,DEF,6,1.4,5.0,50
172,James,Reece,James,2,DEF,6,1.1,5.0,50
173,Kellyman,Omari,Kellyman,3,MID,6,0.1,4.5,45
174,Lavia,Roméo,Lavia,3,MID,6,0.4,4.5,45
175,Lukaku,Romelu,Lukaku Bolingoli,4,FWD,6,0.2,6.5,65
176,M.Sarr,Malang,Sarr,2,DEF,6,0.0,4.5,45
177,Madueke,Noni,Madueke,3,MID,6,3.2,6.5,65
178,Marc Guiu,Marc,Guiu Paz,4,FWD,6,0.5,5.0,50
179,Mudryk,Mykhailo,Mudryk,3,MID,6,0.2,6.5,65
180,N.Jackson,Nicolas,Jackson,4,FWD,6,6.2,7.5,75
181,Nkunku,Christopher,Nkunku,3,MID,6,2.0,6.5,65
182,Palmer,Cole,Palmer,3,MID,6,34.3,10.5,105
183,Petrović,Đorđe,Petrović,1,GK,6,0.1,4.5,45
184,Renato Veiga,Renato,Palma Veiga,3,MID,6,0.1,4.5,45
185,Sánchez,Robert,Sánchez,1,GK,6,6.2,4.5,45
187,Tosin,Tosin,Adarabioyo,2,DEF,6,0.3,4.5,45
189,W.Fofana,Wesley,Fofana,2,DEF,6,0.2,4.5,45
386,Sancho,Jadon,Sancho,3,MID,6,0.9,6.5,65
560,Neto,Pedro,Lomba Neto,3,MID,6,1.4,6.5,65
575,Wiley,Caleb,Wiley,2,DEF,6,0.0,4.0,40
581,Jørgensen,Filip,Jørgensen,1,GK,6,0.4,4.5,45
621,João Félix,João,Félix Sequeira,3,MID,6,0.4,6.5,65
695,Rak-Sakyi,Samuel,Rak-Sakyi,3,MID,6,0.0,4.5,45
696,George,Tyrique,George,3,MID,6,0.0,4.5,45
697,Acheampong,Josh,Acheampong,2,DEF,6,0.1,4.0,40
771,Amougou,Mathis,Amougou,3,MID,6,0.0,4.5,45
774,Anselmino,Aaron,Anselmino,2,DEF,6,0.0,4.0,40
781,Mheuka,Shumaira,Mheuka,4,FWD,6,0.0,4.5,45
782,Samuels-Smith,Ishé,Samuels-Smith,2,DEF,6,0.0,4.0,40
787,Genesis Antwi,Genesis,Antwi,2,DEF,6,0.0,4.0,40
11,Nketiah,Eddie,Nketiah,4,FWD,7,0.7,6.0,60
160,Chilwell,Ben,Chilwell,2,DEF,7,0.5,5.0,50
190,Ahamada,Naouirou,Ahamada,3,MID,7,0.1,4.5,45
193,C.Doucouré,Cheick,Doucouré,3,MID,7,0.0,5.0,50
194,C.Richards,Chris,Richards,2,DEF,7,0.2,4.5,45
195,Chadi Riad,Chadi,Riad Dnanou,2,DEF,7,0.0,4.5,45
196,Clyne,Nathaniel,Clyne,2,DEF,7,0.1,4.5,45
197,Ebiowei,Malcolm,Ebiowei,3,MID,7,0.0,4.5,45
199,Eze,Eberechi,Eze,3,MID,7,14.6,7.0,70
200,Guéhi,Marc,Guéhi,2,DEF,7,5.7,4.5,45
201,Henderson,Dean,Henderson,1,GK,7,11.7,4.5,45
202,Holding,Rob,Holding,2,DEF,7,0.1,4.5,45
203,Hughes,Will,Hughes,3,MID,7,0.0,5.0,50
205,Kamada,Daichi,Kamada,3,MID,7,0.1,5.5,55
206,Lerma,Jefferson,Lerma Solís,3,MID,7,0.1,5.0,50
207,Mateta,Jean-Philippe,Mateta,4,FWD,7,8.3,7.5,75
208,M.França,Matheus,França de Oliveira,3,MID,7,0.2,4.5,45
209,Matthews,Remi,Matthews,1,GK,7,0.4,4.0,40
210,Mitchell,Tyrick,Mitchell,2,DEF,7,2.1,5.0,50
211,Muñoz,Daniel,Muñoz,2,DEF,7,19.3,5.0,50
212,Ozoh,David,Ozoh,3,MID,7,0.0,4.5,45
213,Rak-Sakyi,Jesurun,Rak-Sakyi,3,MID,7,0.0,4.5,45
214,Schlupp,Jeffrey,Schlupp,3,MID,7,0.0,5.0,50
215,Ward,Joel,Ward,2,DEF,7,0.1,4.5,45
216,Wharton,Adam,Wharton,3,MID,7,0.1,5.0,50
445,Turner,Matt,Turner,1,GK,7,7.2,4.0,40
585,I.Sarr,Ismaïla,Sarr,3,MID,7,5.3,6.0,60
644,Umeh-Chibueze,Franco,Umeh-Chibueze,3,MID,7,0.0,4.5,45
645,Devenny,Justin,Devenny,3,MID,7,0.1,4.5,45
646,Agbinone,Asher,Agbinone,3,MID,7,0.0,4.5,45
647,Rodney,Kaden,Rodney,3,MID,7,0.0,4.5,45
650,Lacroix,Maxence,Lacroix,2,DEF,7,0.9,4.5,45
666,Kporha,Caleb,Kporha,2,DEF,7,0.0,4.0,40
676,Marsh,Zach,Marsh,4,FWD,7,0.2,4.5,45
730,Esse,Romain,Esse,3,MID,7,0.1,5.0,50
156,Broja,Armando,Broja,4,FWD,8,0.1,5.5,55
217,A.Doucoure,Abdoulaye,Doucouré,3,MID,8,0.5,5.5,55
218,Beto,Norberto Bercique,Gomes Betuncal,4,FWD,8,3.9,5.0,50
219,Branthwaite,Jarrad,Branthwaite,2,DEF,8,1.9,5.0,50
220,Calvert-Lewin,Dominic,Calvert-Lewin,4,FWD,8,1.0,6.0,60
221,Coleman,Séamus,Coleman,2,DEF,8,0.0,4.5,45
222,Gana,Idrissa,Gueye,3,MID,8,0.2,5.0,50
223,Garner,James,Garner,3,MID,8,0.0,5.0,50
224,Harrison,Jack,Harrison,3,MID,8,0.2,5.5,55
225,Holgate,Mason,Holgate,2,DEF,8,0.1,4.0,40
226,Iroegbunam,Tim,Iroegbunam,3,MID,8,0.6,4.5,45
227,J.Virginia,João,Neves Virgínia,1,GK,8,1.0,4.0,40
228,Keane,Michael,Keane,2,DEF,8,4.3,4.0,40
229,Maupay,Neal,Maupay,4,FWD,8,0.2,5.0,50
230,McNeil,Dwight,McNeil,3,MID,8,1.4,5.5,55
231,Mykolenko,Vitalii,Mykolenko,2,DEF,8,6.7,4.5,45
232,Ndiaye,Iliman,Ndiaye,4,FWD,8,1.1,5.5,55
234,Patterson,Nathan,Patterson,2,DEF,8,0.0,4.5,45
235,Pickford,Jordan,Pickford,1,GK,8,15.9,5.0,50
236,Tarkowski,James,Tarkowski,2,DEF,8,1.6,5.0,50
237,Y. Chermiti,Youssef,Ramalho Chermiti,4,FWD,8,0.0,5.0,50
238,Young,Ashley,Young,2,DEF,8,1.4,4.5,45
450,Alcaraz,Carlos,Alcaraz Durán,3,MID,8,0.1,5.0,50
577,Lindstrøm,Jesper,Lindstrøm,3,MID,8,0.1,5.5,55
582,O'Brien,Jake,O'Brien,2,DEF,8,0.9,5.0,50
603,Armstrong,Harrison,Armstrong,3,MID,8,0.1,4.5,45
614,Metcalfe,Jenson,Metcalfe,3,MID,8,0.0,4.5,45
624,Begovic,Asmir,Begovic,1,GK,8,0.2,4.0,40
627,Dixon,Roman,Dixon,2,DEF,8,0.1,4.0,40
651,Mangala,Orel,Mangala,3,MID,8,0.0,5.0,50
678,Bates,Callum,Bates,3,MID,8,0.0,4.5,45
724,Sherif,Martin,Sherif,4,FWD,8,0.1,4.5,45
773,Heath,Isaac,Heath,3,MID,8,0.0,4.5,45
775,Coby Ebere,Coby,Ebere,3,MID,8,0.0,4.5,45
803,Welch,Reece,Welch,2,DEF,8,0.0,4.0,40
10,Nelson,Reiss,Nelson,3,MID,9,0.0,5.0,50
19,Smith Rowe,Emile,Smith Rowe,3,MID,9,7.3,5.5,55
191,Andersen,Joachim,Andersen,2,DEF,9,3.4,4.5,45
239,Adama,Adama,Traoré,3,MID,9,1.4,5.0,50
240,Andreas,Andreas,Hoelgebaum Pereira,3,MID,9,0.8,5.5,55
241,Bassey,Calvin,Bassey,2,DEF,9,0.6,4.5,45
242,Benda,Steven,Benda,1,GK,9,0.3,4.0,40
243,Cairney,Tom,Cairney,3,MID,9,0.0,5.0,50
244,Castagne,Timothy,Castagne,2,DEF,9,0.8,4.5,45
245,Diop,Issa,Diop,2,DEF,9,0.2,4.5,45
246,Harris,Luke,Harris,3,MID,9,0.0,4.5,45
247,Iwobi,Alex,Iwobi,3,MID,9,4.9,5.5,55
248,Leno,Bernd,Leno,1,GK,9,2.9,5.0,50
249,Lukić,Saša,Lukić,3,MID,9,0.0,5.0,50
250,Mbabu,Kevin,Mbabu,2,DEF,9,0.1,4.0,40
251,Muniz,Rodrigo,Muniz Carvalho,4,FWD,9,1.4,6.0,60
252,Raúl,Raúl,Jiménez,4,FWD,9,5.0,5.5,55
253,Ream,Tim,Ream,2,DEF,9,0.0,4.5,45
254,Reed,Harrison,Reed,3,MID,9,0.0,5.0,50
255,Robinson,Antonee,Robinson,2,DEF,9,15.2,4.5,45
256,Stansfield,Jay,Stansfield,4,FWD,9,0.0,5.0,50
257,Tete,Kenny,Tete,2,DEF,9,0.2,4.5,45
258,Vinicius,Carlos Vinícius,Alves Morais,4,FWD,9,0.3,5.0,50
259,Wilson,Harry,Wilson,3,MID,9,0.2,5.5,55
579,Sessegnon,Ryan,Sessegnon,2,DEF,9,2.6,4.5,45
586,J.Cuenca,Jorge,Cuenca Barreno,2,DEF,9,0.0,4.5,45
604,King,Josh,King,3,MID,9,0.1,4.5,45
605,Godo,Martial,Godo,3,MID,9,0.0,4.5,45
622,Berge,Sander,Berge,3,MID,9,0.0,5.0,50
690,Amissah,Samuel,Amissah,2,DEF,9,0.0,4.0,40
772,Willian,Willian,Borges da Silva,3,MID,9,0.0,5.0,50
121,Enciso,Julio,Enciso,3,MID,10,0.2,5.5,55
260,Al-Hamadi,Ali,Al-Hamadi,4,FWD,10,0.2,5.0,50
261,Baggott,Elkan,Baggott,2,DEF,10,0.0,4.0,40
262,Broadhead,Nathan,Broadhead,3,MID,10,0.0,5.0,50
263,Burgess,Cameron,Burgess,2,DEF,10,1.8,4.0,40
264,Burns,Wes,Burns,3,MID,10,0.0,5.0,50
265,Chaplin,Conor,Chaplin,3,MID,10,0.1,5.5,55
266,H.Clarke,Harry,Clarke,2,DEF,10,0.0,4.0,40
267,Davis,Leif,Davis,2,DEF,10,0.9,4.5,45
268,Delap,Liam,Delap,4,FWD,10,3.3,5.5,55
269,Edmundson,George,Edmundson,2,DEF,10,0.1,4.0,40
270,Greaves,Jacob,Greaves,2,DEF,10,2.3,4.0,40
271,Harness,Marcus,Myers-Harness,3,MID,10,0.0,5.0,50
272,Hirst,George,Hirst,4,FWD,10,0.1,5.5,55
273,Humphreys,Cameron,Humphreys,3,MID,10,0.0,4.5,45
274,Hutchinson,Omari,Giraud-Hutchinson,3,MID,10,0.3,5.5,55
275,Johnson,Ben,Johnson,2,DEF,10,1.9,4.0,40
276,Ladapo,Freddie,Ladapo,4,FWD,10,0.4,4.5,45
277,Luongo,Massimo,Luongo,3,MID,10,0.2,4.5,45
278,Morsy,Sam,Morsy,3,MID,10,0.1,5.0,50
279,Ndaba,Corrie,Ndaba,2,DEF,10,0.0,4.0,40
280,Slicker,Cieran,Slicker,1,GK,10,0.6,4.0,40
281,Taylor,Jack,Taylor,3,MID,10,0.0,5.0,50
282,Tuanzebe,Axel,Tuanzebe,2,DEF,10,1.2,4.0,40
283,Walton,Christian,Walton,1,GK,10,0.2,4.5,45
284,Woolfenden,Luke,Woolfenden,2,DEF,10,1.2,4.0,40
359,Phillips,Kalvin,Phillips,3,MID,10,0.1,5.0,50
568,Muric,Arijanet,Muric,1,GK,10,0.4,4.5,45
569,Jaden,Jaden,Philogene,3,MID,10,0.1,5.5,55
583,Townsend,Conor,Townsend,2,DEF,10,0.5,4.0,40
