id,first_name,second_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
318,Calvin,Bassey,10,2,44,0.8,218504,178587,103,3.4,2532,1,1,7,40,5,0,0,9,392,574.0,152.2,115.0,84.5,3.3,0.7,23.4,,,,Fulham,DEF,4.4,0,0,0,0
319,Timothy,Castagne,10,2,43,0.2,34783,30643,61,2.0,1838,0,2,3,31,4,0,0,3,294,373.0,292.2,195.0,86.2,5.0,1.2,14.2,,,,Fulham,DEF,4.3,0,0,0,0
320,Issa,Diop,10,2,43,0.1,9196,12737,31,2.4,812,1,0,1,13,2,0,0,3,103,190.8,8.0,31.0,23.0,6.0,1.4,7.2,,,,Fulham,DEF,4.3,0,0,0,0
321,Jorge,Cuenca Barreno,10,2,43,0.1,7120,8596,39,2.6,935,0,0,2,11,6,0,0,1,155,249.6,47.2,14.0,31.2,0.0,0.0,9.1,,,,Fulham,DEF,4.3,0,0,0,0
322,Kenny,Tete,10,2,45,0.2,182447,182321,81,3.7,1791,1,0,6,25,2,0,0,5,318,416.0,214.1,108.0,73.9,0.0,0.0,18.0,,,,Fulham,DEF,4.5,0,0,0,0
323,Samuel,Amissah,10,2,38,0.1,10552,18712,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,DEF,3.8,0,0,0,0
324,Alex,Iwobi,10,3,61,1.1,594538,653863,103,3.6,2420,4,3,5,40,3,0,0,13,508,511.2,739.4,343.0,159.4,1.7,0.3,16.9,2.0,,,Fulham,MID,6.1,0,0,0,0
325,Emile,Smith Rowe,10,3,56,0.5,172249,228192,80,2.2,1909,3,1,6,27,1,0,0,1,351,291.6,330.0,404.0,102.6,2.0,0.4,14.3,,,,Fulham,MID,5.6,0,0,0,0
327,Andreas,Hoelgebaum Pereira,10,3,53,0.1,2438,35658,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,5.3,0,0,0,0
328,Ryan,Sessegnon,10,3,54,0.1,148420,143996,95,3.5,1816,3,3,6,29,0,0,0,8,332,413.8,225.0,229.0,86.7,0.0,0.0,17.6,,,,Fulham,MID,5.4,0,0,0,0
329,Harry,Wilson,10,3,58,17.4,6013826,3902308,168,4.7,2674,10,9,9,38,7,0,0,21,637,707.2,661.1,601.0,196.9,2.3,0.4,29.0,1.0,1.0,3.0,Fulham,MID,5.8,1,1,0,1
330,Sander,Berge,10,3,49,0.1,14400,15756,91,2.6,2904,0,3,8,45,5,0,0,3,503,437.8,365.1,105.0,91.0,1.3,0.3,18.6,,,,Fulham,MID,4.9,0,0,0,0
331,Tom,Cairney,10,3,48,0.0,3188,5184,41,1.7,756,2,0,2,10,3,0,0,1,181,153.4,195.6,64.0,41.4,2.7,0.6,8.5,,,,Fulham,MID,4.8,0,0,0,0
332,Saša,Lukić,10,3,49,0.1,16870,20046,67,2.6,1730,1,4,6,22,9,0,0,4,314,317.6,441.6,176.0,93.4,2.0,0.4,13.7,3.0,,,Fulham,MID,4.9,0,0,0,0
333,Martial,Godo,10,3,45,0.0,898,6644,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,4.5,0,0,0,0
334,Luke,Harris,10,3,45,0.0,0,316,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,4.5,0,0,0,0
335,Josh,King,10,3,44,1.6,1013414,940159,63,2.0,1290,1,3,5,18,4,0,0,3,225,207.4,198.7,336.0,73.3,0.7,0.2,14.3,,,,Fulham,MID,4.4,0,0,0,0
336,Harrison,Reed,10,3,43,0.3,90313,86799,15,2.1,89,1,0,0,4,0,0,0,2,48,42.0,44.4,11.0,9.7,0.0,0.0,3.5,,,,Fulham,MID,4.3,0,0,0,0
337,Raúl,Jiménez Rodríguez,10,4,59,1.8,895899,942139,112,3.1,2183,9,5,9,28,5,0,0,7,410,479.4,331.5,729.0,153.1,0.7,0.1,19.0,,2.0,1.0,Fulham,FWD,5.9,0,0,1,1
338,Rodrigo,Muniz Carvalho,10,4,53,0.7,274886,446903,36,1.7,987,1,1,3,13,2,0,0,3,94,113.2,93.2,287.0,47.3,1.7,0.3,6.8,,,,Fulham,FWD,5.3,0,0,0,0
424,Oscar,Bobb,10,3,51,0.2,93356,103428,42,1.8,1030,0,2,4,13,1,0,0,0,182,140.4,315.4,205.0,66.4,2.0,0.4,8.2,,,,Fulham,MID,5.1,0,0,0,0
664,Benjamin,Lecomte,10,1,39,0.7,44786,60044,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,GK,3.9,0,0,0,0
727,Samuel,Chukwueze,10,3,53,0.1,103284,97303,62,2.7,1067,3,4,2,20,0,0,0,1,242,274.0,346.7,243.0,85.8,1.0,0.2,11.7,,,,Fulham,MID,5.3,0,0,0,0
731,Kevin,Santos Lopes de Macedo,10,3,57,0.1,35332,32474,49,1.9,1030,1,3,4,15,1,0,0,0,183,216.0,246.6,243.0,70.4,2.0,0.4,8.6,,,,Fulham,MID,5.7,0,0,0,0
737,Jonah,Kusi-Asare,10,4,45,0.1,23636,19066,6,0.9,49,0,0,0,2,1,0,0,0,19,3.2,12.0,8.0,2.3,0.3,0.1,1.3,,,,Fulham,FWD,4.5,0,0,0,0
770,Seth,Ridgeon,10,3,45,0.0,957,630,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,MID,4.5,0,0,0,0
786,Alfie,McNally,10,1,40,0.0,1175,681,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Fulham,GK,4.0,0,0,0,0
168,Facundo,Buonanotte,11,3,46,0.1,18275,31776,3,0.8,81,0,0,0,4,1,0,0,0,9,13.2,40.0,21.0,7.4,0.3,0.1,0.7,,,,Leeds,MID,4.6,0,0,0,0
339,Illan,Meslier,11,1,41,0.3,15916,66623,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,GK,4.1,0,0,0,0
340,Alex,Cairns,11,1,39,0.1,9292,16620,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,GK,3.9,0,0,0,0
341,Karl,Darlow,11,1,40,6.9,941650,395339,71,3.2,1980,0,0,5,27,1,0,63,3,334,531.4,0.0,0.0,53.4,5.0,1.2,17.8,,,,Leeds,GK,4.0,0,0,0,0
342,Jayden,Bogle,11,2,44,0.4,144807,114973,96,2.8,2795,1,5,6,44,6,0,0,1,311,436.0,346.1,218.0,100.3,0.7,0.2,21.8,,,,Leeds,DEF,4.4,0,0,0,0
343,Pascal,Struijk,11,2,42,1.9,573988,378934,108,3.2,2935,0,1,7,48,5,0,0,4,412,697.4,161.5,272.0,113.1,0.7,0.2,25.7,,,,Leeds,DEF,4.2,0,0,0,0
344,Jaka,Bijol,11,2,39,1.3,295633,157310,99,4.0,1888,1,3,5,26,4,0,0,6,323,531.8,84.5,243.0,86.0,4.7,1.2,25.4,,,,Leeds,DEF,3.9,0,0,0,0
345,Sebastiaan,Bornauw,11,2,38,0.1,24820,21277,25,2.1,429,0,0,2,5,1,0,0,0,73,98.6,6.3,19.0,12.2,2.7,0.7,6.6,,,,Leeds,DEF,3.8,0,0,0,0
346,Sam,Byram,11,2,37,0.4,64643,46209,2,1.0,8,0,0,0,1,0,0,0,0,1,5.4,0.0,0.0,0.5,0.3,0.1,0.5,,,,Leeds,DEF,3.7,0,0,0,0
347,Gabriel,Gudmundsson,11,2,38,2.5,1004619,1050434,68,2.1,2637,0,0,5,45,4,1,0,8,286,442.6,363.7,158.0,96.4,0.0,0.0,17.9,,,,Leeds,DEF,3.8,0,0,0,0
348,Joe,Rodon,11,2,39,3.0,1251264,1164785,109,3.1,2952,2,0,6,53,3,0,0,5,373,707.2,137.3,242.0,109.1,2.7,0.7,27.9,,,,Leeds,DEF,3.9,0,0,0,0
349,Isaac,Schmidt,11,2,40,0.1,788,16100,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,DEF,4.0,0,0,0,0
350,Brenden,Aaronson,11,3,54,0.8,380284,301090,126,3.4,2449,4,8,9,32,3,0,0,5,446,482.8,486.7,498.0,146.7,1.3,0.2,23.3,,,,Leeds,MID,5.4,0,0,0,0
351,Wilfried,Gnonto,11,3,51,0.1,10774,41507,32,1.4,521,0,3,1,14,3,0,0,0,134,85.2,129.3,61.0,27.5,1.0,0.2,6.3,,,,Leeds,MID,5.1,0,0,0,0
352,Jack,Harrison,11,3,51,0.0,6000,18812,12,1.1,262,0,0,0,5,0,0,0,0,51,30.0,49.4,35.0,11.5,0.0,0.0,2.4,,,,Leeds,MID,5.1,0,0,0,0
353,Daniel,James,11,3,52,0.1,9414,53603,23,1.2,547,0,0,1,16,0,0,0,0,93,70.8,133.1,133.0,33.9,1.3,0.2,4.4,,,,Leeds,MID,5.2,0,0,0,0
354,Ethan,Ampadu,11,3,49,0.6,158478,94226,134,3.8,3119,1,4,8,49,10,0,0,11,586,592.2,384.8,166.0,114.7,5.3,1.1,27.3,,,,Leeds,MID,4.9,0,0,0,0
355,Sam,Greenwood,11,3,49,0.0,1234,10158,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.9,0,0,0,0
356,Ilia,Gruev,11,3,47,0.1,23047,21305,56,2.4,1318,0,4,5,23,3,0,0,3,245,199.4,171.0,64.0,43.2,0.0,0.0,11.9,4.0,,,Leeds,MID,4.7,0,0,0,0
357,Largie,Ramazani,11,3,49,0.0,203,4347,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.9,0,0,0,0
358,Tanaka,Ao,11,3,48,0.2,62165,68779,67,2.4,1307,2,1,3,22,1,0,0,4,288,224.2,307.6,104.0,63.6,3.3,0.7,14.0,,,,Leeds,MID,4.8,0,0,0,0
359,Charlie,Crew,11,3,45,0.0,0,980,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.5,0,0,0,0
360,Joe,Gelhardt,11,3,45,0.0,0,2913,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.5,0,0,0,0
361,Darko,Gyabi,11,3,45,0.0,1165,8468,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.5,0,0,0,0
362,Joël,Piroe,11,4,49,0.3,40417,222523,17,1.1,244,0,0,1,9,0,0,0,0,42,13.6,38.1,120.0,16.5,0.7,0.1,3.5,,,3.0,Leeds,FWD,4.9,0,0,0,0
363,Patrick,Bamford,11,4,49,0.3,16144,203440,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,FWD,4.9,0,0,0,0
364,Mateo,Joseph Fernández-Regatillo,11,4,50,0.0,0,2431,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,FWD,5.0,0,0,0,0
365,Lukas,Nmecha,11,4,50,0.5,220306,234636,73,2.4,1065,6,1,3,23,0,0,0,8,268,290.4,153.5,434.0,87.8,1.3,0.3,14.6,,,2.0,Leeds,FWD,5.0,0,0,0,0
493,Sean,Longstaff,11,3,48,0.2,179724,184050,56,2.4,1003,2,2,1,20,2,0,0,5,273,291.8,403.7,116.0,81.2,0.7,0.1,11.7,2.0,2.0,,Leeds,MID,4.8,0,0,0,0
660,Anton,Stach,11,3,48,1.7,1265159,1110797,137,4.7,2369,5,6,7,36,3,0,0,14,550,650.0,921.4,315.0,188.8,1.7,0.4,28.5,1.0,1.0,,Leeds,MID,4.8,1,1,0,1
665,Lucas Estella,Perri,11,1,44,0.3,55482,74186,43,2.7,1440,0,0,3,29,2,0,38,3,153,322.4,0.0,0.0,32.2,0.0,0.0,9.8,,,,Leeds,GK,4.4,0,0,0,0
691,Dominic,Calvert-Lewin,11,4,58,13.7,4388816,2672427,142,4.1,2721,14,2,8,34,3,0,0,20,472,619.6,311.1,1026.0,194.7,5.3,0.9,24.5,,,1.0,Leeds,FWD,5.8,0,0,1,1
698,Noah,Okafor,11,3,55,0.9,573381,462800,109,3.9,1553,8,3,6,26,3,0,0,11,354,438.8,275.0,435.0,115.0,0.0,0.0,19.8,,,,Leeds,MID,5.5,0,0,0,0
706,James,Justin,11,2,40,2.3,418683,145369,94,3.2,1893,2,1,6,26,4,0,0,9,338,469.8,190.9,220.0,88.3,3.7,0.9,23.5,3.0,,,Leeds,DEF,4.0,0,0,0,0
741,Harry,Gray,11,4,45,0.1,27606,24948,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,FWD,4.5,0,0,0,0
787,Sam,Chambers,11,3,44,0.0,3015,1808,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.4,0,0,0,0
837,Jayden,Lienou,11,2,40,0.0,127,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,DEF,4.0,0,0,0,0
838,Rhys,Chadwick,11,3,45,0.0,165,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.5,0,0,0,0
839,Alfie,Cresswell,11,3,45,0.0,79,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.5,0,0,0,0
366,Alisson,Becker,12,1,54,5.1,693536,1509765,91,3.5,2340,0,0,8,31,1,0,57,8,389,479.8,0.1,0.0,47.8,0.7,0.1,16.9,,,,Liverpool,GK,5.4,0,0,0,0
367,Giorgi,Mamardashvili,12,1,41,0.7,203916,200106,34,3.4,867,0,0,2,18,0,0,34,2,139,275.6,0.0,0.0,27.5,1.0,0.2,8.3,,,,Liverpool,GK,4.1,0,0,0,0
368,Ármin,Pécsi,12,1,38,0.9,175882,87171,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,GK,3.8,0,0,0,0
369,Freddie,Woodman,12,1,39,0.3,62212,37092,6,2.0,212,0,0,0,4,0,0,9,0,34,83.8,0.0,0.0,8.4,0.0,0.0,1.5,,,,Liverpool,GK,3.9,0,0,0,0
370,Jeremie,Frimpong,12,2,57,4.9,716322,3446807,63,3.0,1032,0,5,5,13,1,0,0,1,237,133.2,244.6,186.0,56.5,1.0,0.2,11.1,,,,Liverpool,DEF,5.7,0,0,0,0
371,Milos,Kerkez,12,2,56,2.9,386883,855051,85,2.5,2251,2,1,6,37,4,0,0,4,357,434.6,415.8,141.0,99.4,1.0,0.2,15.2,,,,Liverpool,DEF,5.6,0,0,0,0
372,Andrew,Robertson,12,2,57,1.2,89505,145824,55,2.3,1165,1,0,4,16,0,0,0,4,216,239.8,318.8,121.0,68.2,0.7,0.1,9.6,,,,Liverpool,DEF,5.7,0,0,0,0
373,Virgil,van Dijk,12,2,61,31.5,5365152,4641131,175,4.6,3420,6,1,10,53,4,0,0,10,593,1169.4,215.9,490.0,187.6,6.0,1.0,28.7,,,,Liverpool,DEF,6.1,0,0,0,0
374,Ibrahima,Konaté,12,2,54,3.8,928187,902913,129,3.6,3090,1,0,10,45,7,0,0,8,532,779.2,160.5,119.0,106.1,1.0,0.2,23.9,,,,Liverpool,DEF,5.4,0,0,0,0
375,Conor,Bradley,12,2,49,0.1,62835,72643,42,2.8,928,0,2,4,13,5,0,0,2,157,157.4,105.2,62.0,32.3,0.0,0.0,8.6,,,,Liverpool,DEF,4.9,0,0,0,0
376,Joe,Gomez,12,2,49,0.2,25675,31479,33,1.6,594,0,2,2,14,4,0,0,2,94,122.8,77.8,31.0,23.2,0.3,0.1,6.7,,,,Liverpool,DEF,4.9,0,0,0,0
377,Konstantinos,Tsimikas,12,2,48,0.0,1669,12313,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,4.8,0,0,0,0
378,Amara,Nallo,12,2,37,0.9,234622,155038,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,3.7,0,0,0,0
379,Rhys,Williams,12,2,37,0.5,104331,71655,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,3.7,0,0,0,0
380,Calvin,Ramsay,12,2,37,0.3,41615,36522,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,3.7,0,0,0,0
381,Mohamed,Salah,12,3,140,15.2,1789545,6177531,123,4.6,2144,7,7,7,35,1,0,0,11,392,524.8,740.7,805.0,207.1,2.3,0.2,8.8,2.0,4.0,1.0,Liverpool,MID,14.0,0,0,1,1
382,Florian,Wirtz,12,3,83,8.5,2369824,5034345,125,3.8,2374,5,4,10,32,1,0,0,17,521,526.4,908.2,665.0,210.0,0.7,0.1,15.1,4.0,5.0,,Liverpool,MID,8.3,0,0,0,0
383,Luis,Díaz Marulanda,12,3,80,0.0,0,7389,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,8.0,0,0,0,0
384,Cody,Gakpo,12,3,73,5.6,3563681,3938706,131,3.6,2736,7,5,10,39,3,0,0,5,449,540.4,714.7,831.0,208.4,2.0,0.3,17.9,3.0,,3.0,Liverpool,MID,7.3,0,0,0,0
385,Federico,Chiesa,12,3,63,0.3,57386,70435,37,1.4,317,2,1,0,9,3,0,0,0,135,122.0,47.5,182.0,34.9,0.7,0.1,5.9,,,,Liverpool,MID,6.3,0,0,0,0
386,Alexis,Mac Allister,12,3,61,1.8,392604,427095,108,2.9,2654,2,5,7,41,7,0,0,9,490,475.4,562.2,365.0,139.9,2.0,0.3,17.7,,,4.0,Liverpool,MID,6.1,0,0,0,0
387,Dominik,Szoboszlai,12,3,71,15.1,3723042,2174292,160,4.4,3232,6,7,9,52,8,1,0,21,780,867.8,1324.6,417.0,260.9,4.3,0.6,22.5,1.0,2.0,2.0,Liverpool,MID,7.1,1,0,0,1
388,Curtis,Jones,12,3,54,0.1,31960,36907,81,2.4,1923,1,3,3,37,2,0,0,6,447,407.4,412.1,227.0,104.6,4.7,0.9,15.0,,,,Liverpool,MID,5.4,0,0,0,0
390,Ryan,Gravenberch,12,3,54,3.7,2106193,1769549,144,4.0,2991,5,5,9,42,5,0,0,17,671,687.0,497.2,220.0,140.1,4.7,0.9,26.7,,,,Liverpool,MID,5.4,0,0,0,0
392,Endo,Wataru,12,3,49,0.1,7428,15517,12,1.5,170,0,1,1,5,1,0,0,0,49,56.0,18.1,6.0,8.0,0.0,0.0,2.4,,,,Liverpool,MID,4.9,0,0,0,0
393,Stefan,Bajčetić Maquieira,12,3,42,0.2,43880,23591,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,4.2,0,0,0,0
394,James,McConnell,12,3,44,0.0,1737,4136,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,4.4,0,0,0,0
395,Tyler,Morton,12,3,45,0.0,0,362,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,4.5,0,0,0,0
396,Trey,Nyoni,12,3,43,0.3,99712,87668,6,1.0,21,0,0,0,1,0,0,0,0,11,4.2,13.4,4.0,2.1,0.3,0.1,1.4,,,,Liverpool,MID,4.3,0,0,0,0
397,Darwin,Núñez Ribeiro,12,4,65,0.1,0,15993,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,FWD,6.5,0,0,0,0
398,Jayden,Danns,12,4,43,0.1,9853,20477,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,FWD,4.3,0,0,0,0
499,Alexander,Isak,12,4,103,3.8,1943087,2527246,41,2.9,694,3,1,1,9,0,0,0,4,140,146.4,39.2,191.0,36.9,0.3,0.0,4.0,,,,Liverpool,FWD,10.3,0,0,0,0
661,Hugo,Ekitiké,12,4,90,15.7,9187479,9633120,125,4.5,1797,11,4,7,25,0,0,0,22,433,525.8,307.2,739.0,156.2,0.0,0.0,13.9,,,,Liverpool,FWD,9.0,0,0,0,0
686,Rio,Ngumoha,12,3,43,1.4,389465,234010,43,2.3,547,2,1,2,12,0,0,0,4,188,176.0,222.8,203.0,60.1,3.3,0.8,10.0,,,,Liverpool,MID,4.3,0,0,0,0
692,Giovanni,Leoni,12,2,49,0.0,2052,2636,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,4.9,0,0,0,0
746,Kieran,Morrison,12,3,45,0.0,1220,1010,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,4.5,0,0,0,0
760,Wellity,Lucky,12,2,40,0.0,1450,1285,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,4.0,0,0,0,0
830,Will,Wright,12,4,45,0.0,604,179,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,FWD,4.5,0,0,0,0
832,Talla,Ndiaye,12,2,40,0.0,273,57,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,4.0,0,0,0,0
82,Antoine,Semenyo,13,3,80,46.2,12955429,8639305,202,5.5,3200,17,6,12,52,7,0,0,18,678,923.2,607.4,1047.0,257.7,4.8,0.6,25.2,,4.0,,Man City,MID,8.0,0,0,0,0
182,James,Trafford,13,1,45,0.9,102469,276190,13,3.2,360,0,0,1,6,0,0,14,0,67,118.0,0.0,0.0,11.9,0.5,0.1,2.9,,,,Man City,GK,4.5,0,0,0,0
260,Marc,Guéhi,13,2,51,32.6,6708601,4328970,179,5.1,3150,3,5,14,35,6,0,0,14,688,901.6,304.6,402.0,160.9,4.2,0.8,35.1,,,,Man City,DEF,5.1,0,0,0,0
399,Ederson,Santana de Moraes,13,1,53,0.8,15200,274123,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,GK,5.3,0,0,0,0
401,Marcus,Bettinelli,13,1,38,0.4,72915,57129,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,GK,3.8,0,0,0,0
402,Rayan,Aït-Nouri,13,2,57,4.1,664479,2494969,60,3.5,971,0,2,5,8,2,0,0,9,237,195.6,216.4,90.0,50.2,1.8,0.3,10.5,,,,Man City,DEF,5.7,0,0,0,0
403,Joško,Gvardiol,13,2,58,3.2,1380358,2201303,79,4.4,1370,2,2,6,13,2,0,0,5,303,369.0,109.5,218.0,69.8,0.5,0.1,13.6,,,,Man City,DEF,5.8,0,0,0,0
404,Manuel,Akanji,13,2,54,0.3,9281,85774,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,DEF,5.4,0,0,0,0
405,Nathan,Aké,13,2,52,0.6,47785,89893,36,2.0,686,0,0,3,9,1,0,0,1,151,132.4,111.7,78.0,32.4,2.0,0.4,6.9,,,,Man City,DEF,5.2,0,0,0,0
406,Abdukodir,Khusanov,13,2,54,0.7,121067,96765,67,3.2,1427,0,0,6,13,2,0,0,3,293,299.0,112.2,26.0,43.9,2.0,0.4,12.4,,,,Man City,DEF,5.4,0,0,0,0
407,Matheus,Nunes,13,2,53,2.9,1062481,789254,154,4.5,2861,1,8,12,28,5,0,0,16,676,696.0,545.0,131.0,137.6,2.0,0.4,29.1,,,4.0,Man City,DEF,5.3,0,0,0,0
408,Rúben,dos Santos Gato Alves Dias,13,2,55,3.1,956468,1105716,113,4.3,2139,2,0,12,22,3,0,0,4,453,560.8,152.2,96.0,81.0,0.2,0.0,20.5,,,,Man City,DEF,5.5,0,0,0,0
409,John,Stones,13,2,54,0.6,57411,111982,16,1.8,436,0,0,1,10,0,0,0,0,55,101.8,24.4,4.0,13.0,1.0,0.2,3.0,,,,Man City,DEF,5.4,0,0,0,0
410,Rico,Lewis,13,2,46,1.2,372593,468786,19,1.7,401,0,1,1,7,2,0,0,2,72,70.8,112.5,55.0,23.8,0.0,0.0,4.1,,,,Man City,DEF,4.6,0,0,0,0
411,Nico,O'Reilly,13,2,53,19.2,4540622,2118601,160,4.7,2643,5,4,14,25,5,0,0,10,567,653.8,413.9,573.0,164.1,1.8,0.3,30.2,,,,Man City,DEF,5.3,0,0,0,0
412,Vitor,de Oliveira Nunes dos Reis,13,2,50,0.0,0,856,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,DEF,5.0,0,0,0,0
413,Omar,Marmoush,13,3,83,2.9,350835,1310361,56,2.7,691,3,3,4,5,3,0,0,5,182,203.2,159.8,284.0,64.4,3.8,0.5,6.7,4.0,1.0,2.0,Man City,MID,8.3,0,1,0,1
414,Phil,Foden,13,3,80,7.8,6220998,5631206,131,4.0,2078,7,5,11,19,4,0,0,13,563,583.2,918.8,520.0,201.9,4.0,0.5,16.4,5.0,,,Man City,MID,8.0,0,0,0,0
415,Sávio,Moreira de Oliveira,13,3,69,0.4,37364,116057,43,1.8,817,1,2,3,7,2,0,0,1,140,138.6,198.4,321.0,65.8,3.2,0.5,6.2,,,,Man City,MID,6.9,0,0,0,0
416,Bernardo,Mota Veiga de Carvalho e Silva,13,3,62,0.7,134935,159793,102,2.7,2869,2,4,13,30,10,0,0,4,534,514.0,809.0,353.0,167.8,2.2,0.4,16.5,1.0,,,Man City,MID,6.2,1,0,0,1
417,Rayan,Cherki,13,3,65,17.4,4695485,3470637,135,4.1,1772,4,13,8,18,1,0,0,16,580,604.2,996.6,579.0,218.1,1.8,0.3,20.8,3.0,2.0,,Man City,MID,6.5,0,0,0,0
418,Jérémy,Doku,13,3,65,6.6,2759776,2167017,120,4.0,1773,5,8,8,18,0,0,0,15,526,540.2,841.6,645.0,202.5,3.8,0.6,18.5,,,3.0,Man City,MID,6.5,0,0,0,0
