id,first_name,second_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
420,İlkay,Gündoğan,13,3,63,0.1,1928,19921,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,6.3,0,0,0,0
421,Rodrigo 'Rodri',Hernandez Cascante,13,3,63,0.5,72824,115049,69,3.3,1510,1,1,5,15,3,0,0,6,350,358.0,421.5,122.0,90.3,1.8,0.3,11.0,,,,Man City,MID,6.3,0,0,0,0
422,Mateo,Kovačić,13,3,58,0.0,3111,3697,9,1.5,125,0,1,0,3,0,0,0,0,41,46.0,65.5,3.0,11.5,0.8,0.1,1.6,,,,Man City,MID,5.8,0,0,0,0
423,Nico,González Iglesias,13,3,59,0.1,28919,32144,63,2.5,1561,1,0,7,18,6,0,0,1,337,309.8,234.1,72.0,61.5,1.0,0.2,10.7,,,,Man City,MID,5.9,0,0,0,0
425,Claudio,Echeverri,13,3,54,0.0,194,3241,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,5.4,0,0,0,0
427,Tijjani,Reijnders,13,3,50,8.9,3562667,5038594,92,3.3,1623,5,3,7,18,2,0,0,6,337,340.0,347.8,435.0,111.2,1.5,0.3,18.4,4.0,3.0,,Man City,MID,5.0,0,0,0,0
428,Sverre,Nypan,13,3,50,0.0,328,2697,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,5.0,0,0,0,0
429,Kalvin,Phillips,13,3,47,0.1,4052,8585,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,4.7,0,0,0,0
430,Erling,Haaland,13,4,147,62.5,8764362,4565074,239,6.8,2953,27,8,13,32,2,0,0,43,952,1180.4,320.1,1520.0,302.3,5.0,0.3,16.3,,,1.0,Man City,FWD,14.7,0,0,1,1
736,Gianluigi,Donnarumma,13,1,56,9.3,2342969,1560137,135,4.0,3060,0,0,15,29,8,0,78,5,567,666.6,10.3,2.0,68.0,3.8,0.7,24.1,,,,Man City,GK,5.6,0,0,0,0
739,Divine,Mukasa,13,3,44,0.0,3500,3355,2,1.0,25,0,0,0,0,0,0,0,0,5,4.2,28.3,4.0,3.7,0.0,0.0,0.5,,,,Man City,MID,4.4,0,0,0,0
740,Stephen,Mfuni,13,2,39,0.0,3208,4023,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,DEF,3.9,0,0,0,0
742,Ryan,McAidoo,13,3,45,0.0,1704,1467,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,4.5,0,0,0,0
763,Charlie,Gray,13,3,45,0.0,577,457,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,4.5,0,0,0,0
764,Reigan,Heskey,13,3,45,0.0,349,279,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,4.5,0,0,0,0
794,Max,Alleyne,13,2,39,0.0,5494,5081,5,2.5,135,0,0,0,1,0,0,0,0,27,34.0,14.8,26.0,7.5,0.0,0.0,1.3,,,,Man City,DEF,3.9,0,0,0,0
119,Bryan,Mbeumo,14,3,83,15.0,7366637,7325105,148,4.5,2611,11,3,8,37,4,0,0,16,528,628.8,803.1,882.0,231.4,5.7,0.7,17.8,2.0,2.0,,Man Utd,MID,8.3,0,0,0,0
431,Altay,Bayındır,14,1,47,0.3,39170,64699,11,1.8,540,0,0,0,11,0,0,13,0,49,118.4,10.0,0.0,12.8,0.0,0.0,2.3,,,,Man Utd,GK,4.7,0,0,0,0
432,André,Onana,14,1,49,0.1,5156,26687,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,GK,4.9,0,0,0,0
433,Elyh,Harrison,14,1,40,0.0,0,256,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,GK,4.0,0,0,0,0
434,Tom,Heaton,14,1,38,0.6,73222,38541,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,GK,3.8,0,0,0,0
435,Dermot,Mee,14,1,39,0.1,5954,9566,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,GK,3.9,0,0,0,0
436,Matthijs,de Ligt,14,2,49,1.8,419902,553255,43,3.3,1170,1,0,1,20,0,0,0,5,169,276.6,60.2,122.0,45.7,0.0,0.0,8.8,,,,Man Utd,DEF,4.9,0,0,0,0
437,Lisandro,Martínez,14,2,48,0.4,177499,157689,51,2.8,1229,0,0,5,15,0,1,0,3,241,302.8,94.9,19.0,42.0,5.0,1.0,10.6,,,,Man Utd,DEF,4.8,0,0,0,0
438,Noussair,Mazraoui,14,2,49,0.3,47395,61652,53,2.6,977,0,0,5,10,3,0,0,6,233,209.0,122.4,37.0,36.8,5.7,1.2,10.8,,,,Man Utd,DEF,4.9,0,0,0,0
439,Diego,León Blanco,14,2,41,0.1,3714,8932,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,DEF,4.1,0,0,0,0
440,Diogo,Dalot Teixeira,14,2,45,3.8,1183625,955610,111,3.3,2609,1,6,7,40,5,0,0,9,414,535.8,458.5,202.0,119.6,0.3,0.1,24.7,,,,Man Utd,DEF,4.5,0,0,0,0
441,Patrick,Dorgu,14,2,41,2.4,1795401,2249436,95,3.7,1440,4,4,4,20,5,0,0,11,321,469.0,394.2,341.0,120.3,6.7,1.6,23.2,,,,Man Utd,DEF,4.1,0,0,0,0
442,Harry,Maguire,14,2,44,1.7,392863,292617,90,3.9,1649,1,2,7,20,3,1,0,5,315,381.6,62.5,184.0,63.0,6.3,1.4,20.5,,,,Man Utd,DEF,4.4,0,0,0,0
443,Luke,Shaw,14,2,45,1.1,262666,170962,113,3.0,3220,1,1,10,45,9,0,0,3,449,560.2,314.8,97.0,97.4,6.0,1.3,25.1,,,,Man Utd,DEF,4.5,0,0,0,0
444,Leny,Yoro,14,2,41,1.2,228890,326156,56,1.8,1730,0,1,2,33,1,0,0,1,191,327.0,83.1,124.0,53.2,0.3,0.1,13.7,,,,Man Utd,DEF,4.1,0,0,0,0
445,Harry,Amass,14,2,40,0.1,1160,14637,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,DEF,4.0,0,0,0,0
446,Tyler,Fredricson,14,2,37,0.2,15468,17282,1,1.0,2,0,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,0.0,0.0,0.3,,,,Man Utd,DEF,3.7,0,0,0,0
447,Ayden,Heaven,14,2,37,2.6,619537,481085,42,2.5,920,0,1,2,15,2,0,0,3,164,233.6,32.0,26.0,29.1,0.0,0.0,11.4,,,,Man Utd,DEF,3.7,0,0,0,0
448,Tyrell,Malacia,14,2,37,0.6,92496,70346,3,1.0,15,0,0,0,1,0,0,0,0,6,7.6,1.5,0.0,0.9,0.3,0.1,0.8,,,,Man Utd,DEF,3.7,0,0,0,0
449,Bruno,Borges Fernandes,14,3,104,48.0,9239341,5871807,235,6.7,3065,9,24,7,46,5,0,0,41,1008,1258.0,1938.5,614.0,381.4,8.7,0.8,22.6,1.0,1.0,1.0,Man Utd,MID,10.4,1,1,1,1
450,Matheus,Santos Carneiro da Cunha,14,3,81,8.7,3667224,3604413,143,4.3,2493,10,4,8,35,4,0,0,14,591,675.8,545.4,801.0,202.5,3.7,0.5,17.7,,,,Man Utd,MID,8.1,0,0,0,0
451,Marcus,Rashford,14,3,70,0.0,0,2160,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,7.0,0,0,0,0
452,Amad,Diallo,14,3,62,1.3,451199,644246,91,2.8,2339,2,5,6,33,2,0,0,7,463,436.6,596.1,600.0,163.5,4.0,0.6,14.7,3.0,,,Man Utd,MID,6.2,0,0,0,0
454,Antony,dos Santos,14,3,59,0.1,1511,10762,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,5.9,0,0,0,0
455,Mason,Mount,14,3,59,0.3,185755,200331,58,2.5,1010,3,0,5,15,2,0,0,3,201,201.2,214.1,165.0,58.0,3.3,0.6,9.8,,,,Man Utd,MID,5.9,0,0,0,0
457,Carlos Henrique,Casimiro,14,3,58,3.8,1226002,802419,165,4.9,2575,9,4,9,32,9,1,0,20,636,903.6,536.1,585.0,202.8,0.3,0.1,28.4,,,,Man Utd,MID,5.8,0,0,0,0
458,Kobbie,Mainoo,14,3,47,1.4,304626,228683,73,2.6,1653,1,2,6,22,2,0,0,2,340,365.0,360.1,94.0,82.1,3.7,0.8,15.5,,,,Man Utd,MID,4.7,0,0,0,0
459,Manuel,Ugarte Ribeiro,14,3,47,0.1,30749,40565,38,1.7,876,0,0,1,23,1,0,0,0,183,167.2,83.6,48.0,29.8,0.0,0.0,8.1,,,,Man Utd,MID,4.7,0,0,0,0
460,Toby,Collyer,14,3,45,0.0,505,9707,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,4.5,0,0,0,0
461,Jayce,Fitzgerald,14,3,43,0.0,4003,5450,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,4.3,0,0,0,0
462,Jack,Fletcher,14,3,43,0.1,15800,15248,3,1.0,107,0,0,0,0,0,0,0,0,10,18.6,24.4,5.0,4.8,0.0,0.0,0.7,,,,Man Utd,MID,4.3,0,0,0,0
463,Sékou,Koné,14,3,43,0.1,9069,13812,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,4.3,0,0,0,0
464,Jack,Moorhouse,14,3,45,0.0,723,2880,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,4.5,0,0,0,0
465,Rasmus,Højlund,14,4,63,0.3,5437,56872,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,FWD,6.3,0,0,0,0
466,Joshua,Zirkzee,14,4,58,0.4,112749,133905,42,1.8,607,2,1,2,8,3,0,0,6,146,164.4,177.7,245.0,58.3,1.0,0.2,7.2,,,,Man Utd,FWD,5.8,0,0,0,0
467,Chido,Obi,14,4,42,1.4,276612,392978,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,FWD,4.2,0,0,0,0
468,Ethan,Wheatley,14,4,45,0.1,4530,15008,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,FWD,4.5,0,0,0,0
681,Benjamin,Sesko,14,4,72,4.6,1377150,1876133,111,3.7,1630,11,2,2,30,2,0,0,19,405,483.8,156.1,803.0,143.4,0.0,0.0,15.4,,,,Man Utd,FWD,7.2,0,0,0,0
733,Senne,Lammens,14,1,51,3.6,758836,397527,109,3.4,2880,0,0,8,39,0,0,79,11,413,635.6,0.0,2.0,63.7,5.3,1.0,21.4,,,,Man Utd,GK,5.1,0,0,0,0
755,Shea,Lacey,14,3,45,0.0,4154,2979,3,1.0,40,0,0,0,0,0,0,0,0,9,4.0,2.1,16.0,1.7,0.3,0.1,0.7,,,,Man Utd,MID,4.5,0,0,0,0
769,Bendito,Mantato,14,3,45,0.0,589,424,1,1.0,15,0,0,0,0,0,0,0,0,3,2.2,11.7,0.0,1.4,0.0,0.0,0.2,,,,Man Utd,MID,4.5,0,0,0,0
771,Tyler,Fletcher,14,3,44,0.0,2549,1732,2,1.0,17,0,0,0,0,0,0,0,0,6,0.8,3.0,0.0,0.3,0.3,0.1,0.5,,,,Man Utd,MID,4.4,0,0,0,0
788,Godwill,Kukonki,14,2,40,0.0,637,573,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,DEF,4.0,0,0,0,0
827,Jim,Thwaites,14,3,45,0.0,118,35,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,4.5,0,0,0,0
52,Jacob,Ramsey,15,3,53,0.3,38141,82368,62,2.2,1441,2,3,1,31,3,1,0,3,303,304.4,330.3,165.0,79.9,5.7,1.1,11.7,,,,Newcastle,MID,5.3,0,0,0,0
135,Yoane,Wissa,15,4,73,0.6,247877,461907,27,1.4,517,1,1,1,11,3,0,0,0,70,58.0,46.7,163.0,25.5,0.7,0.1,3.7,,,,Newcastle,FWD,7.3,0,0,0,0
469,Nick,Pope,15,1,50,4.5,1569571,1614872,96,3.6,2416,0,1,7,38,2,0,89,3,414,671.0,0.0,35.0,70.7,3.0,0.6,19.2,,,,Newcastle,GK,5.0,0,0,0,0
471,Mark,Gillespie,15,1,39,0.1,7392,11599,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,GK,3.9,0,0,0,0
472,Odysseas,Vlachodimos,15,1,40,0.0,0,2530,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,GK,4.0,0,0,0,0
473,Lewis,Hall,15,2,53,3.3,974490,796951,79,2.6,2176,1,2,4,39,4,0,0,4,347,550.2,433.6,196.0,118.0,1.3,0.2,14.9,2.0,1.0,,Newcastle,DEF,5.3,0,1,0,1
474,Fabian,Schär,15,2,52,1.1,297336,499632,51,3.2,1089,0,0,4,13,1,0,0,0,186,291.2,63.6,108.0,46.4,0.0,0.0,9.8,,4.0,,Newcastle,DEF,5.2,0,0,0,0
475,Sven,Botman,15,2,49,0.5,106359,115014,89,3.6,1834,1,1,5,27,2,0,0,6,332,597.0,85.8,190.0,87.4,3.7,0.8,18.2,,,,Newcastle,DEF,4.9,0,0,0,0
476,Dan,Burn,15,2,50,3.6,1584692,1706417,93,3.2,2195,1,3,6,36,9,1,0,5,286,525.8,107.3,186.0,82.1,1.3,0.3,18.6,,,,Newcastle,DEF,5.0,0,0,0,0
477,Tino,Livramento,15,2,49,1.8,1106595,1396148,59,3.5,1326,0,1,6,14,1,0,0,3,252,219.4,199.7,42.0,46.1,0.0,0.0,12.0,,,,Newcastle,DEF,4.9,0,0,0,0
478,Kieran,Trippier,15,2,49,1.4,265222,388304,54,2.6,1586,0,1,5,27,3,0,0,2,225,288.0,488.5,14.0,79.0,1.0,0.2,11.0,4.0,2.0,,Newcastle,DEF,4.9,0,0,0,0
479,Emil,Krafth,15,2,43,0.0,1757,5368,0,0.0,45,0,0,0,2,0,0,0,0,-8,1.4,1.2,0.0,0.3,0.0,0.0,0.0,,,,Newcastle,DEF,4.3,0,0,0,0
480,Jamaal,Lascelles,15,2,43,0.0,2754,9170,1,0.5,19,0,0,0,2,0,0,0,0,0,10.2,0.0,7.0,1.7,0.0,0.0,0.2,,,,Newcastle,DEF,4.3,0,0,0,0
481,Alex,Murphy,15,2,38,0.7,82574,109655,2,1.0,7,0,0,0,1,0,0,0,0,3,10.2,0.6,2.0,1.3,0.3,0.1,0.5,,,,Newcastle,DEF,3.8,0,0,0,0
482,Harrison,Ashby,15,2,39,0.1,8541,17397,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,3.9,0,0,0,0
483,Miodrag,Pivaš,15,2,38,0.4,68422,53510,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,3.8,0,0,0,0
484,Matt,Targett,15,2,40,0.1,3759,45695,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,4.0,0,0,0,0
485,Anthony,Gordon,15,3,72,3.1,2428918,2303564,101,3.9,1798,6,4,8,30,3,1,0,10,352,393.8,404.2,514.0,130.9,0.0,0.0,14.0,,,1.0,Newcastle,MID,7.2,0,0,1,1
486,Anthony,Elanga,15,3,65,2.6,585258,1206243,48,1.5,1302,0,1,2,28,0,0,0,0,179,130.4,266.7,185.0,57.8,0.7,0.1,7.4,5.0,,,Newcastle,MID,6.5,0,0,0,0
487,Harvey,Barnes,15,3,61,1.3,804370,725659,106,2.9,1951,7,1,5,31,1,0,0,9,349,404.0,387.5,682.0,147.0,4.3,0.7,17.4,,,,Newcastle,MID,6.1,0,0,0,0
488,Bruno,Guimarães Rodriguez Moura,15,3,69,6.5,4385408,3885085,154,5.3,2456,9,7,6,37,6,0,0,22,681,782.4,756.7,488.0,202.9,3.7,0.5,22.3,3.0,5.0,2.0,Newcastle,MID,6.9,0,0,0,0
489,Jacob,Murphy,15,3,59,0.6,174198,355496,82,2.5,1606,3,2,8,20,2,0,0,5,314,330.8,393.7,346.0,106.0,1.7,0.3,13.9,,,,Newcastle,MID,5.9,0,0,0,0
490,Joelinton Cássio,Apolinário de Lira,15,3,59,0.3,82462,112850,73,2.7,1950,2,1,5,27,10,0,0,2,304,324.4,296.3,329.0,95.0,0.7,0.1,12.4,,,,Newcastle,MID,5.9,0,0,0,0
491,Sandro,Tonali,15,3,53,1.0,230144,342254,81,2.3,2534,0,2,7,38,4,0,0,2,477,398.0,534.1,198.0,113.4,1.0,0.2,15.3,1.0,3.0,,Newcastle,MID,5.3,1,0,0,1
492,Antoñito,Cordero Campillo,15,3,49,0.0,655,3592,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,MID,4.9,0,0,0,0
494,Joe,Willock,15,3,50,0.1,15177,14496,38,1.6,972,0,2,3,18,3,0,0,0,166,145.4,205.8,204.0,55.5,2.0,0.4,7.6,,,,Newcastle,MID,5.0,0,0,0,0
495,Isaac,Hayden,15,3,45,0.0,0,1613,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,MID,4.5,0,0,0,0
496,Garang,Kuol,15,3,44,0.0,2219,7454,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,MID,4.4,0,0,0,0
497,Lewis,Miley,15,3,44,1.7,681491,770154,72,3.1,1493,1,4,2,22,0,0,0,5,334,342.6,251.4,136.0,73.0,0.0,0.0,16.4,,,,Newcastle,MID,4.4,0,0,0,0
498,Joe,White,15,3,45,0.0,117,1264,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,MID,4.5,0,0,0,0
500,William,Osula,15,4,55,2.1,361759,125181,76,3.2,805,7,1,2,14,0,0,0,13,284,256.6,82.6,284.0,62.2,5.7,1.0,13.8,,,,Newcastle,FWD,5.5,0,0,0,0
501,Sean,Neave,15,4,43,0.3,27694,38624,1,1.0,13,0,0,0,1,0,0,0,0,2,0.0,0.0,5.0,0.5,0.3,0.1,0.2,,,,Newcastle,FWD,4.3,0,0,0,0
674,Aaron,Ramsdale,15,1,48,0.7,146098,177610,25,2.1,1003,0,0,1,17,2,0,25,1,107,212.8,10.0,0.0,22.3,0.0,0.0,5.2,,,,Newcastle,GK,4.8,0,0,0,0
684,Malick,Thiaw,15,2,49,4.7,1930326,1361374,126,3.6,2963,4,0,5,52,4,0,0,12,436,868.0,114.3,409.0,138.9,1.7,0.3,25.7,,,,Newcastle,DEF,4.9,0,0,0,0
689,Seung-Soo,Park,15,3,43,0.5,100830,70181,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,MID,4.3,0,0,0,0
714,Nick,Woltemade,15,4,67,6.5,5489495,4844619,108,3.3,1896,8,4,8,29,0,0,0,12,399,447.2,314.4,425.0,117.5,4.0,0.6,16.1,,,3.0,Newcastle,FWD,6.7,0,0,0,0
753,John,Ruddy,15,1,40,0.0,2082,1365,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,GK,4.0,0,0,0,0
765,Leo,Shahar,15,2,40,0.0,4880,3210,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,4.0,0,0,0,0
772,Sam,Alabi,15,3,45,0.0,829,531,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,MID,4.5,0,0,0,0
12,Oleksandr,Zinchenko,16,2,49,0.2,26902,54106,7,1.4,352,0,0,0,6,0,0,0,0,56,80.8,83.4,22.0,18.6,0.0,0.0,1.4,,,,Nott'm Forest,DEF,4.9,0,0,0,0
400,Stefan,Ortega Moreno,16,1,47,0.2,14824,28131,11,3.7,270,0,0,1,4,0,0,8,0,38,68.6,0.0,0.0,6.9,0.0,0.0,2.3,,,,Nott'm Forest,GK,4.7,0,0,0,0
426,James,McAtee,16,3,50,0.1,13870,27412,17,1.2,288,0,1,0,9,1,0,0,0,60,51.6,82.0,39.0,17.3,2.0,0.4,3.4,,,5.0,Nott'm Forest,MID,5.0,0,0,0,0
502,Matz,Sels,16,1,46,5.0,495479,2082249,105,3.4,2667,0,0,7,39,2,0,95,3,431,730.0,10.0,0.0,74.0,2.7,0.6,22.8,,,,Nott'm Forest,GK,4.6,0,0,0,0
503,Carlos Miguel,dos Santos Pereira,16,1,40,0.1,448,15929,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,GK,4.0,0,0,0,0
504,Matt,Turner,16,1,40,0.1,0,16045,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,GK,4.0,0,0,0,0
505,Nikola,Milenković,16,2,51,3.3,419271,1109562,119,3.1,3375,0,1,9,51,6,0,0,2,401,680.4,66.9,120.0,86.9,2.3,0.5,23.3,,,,Nott'm Forest,DEF,5.1,0,0,0,0
506,Murillo,Costa dos Santos,16,2,52,1.8,315788,868695,83,3.3,2130,1,0,6,29,5,0,0,3,333,542.2,115.5,82.0,74.0,0.0,0.0,16.0,,2.0,,Nott'm Forest,DEF,5.2,0,0,0,0
507,Ola,Aina,16,2,47,2.1,352773,1678500,67,3.7,1587,0,2,6,19,3,0,0,5,264,285.2,160.3,58.0,50.5,0.0,0.0,14.3,,,,Nott'm Forest,DEF,4.7,0,0,0,0
508,Neco,Williams,16,2,48,4.2,693564,1285030,128,3.5,3203,2,3,9,48,6,1,0,15,531,804.0,572.3,380.0,175.6,1.7,0.4,26.7,3.0,,,Nott'm Forest,DEF,4.8,0,0,0,0
509,David,Mota Veiga Teixeira do Carmo,16,2,45,0.0,427,4435,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,4.5,0,0,0,0
510,Jair,Paula da Cunha Filho,16,2,42,0.1,4036,9128,13,1.4,514,0,0,0,7,0,0,0,0,48,98.0,15.2,29.0,14.2,1.7,0.4,3.1,,,,Nott'm Forest,DEF,4.2,0,0,0,0
511,Felipe,Rodrigues da Silva,16,2,43,0.1,12654,14571,53,2.5,1340,1,0,2,23,5,0,0,1,190,371.2,37.6,96.0,50.5,5.0,1.2,12.3,,,,Nott'm Forest,DEF,4.3,0,0,0,0
512,Omar,Richards,16,2,45,0.0,345,4148,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,4.5,0,0,0,0
513,Zach,Abbott,16,2,38,0.2,30091,32960,3,1.0,165,0,0,0,4,0,0,0,0,3,25.4,6.4,0.0,3.2,0.0,0.0,0.8,,,,Nott'm Forest,DEF,3.8,0,0,0,0
514,Willy,Boly,16,2,38,0.3,43827,70491,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,3.8,0,0,0,0
515,Morgan,Gibbs-White,16,3,76,9.2,2632310,2094293,188,5.1,3101,15,4,10,45,1,0,0,18,712,843.8,747.7,836.0,242.5,5.3,0.7,24.7,,1.0,2.0,Nott'm Forest,MID,7.6,0,1,0,1
516,Callum,Hudson-Odoi,16,3,57,0.6,276638,358083,88,2.9,1838,3,4,6,26,0,0,0,8,358,366.6,611.7,330.0,130.6,0.0,0.0,15.4,,,,Nott'm Forest,MID,5.7,0,0,0,0
517,Elliot,Anderson,16,3,57,9.4,2211347,1736050,180,4.7,3332,4,5,10,50,8,0,0,16,795,915.2,961.5,310.0,219.0,8.7,1.5,31.6,1.0,3.0,4.0,Nott'm Forest,MID,5.7,1,0,0,1
518,João Pedro,Ferreira da Silva,16,3,54,0.0,1029,9175,1,1.0,11,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,0.0,0.0,0.2,,,,Nott'm Forest,MID,5.4,0,0,0,0
519,Nicolás,Domínguez,16,3,50,0.0,5792,4707,48,1.8,1168,1,1,3,20,3,0,0,3,229,264.8,193.5,138.0,59.7,1.3,0.3,9.6,,,,Nott'm Forest,MID,5.0,0,0,0,0
520,Lewis,O'Brien,16,3,50,0.0,0,118,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,5.0,0,0,0,0
521,Ibrahim,Sangaré,16,3,49,0.1,13218,15590,89,3.2,2073,2,2,8,26,5,0,0,2,366,434.4,205.9,126.0,76.8,1.7,0.3,18.2,,,,Nott'm Forest,MID,4.9,0,0,0,0
522,Ryan,Yates,16,3,47,0.1,11094,19969,30,1.4,602,0,2,0,7,3,0,0,0,123,139.0,79.7,55.0,27.2,0.3,0.1,6.4,,,,Nott'm Forest,MID,4.7,0,0,0,0
523,Eric,da Silva Moreira,16,3,45,0.1,3297,17285,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,4.5,0,0,0,0
524,Marko,Stamenić,16,3,45,0.0,245,5744,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,4.5,0,0,0,0
525,Chris,Wood,16,4,71,4.7,2172956,3411956,41,2.7,896,3,0,2,14,0,0,0,4,145,139.0,88.4,266.0,48.0,1.7,0.2,5.8,,,1.0,Nott'm Forest,FWD,7.1,0,0,1,1
