team,season,GW,goals_scored_for,goals_conceded,was_home,opponent,clean_sheet,win,draw,points_earned,goals_scored_last5,goals_conceded_last5,clean_sheet_rate_last5,wins_last5,form_points_last5,goals_scored_last3,goals_conceded_last3,home_goals_scored_season,away_goals_scored_season,home_goals_conceded_season,away_goals_conceded_season,attacking_strength,defensive_strength,xG_last5,xGA_last5,xG_last3,xGA_last3,xG_season_avg,xGA_season_avg,home_xG_season,away_xG_season,home_xGA_season,away_xGA_season,clean_sheet_probability
Arsenal,2020-21,14,1,2,False,Everton,0,0,0,0,0.4,1.2,0.2,0.0,2.0,0.3333333333333333,1.3333333333333333,0.7142857142857143,0.8333333333333334,1.4285714285714286,1.0,0.0,0.5714285714285714,0.9878498,1.2575128,1.036657,0.7729879999999999,1.095588,1.2236184615384613,1.1084594285714287,1.080571333333333,1.2665287142857142,1.1735565,0.2843604088874682
Arsenal,2020-21,15,3,1,True,Chelsea,0,1,0,3,0.6,1.6,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,0.7142857142857143,0.8571428571428571,1.4285714285714286,1.1428571428571428,0.0769230769230769,0.41666666666666663,1.0961062,0.9975215999999998,1.255605,0.8633596666666666,1.1067645714285714,1.1834845714285716,1.1084594285714287,1.1050697142857142,1.2665287142857142,1.1004404285714284,0.3687923243560045
Arsenal,2020-21,16,0,0,False,Brighton,1,0,1,1,1.0,1.4,0.0,1.0,4.0,1.6666666666666667,1.3333333333333333,1.0,0.8571428571428571,1.375,1.1428571428571428,0.18181818181818185,0.5454545454545455,1.2613762,1.0469696,1.286015,1.3429479999999998,1.1626369333333335,1.2548616000000001,1.2130082500000001,1.1050697142857142,1.389980125,1.1004404285714284,0.35099980888626325
Arsenal,2020-21,17,4,0,False,West Brom,1,1,0,3,1.0,1.0,0.2,1.0,5.0,1.3333333333333333,1.0,1.0,0.75,1.375,1.0,0.2727272727272727,0.6666666666666666,1.405121,1.1287174,1.5036166666666668,1.2384173333333333,1.172093375,1.2263932499999999,1.2130082500000001,1.1311784999999999,1.389980125,1.0628063749999999,0.3234478446955645
Arsenal,2020-21,18,0,0,True,Crystal Palace,1,0,1,1,1.8,0.8,0.4,2.0,8.0,2.3333333333333335,0.3333333333333333,1.0,1.1111111111111112,1.375,0.8888888888888888,0.6153846153846155,0.8,1.8412550000000003,1.1396172,2.431026666666667,1.3077940000000001,1.3404578823529414,1.2054215294117647,1.2130082500000001,1.4537464444444443,1.389980125,1.0413694444444443,0.31994147197331996
Arsenal,2020-21,19,3,0,True,Newcastle,1,1,0,3,1.6,0.6,0.6,2.0,8.0,1.3333333333333333,0.0,0.8888888888888888,1.1111111111111112,1.2222222222222223,0.8888888888888888,0.6363636363636365,0.9166666666666667,1.7827388000000002,1.0589520000000001,1.9055946666666668,0.7929586666666667,1.2864632222222223,1.1778777777777778,1.11918,1.4537464444444443,1.314386111111111,1.0413694444444443,0.34681908634266495
Arsenal,2020-21,20,3,1,False,Southampton,0,1,0,3,2.0,0.2,0.8,3.0,11.0,2.3333333333333335,0.0,1.1,1.1111111111111112,1.1,0.8888888888888888,0.9090909090909091,1.0,1.9938148000000002,0.9603624,2.2367613333333334,0.5827680000000001,1.3401988421052633,1.1247682105263157,1.238006,1.4537464444444443,1.1998270999999998,1.0413694444444443,0.3827541507335788
Arsenal,2020-21,21,0,0,True,Man Utd,1,0,1,1,2.0,0.2,0.8,3.0,11.0,2.0,0.3333333333333333,1.1,1.3,1.1,0.9,0.6428571428571429,1.0,2.0916248,0.7085424,1.7032980000000002,0.6244900000000001,1.3948839,1.1182817999999999,1.238006,1.5517618,1.1998270999999998,1.0367364999999997,0.4923613405701121
Arsenal,2020-21,22,1,2,False,Wolves,0,0,0,0,2.0,0.2,0.8,3.0,11.0,2.0,0.3333333333333333,1.0,1.3,1.0,0.9,0.6666666666666667,1.0,1.9782700000000002,0.8513328000000001,1.8295020000000004,0.8923853333333334,1.3640401904761905,1.1370931428571427,1.1933841818181818,1.5517618,1.2283264545454544,1.0367364999999997,0.42684565277933406
Arsenal,2020-21,23,0,1,False,Aston Villa,0,0,0,0,1.4,0.6,0.6,2.0,8.0,1.3333333333333333,1.0,1.0,1.2727272727272727,1.0,1.0,0.4545454545454545,0.8,1.3146650000000002,0.989682,1.2991103333333334,1.35666,1.3345958636363635,1.1563898181818182,1.1933841818181818,1.4758075454545454,1.2283264545454544,1.0844531818181815,0.371694871199443
Arsenal,2020-21,24,4,2,True,Leeds,0,1,0,3,1.4,0.8,0.4,2.0,7.0,0.3333333333333333,1.0,1.0,1.1666666666666667,1.0,1.0,0.39999999999999997,0.8235294117647058,1.376884,1.0873392,0.71436,1.4242866666666665,1.3061199130434782,1.1581954782608697,1.1933841818181818,1.409461,1.2283264545454544,1.0939087499999998,0.33711228979179086
Arsenal,2020-21,25,0,1,True,Man City,0,0,0,0,1.6,1.2,0.2,2.0,7.0,1.6666666666666667,1.6666666666666667,1.25,1.1666666666666667,1.0833333333333333,1.0,0.3846153846153846,0.7058823529411764,1.4166239999999999,1.207728,1.3006846666666665,1.17676,1.3561207499999999,1.1420515,1.3027805000000001,1.409461,1.19019425,1.0939087499999998,0.29887555387675363
Arsenal,2020-21,26,3,1,False,Leicester,0,1,0,3,1.0,1.2,0.2,1.0,4.0,1.3333333333333333,1.3333333333333333,1.1538461538461537,1.1666666666666667,1.0769230769230769,1.0,0.23076923076923075,0.75,0.9960815999999999,1.426456,1.1723256666666666,1.3524466666666666,1.31512344,1.17991664,1.2280426153846153,1.409461,1.2593085384615383,1.0939087499999998,0.2401585376935039
Arsenal,2020-21,27,1,1,False,Burnley,0,0,1,1,1.6,1.4,0.0,2.0,6.0,2.3333333333333335,1.3333333333333333,1.1538461538461537,1.3076923076923077,1.0769230769230769,1.0,0.46153846153846156,0.6875,1.2679483999999999,1.2305069999999998,1.6479426666666666,1.1309983333333335,1.345561,1.155057346153846,1.2280426153846153,1.4630793846153847,1.2593085384615383,1.0508061538461537,0.2921444229043847
Arsenal,2020-21,28,2,1,True,Spurs,0,1,0,3,1.6,1.2,0.0,2.0,7.0,1.3333333333333333,1.0,1.1538461538461537,1.2857142857142858,1.0769230769230769,1.0,0.6153846153846154,0.6153846153846153,1.6320793999999998,1.138931,1.6582026666666667,1.2419983333333333,1.3896854074074074,1.1531567037037038,1.2280426153846153,1.5397822857142855,1.2593085384615383,1.0545871428571427,0.3201610911541113
Arsenal,2020-21,29,1,3,False,West Ham,0,0,0,0,2.0,1.2,0.0,3.0,10.0,2.0,1.0,1.2142857142857142,1.2857142857142858,1.0714285714285714,1.0,1.0,0.4,1.8092076,1.0404602,2.06957,0.7809603333333334,1.395957,1.1371713214285715,1.2521317142857142,1.5397822857142855,1.2197555,1.0545871428571427,0.35329205953643217
Arsenal,2020-21,30,0,3,True,Liverpool,0,0,0,0,1.4,1.4,0.0,2.0,7.0,1.3333333333333333,1.6666666666666667,1.2142857142857142,1.2666666666666666,1.0714285714285714,1.1333333333333333,0.5833333333333334,0.5,1.5784136,1.3875702,1.8181266666666664,1.4385320000000001,1.394447103448276,1.1843823103448277,1.2521317142857142,1.5272748,1.2197555,1.1513673333333332,0.24968124366407432
Arsenal,2020-21,31,3,0,False,Sheffield Utd,1,1,0,3,1.4,1.8,0.0,2.0,7.0,1.0,2.3333333333333335,1.1333333333333333,1.2666666666666666,1.2,1.1333333333333333,0.5,0.36363636363636376,1.5444082000000001,1.4572981999999999,1.026207,1.8830586666666669,1.3533375666666667,1.2261469,1.1794003333333334,1.5272748,1.3009264666666667,1.1513673333333332,0.23286457909098135
