name,season,GW,team,opponent_team,was_home,position,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,yellow_cards,red_cards,form_last3,form_last5,cumulative_points_season,avg_points_per_game_season,goals_per_game_season,assists_per_game_season,clean_sheet_rate_season,minutes_reliability_season,points_per_million,has_prev_league_data,prev_adjG_per_90,prev_adjA_per_90,prev_league_multiplier,prev_seasons_available,prev_reliability_avg,prev_minutes_avg,prev_small_sample,team_xG_last5,team_xGA_last5,team_attacking_strength,team_defensive_strength,team_clean_sheet_probability,team_goals_scored_last5,team_goals_conceded_last5,team_clean_sheet_rate_last5,team_form_points_last5,team_xG_season_avg,team_xGA_season_avg,opp_xG_last5,opp_xGA_last5,opp_attacking_strength,opp_defensive_strength,opp_clean_sheet_probability,opp_goals_scored_last5,opp_goals_conceded_last5,opp_clean_sheet_rate_last5,opp_form_points_last5,opp_xG_season_avg,opp_xGA_season_avg,current_gw_fdr,fdr_is_proxy,fixture_trajectory_score,trajectory_is_full,home_advantage,transfers_in,transfers_out,selected,value,prev_int_per_90,prev_tklW_per_90
Aaron Cresswell,2019-20,1,West Ham,Man City,True,DEF,0,90,0,0,0,5,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,0,1,0,0,23399,5.0,0.0,0.0
Aaron Cresswell,2019-20,6,West Ham,Man Utd,True,DEF,14,90,1,0,1,0,2,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6816778,2.090856,0.3333333333333333,0.625,0.1235813049312765,1.2,1.4,0.4,8.0,1.6816778,2.090856,1.75142,0.6616892,0.4166666666666666,1.0,0.5159790061933816,1.4,0.8,0.4,8.0,1.75142,0.6616892,2,1,2.0,0,1,451,1504,21523,4.9,0.0,0.0
Aaron Cresswell,2019-20,7,West Ham,Bournemouth,False,DEF,7,90,1,0,0,2,0,20,0,0,7.0,7.0,14.0,7.0,0.5,0.0,0.5,0.3333333333333333,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5443697999999997,1.7097539999999998,0.375,1.0,0.1809102910751918,1.6,0.4,0.6,11.0,1.4870248333333331,1.9554233333333333,1.3578192000000002,2.140706,0.5,0.4615384615384615,0.1175718080174113,2.0,1.8,0.0,9.0,1.355014333333333,2.050361666666667,4,1,4.0,0,0,24766,2590,46782,4.9,0.0,0.0
Aaron Cresswell,2019-20,8,West Ham,Crystal Palace,True,DEF,2,83,0,0,0,1,0,16,0,0,7.0,7.0,21.0,7.0,0.6666666666666666,0.0,0.3333333333333333,0.4285714285714285,42.85714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6017498,1.692746,0.4444444444444445,1.0,0.1840135284299681,1.8,0.6,0.6,11.0,1.4596584285714285,2.0074442857142856,1.0916006,1.2112877999999998,0.1666666666666667,0.7692307692307693,0.2978135081368113,0.8,1.2,0.4,9.0,0.9387864285714286,1.304117,2,1,2.0,0,1,111664,5199,167821,4.9,0.0,0.0
Aaron Cresswell,2019-20,10,West Ham,Sheffield Utd,True,DEF,2,90,0,0,0,1,0,10,0,0,7.666666666666667,5.75,23.0,5.75,0.5,0.0,0.25,0.4902777777777777,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078761999999999,1.860858,0.2857142857142857,0.6363636363636365,0.1555391205350503,1.0,1.2,0.4,5.0,1.323610111111111,2.039283333333333,0.9616034,1.440141,0.0,1.0,0.2368943542232172,0.2,0.4,0.6,5.0,1.1061383333333332,1.310475111111111,2,1,2.0,0,1,3608,20956,135473,5.0,0.0,0.0
Aaron Cresswell,2019-20,11,West Ham,Newcastle,True,DEF,0,90,0,0,0,3,0,11,1,0,3.6666666666666665,5.0,25.0,5.0,0.4,0.0,0.2,0.4922222222222222,51.0204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1686024,1.812196,0.2941176470588235,0.7058823529411765,0.1632951466337574,1.2,1.4,0.2,5.0,1.4251401,1.951526,0.5205372,1.6485467999999996,0.0588235294117647,0.5294117647058822,0.1923291984307877,0.4,2.0,0.2,3.0,0.5750329000000001,1.6770424,2,1,2.0,0,1,11799,9410,140056,4.9,0.0,0.0
Aaron Cresswell,2019-20,12,West Ham,Burnley,False,DEF,1,90,0,0,0,3,0,10,0,0,1.3333333333333333,5.0,25.0,4.166666666666667,0.3333333333333333,0.0,0.1666666666666666,0.5383838383838384,51.0204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3730444,1.942928,0.2941176470588235,0.5,0.1432838000121789,1.2,2.0,0.0,2.0,1.4352155454545454,1.949743636363636,1.395069,1.3245673999999998,0.2941176470588235,0.4375,0.2659179703241651,1.2,2.2,0.2,4.0,1.2596445454545455,1.2627395454545456,4,1,4.0,0,0,1960,20163,120953,4.9,0.0,0.0
Aaron Cresswell,2019-20,13,West Ham,Spurs,True,DEF,1,90,0,0,0,3,0,12,0,0,1.0,2.4,26.0,3.7142857142857135,0.2857142857142857,0.0,0.1428571428571428,0.5768518518518518,54.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2088086,1.962174,0.2,0.4375,0.1405525273407625,0.8,2.2,0.0,1.0,1.3551376666666666,1.9885816666666667,0.8950688,1.5428588,0.2,0.625,0.2137691039402338,0.8,1.6,0.0,3.0,1.1594821666666666,1.4184521666666663,2,1,2.0,0,1,1343,21374,101445,4.8,0.0,0.0
Aaron Cresswell,2019-20,14,West Ham,Chelsea,False,DEF,14,90,1,0,1,0,3,36,1,0,0.6666666666666666,1.2,27.0,3.375,0.25,0.0,0.125,0.6094017094017095,57.44680851063829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0939443999999998,1.989896,0.1999999999999999,0.2666666666666667,0.1367096425090447,1.0,2.4,0.0,1.0,1.301777,2.005368461538461,1.916327,1.124374,0.5333333333333333,0.7333333333333334,0.3248557634279469,2.0,1.0,0.4,12.0,2.063151923076924,1.1907756923076922,4,1,4.0,0,0,1029,13106,90106,4.7,0.0,0.0
Aaron Cresswell,2019-20,15,West Ham,Wolves,False,DEF,0,90,0,0,0,2,0,7,1,0,5.333333333333333,3.6,41.0,4.555555555555555,0.3333333333333333,0.0,0.2222222222222222,0.6373015873015873,87.23404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22619,2.089618,0.2307692307692307,0.4,0.123734393328947,1.2,2.0,0.2,4.0,1.2888172142857142,2.05726,1.618496,0.8849196000000003,0.3076923076923076,0.7333333333333334,0.4127473568325421,1.4,1.0,0.0,9.0,1.3593657142857145,1.2101731428571427,4,1,4.0,0,0,12861,1803,103225,4.7,0.0,0.0
Aaron Cresswell,2019-20,16,West Ham,Arsenal,True,DEF,0,50,0,0,0,0,0,1,1,0,5.0,3.2,41.0,4.1,0.3,0.0,0.2,0.6614814814814814,87.23404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8588034,2.22175,0.1818181818181818,0.0,0.1084192090952417,1.0,2.2,0.2,3.0,1.2363612,2.0416006666666666,1.3044072,1.5658052000000002,0.2727272727272727,0.1999999999999999,0.2089197232676842,1.2,1.8,0.0,3.0,1.3802242,1.5589537333333332,2,1,2.0,0,1,10957,5767,109020,4.7,0.0,0.0
Aaron Cresswell,2019-20,17,West Ham,Southampton,False,DEF,6,90,0,0,1,0,0,19,0,0,4.666666666666667,3.2,41.0,3.727272727272727,0.2727272727272727,0.0,0.1818181818181818,0.6548611111111111,87.23404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6559788,2.193728,0.1538461538461538,0.0,0.1115002997215417,0.8,2.2,0.2,3.0,1.1917040625,2.02598875,1.8414742,1.2404404,0.4615384615384615,0.3333333333333333,0.2892568011886981,1.6,1.6,0.0,7.0,1.51255625,1.6676480625,4,1,4.0,0,0,4356,14044,99001,4.7,0.0,0.0
Aaron Cresswell,2019-20,19,West Ham,Crystal Palace,False,DEF,0,90,0,0,0,2,0,17,1,0,2.0,4.2,47.0,3.9166666666666665,0.25,0.0,0.25,0.6751633986928105,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7417706,1.8717448,0.3076923076923077,0.4545454545454545,0.1538549813150273,1.0,1.6,0.4,6.0,1.174735588235294,1.9542178823529408,0.6002936,1.3925874,0.1538461538461538,1.0,0.248431680204455,0.6,0.4,0.6,8.0,0.8879119444444444,1.600100722222222,4,1,4.0,0,0,10253,3870,108773,4.7,0.0,0.0
Aaron Cresswell,2019-20,21,West Ham,Bournemouth,True,DEF,5,90,0,0,1,0,0,19,1,0,2.0,4.0,47.0,3.615384615384616,0.2307692307692307,0.0,0.2307692307692307,0.6567251461988304,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7011012000000001,1.8371008,0.2307692307692308,0.3,0.1592785376930611,0.8,1.8,0.2,3.0,1.1341551052631578,1.9993233684210527,0.7112532,1.5386736,0.0769230769230769,0.5,0.2146656451876154,0.4,1.4,0.2,4.0,1.11384835,1.5586873,2,1,2.0,0,1,13662,8569,98231,4.7,0.0,0.0
Aaron Cresswell,2019-20,22,West Ham,Sheffield Utd,False,DEF,2,90,0,0,0,1,0,16,0,0,3.6666666666666665,2.2,52.0,3.7142857142857135,0.2142857142857142,0.0,0.2857142857142857,0.6417989417989418,110.63829787234042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0663558,1.6167686,0.6000000000000001,0.3636363636363637,0.1985392232774136,1.6,1.4,0.4,6.0,1.19385985,1.93539265,1.4920414,1.2260684000000002,0.2,0.5454545454545454,0.2934440171958724,0.8,1.0,0.4,7.0,1.2820182857142857,1.2483329047619047,4,1,4.0,0,0,6963,10832,94368,4.7,0.0,0.0
Aaron Cresswell,2019-20,23,West Ham,Everton,True,DEF,2,90,0,0,0,1,0,16,0,0,2.333333333333333,2.6,54.0,3.6,0.2,0.0,0.2666666666666666,0.658080808080808,114.89361702127658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1429404,1.6639426,0.4285714285714286,0.6153846153846154,0.1893908139875628,1.4,1.0,0.4,6.0,1.1800936666666666,1.939787285714286,1.532353,1.281998,0.2857142857142857,0.7692307692307693,0.2774823365204756,1.0,0.6,0.6,10.0,1.434743181818182,1.3048493181818182,2,1,2.0,0,1,10989,6635,99546,4.7,0.0,0.0
Aaron Cresswell,2019-20,24,West Ham,Leicester,False,DEF,0,90,0,0,0,4,0,9,0,0,3.0,3.0,56.0,3.5,0.1875,0.0,0.25,0.6729468599033817,119.14893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2991644,1.8937118,0.4615384615384615,0.4545454545454546,0.1505120999027556,1.4,1.2,0.2,4.0,1.2030148636363636,1.9404665,1.6590336,1.8493644,0.3846153846153847,0.0,0.1573371380241805,1.2,2.2,0.0,4.0,1.6569950304347825,1.331473956521739,4,1,4.0,0,0,20400,6491,121950,4.7,0.0,0.0
Aaron Cresswell,2019-20,25,West Ham,Brighton,True,DEF,1,90,0,0,0,3,0,15,0,0,1.3333333333333333,1.8,56.0,3.294117647058824,0.1764705882352941,0.0,0.2352941176470588,0.6865740740740741,119.14893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3916521999999998,2.0430798,0.4999999999999999,0.3636363636363635,0.1296288644941604,1.4,1.6,0.2,4.0,1.1878003333333331,2.0084392916666665,1.486866,1.4089252,0.2,0.5454545454545454,0.2444058294212604,0.8,1.2,0.2,4.0,1.37813225,1.5958251666666667,2,1,2.0,0,1,4660,9951,108858,4.7,0.0,0.0
Aaron Cresswell,2019-20,26,West Ham,Man City,False,DEF,1,90,0,0,0,2,0,13,0,0,1.0,2.0,57.0,3.1666666666666665,0.1666666666666666,0.0,0.2222222222222222,0.6991111111111111,121.27659574468083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1875502,2.305296,0.7777777777777776,0.1999999999999999,0.0997292764184275,1.8,1.8,0.2,5.0,1.19259792,2.00937332,2.829282,0.7513088,0.8888888888888888,0.5,0.4717487237922442,2.0,1.2,0.2,8.0,2.717126,1.01254404,4,1,4.0,0,0,1090,11469,98411,4.7,0.0,0.0
Aaron Cresswell,2019-20,27,West Ham,Liverpool,False,DEF,1,90,0,0,0,3,0,10,0,0,0.6666666666666666,1.2,58.0,3.0526315789473686,0.1578947368421052,0.0,0.2105263157894736,0.7106837606837607,126.08695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02451404,2.327314,0.3333333333333332,0.1666666666666666,0.0975574347554196,1.0,2.2,0.0,2.0,1.1501745076923078,2.014311653846154,2.397772,1.0502108,0.8888888888888888,1.0,0.3498639900081253,2.0,0.2,0.8,15.0,2.1709615384615386,0.9246995269230768,4,1,4.0,0,0,969,7197,92399,4.6,0.0,0.0
Aaron Cresswell,2019-20,28,West Ham,Southampton,True,DEF,1,90,0,0,0,1,0,7,1,0,1.0,1.0,59.0,2.95,0.15,0.0,0.2,0.7213991769547325,128.2608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8152892399999999,2.432786,0.5454545454545455,0.0,0.0877919033116963,1.4,2.6,0.0,2.0,1.131213822222222,2.031636777777778,1.2714314,1.5872676,0.5454545454545455,0.3636363636363637,0.2044835800248449,1.4,1.8,0.4,6.0,1.4954445185185188,1.4555157407407409,2,1,2.0,0,1,4299,3339,94952,4.6,0.0,0.0
Aaron Cresswell,2019-20,29,West Ham,Arsenal,False,DEF,2,90,0,0,0,1,0,10,0,0,1.0,0.8,60.0,2.857142857142857,0.1428571428571428,0.0,0.1904761904761904,0.7313492063492063,130.43478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14014524,2.0238966,0.8181818181818181,0.0,0.1321395655746598,1.8,2.6,0.0,4.0,1.1903426142857143,1.9900987857142856,1.5270774,2.127942,0.8181818181818181,0.5,0.1190821128354833,1.8,1.4,0.4,8.0,1.3648352592592592,1.511578925925926,4,1,4.0,0,0,1335,5980,88401,4.6,0.0,0.0
Aaron Cresswell,2019-20,39,West Ham,Wolves,True,DEF,1,90,0,0,0,2,0,13,0,0,1.3333333333333333,1.2,62.0,2.8181818181818183,0.1363636363636363,0.0,0.1818181818181818,0.7406130268199234,137.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28770704,1.8159926,0.7777777777777778,0.1818181818181816,0.162676355674206,1.6,2.0,0.0,4.0,1.205025627586207,1.9752588275862069,1.8916162000000003,0.8027512,0.5555555555555556,0.9090909090909092,0.4480944692209895,1.2,0.4,0.8,9.0,1.5387780689655173,1.0795952413793104,2,1,2.0,0,1,10607,14295,85564,4.5,0.0,0.0
Aaron Cresswell,2019-20,40,West Ham,Spurs,False,DEF,1,90,0,0,0,2,0,17,0,0,1.3333333333333333,1.2,63.0,2.739130434782609,0.1304347826086956,0.0,0.1739130434782608,0.5763532763532764,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1145730400000002,1.6225006,0.4444444444444445,0.3636363636363637,0.1974044518115944,1.0,1.8,0.0,3.0,1.1795937733333333,1.9448945333333327,1.4856902,2.244732,0.6666666666666666,0.3636363636363637,0.1059559327587751,1.4,1.8,0.0,5.0,1.3376075666666667,1.5465082,4,1,4.0,0,0,1813,2611,85126,4.5,0.0,0.0
Aaron Cresswell,2019-20,41,West Ham,Chelsea,True,DEF,1,90,0,0,0,2,0,9,0,0,1.3333333333333333,1.2,64.0,2.6666666666666665,0.125,0.0,0.1666666666666666,0.5869444444444445,142.22222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2628632000000002,1.6431966000000002,0.3636363636363637,0.3,0.1933609557009666,1.0,1.8,0.0,3.0,1.1683501032258063,1.9544543870967743,2.227916,0.911915,1.0,0.7,0.4017541277471489,2.4,1.0,0.2,13.0,1.9818608709677417,1.0774315161290322,2,1,2.0,0,1,1619,2118,84767,4.5,0.0,0.0
Aaron Cresswell,2019-20,42,West Ham,Newcastle,False,DEF,1,90,0,0,0,2,0,16,0,0,1.0,1.2,65.0,2.6,0.12,0.0,0.16,0.5970189701897018,144.44444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55621,1.4619966,0.4166666666666667,0.3333333333333333,0.2317730543704003,1.0,1.6,0.0,4.0,1.197619475,1.9426305,1.8457656,0.8084866000000002,0.5833333333333334,1.0,0.4455318241243701,1.4,0.4,0.6,10.0,0.967715375,1.73155171875,4,1,4.0,0,0,7922,2353,90869,4.5,0.0,0.0
Aaron Cresswell,2019-20,43,West Ham,Burnley,True,DEF,2,90,0,0,0,1,0,15,0,0,1.0,1.2,66.0,2.5384615384615383,0.1153846153846153,0.0,0.1538461538461538,0.6066137566137566,146.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.404976,1.586524,0.3076923076923077,0.4166666666666666,0.2046356905626404,0.8,1.8,0.0,2.0,1.2228628242424242,1.928951090909091,1.20154016,1.4083904,0.3076923076923077,0.5833333333333334,0.2445365726164491,0.8,1.4,0.4,8.0,1.3042897818181818,1.4070491212121212,2,1,2.0,0,1,12833,2111,102714,4.5,0.0,0.0
Aaron Cresswell,2019-20,44,West Ham,Norwich,False,DEF,6,90,0,0,1,0,0,27,0,0,1.3333333333333333,1.2,68.0,2.5185185185185186,0.1111111111111111,0.0,0.1481481481481481,0.6157622739018088,151.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.481388,1.485158,0.2666666666666666,0.3333333333333331,0.2264665561336952,0.8,1.8,0.0,2.0,1.2456671529411765,1.9031851764705885,0.5740930000000001,1.1838214,0.0666666666666666,0.1111111111111109,0.3061067443850181,0.2,2.2,0.0,0.0,1.035136705882353,1.7457263823529412,4,1,4.0,0,0,17383,3314,119828,4.5,0.0,0.0
Aaron Cresswell,2019-20,45,West Ham,Watford,True,DEF,2,90,0,0,0,1,0,16,0,0,3.0,2.2,74.0,2.642857142857143,0.1071428571428571,0.0,0.1785714285714285,0.6244949494949495,164.44444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15515,1.3949422,0.4666666666666667,0.5454545454545455,0.247847361530724,1.6,1.4,0.2,5.0,1.3189589485714286,1.8663299142857144,1.0647217999999998,1.5430128,0.2,0.3636363636363637,0.213736186032971,0.8,1.8,0.0,6.0,1.2422014,1.5143759428571428,2,1,2.0,0,1,14821,3635,135286,4.5,0.0,0.0
Aaron Cresswell,2019-20,46,West Ham,Man Utd,False,DEF,2,74,0,0,0,1,0,12,0,0,3.333333333333333,2.4,76.0,2.6206896551724137,0.1034482758620689,0.0,0.1724137931034483,0.6328395061728395,168.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.155741,1.1534962,0.7142857142857143,0.6363636363636365,0.3155316768438777,2.2,1.2,0.2,8.0,1.305487727777778,1.8432101944444443,2.022942,0.9615708000000002,1.0,0.8181818181818181,0.3822919099599559,3.0,0.8,0.6,13.0,1.7720086666666668,1.0004001666666666,4,1,4.0,0,0,3995,7045,121786,4.5,0.0,0.0
Aaron Cresswell,2020-21,1,West Ham,Newcastle,True,DEF,1,90,0,0,0,2,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2.0,0,1,0,0,70232,5.0,0.0,0.0
Aaron Cresswell,2020-21,2,West Ham,Arsenal,False,DEF,1,90,0,0,0,2,0,17,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861445,1.65911,0.0,0.5,0.1903082791206992,0.0,2.0,0.0,0.0,0.861445,1.65911,2.16287,0.126327,0.75,1.0,0.8813266058584776,3.0,0.0,1.0,3.0,2.16287,0.126327,4,1,4.0,0,0,1523,14185,62831,5.0,0.0,0.0
Aaron Cresswell,2020-21,3,West Ham,Wolves,True,DEF,7,90,0,0,1,0,1,32,0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,4.081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4626074999999998,1.494065,0.1428571428571428,0.5,0.2244583752283839,0.5,2.0,0.0,0.0,1.4626074999999998,1.494065,1.1703735,1.512913,0.4285714285714285,0.625,0.2202674035575828,1.5,1.5,0.5,3.0,1.1703735,1.512913,2,1,2.0,0,1,2292,9574,58281,4.9,0.0,0.0
Aaron Cresswell,2020-21,4,West Ham,Leicester,False,DEF,15,90,0,2,1,0,3,57,0,0,3.0,3.0,9.0,3.0,0.0,0.0,0.3333333333333333,1.0,18.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9940816666666663,1.1244273333333334,0.3,0.6363636363636364,0.3248384382492396,1.0,1.3333333333333333,0.3333333333333333,3.0,1.9940816666666663,1.1244273333333334,2.270128333333333,1.107789,1.0,0.6363636363636364,0.3302884220600796,3.333333333333333,1.3333333333333333,0.3333333333333333,9.0,2.270128333333333,1.107789,4,1,4.0,0,0,5241,5164,61303,4.9,0.0,0.0
Aaron Cresswell,2020-21,5,West Ham,Spurs,False,DEF,5,90,0,1,0,3,1,27,0,0,7.666666666666667,6.0,24.0,6.0,0.0,0.5,0.5,1.0,48.97959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00362875,0.957326,0.3658536585365853,0.8888888888888888,0.3839181116680738,1.5,1.0,0.5,6.0,2.00362875,0.957326,2.3980835000000003,1.34029275,0.8048780487804879,0.8055555555555556,0.2617690244801767,3.0,1.25,0.0,7.0,2.3980835000000003,1.34029275,4,1,4.0,0,0,175436,27111,255018,4.9,0.0,0.0
Aaron Cresswell,2020-21,6,West Ham,Man City,True,DEF,2,90,0,0,0,1,0,14,0,0,9.0,5.8,29.0,5.8,0.0,0.6,0.4,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.902887,1.1210648,0.4285714285714286,0.64,0.3259325567999501,1.4,1.4,0.4,6.0,1.902887,1.1210648,1.5920999999999998,1.74995725,0.5535714285714286,0.5,0.1737813724453212,1.75,1.75,0.25,7.0,1.5920999999999998,1.74995725,2,1,2.0,0,1,167136,22527,409738,5.0,0.0,0.0
Aaron Cresswell,2020-21,7,West Ham,Liverpool,False,DEF,1,90,0,0,0,2,0,11,0,0,7.333333333333333,6.0,31.0,5.166666666666667,0.0,0.5,0.3333333333333333,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7833458,0.967734,0.4285714285714286,0.8571428571428572,0.3799430142527377,1.6,1.2,0.4,7.0,1.6296956666666669,1.0829633333333333,2.3090560000000004,1.5832946,0.5714285714285714,0.1428571428571426,0.2052976092866432,2.0,2.2,0.2,10.0,2.4499,1.3643809999999998,4,1,4.0,0,0,102254,22771,495472,5.0,0.0,0.0
Aaron Cresswell,2020-21,8,West Ham,Fulham,True,DEF,6,90,0,0,1,0,0,28,0,0,2.6666666666666665,6.0,32.0,4.571428571428571,0.0,0.4285714285714285,0.2857142857142857,1.0,62.74509803921568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4244014,1.014534,0.5384615384615385,0.8571428571428572,0.3625713487198362,1.6,1.2,0.4,7.0,1.4353174285714283,1.1515428571428572,1.1070456,1.576523,0.2307692307692308,0.7142857142857144,0.2066925201365958,0.8,1.4,0.2,4.0,1.0309407142857143,1.642575,2,1,2.0,0,1,129763,43333,591798,5.1,0.0,0.0
Aaron Cresswell,2020-21,9,West Ham,Sheffield Utd,False,DEF,7,90,0,0,1,0,1,29,0,0,3.0,5.8,38.0,4.75,0.0,0.375,0.375,1.0,74.50980392156863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0982234,1.3073476,0.4615384615384615,0.6000000000000001,0.2705366770644548,1.4,1.2,0.4,7.0,1.43417025,1.2387525,0.927603,1.8397502,0.1538461538461538,0.1999999999999999,0.1588571036554817,0.6,2.0,0.0,0.0,0.9962275,1.635437625,4,1,4.0,0,0,124019,33012,701664,5.1,0.0,0.0
Aaron Cresswell,2020-21,10,West Ham,Aston Villa,True,DEF,2,90,0,0,0,1,0,8,0,0,4.666666666666667,4.2,45.0,5.0,0.0,0.3333333333333333,0.4444444444444444,1.0,86.53846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1146094,1.354618,0.3636363636363637,0.625,0.2580458491410535,1.0,1.2,0.4,7.0,1.509729111111111,1.178043777777778,1.7148492000000002,1.388525,0.5454545454545455,0.2499999999999999,0.2494429617864945,1.4,1.8,0.4,6.0,1.8109995,1.248007375,2,1,2.0,0,1,125744,20662,799406,5.2,0.0,0.0
Aaron Cresswell,2020-21,11,West Ham,Man Utd,True,DEF,1,90,0,0,0,3,0,15,0,0,5.0,3.6,47.0,4.7,0.0,0.3,0.4,1.0,90.3846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928952,1.477516,0.5,0.6666666666666666,0.2282038432750229,1.2,0.8,0.4,10.0,1.4159195,1.2992903999999998,1.508874,0.5063742,0.5,0.6666666666666666,0.602676807642056,1.2,0.8,0.4,10.0,1.4786994444444446,1.288024111111111,2,1,2.0,0,1,72092,38651,826057,5.2,0.0,0.0
Aaron Cresswell,2020-21,12,West Ham,Leeds,False,DEF,5,90,0,1,0,1,0,24,0,0,3.333333333333333,3.4,48.0,4.363636363636363,0.0,0.2727272727272727,0.3636363636363636,1.0,92.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3822162,1.6564408,0.4444444444444443,0.5,0.1908169285208228,1.2,1.2,0.4,9.0,1.517205,1.3436349090909092,1.7397546000000002,2.2552096,0.2222222222222222,0.0,0.1048515645450195,0.8,2.2,0.4,4.0,1.6285841818181817,1.9138862727272723,4,1,4.0,0,0,39220,43906,828738,5.2,0.0,0.0
Aaron Cresswell,2020-21,13,West Ham,Crystal Palace,True,DEF,2,90,0,0,0,1,0,4,0,0,2.6666666666666665,4.2,53.0,4.416666666666667,0.0,0.3333333333333333,0.3333333333333333,1.0,101.92307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6854266,1.6571248,0.7499999999999999,0.6,0.1906864543689614,1.4,1.0,0.4,12.0,1.5395295833333331,1.362202,1.3301766000000002,1.1711574,0.875,0.5,0.3100079303673479,1.6,1.2,0.0,7.0,1.24016025,1.3747564166666668,2,1,2.0,0,1,66585,15711,886573,5.2,0.0,0.0
Aaron Cresswell,2020-21,14,West Ham,Chelsea,False,DEF,1,90,0,0,0,3,0,14,0,0,2.6666666666666665,3.4,55.0,4.230769230769231,0.0,0.3076923076923077,0.3076923076923077,1.0,105.76923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4900923999999998,1.5054968,0.6249999999999999,0.5714285714285714,0.2219070230339079,1.4,1.2,0.2,10.0,1.455678769230769,1.3413464615384616,2.0525390000000003,0.7056518,0.3749999999999999,0.8571428571428571,0.4937866192239848,1.0,0.8,0.4,7.0,1.817404923076923,0.8816021538461538,4,1,4.0,0,0,37935,32505,891542,5.2,0.0,0.0
