name,season,GW,team,opponent_team,was_home,position,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,yellow_cards,red_cards,form_last3,form_last5,cumulative_points_season,avg_points_per_game_season,goals_per_game_season,assists_per_game_season,clean_sheet_rate_season,minutes_reliability_season,points_per_million,has_prev_league_data,prev_adjG_per_90,prev_adjA_per_90,prev_league_multiplier,prev_seasons_available,prev_reliability_avg,prev_minutes_avg,prev_small_sample,team_xG_last5,team_xGA_last5,team_attacking_strength,team_defensive_strength,team_clean_sheet_probability,team_goals_scored_last5,team_goals_conceded_last5,team_clean_sheet_rate_last5,team_form_points_last5,team_xG_season_avg,team_xGA_season_avg,opp_xG_last5,opp_xGA_last5,opp_attacking_strength,opp_defensive_strength,opp_clean_sheet_probability,opp_goals_scored_last5,opp_goals_conceded_last5,opp_clean_sheet_rate_last5,opp_form_points_last5,opp_xG_season_avg,opp_xGA_season_avg,current_gw_fdr,fdr_is_proxy,fixture_trajectory_score,trajectory_is_full,home_advantage,transfers_in,transfers_out,selected,value
Carlos Vinícius Alves Morais,2022-23,16,Fulham,Man Utd,True,FWD,2,90,0,0,0,2,0,4,0,0,1.3333333333333333,1.3333333333333333,4.0,1.3333333333333333,0.0,0.0,0.0,0.1614814814814814,7.272727272727272,0,0.0,0.0,0.0,0,0.0,0.0,0,1.9185528,1.5777194,0.6666666666666666,0.5454545454545454,0.2064453810735709,1.6,1.2,0.4,8.0,1.4150068571428571,2.0877744285714286,1.2250628,0.8455898,0.2222222222222222,0.7272727272727272,0.4293040799799589,0.8,0.8,0.6,8.0,1.420908615384615,1.2031614615384616,2,1,2.0,0,1,2412,948,8262,5.5
Carlos Vinícius Alves Morais,2022-23,19,Fulham,Chelsea,True,FWD,9,90,1,0,0,1,3,31,0,0,1.6666666666666667,1.5,6.0,1.5,0.0,0.0,0.0,0.2138888888888888,10.909090909090908,0,0.0,0.0,0.0,0,0.0,0.0,0,1.7005528,1.6164170000000002,0.3076923076923076,0.6666666666666666,0.1986090419417198,1.2,1.0,0.4,5.0,1.5120350588235294,1.9838792352941168,1.000058,1.6095698000000005,0.1538461538461538,0.5,0.1999736242261765,0.8,1.4,0.2,4.0,1.256173125,1.455891625,2,1,2.0,0,1,1239,1447,12064,5.5
Carlos Vinícius Alves Morais,2022-23,25,Fulham,Wolves,True,FWD,2,90,0,0,0,1,0,0,0,0,4.333333333333333,3.0,15.0,3.0,0.2,0.0,0.0,0.2327485380116959,27.77777777777777,0,0.0,0.0,0.0,0,0.0,0.0,0,0.8995713999999999,1.5543298,0.1111111111111111,1.0,0.2113309692055752,0.2,0.4,0.6,5.0,1.3436937083333331,1.8895381666666669,1.087171,1.563875,0.3333333333333333,0.7,0.2093233695512427,0.6,1.0,0.4,6.0,0.9696560869565216,1.4481067391304348,2,1,2.0,0,1,6875,1950,24196,5.4
Carlos Vinícius Alves Morais,2022-23,29,Fulham,Bournemouth,False,FWD,2,90,0,0,0,2,0,3,0,0,4.333333333333333,3.2,17.0,2.833333333333333,0.1666666666666666,0.0,0.0,0.2168888888888888,31.48148148148148,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0256034,1.8969602,0.1818181818181818,0.4545454545454545,0.1500239696478249,0.6,1.4,0.4,5.0,1.3131634074074074,1.9049312222222223,1.11642,2.389131,0.3636363636363637,0.1818181818181816,0.0917093446804002,1.0,2.0,0.4,6.0,0.9426820370370372,1.8879224444444445,4,1,4.0,0,0,6960,2011,25871,5.4
Carlos Vinícius Alves Morais,2022-23,30,Fulham,West Ham,True,FWD,1,90,0,0,0,1,0,5,1,0,4.333333333333333,3.4,19.0,2.7142857142857144,0.1428571428571428,0.0,0.0,0.221455938697318,35.18518518518518,0,0.0,0.0,0.0,0,0.0,0.0,0,0.8064052,2.3877034000000004,0.1538461538461538,0.3,0.0918403624390904,0.6,1.8,0.2,2.0,1.28773075,1.9490601071428573,1.536751,1.8002679999999998,0.3076923076923077,0.1999999999999999,0.1652545940552266,1.0,2.0,0.2,4.0,1.3092876785714285,1.2801719285714286,2,1,2.0,0,1,5077,3544,27451,5.4
Carlos Vinícius Alves Morais,2022-23,34,Fulham,Man City,True,FWD,8,90,1,0,0,2,2,26,0,0,1.6666666666666667,3.2,20.0,2.5,0.125,0.0,0.0,0.2474074074074074,37.03703703703704,0,0.0,0.0,0.0,0,0.0,0.0,0,0.8994314000000001,1.7059498000000002,0.25,0.75,0.1815998207272823,1.2,1.2,0.0,6.0,1.24851778125,1.873840375,2.4029000000000003,0.7136153999999999,1.0,0.875,0.4898699163301176,3.0,0.8,0.2,15.0,2.28508115625,0.864974246875,2,1,2.0,0,1,4893,3311,30508,5.4
Carlos Vinícius Alves Morais,2022-23,35,Fulham,Leicester,True,FWD,9,90,1,1,0,3,0,32,0,0,3.6666666666666665,4.4,28.0,3.111111111111111,0.2222222222222222,0.0,0.0,0.2477124183006536,51.85185185185185,0,0.0,0.0,0.0,0,0.0,0.0,0,0.9223044,1.6307398,0.2666666666666666,0.75,0.1957846790312746,1.2,1.2,0.0,6.0,1.209544323529412,1.8811762352941177,2.147795,1.902034,0.1999999999999999,0.625,0.1492647058358287,1.0,1.6,0.0,4.0,1.2770530970588236,1.5660146764705882,2,1,2.0,0,1,8560,2297,35147,5.4
Carlos Vinícius Alves Morais,2022-23,36,Fulham,Southampton,False,FWD,9,64,1,0,1,0,3,32,0,0,6.0,4.4,37.0,3.7,0.3,0.1,0.0,0.2692063492063492,68.51851851851852,0,0.0,0.0,0.0,0,0.0,0.0,0,0.8884384000000001,1.7673478,0.6666666666666667,0.5833333333333333,0.1707853455835064,2.2,1.6,0.0,9.0,1.2250647714285716,1.9110186285714283,1.3588496,2.0151068000000003,0.3333333333333333,0.1666666666666666,0.133306165507185,1.4,2.6,0.0,1.0,1.0546438571428571,1.5774732571428571,4,1,4.0,0,0,14923,4128,46612,5.4
Carlos Vinícius Alves Morais,2023-24,7,Fulham,Chelsea,True,FWD,1,37,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0027408000000002,2.106138,0.0,0.4615384615384615,0.1217070927595967,0.6,2.0,0.4,3.0,1.0991906666666666,2.186783333333333,1.98034,1.1577042,0.1,0.8461538461538461,0.314206709234697,0.8,1.0,0.4,4.0,1.97238,1.1814101666666668,2,1,2.0,0,1,12833,19189,197108,4.8
Carlos Vinícius Alves Morais,2023-24,8,Fulham,Sheffield Utd,True,FWD,2,77,0,0,0,1,0,8,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0587301587301587,2.083333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0,1.1006376,1.809284,0.0909090909090908,0.5,0.163771355123806,0.6,1.8,0.4,3.0,1.0692181428571428,2.1579014285714284,0.9238552,3.4103140000000005,0.0,0.0,0.0330308270676635,0.4,3.2,0.0,0.0,0.7990025714285715,2.9570771428571425,2,1,2.0,0,1,17082,19566,196661,4.8
Carlos Vinícius Alves Morais,2023-24,9,Fulham,Spurs,False,FWD,1,45,0,0,0,1,0,1,0,0,1.5,1.5,3.0,1.5,0.0,0.0,0.0,0.1583333333333333,6.25,0,0.0,0.0,0.0,0,0.0,0.0,0,1.3838982,1.2134698,0.0909090909090908,0.6428571428571428,0.2971643875102057,0.6,1.6,0.4,5.0,1.218830875,1.919639875,2.26726,1.3541406,0.7272727272727273,0.7857142857142857,0.2581690696398261,2.0,1.2,0.2,9.0,2.19870625,1.450985625,4,1,4.0,0,0,8791,15155,190760,4.8
Carlton Morris,2023-24,1,Luton,Brighton,False,FWD,8,90,1,0,0,4,2,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4.0,0,0,0,0,106504,5.5
Carlton Morris,2023-24,3,Luton,Chelsea,False,FWD,2,90,0,0,0,3,0,6,0,0,8.0,8.0,8.0,8.0,1.0,0.0,0.0,1.0,14.545454545454543,0,0.0,0.0,0.0,0,0.0,0.0,0,1.88594,4.36748,0.3333333333333333,0.0,0.0126831618982199,1.0,4.0,0.0,0.0,1.88594,4.36748,1.77087,1.50614,0.3333333333333333,0.5,0.2217643383290127,1.0,2.0,0.0,1.0,1.77087,1.50614,4,1,4.0,0,0,21274,14878,135030,5.5
Carlton Morris,2023-24,4,Luton,West Ham,True,FWD,5,90,0,1,0,2,0,21,0,0,5.0,5.0,10.0,5.0,0.5,0.0,0.0,0.6666666666666666,18.18181818181818,0,0.0,0.0,0.0,0,0.0,0.0,0,1.1758405,3.890835,0.2142857142857142,0.0,0.0204282812995157,0.5,3.5,0.0,0.0,1.1758405,3.890835,2.04948,1.4979033333333334,1.0,0.7894736842105263,0.2235984805018163,2.333333333333333,1.0,0.0,7.0,2.04948,1.4979033333333334,2,1,2.0,0,1,17879,18888,135852,5.5
Carlton Morris,2023-24,5,Luton,Fulham,False,FWD,2,73,0,0,0,1,0,0,0,0,5.0,5.0,15.0,5.0,0.3333333333333333,0.3333333333333333,0.0,0.75,27.27272727272727,0,0.0,0.0,0.0,0,0.0,0.0,0,1.4580403333333336,3.0023166666666667,0.074074074074074,0.2105263157894736,0.0496718618252491,0.6666666666666666,3.0,0.0,0.0,1.4580403333333336,3.0023166666666667,1.0738565,2.8228225,0.2222222222222222,0.3684210526315788,0.0594379421379805,1.0,2.5,0.25,4.0,1.0738565,2.8228225,4,1,4.0,0,0,72843,25372,186790,5.5
Carlton Morris,2023-24,6,Luton,Wolves,True,FWD,9,90,1,0,0,1,3,25,0,0,3.0,4.25,17.0,4.25,0.25,0.25,0.0,0.7622222222222222,30.909090909090907,0,0.0,0.0,0.0,0,0.0,0.0,0,1.45779275,2.6909975,0.0416666666666666,0.2083333333333333,0.0678132618944915,0.5,2.5,0.0,0.0,1.45779275,2.6909975,1.4981426,2.436154,0.1666666666666666,0.3333333333333332,0.0874967175531946,0.8,2.2,0.2,1.0,1.4981426,2.436154,2,1,2.0,0,1,53106,27755,212836,5.5
Carlton Morris,2023-24,7,Luton,Everton,False,FWD,8,77,1,0,0,1,2,25,0,0,5.333333333333333,5.2,26.0,5.2,0.4,0.2,0.0,0.8018518518518518,46.42857142857143,0,0.0,0.0,0.0,0,0.0,0.0,0,1.6144362,2.3053948,0.0,0.3846153846153846,0.099719423652652,0.6,2.2,0.0,1.0,1.6144362,2.3053948,1.631247,1.719453,0.1,0.5384615384615384,0.1791641238883875,0.8,1.8,0.0,4.0,1.7910408333333334,1.6964508333333332,4,1,4.0,0,0,672468,29305,897829,5.6
Carlton Morris,2023-24,8,Luton,Spurs,True,FWD,1,90,0,0,0,1,0,1,1,0,6.333333333333333,5.2,34.0,5.666666666666667,0.5,0.1666666666666666,0.0,0.8095238095238095,60.71428571428572,0,0.0,0.0,0.0,0,0.0,0.0,0,1.7522560000000005,1.6638560000000002,0.1818181818181818,0.5714285714285714,0.1894072159422485,0.8,1.6,0.0,4.0,1.5875658571428573,2.3001357142857146,2.243596,1.2812334,0.8181818181818182,0.7142857142857144,0.2776945806455681,2.2,1.2,0.2,9.0,2.172882857142857,1.5371095714285714,2,1,2.0,0,1,80196,234935,699071,5.6
Carlton Morris,2023-24,9,Luton,Nott'm Forest,False,FWD,2,81,0,0,0,2,0,4,0,0,6.0,5.0,35.0,5.0,0.4285714285714285,0.1428571428571428,0.0,0.8333333333333334,62.50000000000001,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5173916000000005,1.894694,0.1818181818181818,0.7857142857142857,0.1503643394952462,0.8,1.2,0.0,4.0,1.495134875,2.3100525,0.9213542,1.4345966,0.0909090909090908,0.9285714285714286,0.2382114391295783,0.6,0.8,0.4,6.0,0.988155,1.449333875,4,1,4.0,0,0,53493,103320,664513,5.6
Carlton Morris,2023-24,10,Luton,Aston Villa,False,FWD,2,75,0,0,0,3,0,0,0,0,3.6666666666666665,4.4,37.0,4.625,0.375,0.125,0.0,0.8407407407407408,67.27272727272727,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5250916,2.198384,0.1428571428571428,0.7333333333333334,0.1109823610229989,0.8,1.2,0.0,4.0,1.495181,2.417323333333333,1.903008,1.2928504,0.7142857142857142,0.8666666666666667,0.274487268445195,2.4,0.8,0.2,13.0,1.966312555555556,1.6521979999999998,4,1,4.0,0,0,12416,156112,518199,5.5
Carlton Morris,2023-24,11,Luton,Liverpool,True,FWD,2,74,0,0,1,0,0,2,0,0,1.6666666666666667,4.4,39.0,4.333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.84,72.22222222222221,0,0.0,0.0,0.0,0,0.0,0.0,0,1.167513,2.6610952,0.1875,0.75,0.0698716563870435,0.8,1.6,0.0,4.0,1.3909746,2.483245,2.553172,1.3389333,0.5625000000000001,0.9375,0.2621251283783853,2.0,1.0,0.4,10.0,2.3734791,1.27886525,2,1,2.0,0,1,5852,119887,406081,5.4
Carlton Morris,2023-24,12,Luton,Man Utd,False,FWD,2,90,0,0,0,1,0,3,0,0,2.0,3.0,41.0,4.1,0.3,0.1,0.1,0.8383838383838383,75.92592592592592,0,0.0,0.0,0.0,0,0.0,0.0,0,1.1336929999999998,2.5381912,0.0,0.6153846153846154,0.0790091824283046,0.6,1.6,0.0,3.0,1.3864405454545456,2.533790909090909,1.1442466,1.870868,0.0,0.7692307692307693,0.1539899405201136,0.6,1.2,0.2,6.0,1.4265914545454546,1.7600243636363635,4,1,4.0,0,0,16816,54299,370881,5.4
Carlton Morris,2023-24,13,Luton,Crystal Palace,True,FWD,5,73,0,1,1,0,0,13,0,0,2.0,1.8,43.0,3.909090909090909,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.8518518518518519,81.13207547169812,0,0.0,0.0,0.0,0,0.0,0.0,0,0.90923,2.9023600000000003,0.0,0.5454545454545454,0.0548935183652685,0.2,1.6,0.0,0.0,1.304925916666667,2.5510625,1.1921412,1.8467426,0.2857142857142857,0.4545454545454543,0.1577501857603278,1.0,1.8,0.4,4.0,1.281288,1.5301171666666666,2,1,2.0,0,1,18233,40300,350063,5.3
Carlton Morris,2023-24,14,Luton,Brentford,False,FWD,2,60,0,0,0,2,0,7,0,0,3.0,2.6,48.0,4.0,0.25,0.1666666666666666,0.1666666666666666,0.8487179487179487,90.56603773584904,0,0.0,0.0,0.0,0,0.0,0.0,0,0.9388369999999998,2.793558,0.0,0.4545454545454545,0.0612030655519633,0.4,1.6,0.0,1.0,1.281174153846154,2.496016153846154,2.11607,1.5106438,0.2857142857142856,0.6363636363636365,0.2207678018869564,1.2,1.2,0.4,7.0,1.9206199230769232,1.4374711538461538,4,1,4.0,0,0,17383,28120,341792,5.3
Carlton Morris,2023-24,22,Luton,Brighton,True,FWD,5,82,0,1,1,0,0,14,0,0,3.0,2.6,50.0,3.8461538461538463,0.2307692307692307,0.1538461538461538,0.1538461538461538,0.8357142857142857,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.3658298,2.07223,0.3749999999999999,0.3999999999999999,0.125904700933379,1.0,1.6,0.2,3.0,1.2118921500000002,2.4328515,1.8743808,1.723532,0.3749999999999999,0.7,0.1784348018904808,1.0,1.0,0.4,6.0,1.810713523809524,1.5673842857142857,2,1,2.0,0,1,11998,15719,196296,5.0
Carlton Morris,2023-24,23,Luton,Newcastle,False,FWD,11,78,1,1,0,4,2,45,0,0,4.0,3.2,55.0,3.928571428571429,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.5732323232323232,110.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.9546464,1.828256,0.5454545454545455,0.7272727272727273,0.1606935731310724,1.6,1.2,0.4,6.0,1.3271887142857142,2.3652709523809525,1.9351388,3.119344,0.4545454545454545,0.1818181818181817,0.0441861450254637,1.4,2.4,0.0,3.0,2.189958136363636,1.723677636363636,4,1,4.0,0,0,10316,11867,195164,5.0
Carlton Morris,2023-24,24,Luton,Sheffield Utd,True,FWD,5,86,1,0,0,3,0,24,1,0,6.0,5.0,66.0,4.4,0.2666666666666666,0.2666666666666666,0.2,0.5859903381642512,132.0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.1258844,2.0199860000000003,0.8888888888888891,0.5,0.1326573222696331,2.2,2.0,0.2,4.0,1.3884360454545457,2.365646363636364,1.7582036000000003,1.906443,0.3333333333333333,0.0,0.1486080464172353,1.2,3.0,0.0,1.0,0.9659798,2.2569918695652174,2,1,2.0,0,1,90396,11280,276747,5.0
Carlton Morris,2023-24,25,Luton,Man Utd,True,FWD,8,90,1,0,0,2,2,33,0,0,7.0,5.6,71.0,4.4375,0.3125,0.25,0.1875,0.6013888888888889,142.0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.3351994,1.6929760000000005,0.7500000000000001,0.3636363636363636,0.1839712101852139,2.2,2.2,0.2,4.0,1.4046844782608696,2.349002173913044,1.6430475999999998,1.6320256,0.6666666666666667,0.6363636363636364,0.1955331008652399,2.0,1.6,0.2,6.0,1.5358962083333332,1.790657125,2,1,2.0,0,1,135971,29429,413224,5.0
Carlton Morris,2023-24,27,Luton,Aston Villa,True,FWD,8,90,1,0,0,3,2,31,0,0,8.0,6.2,79.0,4.647058823529412,0.3529411764705882,0.2352941176470588,0.1764705882352941,0.6173333333333333,154.90196078431373,0,0.0,0.0,0.0,0,0.0,0.0,0,2.1197504,2.532554,0.5,0.3076923076923078,0.0794558307315976,2.0,2.4,0.2,4.0,1.3934638,2.452792,2.428666,2.19396,0.6875,0.6153846153846154,0.1114744346524704,2.6,1.6,0.2,9.0,2.000474692307692,1.5318158461538465,2,1,2.0,0,1,186203,21836,553931,5.1
Carlton Morris,2023-24,28,Luton,Crystal Palace,False,FWD,2,90,0,0,0,1,0,3,0,0,7.0,7.4,87.0,4.833333333333333,0.3888888888888889,0.2222222222222222,0.1666666666666666,0.608641975308642,167.3076923076923,0,0.0,0.0,0.0,0,0.0,0.0,0,1.8797504,2.746994,0.5499999999999999,0.2500000000000001,0.064120317474345,2.4,2.8,0.2,4.0,1.4334505769230768,2.438679230769231,0.8778689999999999,1.67595832,0.3,0.4375,0.1871287642897103,1.4,2.2,0.2,4.0,1.2209097407407408,1.6338965777777776,4,1,4.0,0,0,596881,16926,1147925,5.2
Carlton Morris,2023-24,29,Luton,Nott'm Forest,True,FWD,2,90,0,0,0,1,0,1,0,0,6.0,6.8,89.0,4.684210526315789,0.3684210526315789,0.2105263157894736,0.1578947368421052,0.6226190476190476,171.15384615384616,0,0.0,0.0,0.0,0,0.0,0.0,0,1.7682943999999998,3.094734,0.7500000000000001,0.0,0.0452870572154507,1.6,3.4,0.0,1.0,1.4696148214285714,2.482168571428572,1.510337,1.2754218,0.4999999999999999,0.7272727272727273,0.2793131290930308,1.2,1.8,0.2,3.0,1.2280135714285714,1.535317642857143,2,1,2.0,0,1,191118,32651,2099762,5.2
Carlton Morris,2023-24,30,Luton,Spurs,False,FWD,2,90,0,0,0,2,0,4,0,0,4.0,5.0,91.0,4.55,0.35,0.2,0.15,0.635632183908046,178.4313725490196,0,0.0,0.0,0.0,0,0.0,0.0,0,1.6245828,2.767324,0.1052631578947368,0.0769230769230769,0.0628299128276627,0.8,2.8,0.0,0.0,1.4483792068965518,2.4639103448275863,2.153782,1.4503314,0.3157894736842105,0.6153846153846154,0.2344925643798541,1.6,1.4,0.2,7.0,1.930203357142857,1.7746923928571428,4,1,4.0,0,0,18581,335977,971444,5.1
Carlton Morris,2023-24,31,Luton,Arsenal,False,FWD,2,90,0,0,0,2,0,3,0,0,2.0,4.4,93.0,4.428571428571429,0.3333333333333333,0.1904761904761904,0.1428571428571428,0.6477777777777778,182.35294117647047,0,0.0,0.0,0.0,0,0.0,0.0,0,1.5137608,2.519766,0.1538461538461538,0.2666666666666666,0.0804784365005067,0.8,2.6,0.0,0.0,1.4135133000000002,2.4639543333333336,1.8754284,0.5414437999999999,1.0,1.0,0.5819074875413968,3.0,0.4,0.6,13.0,2.1276520344827587,0.8301614275862069,4,1,4.0,0,0,15914,142637,846952,5.1
Carlton Morris,2023-24,32,Luton,Bournemouth,True,FWD,8,90,1,0,0,1,2,33,0,0,2.0,3.2,95.0,4.318181818181818,0.3181818181818182,0.1818181818181818,0.1363636363636363,0.6591397849462366,190.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.0855532,2.331362,0.111111111111111,0.3076923076923076,0.0971633204849859,0.6,2.2,0.0,0.0,1.3773380967741935,2.42137,2.181826,1.4848978000000002,0.2222222222222222,0.7692307692307693,0.2265254903986165,0.8,1.0,0.4,5.0,1.6758179333333334,1.6924452,2,1,2.0,0,1,24285,69699,802650,5.0
Carlton Morris,2023-24,33,Luton,Man City,False,FWD,2,90,0,0,0,5,0,3,0,0,4.0,3.2,103.0,4.478260869565218,0.3478260869565217,0.1739130434782608,0.1304347826086956,0.6697916666666667,206.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.1294472,1.8043776,0.1818181818181818,0.4666666666666667,0.164576857342741,0.6,1.8,0.0,3.0,1.37507065625,2.3649555625,2.275112,1.1202472,1.0,0.7333333333333334,0.3261991482261139,2.4,1.0,0.2,11.0,2.237845806451613,1.0047738709677418,4,1,4.0,0,0,24247,80470,747255,5.0
Carlton Morris,2023-24,34,Luton,Brentford,True,FWD,2,90,0,0,0,5,0,6,0,0,4.0,3.2,105.0,4.375,0.3333333333333333,0.1666666666666666,0.125,0.6797979797979798,214.28571428571428,0,0.0,0.0,0.0,0,0.0,0.0,0,0.7325642,2.1640616,0.2142857142857143,0.1111111111111109,0.1148576664757965,0.8,2.2,0.0,3.0,1.3579404848484848,2.433970545454545,1.4701498000000002,1.3818386,0.2857142857142857,0.6666666666666666,0.2511164256959695,1.0,1.2,0.4,4.0,1.670189606060606,1.5869778787878788,2,1,2.0,0,1,27275,109587,635358,4.9
Carlton Morris,2023-24,35,Luton,Wolves,False,FWD,7,90,1,0,0,2,1,26,0,0,4.0,3.2,107.0,4.28,0.32,0.16,0.12,0.6892156862745098,222.91666666666669,0,0.0,0.0,0.0,0,0.0,0.0,0,0.6613675999999999,2.5297056,0.2666666666666666,0.0,0.0796824753538868,1.0,3.0,0.0,3.0,1.3326422058823528,2.473586117647059,0.979894,1.618896,0.2,0.4615384615384615,0.1981172998928468,0.8,1.8,0.0,2.0,1.3787614705882354,1.8382982352941173,4,1,4.0,0,0,9284,96315,577875,4.8
Carlton Morris,2023-24,36,Luton,Everton,True,FWD,2,90,0,0,0,1,0,6,0,0,3.6666666666666665,4.2,114.0,4.384615384615385,0.3461538461538461,0.1538461538461538,0.1153846153846153,0.6980952380952381,237.5,0,0.0,0.0,0.0,0,0.0,0.0,0,0.7617571999999999,2.3346816,0.2941176470588235,0.0833333333333333,0.0968413118918711,1.0,3.0,0.0,3.0,1.3204052857142858,2.4454868,1.0912174,1.5469972,0.2352941176470588,0.7500000000000001,0.2128862699006594,0.8,1.4,0.6,9.0,1.6295877571428572,1.5894136571428572,2,1,2.0,0,1,18396,39372,559878,4.8
Carlton Morris,2023-24,37,Luton,West Ham,False,FWD,1,90,0,0,0,3,0,1,1,0,3.6666666666666665,4.2,116.0,4.296296296296297,0.3333333333333333,0.1481481481481481,0.1111111111111111,0.7064814814814815,246.80851063829783,0,0.0,0.0,0.0,0,0.0,0.0,0,0.8934190000000001,2.3518316,0.3125,0.1666666666666668,0.0951946439306698,1.2,2.8,0.0,4.0,1.3101271111111112,2.411711888888889,1.1255368,3.12548,0.25,0.0833333333333333,0.0439158489559931,1.0,3.0,0.0,4.0,1.4049815555555556,2.082006888888889,4,1,4.0,0,0,11595,82898,480826,4.7
Carlton Morris,2023-24,38,Luton,Fulham,True,FWD,5,90,1,0,0,4,0,22,1,0,3.333333333333333,2.8,117.0,4.178571428571429,0.3214285714285714,0.1428571428571428,0.1071428571428571,0.7144144144144144,248.936170212766,0,0.0,0.0,0.0,0,0.0,0.0,0,0.7605542,2.970628,0.2142857142857142,0.0,0.0512711019675156,1.0,3.2,0.0,1.0,1.292027891891892,2.4468031891891893,1.4783149,1.4985898,0.1428571428571428,0.5714285714285714,0.2234450402700623,0.8,1.6,0.4,5.0,1.397100418918919,1.7523432972972974,2,1,2.0,0,1,13737,31744,469849,4.7
Cauley Woodrow,2023-24,25,Luton,Man Utd,True,FWD,1,67,0,0,0,2,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,2.3351994,1.6929760000000005,0.7500000000000001,0.3636363636363636,0.1839712101852139,2.2,2.2,0.2,4.0,1.4046844782608696,2.349002173913044,1.6430475999999998,1.6320256,0.6666666666666667,0.6363636363636364,0.1955331008652399,2.0,1.6,0.2,6.0,1.5358962083333332,1.790657125,2,1,2.0,0,1,5465,2970,62265,4.3
Cauley Woodrow,2023-24,29,Luton,Nott'm Forest,True,FWD,1,45,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0297777777777777,2.3255813953488373,0,0.0,0.0,0.0,0,0.0,0.0,0,1.7682943999999998,3.094734,0.7500000000000001,0.0,0.0452870572154507,1.6,3.4,0.0,1.0,1.4696148214285714,2.482168571428572,1.510337,1.2754218,0.4999999999999999,0.7272727272727273,0.2793131290930308,1.2,1.8,0.2,3.0,1.2280135714285714,1.535317642857143,2,1,2.0,0,1,4408,1459,66818,4.3
Cauley Woodrow,2023-24,33,Luton,Man City,False,FWD,1,31,0,0,0,4,0,5,0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.042911877394636,4.651162790697675,0,0.0,0.0,0.0,0,0.0,0.0,0,1.1294472,1.8043776,0.1818181818181818,0.4666666666666667,0.164576857342741,0.6,1.8,0.0,3.0,1.37507065625,2.3649555625,2.275112,1.1202472,1.0,0.7333333333333334,0.3261991482261139,2.4,1.0,0.2,11.0,2.237845806451613,1.0047738709677418,4,1,4.0,0,0,3254,2319,71884,4.3
Cenk Tosun,2019-20,6,Everton,Sheffield Utd,True,FWD,1,35,0,0,0,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,1.2618046,1.2634892,0.25,0.625,0.2826660255393522,1.0,1.4,0.4,7.0,1.2618046,1.2634892,1.4055136,1.2340322,0.0833333333333333,0.75,0.2911163684980973,0.6,1.2,0.2,3.0,1.4055136,1.2340322,2,1,2.0,0,1,262,717,8139,5.8
Cenk Tosun,2019-20,12,Everton,Southampton,False,FWD,2,73,0,0,0,1,0,5,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0648148148148148,1.7543859649122806,0,0.0,0.0,0.0,0,0.0,0.0,0,1.6203119999999998,1.1044814,0.0588235294117647,0.625,0.3313826927521263,0.4,1.6,0.2,3.0,1.4246357272727272,1.122533090909091,1.0322346000000002,2.3942730000000005,0.1764705882352941,0.0,0.0912389855597167,0.8,3.6,0.0,1.0,1.363048090909091,1.861833363636364,4,1,4.0,0,0,742,187,7976,5.7
Cenk Tosun,2019-20,13,Everton,Norwich,True,FWD,2,90,0,0,0,2,0,3,0,0,1.5,1.5,3.0,1.5,0.0,0.0,0.0,0.1,5.263157894736842,0,0.0,0.0,0.0,0,0.0,0.0,0,1.56637,0.6312976,0.1333333333333333,0.75,0.5319011580719536,0.6,1.2,0.2,6.0,1.47998525,1.0908454166666666,0.843955,2.5762548,0.0,0.375,0.0760583249096684,0.2,2.4,0.2,1.0,1.0549332500000002,2.223296916666667,2,1,2.0,0,1,1141,580,8698,5.7
