name,season,GW,team,opponent_team,was_home,position,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,yellow_cards,red_cards,form_last3,form_last5,cumulative_points_season,avg_points_per_game_season,goals_per_game_season,assists_per_game_season,clean_sheet_rate_season,minutes_reliability_season,points_per_million,has_prev_league_data,prev_adjG_per_90,prev_adjA_per_90,prev_league_multiplier,prev_seasons_available,prev_reliability_avg,prev_minutes_avg,prev_small_sample,team_xG_last5,team_xGA_last5,team_attacking_strength,team_defensive_strength,team_clean_sheet_probability,team_goals_scored_last5,team_goals_conceded_last5,team_clean_sheet_rate_last5,team_form_points_last5,team_xG_season_avg,team_xGA_season_avg,opp_xG_last5,opp_xGA_last5,opp_attacking_strength,opp_defensive_strength,opp_clean_sheet_probability,opp_goals_scored_last5,opp_goals_conceded_last5,opp_clean_sheet_rate_last5,opp_form_points_last5,opp_xG_season_avg,opp_xGA_season_avg,current_gw_fdr,fdr_is_proxy,fixture_trajectory_score,trajectory_is_full,home_advantage,transfers_in,transfers_out,selected,value,saves,saves_per_game_season,prev_saves_per_game,prev_cs_rate
Aaron Ramsdale,2019-20,14,Bournemouth,Spurs,False,GK,1,90,0,0,0,3,0,11,0,0,5.0,5.8,54.0,4.153846153846154,0.0,0.0769230769230769,0.2307692307692307,1.0,114.89361702127658,0,0.0,0.0,0.0,0,0.0,0.0,0,1.2429578,1.065201,0.0666666666666666,0.7999999999999999,0.3446585714316204,0.6,0.8,0.6,5.0,1.3344932307692308,1.5511326923076925,1.24073,1.1551146,0.3333333333333333,0.6000000000000001,0.3150214333784557,1.4,1.4,0.0,6.0,1.2400458461538462,1.3602211538461535,4,1,4.0,0,0,5515,30415,304711,4.7,2,3.615384615384616,0.0,0.0
Aaron Ramsdale,2019-20,15,Bournemouth,Crystal Palace,False,GK,2,90,0,0,0,1,0,11,0,0,2.333333333333333,4.8,55.0,3.928571428571429,0.0,0.0714285714285714,0.2142857142857142,1.0,117.02127659574468,0,0.0,0.0,0.0,0,0.0,0.0,0,1.3137450000000002,1.5710044,0.0,0.6000000000000001,0.2078363266807398,0.6,1.4,0.4,4.0,1.3127072857142856,1.6497582142857143,0.932222,1.8608294,0.0769230769230769,0.5333333333333332,0.1555435690175106,0.8,1.6,0.2,4.0,0.9941199285714284,1.692126857142857,4,1,4.0,0,0,6854,12758,301059,4.7,1,3.5,0.0,0.0
Aaron Ramsdale,2019-20,16,Bournemouth,Liverpool,True,GK,3,90,0,0,0,3,0,22,0,0,1.6666666666666667,3.6,57.0,3.8,0.0,0.0666666666666666,0.2,1.0,123.91304347826087,0,0.0,0.0,0.0,0,0.0,0.0,0,1.2023996,1.5127764,0.0,0.2999999999999999,0.2202974941400487,0.6,1.6,0.2,3.0,1.2480467333333334,1.5653585333333335,1.829068,1.1755692,1.0,0.5,0.3086432499422116,2.8,1.2,0.0,15.0,1.986122,1.0266440466666666,2,1,2.0,0,1,4975,24622,281640,4.6,6,3.333333333333333,0.0,0.0
Aaron Ramsdale,2019-20,17,Bournemouth,Chelsea,False,GK,10,90,0,0,1,0,3,32,0,0,2.0,2.4,60.0,3.75,0.0,0.0625,0.1875,1.0,130.43478260869566,0,0.0,0.0,0.0,0,0.0,0.0,0,0.8595972000000002,1.9934426,0.0,0.0,0.1362256468677158,0.4,2.2,0.0,0.0,1.1797068125,1.657802375,2.0152188,1.1471136,0.3076923076923076,0.4444444444444446,0.3175520300189015,1.2,1.4,0.2,6.0,2.0492228125,1.21876275,4,1,4.0,0,0,9778,15620,277222,4.6,5,3.5,0.0,0.0
Aaron Ramsdale,2019-20,18,Bournemouth,Burnley,True,GK,2,90,0,0,0,1,0,11,0,0,5.0,3.6,70.0,4.117647058823529,0.0,0.0588235294117647,0.2352941176470588,1.0,152.17391304347828,0,0.0,0.0,0.0,0,0.0,0.0,0,0.7168912,1.9315606,0.0769230769230769,0.2499999999999999,0.1449218568653723,0.4,1.8,0.2,3.0,1.1813575882352942,1.6791781176470588,1.5045456,1.5767572,0.2307692307692308,0.0,0.2066441184164425,0.8,2.2,0.4,6.0,1.399683411764706,1.3087177647058823,2,1,2.0,0,1,92780,3621,402943,4.6,0,3.588235294117647,0.0,0.0
Aaron Ramsdale,2019-20,19,Bournemouth,Arsenal,True,GK,2,90,0,0,0,1,0,10,0,0,5.0,3.6,72.0,4.0,0.0,0.0555555555555555,0.2222222222222222,1.0,156.52173913043478,0,0.0,0.0,0.0,0,0.0,0.0,0,0.5746398,1.7051241999999998,0.0,0.4545454545454545,0.1817498114469242,0.2,1.6,0.2,3.0,1.1234228333333334,1.5939081111111113,1.176437,1.0097912,0.3846153846153847,0.2727272727272727,0.364295036434518,1.2,2.0,0.0,4.0,1.3143667222222222,1.4493447777777777,2,1,2.0,0,1,27525,16815,384146,4.6,1,3.388888888888889,0.0,0.0
Aaron Ramsdale,2019-20,20,Bournemouth,Brighton,False,GK,2,90,0,0,0,2,0,16,0,0,4.666666666666667,3.8,74.0,3.8947368421052633,0.0,0.0526315789473684,0.2105263157894736,1.0,157.44680851063828,0,0.0,0.0,0.0,0,0.0,0.0,0,0.6796678,1.4036742,0.0714285714285714,0.625,0.2456925798381414,0.4,1.2,0.2,4.0,1.146117947368421,1.5849992631578949,1.2976144,1.2016192,0.3571428571428571,0.5,0.300706912868047,1.2,1.4,0.0,5.0,1.349518105263158,1.6450093684210527,4,1,4.0,0,0,56274,7545,436505,4.7,4,3.263157894736842,0.0,0.0
Aaron Ramsdale,2019-20,21,Bournemouth,West Ham,False,GK,1,90,0,0,0,4,0,17,0,0,2.0,3.8,76.0,3.8,0.0,0.05,0.2,1.0,161.70212765957447,0,0.0,0.0,0.0,0,0.0,0.0,0,0.7112532,1.5386736,0.0769230769230769,0.5,0.2146656451876154,0.4,1.4,0.2,4.0,1.11384835,1.5586873,0.7011012000000001,1.8371008,0.2307692307692308,0.3,0.1592785376930611,0.8,1.8,0.2,3.0,1.1341551052631578,1.9993233684210527,4,1,4.0,0,0,36678,25221,448315,4.7,3,3.3,0.0,0.0
Aaron Ramsdale,2019-20,23,Bournemouth,Norwich,False,GK,3,90,0,0,0,1,0,15,0,0,1.6666666666666667,3.4,77.0,3.6666666666666665,0.0,0.0476190476190476,0.1904761904761904,1.0,163.82978723404256,0,0.0,0.0,0.0,0,0.0,0.0,0,0.6470088,1.4508476,0.0,0.1538461538461538,0.2343715505544766,0.2,2.2,0.0,1.0,1.0599146818181815,1.6272848181818182,0.9847978,1.7123688,0.1428571428571428,0.2307692307692308,0.1804378647654177,0.6,2.0,0.0,1.0,1.0385820909090908,1.899777227272728,4,1,4.0,0,0,3905,105655,341959,4.7,3,3.2857142857142856,0.0,0.0
Aaron Ramsdale,2019-20,24,Bournemouth,Brighton,True,GK,4,90,0,0,0,1,0,24,0,0,2.0,2.0,80.0,3.636363636363636,0.0,0.0454545454545454,0.1818181818181818,0.9565217391304348,170.2127659574468,0,0.0,0.0,0.0,0,0.0,0.0,0,0.730962,1.7740760000000002,0.0,0.0,0.1696401245795474,0.2,2.2,0.0,1.0,1.0381052608695651,1.633075043478261,1.310426,1.2295852,0.2307692307692308,0.5454545454545454,0.2924138457913487,0.8,1.0,0.2,4.0,1.3523001739130434,1.5815936521739131,2,1,2.0,0,1,5615,25729,320219,4.7,7,3.272727272727273,0.0,0.0
Aaron Ramsdale,2019-20,25,Bournemouth,Aston Villa,True,GK,3,90,0,0,0,1,0,17,0,0,2.6666666666666665,2.4,84.0,3.652173913043478,0.0,0.0434782608695652,0.1739130434782608,0.9583333333333334,178.72340425531914,0,0.0,0.0,0.0,0,0.0,0.0,0,0.8046659999999999,1.883602,0.0,0.0909090909090908,0.1520414648913369,0.4,2.2,0.0,3.0,1.074982125,1.6472081666666665,1.1145454,2.491984,0.3999999999999999,0.0,0.082745636271053,1.2,2.4,0.0,7.0,1.2726254583333334,2.0601470416666667,2,1,2.0,0,1,8519,22446,310886,4.7,4,3.4347826086956523,0.0,0.0
Aaron Ramsdale,2019-20,26,Bournemouth,Sheffield Utd,False,GK,2,90,0,0,0,2,0,14,0,0,3.333333333333333,2.6,87.0,3.625,0.0,0.0416666666666666,0.1666666666666666,0.96,189.13043478260872,0,0.0,0.0,0.0,0,0.0,0.0,0,1.2489928,1.95376,0.2222222222222222,0.0999999999999999,0.1417401255250034,0.8,2.0,0.0,6.0,1.14087724,1.63770184,1.096485,1.8046306,0.0,0.7,0.1645352246645892,0.4,0.8,0.4,5.0,1.27080808,1.28766576,4,1,4.0,0,0,4330,18795,296864,4.6,3,3.458333333333333,0.0,0.0
