player_id,gameweek,total_points,minutes,goals_scored,assists,clean_sheets,saves,bonus,value,was_home,transfers_in,transfers_out,opponent_team_id
235,1,0,0,0,0,0,0,0,4.0,0,0,0,17
514,1,0,0,0,0,0,0,0,4.5,0,0,0,4
72,1,1,30,0,0,0,0,0,5.0,1,0,0,19
57,1,0,0,0,0,0,0,0,4.0,0,0,0,15
499,1,0,0,0,0,0,0,0,5.5,0,0,0,4
613,1,1,1,0,0,0,0,0,4.5,1,0,0,11
601,1,1,18,0,0,0,0,0,5.5,1,0,0,10
205,1,0,0,0,0,0,0,0,5.0,1,0,0,11
24,1,0,0,0,0,0,0,0,4.5,1,0,0,16
281,1,7,90,0,0,1,0,1,4.5,0,0,0,9
353,1,3,90,0,0,1,0,0,7.5,0,0,0,6
379,1,1,22,0,0,0,0,0,6.0,1,0,0,20
552,1,1,13,0,0,0,0,0,5.5,0,0,0,14
521,1,0,0,0,0,0,0,0,4.0,0,0,0,4
241,1,1,1,0,0,0,0,0,4.0,0,0,0,17
490,1,1,90,0,0,0,0,0,4.5,1,0,0,8
60,1,5,90,0,1,0,0,0,8.0,0,0,0,15
5,1,1,4,0,0,0,0,0,5.0,1,0,0,16
25,1,1,40,0,0,0,0,0,4.5,1,0,0,16
282,1,3,90,0,0,1,0,0,5.0,0,0,0,9
583,1,0,0,0,0,0,0,0,5.5,0,0,0,4
11,1,0,0,0,0,0,0,0,4.5,1,0,0,16
375,1,0,0,0,0,0,0,0,4.0,1,0,0,20
218,1,0,0,0,0,0,0,0,5.5,1,0,0,11
541,1,0,0,0,0,0,0,0,6.0,0,0,0,3
110,1,2,71,0,0,0,0,0,5.5,1,0,0,18
421,1,1,5,0,0,0,0,0,5.0,1,0,0,2
582,1,2,87,0,0,0,0,0,5.0,0,0,0,5
535,1,1,12,0,0,0,0,0,6.0,0,0,0,3
400,1,0,0,0,0,0,0,0,5.0,1,0,0,20
438,1,0,0,0,0,0,0,0,4.0,0,0,0,1
21,1,0,0,0,0,0,0,0,5.0,1,0,0,16
171,1,0,0,0,0,0,0,0,4.0,1,0,0,13
143,1,5,90,0,1,0,0,1,6.5,1,0,0,12
190,1,0,0,0,0,0,0,0,4.0,1,0,0,11
78,1,0,0,0,0,0,0,0,5.0,1,0,0,19
483,1,0,0,0,0,0,0,0,5.0,1,0,0,8
122,1,6,16,1,0,0,0,0,5.0,1,0,0,12
180,1,0,0,0,0,0,0,0,5.0,1,0,0,13
366,1,0,0,0,0,0,0,0,4.0,0,0,0,6
442,1,2,70,0,0,0,0,0,5.5,0,0,0,1
113,1,0,0,0,0,0,0,0,5.0,1,0,0,18
423,1,4,4,0,1,0,0,0,5.0,1,0,0,2
614,1,3,90,0,0,0,8,1,4.5,0,0,0,5
232,1,0,0,0,0,0,0,0,5.0,0,0,0,17
79,1,0,0,0,0,0,0,0,4.5,1,0,0,19
175,1,0,0,0,0,0,0,0,4.0,1,0,0,13
445,1,0,0,0,0,0,0,0,4.5,0,0,0,1
20,1,5,90,0,1,0,0,0,5.0,1,0,0,16
174,1,0,0,0,0,0,0,0,5.0,1,0,0,13
252,1,0,0,0,0,0,0,0,4.5,1,0,0,10
