id,web_name,first_name,second_name,element_type,position,team,selected_by_percent,price,now_cost
214,M.Sarr,Malang,Sarr,2,DEF,7,0.1,4.5,45
215,Slonina,Gabriel,Słonina,1,GK,7,0.0,4.0,40
216,Sterling,Raheem,Sterling,3,MID,7,4.8,7.0,70
217,T.Silva,Thiago,Emiliano da Silva,2,DEF,7,4.5,5.0,50
218,Ziyech,Hakim,Ziyech,3,MID,7,0.1,5.5,55
362,Palmer,Cole,Palmer,3,MID,7,51.3,5.0,50
589,Ângelo,Ângelo Gabriel,Borges Damaceno,3,MID,7,0.0,5.0,50
609,Maatsen,Ian,Maatsen,3,MID,7,0.0,5.5,55
611,Disasi,Axel,Disasi,2,DEF,7,3.4,5.0,50
613,Ugochukwu,Lesley,Ugochukwu,3,MID,7,0.1,4.5,45
623,Burstow,Mason,Burstow,4,FWD,7,0.1,4.5,45
659,Bergström,Lucas,Bergström,1,GK,7,0.0,4.0,40
667,Lavia,Roméo,Lavia,3,MID,7,0.0,5.0,50
671,Humphreys,Bashir,Humphreys,2,DEF,7,0.0,4.0,40
677,Deivid,Deivid Washington,de Souza Eugênio,4,FWD,7,0.1,4.5,45
680,Beach,Eddie,Beach,1,GK,7,0.0,4.0,40
681,Diego Moreira,Diego Manuel Jadon,da Silva Moreira,3,MID,7,0.0,4.5,45
687,Petrović,Đorđe,Petrović,1,GK,7,8.4,4.5,45
716,Gilchrist,Alfie,Gilchrist,2,DEF,7,0.1,4.0,40
717,Stutter,Ronnie,Stutter,4,FWD,7,0.0,4.5,45
718,Matos,Alex,Matos,3,MID,7,0.0,4.5,45
723,Brooking,Josh,Brooking,2,DEF,7,0.0,4.0,40
758,Castledine,Leo,Castledine,3,MID,7,0.0,4.5,45
791,Casadei,Cesare,Casadei,3,MID,7,0.0,4.5,45
819,Samuels-Smith,Ishé,Samuels-Smith,2,DEF,7,0.0,4.0,40
820,Harrison,Ollie,Harrison,3,MID,7,0.0,4.5,45
830,Tauriainen,Jimi,Tauriainen,3,MID,7,0.0,4.5,45
838,Acheampong,Josh,Acheampong,2,DEF,7,0.0,4.0,40
847,Sharman-Lowe,Teddy,Sharman-Lowe,1,GK,7,0.0,4.0,40
851,George,Tyrique,George,4,FWD,7,0.0,4.5,45
852,Dyer,Kiano,Dyer,3,MID,7,0.0,4.5,45
858,Curd,Ted,Curd,1,GK,7,0.0,4.0,40
859,Sturge,Zak,Sturge,2,DEF,7,0.0,4.0,40
7,Holding,Rob,Holding,2,DEF,8,0.1,4.5,45
219,Ahamada,Naouirou,Ahamada,3,MID,8,0.4,4.5,45
220,Andersen,Joachim,Andersen,2,DEF,8,14.1,4.5,45
221,J.Ayew,Jordan,Ayew,3,MID,8,0.3,5.5,55
222,Clyne,Nathaniel,Clyne,2,DEF,8,0.2,4.5,45
223,C.Doucouré,Cheick,Doucouré,3,MID,8,0.0,5.0,50
224,Ebiowei,Malcolm,Ebiowei,3,MID,8,0.0,4.5,45
225,Edouard,Odsonne,Edouard,4,FWD,8,1.3,5.5,55
226,Eze,Eberechi,Eze,3,MID,8,5.4,6.5,65
227,Guaita,Vicente,Guaita,1,GK,8,0.2,4.5,45
228,Guéhi,Marc,Guéhi,2,DEF,8,1.3,4.5,45
229,Hughes,Will,Hughes,3,MID,8,0.0,5.0,50
230,Johnstone,Sam,Johnstone,1,GK,8,1.3,4.5,45
231,Lerma,Jefferson,Lerma Solís,3,MID,8,0.1,5.0,50
232,Mateta,Jean-Philippe,Mateta,4,FWD,8,7.3,5.0,50
233,Matthews,Remi,Matthews,1,GK,8,0.1,4.0,40
234,Mitchell,Tyrick,Mitchell,2,DEF,8,4.7,4.5,45
235,O'Brien,Jake,O'Brien,2,DEF,8,0.0,4.0,40
236,Olise,Michael,Olise,3,MID,8,5.3,6.0,60
237,Plange,Luke,Plange,4,FWD,8,0.0,4.5,45
238,C.Richards,Chris,Richards,2,DEF,8,1.5,4.0,40
239,Riedewald,Jairo,Riedewald,3,MID,8,0.1,4.5,45
240,Schlupp,Jeffrey,Schlupp,3,MID,8,0.1,5.0,50
241,Tomkins,James,Tomkins,2,DEF,8,0.4,4.0,40
242,Ward,Joel,Ward,2,DEF,8,0.2,4.5,45
243,Whitworth,Joe,Whitworth,1,GK,8,0.9,4.0,40
385,Henderson,Dean,Henderson,1,GK,8,1.7,4.5,45
615,Matheus França,Matheus,França de Oliveira,3,MID,8,0.0,5.0,50
657,Rak-Sakyi,Jesurun,Rak-Sakyi,3,MID,8,0.0,4.5,45
658,Gordon,John-Kymani,Gordon,4,FWD,8,0.0,4.5,45
720,Ola-Adebomi,Ademola,Ola-Adebomi,4,FWD,8,0.0,4.5,45
721,Ozoh,David,Ozoh,3,MID,8,0.0,4.5,45
724,Raymond,Jadan,Raymond,3,MID,8,0.0,4.5,45
763,Adaramola,Tayo,Adaramola,2,DEF,8,0.0,4.0,40
792,Muñoz,Daniel,Muñoz,2,DEF,8,0.6,4.5,45
807,Wharton,Adam,Wharton,3,MID,8,0.0,5.0,50
821,Umeh-Chibueze,Franco,Umeh-Chibueze,4,FWD,8,0.0,4.5,45
825,Rodney,Kaden,Rodney,3,MID,8,0.0,4.5,45
842,Mathurin,Roshaun,Mathurin,3,MID,8,0.0,4.5,45
244,André Gomes,André,Tavares Gomes,3,MID,9,0.1,4.5,45
245,Branthwaite,Jarrad,Branthwaite,2,DEF,9,10.8,4.0,40
246,Calvert-Lewin,Dominic,Calvert-Lewin,4,FWD,9,1.0,6.0,60
247,Coleman,Seamus,Coleman,2,DEF,9,0.1,4.5,45
248,Dele,Dele,Alli,3,MID,9,0.0,5.0,50
249,A.Doucoure,Abdoulaye,Doucouré,3,MID,9,0.5,5.5,55
250,Garner,James,Garner,3,MID,9,0.1,5.0,50
251,Gbamin,Jean-Philippe,Gbamin,3,MID,9,0.0,4.5,45
252,Godfrey,Ben,Godfrey,2,DEF,9,0.2,4.5,45
253,Gray,Demarai,Gray,3,MID,9,0.1,5.5,55
254,Gana,Idrissa,Gueye,3,MID,9,0.1,5.0,50
257,Keane,Michael,Keane,2,DEF,9,0.2,4.5,45
259,McNeil,Dwight,McNeil,3,MID,9,0.3,5.5,55
260,Mykolenko,Vitalii,Mykolenko,2,DEF,9,2.6,4.5,45
261,Onana,Amadou,Onana,3,MID,9,0.2,5.0,50
262,Patterson,Nathan,Patterson,2,DEF,9,0.1,4.5,45
263,Pickford,Jordan,Pickford,1,GK,9,16.3,4.5,45
264,Simms,Ellis,Simms,4,FWD,9,0.0,4.5,45
265,Tarkowski,James,Tarkowski,2,DEF,9,5.4,4.5,45
266,J.Virginia,João,Neves Virgínia,1,GK,9,0.4,4.0,40
579,Lonergan,Andy,Lonergan,1,GK,9,0.1,4.0,40
588,Young,Ashley,Young,2,DEF,9,0.4,4.5,45
601,Danjuma,Arnaut,Danjuma Groeneveld,3,MID,9,0.1,5.5,55
624,Dobbin,Lewis,Dobbin,3,MID,9,0.0,4.5,45
645,Y. Chermiti,Youssef,Ramalho Chermiti,4,FWD,9,0.1,5.0,50
649,Cannon,Thomas,Cannon,4,FWD,9,0.0,4.5,45
650,Onyango,Tyler,Onyango,3,MID,9,0.0,4.5,45
661,Harrison,Jack,Harrison,3,MID,9,0.1,5.5,55
691,Beto,Norberto Bercique,Gomes Betuncal,4,FWD,9,0.1,6.0,60
719,Hunt,Mackenzie,Hunt,3,MID,9,0.0,4.5,45
760,Metcalfe,Jenson,Metcalfe,3,MID,9,0.0,4.5,45
761,Campbell,Elijah,Campbell,2,DEF,9,0.0,4.0,40
841,Warrington,Lewis,Warrington,3,MID,9,0.0,4.5,45
863,Crellin,Billy,Crellin,1,GK,9,0.0,4.0,40
193,Broja,Armando,Broja,4,FWD,10,0.2,5.0,50
256,Iwobi,Alex,Iwobi,3,MID,10,0.4,5.5,55
267,Andreas,Andreas,Hoelgebaum Pereira,3,MID,10,0.9,5.5,55
268,Cairney,Tom,Cairney,3,MID,10,0.0,5.0,50
269,I.Cavaleiro,Ivan,Neves Abreu Cavaleiro,3,MID,10,0.0,5.0,50
270,De Cordova-Reid,Bobby,De Cordova-Reid,3,MID,10,0.1,5.5,55
271,Diop,Issa,Diop,2,DEF,10,0.4,4.5,45
272,Francois,Tyrese,Francois,3,MID,10,0.0,4.5,45
273,Knockaert,Anthony,Knockaert,3,MID,10,0.0,4.5,45
274,Kongolo,Terence,Kongolo,2,DEF,10,0.1,4.0,40
275,Leno,Bernd,Leno,1,GK,10,14.6,4.5,45
276,Lukić,Saša,Lukić,3,MID,10,0.3,4.5,45
277,Mbabu,Kevin,Mbabu,2,DEF,10,0.2,4.0,40
278,Mitrović,Aleksandar,Mitrović,4,FWD,10,0.6,7.5,75
279,Muniz,Rodrigo,Muniz Carvalho,4,FWD,10,4.4,4.5,45
280,J.Palhinha,João,Palhinha Gonçalves,3,MID,10,0.3,5.0,50
281,Ream,Tim,Ream,2,DEF,10,0.6,4.5,45
282,Reed,Harrison,Reed,3,MID,10,0.3,5.0,50
283,Robinson,Antonee,Robinson,2,DEF,10,4.0,4.5,45
284,Rodák,Marek,Rodák,1,GK,10,0.3,4.0,40
285,Tete,Kenny,Tete,2,DEF,10,0.3,4.5,45
286,Tosin,Tosin,Adarabioyo,2,DEF,10,0.2,4.5,45
287,Vinícius,Carlos Vinícius,Alves Morais,4,FWD,10,0.9,5.0,50
288,Wilson,Harry,Wilson,3,MID,10,0.2,5.5,55
558,Raúl,Raúl,Jiménez,4,FWD,10,0.6,5.5,55
591,Willian,Willian,Borges da Silva,3,MID,10,0.4,5.5,55
610,Bassey,Calvin,Bassey,2,DEF,10,0.4,4.5,45
625,De Fougerolles,Luc,De Fougerolles,2,DEF,10,0.1,4.0,40
651,Stansfield,Jay,Stansfield,4,FWD,10,0.0,4.5,45
652,Dibley-Dias,Matthew,Dibley-Dias,3,MID,10,0.0,4.5,45
662,Adama,Adama,Traoré,3,MID,10,0.0,5.0,50
683,Harris,Luke,Harris,3,MID,10,0.0,4.5,45
688,Castagne,Timothy,Castagne,2,DEF,10,1.6,4.5,45
692,Benda,Steven,Benda,1,GK,10,0.0,4.0,40
707,Ballo-Touré,Fodé,Ballo-Touré,2,DEF,10,0.1,4.5,45
732,Tanton,Devan,Tanton,2,DEF,10,0.0,4.0,40
796,Sekularac,Kristian,Sekularac,3,MID,10,0.0,4.5,45
810,King,Joshua,King,3,MID,10,0.0,4.5,45
289,Adrián,Adrián,San Miguel del Castillo,1,GK,11,0.2,4.0,40
290,Alexander-Arnold,Trent,Alexander-Arnold,2,DEF,11,10.3,8.0,80
291,A.Becker,Alisson,Ramses Becker,1,GK,11,9.7,5.5,55
292,Bajcetic,Stefan,Bajcetic,3,MID,11,0.0,5.0,50
293,Darwin,Darwin,Núñez Ribeiro,4,FWD,11,11.7,7.5,75
294,Diogo J.,Diogo,Teixeira da Silva,3,MID,11,1.7,8.0,80
295,Elliott,Harvey,Elliott,3,MID,11,0.4,5.0,50
296,Fabinho,Fabio Henrique,Tavares,3,MID,11,0.0,5.0,50
297,Gakpo,Cody,Gakpo,4,FWD,11,3.1,7.5,75
298,Gomez,Joe,Gomez,2,DEF,11,1.3,4.5,45
299,Henderson,Jordan,Henderson,3,MID,11,0.0,5.0,50
300,Jones,Curtis,Jones,3,MID,11,0.1,5.0,50
301,Kelleher,Caoimhin,Kelleher,1,GK,11,3.9,4.0,40
302,Konaté,Ibrahima,Konaté,2,DEF,11,2.0,5.0,50
303,Luis Díaz,Luis,Díaz,3,MID,11,10.0,7.5,75
304,Mac Allister,Alexis,Mac Allister,3,MID,11,3.9,6.0,60
305,Matip,Joel,Matip,2,DEF,11,0.3,5.0,50
306,Phillips,Nathaniel,Phillips,2,DEF,11,0.1,4.0,40
307,Robertson,Andrew,Robertson,2,DEF,11,4.2,6.5,65
308,Salah,Mohamed,Salah,3,MID,11,24.0,12.5,125
309,Szoboszlai,Dominik,Szoboszlai,3,MID,11,3.3,7.0,70
310,Thiago,Thiago,Alcántara do Nascimento,3,MID,11,0.1,5.0,50
311,Tsimikas,Konstantinos,Tsimikas,2,DEF,11,1.1,4.5,45
312,Van den Berg,Sepp,van den Berg,2,DEF,11,0.0,4.0,40
313,Virgil,Virgil,van Dijk,2,DEF,11,17.7,6.0,60
626,Quansah,Jarell,Quansah,2,DEF,11,0.5,4.0,40
627,Clark,Bobby,Clark,3,MID,11,0.0,4.5,45
628,Doak,Ben,Doak,3,MID,11,0.0,4.5,45
629,McConnell,James,McConnell,3,MID,11,0.0,4.5,45
668,Endo,Wataru,Endo,3,MID,11,0.1,5.5,55
708,Gravenberch,Ryan,Gravenberch,3,MID,11,0.1,5.0,50
726,Chambers,Luke,Chambers,2,DEF,11,0.0,4.0,40
728,Scanlon,Callum,Scanlon,2,DEF,11,0.0,4.0,40
743,Nyoni,Treymaurice,Nyoni,3,MID,11,0.0,4.5,45
756,Pitaluga,Marcelo,de Araújo Pitaluga Filho,1,GK,11,0.0,4.0,40
757,Bradley,Conor,Bradley,2,DEF,11,2.1,4.0,40
782,Beck,Owen,Beck,2,DEF,11,0.0,4.5,45
783,Gordon,Kaide,Gordon,3,MID,11,0.0,4.5,45
812,Koumas,Lewis,Koumas,4,FWD,11,0.0,4.5,45
813,Mrozek,Fabian,Mrozek,1,GK,11,0.0,4.0,40
824,Danns,Jayden,Danns,4,FWD,11,0.0,4.5,45
837,Nallo,Amara,Nallo,2,DEF,11,0.0,4.0,40
21,Sambi,Albert,Sambi Lokonga,3,MID,12,0.0,5.0,50
52,Nakamba,Marvelous,Nakamba,3,MID,12,0.4,4.5,45
314,Adebayo,Elijah,Adebayo,4,FWD,12,1.0,5.0,50
315,Andersen,Mads Juel,Andersen,2,DEF,12,0.5,4.0,40
316,Bell,Amari'i,Bell,2,DEF,12,2.2,4.0,40
317,Berry,Luke,Berry,3,MID,12,0.0,5.0,50
318,Burke,Reece,Burke,2,DEF,12,0.2,4.0,40
319,Campbell,Allan,Campbell,3,MID,12,0.0,5.0,50
320,Clark,Jordan,Clark,3,MID,12,0.0,5.0,50
321,Doughty,Alfie,Doughty,2,DEF,12,6.2,4.5,45
322,Freeman,Luke,Freeman,3,MID,12,0.0,5.0,50
323,Macey,Matt,Macey,1,GK,12,0.2,4.0,40
324,McAtee,John,McAtee,4,FWD,12,0.4,4.5,45
325,Mendes,Carlos,Mendes Gomes,3,MID,12,0.0,4.5,45
326,Morris,Carlton,Morris,4,FWD,12,4.3,5.5,55
327,Muskwe,Admiral,Muskwe,4,FWD,12,0.1,4.5,45
328,Ogbene,Chiedozie,Ogbene,4,FWD,12,0.1,5.0,50
329,Onyedinma,Fred,Onyedinma,3,MID,12,0.0,5.0,50
330,Osho,Gabriel,Osho,2,DEF,12,0.1,4.5,45
331,Pepple,Aribim,Pepple,4,FWD,12,0.0,4.5,45
332,Pereira,Dion,Pereira,3,MID,12,0.0,4.5,45
333,Potts,Dan,Potts,2,DEF,12,0.1,4.0,40
334,Rea,Glen,Rea,3,MID,12,0.0,4.5,45
335,Shea,James,Shea,1,GK,12,0.1,4.5,45
336,Taylor,Joe,Taylor,4,FWD,12,0.1,4.5,45
337,Thorpe,Elliot,Thorpe,3,MID,12,0.0,4.5,45
338,Walton,Jack,Walton,1,GK,12,0.0,4.0,40
339,Watson,Louie,Watson,3,MID,12,0.1,4.5,45
340,Woodrow,Cauley,Woodrow,4,FWD,12,0.6,4.5,45
393,Mengi,Teden,Mengi,2,DEF,12,1.5,4.0,40
553,Giles,Ryan,Giles,2,DEF,12,0.1,4.5,45
575,Lockyer,Tom,Lockyer,2,DEF,12,0.1,4.5,45
582,Mpanzu,Pelly Ruddock,Mpanzu,3,MID,12,0.0,5.0,50
586,Chong,Tahith,Chong,3,MID,12,0.2,5.0,50
602,Kaboré,Issa,Kaboré,2,DEF,12,1.9,4.0,40
614,Kaminski,Thomas,Kaminski,1,GK,12,0.7,4.5,45
630,Barkley,Ross,Barkley,3,MID,12,0.9,5.0,50
631,Brown,Jacob,Brown,4,FWD,12,0.1,5.0,50
648,Francis-Clarke,Aidan,Francis-Clarke,2,DEF,12,0.0,4.0,40
665,Krul,Tim,Krul,1,GK,12,0.1,4.5,45
682,Johnson,Joseph,Johnson,2,DEF,12,0.0,4.0,40
727,Townsend,Andros,Townsend,3,MID,12,0.1,5.0,50
729,Luker,Jayden,Luker,3,MID,12,0.0,4.5,45
734,Nelson,Zack,Nelson,3,MID,12,0.0,4.5,45
798,Hashioka,Daiki,Hashioka,2,DEF,12,0.0,4.0,40
831,Piesold,Axel,Piesold,3,MID,12,0.0,4.5,45
839,Martins,Dominic,Dos Santos Martins,3,MID,12,0.0,4.5,45
844,Chigozie,Christian,Chigozie,2,DEF,12,0.0,4.0,40
848,Harris,Taylan,Harris,4,FWD,12,0.0,4.5,45
341,Akanji,Manuel,Akanji,2,DEF,13,5.6,5.0,50
342,Aké,Nathan,Aké,2,DEF,13,5.2,5.0,50
343,J.Alvarez,Julián,Álvarez,4,FWD,13,15.4,6.5,65
344,Bernardo,Bernardo,Veiga de Carvalho e Silva,3,MID,13,2.9,6.5,65
345,Bobb,Oscar,Bobb,3,MID,13,0.1,4.5,45
346,Cancelo,João,Cancelo,2,DEF,13,1.0,6.0,60
347,Carson,Scott,Carson,1,GK,13,0.1,4.0,40
348,Charles,Shea,Charles,3,MID,13,0.0,4.5,45
349,De Bruyne,Kevin,De Bruyne,3,MID,13,16.6,10.5,105
350,Rúben,Rúben,Gato Alves Dias,2,DEF,13,7.2,5.5,55
352,Ederson M.,Ederson,Santana de Moraes,1,GK,13,13.1,5.5,55
353,Foden,Phil,Foden,3,MID,13,43.3,7.5,75
354,Grealish,Jack,Grealish,3,MID,13,1.5,7.5,75
355,Haaland,Erling,Haaland,4,FWD,13,73.6,14.0,140
356,Kovačić,Mateo,Kovačić,3,MID,13,0.3,5.0,50
357,Laporte,Aymeric,Laporte,2,DEF,13,0.1,5.0,50
358,R.Lewis,Rico,Lewis,2,DEF,13,0.4,4.5,45
359,Mahrez,Riyad,Mahrez,3,MID,13,0.0,7.5,75
361,Ortega Moreno,Stefan,Ortega Moreno,1,GK,13,2.3,4.0,40
363,Perrone,Máximo,Perrone,3,MID,13,0.0,4.5,45
365,Rodrigo,Rodrigo,Hernandez,3,MID,13,6.1,5.5,55
366,Sergio Gómez,Sergio,Gómez,2,DEF,13,1.0,4.0,40
367,Steffen,Zack,Steffen,1,GK,13,0.1,4.0,40
368,Stones,John,Stones,2,DEF,13,3.1,5.5,55
369,Walker,Kyle,Walker,2,DEF,13,15.1,5.0,50
566,Matheus N.,Matheus Luiz,Nunes,3,MID,13,0.1,5.0,50
616,Gvardiol,Joško,Gvardiol,2,DEF,13,18.1,5.0,50
678,Doku,Jérémy,Doku,3,MID,13,1.9,6.5,65
762,Susoho,Mahamadou,Susoho,3,MID,13,0.0,4.5,45
771,Hamilton,Micah,Hamilton,3,MID,13,0.0,4.5,45
814,Wright,Jacob,Wright,3,MID,13,0.0,4.5,45
209,Mount,Mason,Mount,3,MID,14,0.8,7.0,70
370,Alex Telles,Alex,Telles,2,DEF,14,0.0,4.5,45
371,Amad,Amad,Diallo,3,MID,14,0.1,4.5,45
372,Antony,Antony Matheus,dos Santos,3,MID,14,0.6,7.0,70
373,B.Fernandes,Bruno,Borges Fernandes,3,MID,14,14.6,8.5,85
374,B.Williams,Brandon,Williams,2,DEF,14,0.1,4.0,40
375,Bailly,Eric,Bailly,2,DEF,14,0.1,4.0,40
376,Casemiro,Carlos Henrique,Casimiro,3,MID,14,1.9,5.5,55
377,Dalot,Diogo,Dalot Teixeira,2,DEF,14,7.4,5.0,50
379,Eriksen,Christian,Eriksen,3,MID,14,0.4,6.0,60
380,Fernandez,Álvaro,Fernández Carreras,2,DEF,14,0.1,4.0,40
381,Fred,Frederico,Rodrigues de Paula Santos,3,MID,14,0.0,5.0,50
382,Garnacho,Alejandro,Garnacho,3,MID,14,9.8,5.0,50
383,Hannibal,Hannibal,Mejbri,3,MID,14,0.1,4.5,45
384,Heaton,Tom,Heaton,1,GK,14,0.1,4.0,40
386,Lindelof,Victor,Lindelöf,2,DEF,14,0.2,4.5,45
387,Maguire,Harry,Maguire,2,DEF,14,1.3,4.5,45
388,Mainoo,Kobbie,Mainoo,3,MID,14,0.9,4.5,45
389,Malacia,Tyrell,Malacia,2,DEF,14,0.0,4.5,45
390,Martial,Anthony,Martial,4,FWD,14,0.3,6.5,65
391,Martinez,Lisandro,Martínez,2,DEF,14,2.1,5.0,50
392,McTominay,Scott,McTominay,3,MID,14,0.8,5.0,50
394,Pellistri,Facundo,Pellistri Rebollo,3,MID,14,0.1,4.5,45
395,R.Varane,Raphaël,Varane,2,DEF,14,2.1,5.0,50
396,Rashford,Marcus,Rashford,3,MID,14,9.5,9.0,90
397,Sancho,Jadon,Sancho,3,MID,14,0.4,7.0,70
398,Shaw,Luke,Shaw,2,DEF,14,2.7,5.5,55
399,Shoretire,Shola,Shoretire,4,FWD,14,0.2,4.5,45
400,Van de Beek,Donny,van de Beek,3,MID,14,0.0,5.0,50
401,Wan-Bissaka,Aaron,Wan-Bissaka,2,DEF,14,2.0,4.5,45
597,Onana,André,Onana,1,GK,14,15.5,5.0,50
617,Højlund,Rasmus,Højlund,4,FWD,14,5.6,7.0,70
632,Forson,Omari,Forson,3,MID,14,0.0,4.5,45
669,Vítek,Radek,Vítek,1,GK,14,0.0,4.0,40
685,Gore,Daniel,Gore,3,MID,14,0.0,4.5,45
695,Altay,Altay,Bayindir,1,GK,14,0.1,4.0,40
703,Evans,Jonny,Evans,2,DEF,14,0.6,4.0,40
709,Amrabat,Sofyan,Amrabat,3,MID,14,0.1,5.0,50
748,Hugill,Joe,Hugill,4,FWD,14,0.0,4.5,45
766,Kambwala,Willy,Kambwala,2,DEF,14,0.1,4.0,40
768,Bennett,Rhys,Bennett,2,DEF,14,0.0,4.0,40
826,Collyer,Toby,Collyer,3,MID,14,0.0,4.5,45
833,Ogunneye,Habeeb,Ogunneye,2,DEF,14,0.0,4.0,40
835,Mee,Dermot,Mee,1,GK,14,0.0,4.0,40
846,Amass,Harry,Amass,2,DEF,14,0.0,4.0,40
850,Wheatley,Ethan,Wheatley,4,FWD,14,0.0,4.5,45
856,Jackson,Louis,Jackson,2,DEF,14,0.0,4.0,40
204,Hall,Lewis,Hall,2,DEF,15,0.6,4.5,45
402,Almirón,Miguel,Almirón Rejala,3,MID,15,2.7,6.5,65
403,Anderson,Elliot,Anderson,3,MID,15,1.8,4.5,45
404,Ashby,Harrison,Ashby,2,DEF,15,0.0,4.0,40
405,Botman,Sven,Botman,2,DEF,15,4.3,4.5,45
406,Bruno G.,Bruno,Guimarães Rodriguez Moura,3,MID,15,3.3,6.0,60
407,Burn,Dan,Burn,2,DEF,15,12.7,4.5,45
408,Darlow,Karl,Darlow,1,GK,15,0.0,4.0,40
409,Dubravka,Martin,Dubravka,1,GK,15,8.7,4.0,40
410,Fraser,Ryan,Fraser,3,MID,15,0.0,5.0,50
411,Gillespie,Mark,Gillespie,1,GK,15,0.1,4.0,40
412,Gordon,Anthony,Gordon,3,MID,15,20.6,5.5,55
413,Hayden,Isaac,Hayden,3,MID,15,0.0,4.5,45
414,Hendrick,Jeff,Hendrick,3,MID,15,0.0,4.5,45
415,Isak,Alexander,Isak,4,FWD,15,41.0,7.5,75
416,Joelinton,Joelinton Cássio,Apolinário de Lira,3,MID,15,0.4,6.0,60
417,Krafth,Emil,Krafth,2,DEF,15,0.1,4.5,45
418,Kuol,Garang,Kuol,3,MID,15,0.0,4.5,45
419,Lascelles,Jamaal,Lascelles,2,DEF,15,1.9,4.0,40
420,J.Lewis,Jamal,Lewis,2,DEF,15,0.0,4.0,40
421,Longstaff,Sean,Longstaff,3,MID,15,0.4,5.0,50
422,Manquillo,Javier,Manquillo Gaitán,2,DEF,15,0.0,4.0,40
423,J.Murphy,Jacob,Murphy,3,MID,15,0.2,5.0,50
424,Pope,Nick,Pope,1,GK,15,4.8,5.5,55
425,Ritchie,Matt,Ritchie,3,MID,15,0.2,4.5,45
426,Saint-Maximin,Allan,Saint-Maximin,3,MID,15,0.0,6.0,60
427,Schär,Fabian,Schär,2,DEF,15,7.3,5.0,50
428,Targett,Matt,Targett,2,DEF,15,0.1,4.5,45
429,Tonali,Sandro,Tonali,3,MID,15,1.0,5.5,55
430,Trippier,Kieran,Trippier,2,DEF,15,21.2,6.5,65
431,Watts,Kell,Watts,2,DEF,15,0.0,4.0,40
432,Willock,Joe,Willock,3,MID,15,0.1,5.5,55
433,Wilson,Callum,Wilson,4,FWD,15,3.0,8.0,80
580,Karius,Loris,Karius,1,GK,15,0.2,4.0,40
581,Dummett,Paul,Dummett,2,DEF,15,0.3,4.0,40
603,Barnes,Harvey,Barnes,3,MID,15,1.2,6.5,65
633,Livramento,Tino,Livramento,2,DEF,15,1.1,4.5,45
634,A.Murphy,Alex,Murphy,2,DEF,15,0.4,4.0,40
635,Miley,Lewis,Miley,3,MID,15,0.1,4.5,45
738,Diallo,Amadou,Diallo,3,MID,15,0.0,4.5,45
739,Parkinson,Ben,Parkinson,4,FWD,15,0.0,4.5,45
745,Ndiweni,Michael,Ndiweni,4,FWD,15,0.0,4.5,45
794,White,Joe,White,3,MID,15,0.0,4.5,45
795,Hernes,Travis,Hernes,3,MID,15,0.0,4.5,45
23,Tavares,Nuno,Varela Tavares,2,DEF,16,0.2,4.0,40
28,Turner,Matt,Turner,1,GK,16,8.6,4.0,40
205,Hudson-Odoi,Callum,Hudson-Odoi,3,MID,16,0.8,5.0,50
378,Elanga,Anthony,Elanga,3,MID,16,1.1,5.0,50
434,B.Aguilera,Brandon,Aguilera Zamora,3,MID,16,0.0,4.5,45
435,Arter,Harry,Arter,3,MID,16,0.1,4.5,45
436,Aurier,Serge,Aurier,2,DEF,16,0.6,4.5,45
437,Awoniyi,Taiwo,Awoniyi,4,FWD,16,1.3,6.5,65
438,Biancone,Giulian,Biancone,2,DEF,16,0.1,4.0,40
439,Boly,Willy,Boly,2,DEF,16,0.5,4.5,45
440,Bowler,Josh,Bowler,3,MID,16,0.0,4.5,45
441,Cook,Steve,Cook,2,DEF,16,0.0,4.5,45
442,Danilo,Danilo,dos Santos de Oliveira,3,MID,16,0.1,5.5,55
443,Dennis,Emmanuel,Dennis,4,FWD,16,0.1,5.0,50
444,Dräger,Mohamed,Dräger,2,DEF,16,0.0,4.0,40
445,Felipe,Felipe Augusto,de Almeida Monteiro,2,DEF,16,0.0,4.5,45
446,Freuler,Remo,Freuler,3,MID,16,0.0,5.0,50
447,Gibbs-White,Morgan,Gibbs-White,3,MID,16,2.1,6.0,60
448,Hennessey,Wayne,Hennessey,1,GK,16,0.2,4.0,40
449,Horvath,Ethan,Horvath,1,GK,16,0.1,4.5,45
451,Kouyaté,Cheikhou,Kouyaté,3,MID,16,0.0,5.0,50
452,Laryea,Richie,Laryea,2,DEF,16,0.0,4.5,45
453,Mangala,Orel,Mangala,3,MID,16,0.0,5.0,50
454,Mbe Soh,Loïc,Mbe Soh,2,DEF,16,0.0,4.0,40
455,McKenna,Scott,McKenna,2,DEF,16,0.1,4.5,45
456,Mighten,Alex,Mighten,3,MID,16,0.0,4.5,45
457,Niakhaté,Moussa,Niakhaté,2,DEF,16,0.1,4.5,45
458,O'Brien,Lewis,O'Brien,3,MID,16,0.0,5.0,50
459,Ojeda,Braian,Ojeda Rodríguez,3,MID,16,0.0,4.5,45
460,Panzo,Jonathan,Panzo,2,DEF,16,0.1,4.0,40
461,O.Richards,Omar,Richards,2,DEF,16,0.0,4.5,45
462,G.Scarpa,Gustavo Henrique,Furtado Scarpa,3,MID,16,0.0,4.5,45
463,J.Shelvey,Jonjo,Shelvey,3,MID,16,0.0,5.0,50
464,Surridge,Sam,Surridge,4,FWD,16,0.1,4.5,45
