Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag
311,Graeme Shinnie,sct SCO,MF,Aberdeen,30,1991,13,13,1159,12.9,2,0,2,2,0,0,4,2,0.16,0.00,0.16,0.16,0.16,Matches,Scottish Premiership,2022-23
312,Craig Sibbald,sct SCO,MF,Dundee United,27,1995,35,29,2496,27.7,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches,Scottish Premiership,2022-23
313,Toby Sibbick,ug UGA,DF,Hearts,23,1999,32,27,2557,28.4,0,1,1,0,0,0,6,1,0.00,0.04,0.04,0.00,0.04,Matches,Scottish Premiership,2022-23
314,Josh Sims,eng ENG,"MF,FW",Ross County,25,1997,20,10,806,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
315,Ross Sinclair,sct SCO,GK,St Johnstone,21,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
316,Callum Slattery,eng ENG,MF,Motherwell,23,1999,29,23,1927,21.4,4,2,6,4,0,0,14,1,0.19,0.09,0.28,0.19,0.28,Matches,Scottish Premiership,2022-23
317,Thierry Small,eng ENG,"MF,DF",St Mirren,17,2004,14,7,585,6.5,0,1,1,0,0,0,3,2,0.00,0.15,0.15,0.00,0.15,Matches,Scottish Premiership,2022-23
318,Connor Smith,sct SCO,MF,Hearts,20,2002,7,1,134,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
319,Dylan Smith,sct SCO,DF,Ross County,16,2006,13,5,589,6.5,0,1,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches,Scottish Premiership,2022-23
320,Liam Smith,sct SCO,"DF,MF",Dundee United,26,1996,28,27,2475,27.5,1,0,1,1,0,0,0,0,0.04,0.00,0.04,0.04,0.04,Matches,Scottish Premiership,2022-23
321,Michael Smith,nir NIR,"DF,MF",Hearts,33,1988,28,23,1962,21.8,2,0,2,2,0,0,7,0,0.09,0.00,0.09,0.09,0.09,Matches,Scottish Premiership,2022-23
322,Robert Snodgrass,sct SCO,MF,Hearts,34,1987,23,21,1897,21.1,1,4,5,1,0,0,9,1,0.05,0.19,0.24,0.05,0.24,Matches,Scottish Premiership,2022-23
323,Ayodeji Sotona,ie IRL,FW,Kilmarnock,19,2002,2,0,34,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
324,John Souttar,sct SCO,DF,Rangers,25,1996,12,8,762,8.5,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,Scottish Premiership,2022-23
325,Kian Speirs,sct SCO,MF,Motherwell,18,2004,1,0,24,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
326,Blair Spittal,sct SCO,"MF,FW",Motherwell,26,1995,36,36,2840,31.6,6,6,12,6,0,0,2,0,0.19,0.19,0.38,0.19,0.38,Matches,Scottish Premiership,2022-23
327,Carl Starfelt,se SWE,DF,Celtic,27,1995,28,26,2395,26.6,3,1,4,3,0,0,3,0,0.11,0.04,0.15,0.11,0.15,Matches,Scottish Premiership,2022-23
328,Lewis Stevenson,sct SCO,"DF,MF",Hibernian,34,1988,28,20,1825,20.3,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,Scottish Premiership,2022-23
329,Anthony Stewart,eng ENG,DF,Aberdeen,29,1992,21,21,1825,20.3,1,1,2,1,0,0,1,1,0.05,0.05,0.10,0.05,0.10,Matches,Scottish Premiership,2022-23
330,Ross Stewart,sct SCO,GK,Hearts,27,1995,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
331,Chris Stokes,eng ENG,DF,Kilmarnock,31,1991,15,10,839,9.3,2,0,2,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,Scottish Premiership,2022-23
332,Josh Stones,eng ENG,FW,Ross County,18,2003,6,0,116,1.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
333,Ryan Strain,au AUS,"DF,MF",St Mirren,25,1997,36,35,2808,31.2,4,5,9,4,0,0,4,0,0.13,0.16,0.29,0.13,0.29,Matches,Scottish Premiership,2022-23
334,Ben Summers,sct SCO,MF,Celtic,18,2004,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
335,Richard Tait,sct SCO,"MF,DF",St Mirren,32,1989,12,7,655,7.3,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,Scottish Premiership,2022-23
336,Scott Tanser,eng ENG,"DF,MF",St Mirren,27,1994,30,23,2007,22.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
337,Jair Tavares,pt POR,MF,Hibernian,21,2001,8,2,198,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
338,James Tavernier,eng ENG,DF,Rangers,30,1991,38,38,3353,37.3,16,9,25,8,8,10,6,0,0.43,0.24,0.67,0.21,0.46,Matches,Scottish Premiership,2022-23
339,Ash Taylor,wls WAL,DF,Kilmarnock,31,1990,32,29,2505,27.8,4,3,7,4,0,0,6,1,0.14,0.11,0.25,0.14,0.25,Matches,Scottish Premiership,2022-23
340,Fraser Taylor,sct SCO,FW,St Mirren,19,2003,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
341,Greg Taylor,sct SCO,DF,Celtic,24,1997,31,28,2424,26.9,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26,Matches,Scottish Premiership,2022-23
342,Richard Taylor,eng ENG,DF,St Mirren,21,2000,11,7,593,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
343,Miller Thomson,sct SCO,FW,Dundee United,18,2004,3,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
344,Ross Tierney,ie IRL,MF,Motherwell,21,2001,18,4,584,6.5,2,0,2,2,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches,Scottish Premiership,2022-23
345,Malik Tillman,us USA,MF,Rangers,20,2002,28,22,1933,21.5,10,4,14,10,0,0,4,0,0.47,0.19,0.65,0.47,0.65,Matches,Scottish Premiership,2022-23
346,Jordan Tillson,eng ENG,MF,Ross County,29,1993,28,19,1818,20.2,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,Scottish Premiership,2022-23
347,David Turnbull,sct SCO,MF,Celtic,23,1999,28,6,890,9.9,4,6,10,4,0,0,1,1,0.40,0.61,1.01,0.40,1.01,Matches,Scottish Premiership,2022-23
348,Robbie Ure,sct SCO,FW,Rangers,18,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
349,Peter Urminský,sk SVK,GK,St Mirren,23,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
350,Kyle Vassell,nir NIR,FW,Kilmarnock,29,1993,14,14,1150,12.8,4,2,6,4,0,0,2,1,0.31,0.16,0.47,0.31,0.47,Matches,Scottish Premiership,2022-23
351,Rocco Vata,ie IRL,MF,Celtic,17,2005,4,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
352,Kevin van Veen,nl NED,FW,Motherwell,31,1991,38,36,3168,35.2,25,2,27,18,7,8,5,0,0.71,0.06,0.77,0.51,0.57,Matches,Scottish Premiership,2022-23
353,Bobby Wales,sct SCO,FW,Kilmarnock,17,2005,10,2,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
354,Sam Walker,eng ENG,GK,Kilmarnock,30,1991,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
355,Steven Warnock,sct SCO,MF,Kilmarnock,19,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
356,Calum Waters,sct SCO,DF,Kilmarnock,26,1996,2,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
357,Marley Watkins,wls WAL,"MF,FW",Aberdeen,31,1990,26,4,591,6.6,1,1,2,1,0,0,6,0,0.15,0.15,0.30,0.15,0.30,Matches,Scottish Premiership,2022-23
358,David Watson,sct SCO,MF,Kilmarnock,17,2005,10,8,652,7.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
359,Keith Watson,sct SCO,DF,Ross County,32,1989,28,19,1802,20.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
360,Tony Watt,sct SCO,FW,St Mirren,28,1993,10,7,589,6.5,1,0,1,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches,Scottish Premiership,2022-23
361,Tony Watt,sct SCO,FW,Dundee United,28,1993,17,12,1015,11.3,4,1,5,4,0,0,3,1,0.35,0.09,0.44,0.35,0.44,Matches,Scottish Premiership,2022-23
362,Stephen Welsh,sct SCO,DF,Celtic,22,2000,4,4,360,4.0,1,0,1,1,0,0,2,0,0.25,0.00,0.25,0.25,0.25,Matches,Scottish Premiership,2022-23
363,Jordan White,sct SCO,FW,Ross County,30,1992,38,33,2879,32.0,11,2,13,11,0,0,4,0,0.34,0.06,0.41,0.34,0.41,Matches,Scottish Premiership,2022-23
364,David Wotherspoon,ca CAN,MF,St Johnstone,32,1990,22,7,720,8.0,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,Scottish Premiership,2022-23
365,Drey Wright,eng ENG,"MF,DF",St Johnstone,27,1995,38,37,3215,35.7,7,1,8,7,0,0,4,0,0.20,0.03,0.22,0.20,0.22,Matches,Scottish Premiership,2022-23
366,Joe Wright,wls WAL,DF,Kilmarnock,27,1995,34,31,2792,31.0,5,0,5,5,0,0,5,0,0.16,0.00,0.16,0.16,0.16,Matches,Scottish Premiership,2022-23
367,Scott Wright,sct SCO,"MF,FW",Rangers,24,1997,23,5,638,7.1,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,Scottish Premiership,2022-23
368,Rıdvan Yılmaz,tr TUR,DF,Rangers,21,2001,9,8,580,6.4,0,2,2,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,Matches,Scottish Premiership,2022-23
369,Elie Youan,fr FRA,"MF,FW",Hibernian,23,1999,36,31,2621,29.1,9,7,16,9,0,0,4,1,0.31,0.24,0.55,0.31,0.55,Matches,Scottish Premiership,2022-23
