Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag
1,Rolando Aarons,eng ENG,MF,Motherwell,26,1995,2,0,32,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
2,Liel Abada,il ISR,FW,Celtic,20,2001,34,13,1469,16.3,10,5,15,10,0,0,2,0,0.61,0.31,0.92,0.61,0.92,Matches,Scottish Premiership,2022-23
3,Oliver Abildgaard,dk DEN,MF,Celtic,26,1996,6,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
4,Jack Aitchison,sct SCO,FW,Motherwell,22,2000,10,2,250,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
5,William Akio,ss SSD,MF,Ross County,24,1998,12,2,331,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,Scottish Premiership,2022-23
6,Ryan Alebiosu,ng NGA,"MF,DF",Kilmarnock,20,2001,23,14,1253,13.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
7,Blair Alston,sct SCO,MF,Kilmarnock,30,1992,16,6,496,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
8,Sadat Anaku,ug UGA,FW,Dundee United,21,2000,14,2,349,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
9,Bruce Anderson,sct SCO,FW,Livingston,23,1998,30,21,1853,20.6,6,2,8,6,0,0,0,0,0.29,0.10,0.39,0.29,0.39,Matches,Scottish Premiership,2022-23
10,Scott Arfield,ca CAN,MF,Rangers,33,1988,31,7,1056,11.7,5,1,6,5,0,0,2,0,0.43,0.09,0.51,0.43,0.51,Matches,Scottish Premiership,2022-23
11,Daniel Armstrong,sct SCO,MF,Kilmarnock,24,1997,37,31,2734,30.4,9,7,16,5,4,4,9,1,0.30,0.23,0.53,0.16,0.40,Matches,Scottish Premiership,2022-23
12,Nathaniel Atkinson,au AUS,"DF,MF",Hearts,23,1999,18,11,1082,12.0,1,2,3,1,0,0,6,0,0.08,0.17,0.25,0.08,0.25,Matches,Scottish Premiership,2022-23
13,Loick Ayina,cg CGO,DF,Dundee United,19,2003,12,12,1080,12.0,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,Scottish Premiership,2022-23
14,Jonah Ayunga,ke KEN,FW,St Mirren,25,1997,19,16,1278,14.2,3,2,5,2,1,2,5,1,0.21,0.14,0.35,0.14,0.28,Matches,Scottish Premiership,2022-23
15,Keanu Baccus,au AUS,MF,St Mirren,24,1998,33,30,2510,27.9,2,2,4,2,0,0,9,0,0.07,0.07,0.14,0.07,0.14,Matches,Scottish Premiership,2022-23
16,Dylan Bahamboula,cg CGO,"MF,FW",Livingston,27,1995,20,9,814,9.0,1,0,1,1,0,0,5,1,0.11,0.00,0.11,0.11,0.11,Matches,Scottish Premiership,2022-23
17,Scott Bain,sct SCO,GK,Celtic,30,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
18,Theo Bair,ca CAN,FW,St Johnstone,22,1999,27,6,609,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,Matches,Scottish Premiership,2022-23
19,Jack Baldwin,eng ENG,DF,Ross County,29,1993,29,27,2279,25.3,1,2,3,1,0,0,6,2,0.04,0.08,0.12,0.04,0.12,Matches,Scottish Premiership,2022-23
20,Cammy Ballantyne,sct SCO,MF,St Johnstone,22,2000,3,3,242,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
21,Borna Barišić,hr CRO,DF,Rangers,29,1992,30,27,2538,28.2,1,9,10,1,0,0,4,0,0.04,0.32,0.35,0.04,0.35,Matches,Scottish Premiership,2022-23
22,Connor Barron,sct SCO,MF,Aberdeen,19,2002,17,11,1021,11.3,1,2,3,1,0,0,2,0,0.09,0.18,0.26,0.09,0.26,Matches,Scottish Premiership,2022-23
23,Luís Barros,be BEL,"FW,MF",Aberdeen,22,2000,27,19,1722,19.1,13,2,15,12,1,1,4,0,0.68,0.10,0.78,0.63,0.73,Matches,Scottish Premiership,2022-23
24,Alfie Bavidge,sct SCO,FW,Aberdeen,16,2006,5,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
25,Aziz Behich,au AUS,"MF,DF",Dundee United,31,1990,31,31,2720,30.2,3,3,6,3,0,0,6,1,0.10,0.10,0.20,0.10,0.20,Matches,Scottish Premiership,2022-23
26,Alexandro Bernabei,ar ARG,DF,Celtic,21,2000,15,9,868,9.6,1,3,4,1,0,0,2,0,0.10,0.31,0.41,0.10,0.41,Matches,Scottish Premiership,2022-23
27,Vicente Besuijen,nl NED,"MF,FW",Aberdeen,21,2001,18,9,899,10.0,3,1,4,2,1,1,0,0,0.30,0.10,0.40,0.20,0.30,Matches,Scottish Premiership,2022-23
28,Mark Birighitti,au AUS,GK,Dundee United,31,1991,26,26,2334,25.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
29,Scott Bitsindou,cg CGO,"DF,MF",Livingston,26,1996,1,0,1,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
30,Shane Blaney,ie IRL,DF,Motherwell,23,1999,8,4,370,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
31,Momodou Bojang,gm GAM,FW,Hibernian,21,2001,5,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
32,Liam Boyce,nir NIR,"MF,FW",Hearts,31,1991,5,4,272,3.0,1,0,1,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,Scottish Premiership,2022-23
33,Caolan Boyd-Munce,nir NIR,MF,St Mirren,22,2000,3,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
34,Morgan Boyes,wls WAL,DF,Livingston,21,2001,22,15,1485,16.5,1,1,2,1,0,0,3,1,0.06,0.06,0.12,0.06,0.12,Matches,Scottish Premiership,2022-23
35,Martin Boyle,au AUS,"MF,FW",Hibernian,29,1993,12,10,937,10.4,5,1,6,3,2,2,3,0,0.48,0.10,0.58,0.29,0.38,Matches,Scottish Premiership,2022-23
36,Steven Bradley,sct SCO,"MF,FW",Livingston,20,2002,16,12,934,10.4,1,2,3,1,0,0,1,0,0.10,0.19,0.29,0.10,0.29,Matches,Scottish Premiership,2022-23
37,Jamie Brandon,sct SCO,MF,Livingston,24,1998,8,1,137,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
38,Eamonn Brophy,sct SCO,FW,St Mirren,26,1996,12,1,222,2.5,0,2,2,0,0,0,0,0,0.00,0.81,0.81,0.00,0.81,Matches,Scottish Premiership,2022-23
39,Eamonn Brophy,sct SCO,"FW,MF",Ross County,26,1996,8,8,530,5.9,3,2,5,3,0,0,0,0,0.51,0.34,0.85,0.51,0.85,Matches,Scottish Premiership,2022-23
40,James Brown,mt MLT,"DF,MF",St Johnstone,24,1998,26,23,1937,21.5,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches,Scottish Premiership,2022-23
41,Rocky Bushiri,cd COD,DF,Hibernian,22,1999,15,13,1189,13.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
42,Calum Butcher,eng ENG,DF,Motherwell,31,1991,13,13,1066,11.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
43,Marijan Čabraja,hr CRO,"DF,MF",Hibernian,25,1997,25,18,1670,18.6,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,Scottish Premiership,2022-23
44,Chris Cadden,sct SCO,"DF,MF",Hibernian,25,1996,37,34,2867,31.9,1,3,4,1,0,0,5,0,0.03,0.09,0.13,0.03,0.13,Matches,Scottish Premiership,2022-23
45,Ross Callachan,sct SCO,MF,Ross County,28,1993,24,17,1515,16.8,1,1,2,1,0,0,7,1,0.06,0.06,0.12,0.06,0.12,Matches,Scottish Premiership,2022-23
46,Innes Cameron,sct SCO,"FW,MF",Kilmarnock,21,2000,16,5,640,7.1,1,1,2,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,Matches,Scottish Premiership,2022-23
47,Josh Campbell,sct SCO,MF,Hibernian,22,2000,36,28,2563,28.5,8,4,12,6,2,2,9,0,0.28,0.14,0.42,0.21,0.35,Matches,Scottish Premiership,2022-23
48,Phillip Čančar,hr CRO,DF,Livingston,21,2001,3,1,105,1.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
49,David Cancola,at AUT,MF,Ross County,25,1996,30,22,1802,20.0,2,0,2,1,1,1,6,0,0.10,0.00,0.10,0.05,0.05,Matches,Scottish Premiership,2022-23
50,Todd Cantwell,eng ENG,MF,Rangers,24,1998,16,15,1285,14.3,6,4,10,6,0,0,5,0,0.42,0.28,0.70,0.42,0.70,Matches,Scottish Premiership,2022-23
51,Graham Carey,ie IRL,MF,St Johnstone,33,1989,30,24,2038,22.6,3,2,5,1,2,3,8,0,0.13,0.09,0.22,0.04,0.13,Matches,Scottish Premiership,2022-23
52,Jake Carroll,ie IRL,DF,Motherwell,30,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
53,Trevor Carson,nir NIR,GK,St Mirren,34,1988,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
54,Cameron Carter-Vickers,us USA,DF,Celtic,24,1997,29,29,2610,29.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
55,Dan Casey,ie IRL,DF,Motherwell,24,1997,12,12,1020,11.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
56,Luke Chambers,eng ENG,"DF,MF",Kilmarnock,18,2004,14,13,1182,13.1,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,Scottish Premiership,2022-23
57,Benjamin Chrisene,eng ENG,"MF,DF",Kilmarnock,18,2004,13,11,1048,11.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
58,Nicky Clark,sct SCO,FW,St Johnstone,31,1991,20,19,1476,16.4,4,2,6,4,0,0,1,1,0.24,0.12,0.37,0.24,0.37,Matches,Scottish Premiership,2022-23
59,Nicky Clark,sct SCO,"FW,MF",Dundee United,31,1991,3,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
60,Zander Clark,sct SCO,GK,Hearts,30,1992,21,20,1770,19.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
61,Leighton Clarkson,eng ENG,MF,Aberdeen,20,2001,34,32,2632,29.2,5,8,13,5,0,0,5,0,0.17,0.27,0.44,0.17,0.44,Matches,Scottish Premiership,2022-23
62,Alex Cochrane,eng ENG,"DF,MF",Hearts,22,2000,34,30,2498,27.8,2,5,7,2,0,0,3,3,0.07,0.18,0.25,0.07,0.25,Matches,Scottish Premiership,2022-23
63,Antonio Čolak,hr CRO,FW,Rangers,28,1993,25,18,1407,15.6,14,1,15,14,0,0,3,0,0.90,0.06,0.96,0.90,0.96,Matches,Scottish Premiership,2022-23
64,Andrew Considine,sct SCO,DF,St Johnstone,35,1987,32,32,2777,30.9,1,1,2,1,0,0,4,2,0.03,0.03,0.06,0.03,0.06,Matches,Scottish Premiership,2022-23
65,Dean Cornelius,sct SCO,MF,Motherwell,21,2001,32,17,1588,17.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
66,Hayden Coulson,eng ENG,"DF,MF",Aberdeen,24,1998,28,19,1645,18.3,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches,Scottish Premiership,2022-23
67,Oliver Crankshaw,eng ENG,"MF,FW",Motherwell,23,1998,4,2,235,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
68,Ali Crawford,sct SCO,MF,St Johnstone,31,1991,16,2,415,4.6,2,2,4,2,0,0,1,0,0.43,0.43,0.87,0.43,0.87,Matches,Scottish Premiership,2022-23
69,Mathew Cudjoe,gh GHA,FW,Dundee United,18,2003,12,2,255,2.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
70,Riku Danzaki,jp JPN,MF,Motherwell,22,2000,3,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
71,Murray Davidson,sct SCO,MF,St Johnstone,34,1988,4,1,102,1.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
72,Ben Davies,eng ENG,DF,Rangers,26,1995,27,25,2065,22.9,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,Scottish Premiership,2022-23
73,Steven Davis,nir NIR,MF,Rangers,37,1985,8,3,363,4.0,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,Scottish Premiership,2022-23
74,Allan Delferriere,be BEL,DF,Hibernian,20,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
75,Adam Devine,sct SCO,DF,Rangers,19,2003,6,3,314,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
76,Cammy Devlin,au AUS,MF,Hearts,24,1998,30,26,1994,22.2,1,4,5,1,0,0,5,1,0.05,0.18,0.23,0.05,0.23,Matches,Scottish Premiership,2022-23
77,Michael Devlin,sct SCO,DF,Hibernian,28,1993,1,0,1,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
78,Nicky Devlin,sct SCO,DF,Livingston,28,1993,38,38,3337,37.1,2,5,7,2,0,2,8,0,0.05,0.13,0.19,0.05,0.19,Matches,Scottish Premiership,2022-23
79,Yan Dhanda,eng ENG,MF,Ross County,23,1998,30,23,2005,22.3,5,6,11,3,2,2,3,0,0.22,0.27,0.49,0.13,0.40,Matches,Scottish Premiership,2022-23
80,Arnaud Djoum,cm CMR,MF,Dundee United,33,1989,16,8,839,9.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
81,Christian Doidge,wls WAL,FW,Kilmarnock,29,1992,27,21,1860,20.7,3,3,6,3,0,0,4,0,0.15,0.15,0.29,0.15,0.29,Matches,Scottish Premiership,2022-23
82,Christian Doidge,wls WAL,FW,Hibernian,29,1992,5,1,277,3.1,0,1,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches,Scottish Premiership,2022-23
83,Liam Donnelly,nir NIR,MF,Kilmarnock,26,1996,22,17,1483,16.5,2,0,2,2,0,0,8,0,0.12,0.00,0.12,0.12,0.12,Matches,Scottish Premiership,2022-23
84,Jeriel Dorsett,ms MSR,DF,Kilmarnock,20,2002,11,10,823,9.1,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,Scottish Premiership,2022-23
85,Jake Doyle-Hayes,ie IRL,MF,Hibernian,23,1998,17,9,746,8.3,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
86,Duk,cv CPV,"FW,MF",Aberdeen,22,2000,10,10,779,8.7,3,0,3,3,0,0,2,0,0.35,0.00,0.35,0.35,0.35,Matches,Scottish Premiership,2022-23
87,Ryan Duncan,sct SCO,"MF,FW",Aberdeen,18,2004,23,8,840,9.3,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,Scottish Premiership,2022-23
88,Charles Dunne,ie IRL,DF,St Mirren,29,1993,33,31,2671,29.7,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
89,Gwion Edwards,wls WAL,MF,Ross County,29,1993,5,4,297,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
90,Owura Edwards,eng ENG,MF,Ross County,21,2001,29,15,1509,16.8,3,2,5,2,1,1,4,3,0.18,0.12,0.30,0.12,0.24,Matches,Scottish Premiership,2022-23
91,Ryan Edwards,eng ENG,DF,Dundee United,28,1993,32,29,2536,28.2,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
92,Joe Efford,us USA,"MF,FW",Motherwell,25,1996,9,4,427,4.7,1,1,2,1,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches,Scottish Premiership,2022-23
93,CJ Egan-Riley,eng ENG,"DF,MF",Hibernian,19,2003,14,13,1081,12.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
94,Ethan Erhahon,sct SCO,MF,St Mirren,21,2001,20,20,1581,17.6,0,1,1,0,0,0,3,1,0.00,0.06,0.06,0.00,0.06,Matches,Scottish Premiership,2022-23
95,Carljohan Eriksson,fi FIN,GK,Dundee United,27,1995,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
96,Will Fish,eng ENG,DF,Hibernian,19,2003,21,18,1582,17.6,3,0,3,3,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,Scottish Premiership,2022-23
97,Jack Fitzwater,eng ENG,DF,Livingston,24,1997,28,26,2252,25.0,1,0,1,1,0,1,2,2,0.04,0.00,0.04,0.04,0.04,Matches,Scottish Premiership,2022-23
98,Steven Fletcher,sct SCO,FW,Dundee United,35,1987,33,30,2539,28.2,9,2,11,7,2,3,3,0,0.32,0.07,0.39,0.25,0.32,Matches,Scottish Premiership,2022-23
99,Ryan Flynn,sct SCO,MF,St Mirren,33,1988,20,3,544,6.0,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,Scottish Premiership,2022-23
100,Alan Forrest,sct SCO,"MF,FW",Hearts,25,1996,35,16,1495,16.6,4,0,4,4,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches,Scottish Premiership,2022-23
101,James Forrest,sct SCO,FW,Celtic,31,1991,16,5,554,6.2,4,2,6,4,0,0,0,0,0.65,0.32,0.97,0.65,0.97,Matches,Scottish Premiership,2022-23
102,Kai Fotheringham,sct SCO,"FW,MF",Dundee United,19,2003,11,3,482,5.4,0,2,2,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,Matches,Scottish Premiership,2022-23
103,Marcus Fraser,sct SCO,DF,St Mirren,28,1994,34,33,3010,33.4,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
104,Kieran Freeman,sct SCO,"MF,DF",Dundee United,22,2000,24,22,1850,20.6,1,2,3,1,0,0,8,0,0.05,0.10,0.15,0.05,0.15,Matches,Scottish Premiership,2022-23
105,James Furlong,ie IRL,MF,Motherwell,20,2002,16,15,1342,14.9,0,3,3,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,Matches,Scottish Premiership,2022-23
106,Kyogo Furuhashi,jp JPN,FW,Celtic,27,1995,36,31,2304,25.6,27,2,29,27,0,1,3,0,1.05,0.08,1.13,1.05,1.13,Matches,Scottish Premiership,2022-23
107,Tony Gallacher,sct SCO,DF,St Johnstone,23,1999,5,2,219,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
108,Declan Gallagher,sct SCO,DF,St Mirren,31,1991,27,21,1859,20.7,2,0,2,2,0,0,8,1,0.10,0.00,0.10,0.10,0.10,Matches,Scottish Premiership,2022-23
109,Shamal George,eng ENG,GK,Livingston,24,1998,32,32,2832,31.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
110,Giorgos Giakoumakis,gr GRE,FW,Celtic,27,1994,19,4,698,7.8,6,1,7,6,0,1,2,0,0.77,0.13,0.90,0.77,0.90,Matches,Scottish Premiership,2022-23
111,Josh Ginnelly,eng ENG,"FW,MF",Hearts,25,1997,30,26,2095,23.3,12,4,16,12,0,0,3,1,0.52,0.17,0.69,0.52,0.69,Matches,Scottish Premiership,2022-23
112,Alex Gogić,cy CYP,"MF,DF",St Mirren,28,1994,30,23,2099,23.3,2,1,3,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,Matches,Scottish Premiership,2022-23
113,Connor Goldson,eng ENG,DF,Rangers,29,1992,25,25,2250,25.0,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches,Scottish Premiership,2022-23
114,Esmaël Gonçalves,gw GNB,MF,Livingston,31,1991,8,1,188,2.1,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
115,Craig Gordon,sct SCO,GK,Hearts,39,1982,16,16,1425,15.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
116,Liam Gordon,sct SCO,DF,St Johnstone,26,1996,32,29,2638,29.3,2,1,3,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,Matches,Scottish Premiership,2022-23
117,Jay Gorter,nl NED,GK,Aberdeen,22,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
118,Sean Goss,nir NIR,MF,Motherwell,26,1995,38,38,3224,35.8,1,4,5,1,0,0,10,0,0.03,0.11,0.14,0.03,0.14,Matches,Scottish Premiership,2022-23
119,Ross Graham,sct SCO,DF,Dundee United,21,2001,15,12,1080,12.0,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,Scottish Premiership,2022-23
120,Jorge Grant,eng ENG,"MF,FW",Hearts,27,1994,28,10,1188,13.2,2,2,4,2,0,0,3,1,0.15,0.15,0.30,0.15,0.30,Matches,Scottish Premiership,2022-23
121,Alex Greive,nz NZL,FW,St Mirren,23,1999,28,12,1106,12.3,4,0,4,4,0,0,2,0,0.33,0.00,0.33,0.33,0.33,Matches,Scottish Premiership,2022-23
122,Kurtis Guthrie,eng ENG,FW,Livingston,29,1993,16,6,623,6.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
123,Ianis Hagi,ro ROU,"MF,FW",Rangers,23,1998,8,3,276,3.1,1,0,1,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches,Scottish Premiership,2022-23
124,Sead Haksabanović,me MNE,"FW,MF",Celtic,23,1999,26,8,845,9.4,5,2,7,5,0,0,1,0,0.53,0.21,0.75,0.53,0.75,Matches,Scottish Premiership,2022-23
125,Craig Halkett,sct SCO,DF,Hearts,27,1995,6,5,379,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
126,Melker Hallberg,se SWE,MF,St Johnstone,26,1995,30,28,2290,25.4,2,2,4,2,0,0,8,0,0.08,0.08,0.16,0.08,0.16,Matches,Scottish Premiership,2022-23
127,Andy Halliday,sct SCO,"MF,DF",Hearts,30,1991,28,19,1406,15.6,3,3,6,3,0,0,2,0,0.19,0.19,0.38,0.19,0.38,Matches,Scottish Premiership,2022-23
128,Jack Hamilton,sct SCO,GK,Livingston,28,1994,3,2,227,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
129,Paul Hanlon,sct SCO,DF,Hibernian,32,1990,34,33,2856,31.7,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,Matches,Scottish Premiership,2022-23
130,Peter Haring,at AUT,MF,Hearts,29,1993,16,10,955,10.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,Scottish Premiership,2022-23
