player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Abiama Dickson,ngNGA,4.0,Greuther Fürth,22,1998,8.1,3,0,0,17,11,15,3,5,7,,,0,Matches
Ache Ragnar,deGER,3.0,Eintracht Frankfurt,23,1998,2.9,0,0,0,5,8,6,6,0,0,,,0,Matches
Adams Tyler,usUSA,3.0,RB Leipzig,22,1999,15.0,5,0,0,19,15,0,2,17,9,,,0,Matches
Adamyan Sargis,amARM,3.4,Hoffenheim,28,1993,3.7,0,0,0,4,8,4,5,1,5,,,0,Matches
Adli Amine,maMAR,3.4,Leverkusen,21,2000,14.0,3,0,0,27,28,8,21,11,14,,,0,Matches
Ahamada Naouirou,frFRA,3.0,Stuttgart,19,2002,0.7,0,0,0,2,1,0,0,0,0,,,0,Matches
Akanji Manuel,chSUI,2.0,Dortmund,26,1995,25.1,3,0,0,19,24,1,2,36,23,,,1,Matches
Akpoguma Kevin,ngNGA,2.3,Hoffenheim,26,1995,17.0,5,0,0,25,23,4,31,21,21,,,0,Matches
Alario Lucas,arARG,4.0,Leverkusen,28,1992,7.3,2,0,0,8,8,7,1,1,5,,,0,Matches
Amiri Nadiem,deGER,3.0,Leverkusen,24,1996,4.1,0,0,0,2,11,0,9,5,4,,,0,Matches
Andersson Sebastian,seSWE,4.0,Köln,30,1991,14.0,3,0,0,22,18,6,8,2,7,,,0,Matches
Andrade Cedeño Andrés,paPAN,2.0,Arminia,22,1998,11.6,4,0,0,14,2,1,20,18,16,,,0,Matches
André Bjørkan Fredrik,noNOR,2.0,Hertha BSC,22,1998,3.9,1,0,0,3,3,0,5,6,11,,,0,Matches
Andrich Robert,deGER,3.0,Leverkusen,26,1994,20.2,5,1,0,40,15,2,6,31,16,,,0,Matches
Angeliño,esESP,2.4,RB Leipzig,24,1997,25.5,3,0,0,15,34,4,189,31,20,,,0,Matches
Anton Waldemar,deGER,2.0,Stuttgart,25,1996,28.8,6,1,0,29,16,1,11,32,27,,,0,Matches
Antwi-Adjei Christopher,ghGHA,3.5,Bochum,27,1994,12.6,2,0,0,14,28,11,29,1,17,,,0,Matches
Aránguiz Charles,clCHI,3.0,Leverkusen,32,1989,17.5,2,0,0,26,13,0,8,34,26,,,0,Matches
Arnold Maximilian,deGER,3.0,Wolfsburg,27,1994,33.3,4,0,0,48,57,1,182,38,20,,,0,Matches
Asano Takuma,jpJPN,3.5,Bochum,26,1994,17.9,1,0,0,17,27,18,33,9,6,,,0,Matches
Ascacíbar Santiago,arARG,3.0,Hertha BSC,24,1997,26.4,5,0,0,35,31,3,2,43,52,,,0,Matches
Asllani Fisnik,xkKVX,4.0,Hoffenheim,18,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
