Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Keyliane Abdallah,fr FRA,FW,Marseille,17,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
2,Yunis Abdelhamid,ma MAR,DF,Reims,35,1987,31,31,2781,30.9,4,0,4,3,1,1,5,0,0.13,0.00,0.13,0.10,0.10,Matches,Ligue 1,2023-24,22,8,36.4,0.71,0.26,0.14,0.38,,,,,,,,
3,Salis Abdul Samed,gh GHA,MF,Lens,23,2000,27,17,1519,16.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,5,0,0.0,0.30,0.00,0.00,,,,,,,,,
4,Laurent Abergel,fr FRA,MF,Lorient,30,1993,33,32,2860,31.8,2,1,3,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,Matches,Ligue 1,2023-24,26,11,42.3,0.82,0.35,0.08,0.18,,,,,,,,
5,Matthis Abline,fr FRA,"FW,MF",Nantes,20,2003,22,12,1044,11.6,5,0,5,5,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches,Ligue 1,2023-24,42,19,45.2,3.62,1.64,0.12,0.26,,,,,,,,
6,Zakaria Aboukhlal,ma MAR,"FW,MF",Toulouse,23,2000,13,9,754,8.4,3,0,3,2,1,1,2,0,0.36,0.00,0.36,0.24,0.24,Matches,Ligue 1,2023-24,28,8,28.6,3.34,0.95,0.07,0.25,,,,,,,,
7,Akor Adams,ng NGA,FW,Montpellier,23,2000,32,27,2252,25.0,8,1,9,8,0,0,2,0,0.32,0.04,0.36,0.32,0.36,Matches,Ligue 1,2023-24,79,33,41.8,3.16,1.32,0.10,0.24,,,,,,,,
8,Nathaniel Adjei,gh GHA,DF,Lorient,20,2002,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,4,0,0.0,0.29,0.00,0.00,,,,,,,,,
9,Adryelson,br BRA,DF,Lyon,25,1998,2,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
10,Adson,br BRA,MF,Nantes,22,2000,8,2,238,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,5,0,0.0,1.89,0.00,0.00,,,,,,,,,
11,Emmanuel Agbadou,ci CIV,DF,Reims,26,1997,32,29,2596,28.8,1,1,2,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,Matches,Ligue 1,2023-24,33,7,21.2,1.14,0.24,0.03,0.14,,,,,,,,
12,Ruben Aguilar,fr FRA,"MF,DF",Lens,30,1993,25,22,1922,21.4,1,3,4,1,0,0,3,0,0.05,0.14,0.19,0.05,0.19,Matches,Ligue 1,2023-24,12,4,33.3,0.56,0.19,0.08,0.25,,,,,,,,
13,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,25,1998,19,10,902,10.0,2,0,2,2,0,0,0,1,0.20,0.00,0.20,0.20,0.20,Matches,Ligue 1,2023-24,11,3,27.3,1.10,0.30,0.18,0.67,,,,,,,,
14,Sergio Akieme,es ESP,"DF,MF",Reims,25,1997,13,8,818,9.1,2,0,2,2,0,0,2,0,0.22,0.00,0.22,0.22,0.22,Matches,Ligue 1,2023-24,11,2,18.2,1.21,0.22,0.18,1.00,,,,,,,,
15,Maghnes Akliouche,fr FRA,MF,Monaco,21,2002,28,18,1613,17.9,7,4,11,7,0,0,5,0,0.39,0.22,0.61,0.39,0.61,Matches,Ligue 1,2023-24,35,21,60.0,1.95,1.17,0.20,0.33,,,,,,,,
16,Paul Akouokou,ci CIV,MF,Lyon,25,1997,8,4,307,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,2,0,0.0,0.59,0.00,0.00,,,,,,,,,
17,Aboubacar Ali,km COM,FW,Strasbourg,17,2006,9,1,130,1.4,0,1,1,0,0,0,0,0,0.00,0.69,0.69,0.00,0.69,Matches,Ligue 1,2023-24,4,2,50.0,2.77,1.38,0.00,0.00,,,,,,,,
18,Mohamed Ali Cho,fr FRA,FW,Nice,19,2004,17,11,861,9.6,1,2,3,1,0,0,2,0,0.10,0.21,0.31,0.10,0.31,Matches,Ligue 1,2023-24,18,6,33.3,1.88,0.63,0.06,0.17,,,,,,,,
19,Nabil Alioui,fr FRA,"MF,FW",Le Havre,24,1999,18,12,1009,11.2,4,1,5,4,0,0,1,0,0.36,0.09,0.45,0.36,0.45,Matches,Ligue 1,2023-24,28,9,32.1,2.50,0.80,0.14,0.44,,,,,,,,
20,Jim Allevinah,ga GAB,MF,Clermont Foot,28,1995,29,22,1861,20.7,2,1,3,2,0,0,1,0,0.10,0.05,0.15,0.10,0.15,Matches,Ligue 1,2023-24,37,11,29.7,1.79,0.53,0.05,0.18,,,,,,,,
21,Skelly Alvero,fr FRA,MF,Lyon,21,2002,8,6,426,4.7,1,0,1,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches,Ligue 1,2023-24,9,3,33.3,1.90,0.63,0.11,0.33,,,,,,,,
22,Papa Amadou Diallo,sn SEN,"MF,FW",Metz,19,2004,16,9,889,9.9,2,1,3,2,0,0,1,0,0.20,0.10,0.30,0.20,0.30,Matches,Ligue 1,2023-24,13,6,46.2,1.32,0.61,0.15,0.33,,,,,,,,
23,Jordan Amavi,fr FRA,DF,Brest,29,1994,2,1,91,1.0,1,0,1,1,0,0,1,0,0.99,0.00,0.99,0.99,0.99,Matches,Ligue 1,2023-24,1,1,100.0,0.99,0.99,1.00,1.00,,,,,,,,
24,Kelvin Amian,fr FRA,DF,Nantes,25,1998,12,11,798,8.9,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,Ligue 1,2023-24,1,0,0.0,0.11,0.00,0.00,,,,,,,,,
25,Michael Amir Murillo,pa PAN,"DF,MF",Marseille,27,1996,16,10,997,11.1,3,2,5,3,0,0,3,0,0.27,0.18,0.45,0.27,0.45,Matches,Ligue 1,2023-24,5,4,80.0,0.45,0.36,0.60,0.75,,,,,,,,
26,Benjamin André,fr FRA,MF,Lille,32,1990,30,29,2570,28.6,4,0,4,4,0,0,8,0,0.14,0.00,0.14,0.14,0.14,Matches,Ligue 1,2023-24,23,9,39.1,0.81,0.32,0.17,0.44,,,,,,,,
27,Komnen Andrić,rs SRB,FW,Clermont Foot,28,1995,7,1,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,3,0,0.0,1.60,0.00,0.00,,,,,,,,,
28,Ângelo,br BRA,"MF,FW",Strasbourg,18,2004,21,11,1094,12.2,0,3,3,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,Ligue 1,2023-24,9,4,44.4,0.74,0.33,0.00,0.00,,,,,,,,
29,Stredair Appuah,fr FRA,FW,Nantes,19,2004,4,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,4,0,0.0,4.29,0.00,0.00,,,,,,,,,
30,Yoël Armougom,fr FRA,"MF,DF",Clermont Foot,25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,2,0,0.0,0.77,0.00,0.00,,,,,,,,,
31,Mohamed El Arouch,fr FRA,MF,Lyon,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
32,Marco Asensio,es ESP,"MF,FW",Paris Saint-Germain,27,1996,19,13,1113,12.4,4,5,9,4,0,0,0,0,0.32,0.40,0.73,0.32,0.73,Matches,Ligue 1,2023-24,27,10,37.0,2.18,0.81,0.15,0.40,,,,,,,,
33,Joel Asoro,se SWE,"MF,FW",Metz,24,1999,20,10,848,9.4,2,1,3,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches,Ligue 1,2023-24,6,3,50.0,0.64,0.32,0.33,0.67,,,,,,,,
34,Lorenz Assignon,tg TOG,DF,Rennes,23,2000,14,12,1011,11.2,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches,Ligue 1,2023-24,11,4,36.4,0.98,0.36,0.09,0.25,,,,,,,,
35,Youcef Atal,dz ALG,DF,Nice,27,1996,6,5,359,4.0,1,0,1,1,0,0,2,0,0.25,0.00,0.25,0.25,0.25,Matches,Ligue 1,2023-24,4,1,25.0,1.00,0.25,0.25,1.00,,,,,,,,
