player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Bonny Ange-Yoan,frFRA,4.0,Parma,20,2003,28.1,,18,,,,,,,,,,,3,,,,Matches
Bove Edoardo,itITA,3.0,Fiorentina,22,2002,9.5,,16,,,,,,,,,,,6,,,,Matches
Bradarić Domagoj,hrCRO,2.4,Hellas Verona,24,1999,21.5,,30,,,,,,,,,,,16,,,,Matches
Braunöder Matthias,atAUT,3.0,Como,22,2002,3.0,,4,,,,,,,,,,,2,,,,Matches
Bravo Iker,esESP,4.0,Udinese,19,2005,7.6,,5,,,,,,,,,,,1,,,,Matches
Bremer Gleison,brBRA,2.0,Juventus,27,1997,6.0,,8,,,,,,,,,,,6,,,,Matches
Brenner,brBRA,3.4,Udinese,24,2000,4.3,,4,,,,,,,,,,,1,,,,Matches
Brescianini Marco,itITA,3.0,Atalanta,24,2000,11.0,,11,,,,,,,,,,,2,,,,Matches
Brorsson Arvid,seSWE,2.0,Monza,25,1999,4.0,,3,,,,,,,,,,,2,,,,Matches
Buchanan Tajon,caCAN,2.3,Inter,25,1999,1.1,,0,,,,,,,,,,,0,,,,Matches
Buongiorno Alessandro,itITA,2.0,Napoli,25,1999,21.4,,23,,,,,,,,,,,33,,,,Matches
Burnete Rareș-Cătălin,roROU,4.0,Lecce,20,2004,0.3,,0,,,,,,,,,,,0,,,,Matches
Busio Gianluca,usUSA,3.0,Venezia,22,2002,28.0,,30,,,,,,,,,,,18,,,,Matches
Butez Jean,frFRA,1.0,Como,29,1995,18.5,,0,,,,,,,,,,,0,,,,Matches
Cacace Liberato,nzNZL,2.4,Empoli,23,2000,24.8,,27,,,,,,,,,,,22,,,,Matches
Cacciamani Alessio,itITA,3.0,Torino,17,2007,0.3,,0,,,,,,,,,,,1,,,,Matches
Calabria Davide,itITA,2.0,Bologna,27,1996,7.0,,7,,,,,,,,,,,4,,,,Matches
Calabria Davide,itITA,2.0,Milan,27,1996,3.5,,7,,,,,,,,,,,8,,,,Matches
Caldirola Luca,itITA,2.0,Monza,33,1991,9.7,,7,,,,,,,,,,,11,,,,Matches
Çalhanoğlu Hakan,trTUR,3.0,Inter,30,1994,21.6,,22,,,,,,,,,,,19,,,,Matches
Camara Drissa,ciCIV,4.0,Parma,22,2002,5.0,,7,,,,,,,,,,,4,,,,Matches
Camarda Francesco,itITA,4.0,Milan,16,2008,2.3,,2,,,,,,,,,,,0,,,,Matches
Cambiaghi Nicolò,itITA,3.4,Bologna,23,2000,6.9,,8,,,,,,,,,,,1,,,,Matches
Cambiaso Andrea,itITA,2.3,Juventus,24,2000,24.7,,31,,,,,,,,,,,17,,,,Matches
Campaniello Thomas,itITA,4.0,Empoli,16,2008,0.3,,0,,,,,,,,,,,0,,,,Matches
Cancellieri Matteo,itITA,3.4,Parma,22,2002,15.8,,14,,,,,,,,,,,13,,,,Matches
Candé Fali,gwGNB,2.0,Venezia,26,1998,17.0,,19,,,,,,,,,,,16,,,,Matches
Candela Antonio,itITA,2.4,Venezia,24,2000,11.2,,21,,,,,,,,,,,8,,,,Matches
Caprari Gianluca,itITA,3.4,Monza,31,1993,18.3,,11,,,,,,,,,,,8,,,,Matches
Caprile Elia,itITA,1.0,Cagliari,22,2001,18.0,,0,,,,,,,,,,,0,,,,Matches
Caprile Elia,itITA,1.0,Napoli,22,2001,3.6,,0,,,,,,,,,,,0,,,,Matches
Caputo Francesco,itITA,4.0,Empoli,36,1987,0.1,,0,,,,,,,,,,,0,,,,Matches
Caqueret Maxence,frFRA,3.0,Como,24,2000,12.1,,20,,,,,,,,,,,6,,,,Matches
Carboni Andrea,itITA,2.0,Monza,23,2001,24.3,,32,,,,,,,,,,,27,,,,Matches
Carboni Franco,itITA,3.0,Venezia,21,2003,2.5,,4,,,,,,,,,,,0,,,,Matches
Carnesecchi Marco,itITA,1.0,Atalanta,24,2000,34.0,,0,,,,,,,,,,,0,,,,Matches
Casadei Cesare,itITA,3.0,Torino,21,2003,11.3,,5,,,,,,,,,,,5,,,,Matches
Casale Nicolò,itITA,2.0,Bologna,26,1998,10.0,,4,,,,,,,,,,,20,,,,Matches
Casale Nicolò,itITA,2.0,Lazio,26,1998,1.5,,3,,,,,,,,,,,1,,,,Matches
Cassa Federico,itITA,3.0,Atalanta,18,2006,0.2,,0,,,,,,,,,,,0,,,,Matches
Castellanos Valentín,arARG,4.0,Lazio,25,1998,26.5,,6,,,,,,,,,,,8,,,,Matches
Castro Santiago,arARG,4.0,Bologna,19,2004,25.5,,10,,,,,,,,,,,3,,,,Matches
Castrovilli Gaetano,itITA,3.0,Monza,27,1997,6.6,,7,,,,,,,,,,,2,,,,Matches
Castrovilli Gaetano,itITA,3.0,Lazio,27,1997,1.6,,2,,,,,,,,,,,3,,,,Matches
Cataldi Danilo,itITA,3.0,Fiorentina,29,1994,19.2,,18,,,,,,,,,,,23,,,,Matches
Çelik Zeki,trTUR,2.3,Roma,27,1997,25.1,,37,,,,,,,,,,,12,,,,Matches
Cerri Alberto,itITA,4.0,Como,28,1996,1.0,,0,,,,,,,,,,,0,,,,Matches
Charpentier Gabriel,cgCGO,4.0,Parma,25,1999,3.0,,3,,,,,,,,,,,0,,,,Matches
Cheddira Walid,maMAR,4.0,Napoli,26,1998,0.1,,0,,,,,,,,,,,0,,,,Matches
Chichizola Leandro,arARG,1.0,Parma,34,1990,1.0,,0,,,,,,,,,,,0,,,,Matches
Chukwueze Samuel,ngNGA,3.4,Milan,25,1999,10.3,,11,,,,,,,,,,,2,,,,Matches
Ciammaglichella Aaron,itITA,3.0,Torino,19,2005,0.0,,0,,,,,,,,,,,0,,,,Matches
Ciocci Giuseppe,itITA,1.0,Cagliari,22,2002,0.1,,0,,,,,,,,,,,0,,,,Matches
Circati Alessandro,auAUS,2.0,Parma,20,2003,6.0,,5,,,,,,,,,,,4,,,,Matches
Cissè Alphadjo,itITA,3.0,Hellas Verona,17,2006,0.1,,0,,,,,,,,,,,0,,,,Matches
Ciurria Patrick,itITA,3.0,Monza,29,1995,12.3,,15,,,,,,,,,,,8,,,,Matches
Coco Saúl,gqEQG,2.0,Torino,25,1999,31.6,,27,,,,,,,,,,,36,,,,Matches
Colombo Lorenzo,itITA,3.5,Empoli,22,2002,24.8,,15,,,,,,,,,,,3,,,,Matches
Colpani Andrea,itITA,3.0,Fiorentina,25,1999,16.1,,8,,,,,,,,,,,9,,,,Matches
Coman Florinel,roROU,3.4,Cagliari,26,1998,2.9,,3,,,,,,,,,,,1,,,,Matches
Comuzzo Pietro,itITA,2.0,Fiorentina,19,2005,24.4,,19,,,,,,,,,,,27,,,,Matches
Conceição Francisco,ptPOR,3.0,Juventus,21,2002,14.9,,15,,,,,,,,,,,6,,,,Matches
Coppola Diego,itITA,2.0,Hellas Verona,20,2003,32.5,,38,,,,,,,,,,,66,,,,Matches
Cornet Maxwel,ciCIV,3.0,Genoa,27,1996,2.7,,1,,,,,,,,,,,2,,,,Matches
Correa Joaquín,arARG,3.5,Inter,29,1994,8.1,,5,,,,,,,,,,,0,,,,Matches
costa Alberto,ptPOR,2.3,Juventus,20,2003,4.0,,10,,,,,,,,,,,4,,,,Matches
Coulibaly Lassana,mlMLI,3.0,Lecce,28,1996,29.6,,34,,,,,,,,,,,19,,,,Matches
Coulibaly Woyo,mlMLI,2.0,Parma,25,1999,12.0,,9,,,,,,,,,,,9,,,,Matches
Cristante Bryan,itITA,3.0,Roma,29,1995,22.7,,29,,,,,,,,,,,18,,,,Matches
Črnigoj Domen,siSVN,3.0,Venezia,28,1995,1.5,,2,,,,,,,,,,,4,,,,Matches
Cuadrado Juan,coCOL,3.4,Atalanta,36,1988,9.2,,9,,,,,,,,,,,7,,,,Matches
Cutrone Patrick,itITA,4.0,Como,26,1998,22.7,,9,,,,,,,,,,,5,,,,Matches
Cyprien Wylan,frFRA,3.0,Parma,29,1995,0.3,,0,,,,,,,,,,,2,,,,Matches
D'Ambrosio Danilo,itITA,2.0,Monza,35,1988,12.2,,16,,,,,,,,,,,14,,,,Matches
Da Cunha Lucas,frFRA,3.0,Como,23,2001,29.0,,26,,,,,,,,,,,16,,,,Matches
Dahl Samuel,seSWE,2.0,Roma,24,2000,0.5,,2,,,,,,,,,,,0,,,,Matches
Dallinga Thijs,nlNED,4.0,Bologna,23,2000,12.8,,6,,,,,,,,,,,1,,,,Matches
Daniel Caprini Maat,itITA,4.0,Fiorentina,18,2006,0.1,,0,,,,,,,,,,,0,,,,Matches
Daniliuc Flavius,atAUT,2.0,Hellas Verona,23,2001,11.2,,20,,,,,,,,,,,6,,,,Matches
Danilo,brBRA,2.0,Juventus,33,1991,6.5,,4,,,,,,,,,,,9,,,,Matches
Darmian Matteo,itITA,2.4,Inter,34,1989,19.8,,20,,,,,,,,,,,10,,,,Matches
David Cabal Juan,coCOL,2.0,Juventus,23,2001,5.1,,4,,,,,,,,,,,2,,,,Matches
Davis Keinan,engENG,4.0,Udinese,26,1998,11.8,,5,,,,,,,,,,,1,,,,Matches
Dawidowicz Paweł,plPOL,2.3,Hellas Verona,29,1995,20.5,,22,,,,,,,,,,,21,,,,Matches
De Ketelaere Charles,beBEL,3.4,Atalanta,23,2001,23.0,,9,,,,,,,,,,,3,,,,Matches
De Sciglio Mattia,itITA,2.0,Empoli,31,1992,8.5,,13,,,,,,,,,,,10,,,,Matches
De Silvestri Lorenzo,itITA,2.0,Bologna,36,1988,11.8,,6,,,,,,,,,,,9,,,,Matches
De Winter Koni,beBEL,2.0,Genoa,22,2002,23.7,,19,,,,,,,,,,,27,,,,Matches
Deiola Alessandro,itITA,3.0,Cagliari,28,1995,15.9,,20,,,,,,,,,,,13,,,,Matches
Del Prato Enrico,itITA,2.3,Parma,24,1999,32.7,,17,,,,,,,,,,,17,,,,Matches
Dele-Bashiru Fisayo,ngNGA,3.0,Lazio,23,2001,10.5,,7,,,,,,,,,,,3,,,,Matches
Dembélé Ali,frFRA,2.0,Torino,20,2004,4.3,,5,,,,,,,,,,,1,,,,Matches
Di Gregorio Michele,itITA,1.0,Juventus,27,1997,33.0,,0,,,,,,,,,,,1,,,,Matches
Di Lorenzo Giovanni,itITA,2.0,Napoli,30,1993,37.0,,43,,,,,,,,,,,31,,,,Matches
Dia Boulaye,snSEN,3.4,Lazio,27,1996,24.2,,10,,,,,,,,,,,7,,,,Matches
Diao Assane,snSEN,3.4,Como,18,2005,13.9,,14,,,,,,,,,,,2,,,,Matches
Dimarco Federico,itITA,3.0,Inter,26,1997,24.2,,15,,,,,,,,,,,14,,,,Matches
Djimsiti Berat,alALB,2.0,Atalanta,31,1993,29.3,,34,,,,,,,,,,,41,,,,Matches
Dodô,brBRA,2.3,Fiorentina,25,1998,34.6,,29,,,,,,,,,,,36,,,,Matches
Domínguez Benjamín,arARG,3.0,Bologna,20,2003,14.2,,8,,,,,,,,,,,4,,,,Matches
Dorgu Patrick,dkDEN,2.4,Lecce,19,2004,20.4,,29,,,,,,,,,,,18,,,,Matches
Dossena Alberto,itITA,2.0,Como,25,1998,20.3,,20,,,,,,,,,,,22,,,,Matches
Doumbia Issa,itITA,3.0,Venezia,20,2003,10.4,,8,,,,,,,,,,,9,,,,Matches
Douvikas Anastasios,grGRE,4.0,Como,24,1999,6.4,,2,,,,,,,,,,,1,,,,Matches
Dovbyk Artem,uaUKR,4.0,Roma,27,1997,26.9,,1,,,,,,,,,,,2,,,,Matches
Duda Ondrej,skSVK,3.0,Hellas Verona,29,1994,26.6,,27,,,,,,,,,,,28,,,,Matches
Dumfries Denzel,nlNED,3.0,Inter,28,1996,21.7,,19,,,,,,,,,,,7,,,,Matches
Duncan Alfred,ghGHA,3.0,Venezia,31,1993,10.6,,9,,,,,,,,,,,7,,,,Matches
Dybala Paulo,arARG,3.5,Roma,30,1993,15.7,,7,,,,,,,,,,,2,,,,Matches
Ebosse Enzo,cmCMR,2.0,Udinese,25,1999,1.0,,0,,,,,,,,,,,1,,,,Matches
Ebuehi Tyronne,ngNGA,2.0,Empoli,28,1995,0.8,,2,,,,,,,,,,,2,,,,Matches
Éderson,brBRA,3.0,Atalanta,25,1999,32.0,,33,,,,,,,,,,,33,,,,Matches
Ehizibue Kingsley,nlNED,2.4,Udinese,29,1995,27.8,,35,,,,,,,,,,,23,,,,Matches
Ekhator Jeff,itITA,3.5,Genoa,17,2006,8.5,,4,,,,,,,,,,,2,,,,Matches
Ekkelenkamp Jurgen,nlNED,3.0,Udinese,24,2000,21.0,,25,,,,,,,,,,,12,,,,Matches
Ekong Emmanuel,seSWE,4.0,Empoli,22,2002,2.1,,3,,,,,,,,,,,1,,,,Matches
Ekuban Caleb,ghGHA,4.0,Genoa,30,1994,6.2,,3,,,,,,,,,,,1,,,,Matches
Ellertsson Mikael,isISL,3.0,Venezia,22,2002,27.4,,27,,,,,,,,,,,15,,,,Matches
Elmas Elif,mkMKD,3.4,Torino,24,1999,11.3,,8,,,,,,,,,,,4,,,,Matches
Emerson,brBRA,2.0,Milan,25,1999,15.3,,29,,,,,,,,,,,15,,,,Matches
Engelhardt Yannik,deGER,2.4,Como,23,2001,12.9,,14,,,,,,,,,,,13,,,,Matches
Erlic Martin,hrCRO,2.0,Bologna,26,1998,3.7,,0,,,,,,,,,,,2,,,,Matches
Esposito Sebastiano,itITA,3.5,Empoli,22,2002,25.9,,29,,,,,,,,,,,11,,,,Matches
Estanis,esESP,4.0,Bologna,20,2003,0.1,,0,,,,,,,,,,,0,,,,Matches
Estévez Nahuel,arARG,3.0,Parma,28,1995,7.3,,7,,,,,,,,,,,3,,,,Matches
Fabbian Giovanni,itITA,3.0,Bologna,21,2003,11.4,,6,,,,,,,,,,,2,,,,Matches
Fadera Alieu,gmGAM,3.0,Como,22,2001,18.3,,47,,,,,,,,,,,12,,,,Matches
Fagioli Nicolò,itITA,3.0,Fiorentina,23,2001,10.7,,10,,,,,,,,,,,5,,,,Matches
Fagioli Nicolò,itITA,3.0,Juventus,23,2001,6.3,,10,,,,,,,,,,,2,,,,Matches
Falcone Wladimiro,itITA,1.0,Lecce,29,1995,38.0,,0,,,,,,,,,,,1,,,,Matches
Faraoni Davide,itITA,2.4,Hellas Verona,32,1991,2.9,,9,,,,,,,,,,,2,,,,Matches
Fazzini Jacopo,itITA,3.0,Empoli,21,2003,15.4,,19,,,,,,,,,,,7,,,,Matches
Felici Mattia,itITA,3.0,Cagliari,23,2001,10.3,,13,,,,,,,,,,,5,,,,Matches
Félix João,ptPOR,3.0,Milan,24,1999,8.4,,6,,,,,,,,,,,1,,,,Matches
Ferguson Lewis,sctSCO,3.0,Bologna,24,1999,10.9,,15,,,,,,,,,,,4,,,,Matches
Fila Daniel,czCZE,4.0,Venezia,21,2002,5.5,,1,,,,,,,,,,,0,,,,Matches
Florenzi Alessandro,itITA,2.5,Milan,33,1991,0.1,,0,,,,,,,,,,,0,,,,Matches
Fofana Youssouf,frFRA,3.0,Milan,25,1999,27.8,,34,,,,,,,,,,,17,,,,Matches
Folorunsho Michael,itITA,3.0,Fiorentina,26,1998,7.2,,13,,,,,,,,,,,4,,,,Matches
Folorunsho Michael,itITA,3.5,Napoli,26,1998,0.4,,2,,,,,,,,,,,0,,,,Matches
Forson Omari,engENG,4.0,Monza,20,2004,2.5,,3,,,,,,,,,,,1,,,,Matches
Frattesi Davide,itITA,3.0,Inter,24,1999,13.6,,11,,,,,,,,,,,4,,,,Matches
Frendrup Morten,dkDEN,3.0,Genoa,23,2001,34.5,,60,,,,,,,,,,,46,,,,Matches
Frese Martin,dkDEN,2.3,Hellas Verona,26,1998,6.1,,11,,,,,,,,,,,8,,,,Matches
Freuler Remo,chSUI,3.0,Bologna,32,1992,35.6,,40,,,,,,,,,,,41,,,,Matches
Gabbia Matteo,itITA,2.0,Milan,24,1999,23.9,,15,,,,,,,,,,,16,,,,Matches
Gabellini Tommaso,itITA,4.0,Torino,17,2006,0.1,,0,,,,,,,,,,,0,,,,Matches
Gabriel Tiago,ptPOR,2.0,Lecce,19,2004,1.1,,0,,,,,,,,,,,0,,,,Matches
Gabrielloni Alessandro,itITA,4.0,Como,30,1994,1.6,,0,,,,,,,,,,,0,,,,Matches
Gaetano Gianluca,itITA,3.4,Cagliari,24,2000,11.2,,8,,,,,,,,,,,7,,,,Matches
Gagliardini Roberto,itITA,3.0,Monza,30,1994,2.0,,1,,,,,,,,,,,2,,,,Matches
Gallo Antonino,itITA,2.0,Lecce,24,2000,29.0,,44,,,,,,,,,,,21,,,,Matches
Ganvoula M'Boussy Silvère,cgCGO,4.0,Monza,28,1996,3.6,,0,,,,,,,,,,,1,,,,Matches
Gatti Federico,itITA,2.0,Juventus,26,1998,24.4,,23,,,,,,,,,,,16,,,,Matches
Gea David,esESP,1.0,Fiorentina,33,1990,35.0,,0,,,,,,,,,,,0,,,,Matches
Gendrey Valentin,frFRA,2.0,Lecce,24,2000,2.0,,2,,,,,,,,,,,2,,,,Matches
Ghilardi Daniele,itITA,2.0,Hellas Verona,21,2003,22.5,,28,,,,,,,,,,,30,,,,Matches
Gianetti Lautaro,arARG,2.0,Udinese,30,1993,9.8,,11,,,,,,,,,,,15,,,,Matches
Gigot Samuel,frFRA,2.0,Lazio,30,1993,7.6,,4,,,,,,,,,,,14,,,,Matches
Gila Mario,esESP,2.0,Lazio,23,2000,30.5,,38,,,,,,,,,,,30,,,,Matches
Gilmour Billy,sctSCO,3.0,Napoli,23,2001,13.1,,14,,,,,,,,,,,9,,,,Matches
Giménez Santiago,mxMEX,4.0,Milan,23,2001,7.4,,3,,,,,,,,,,,1,,,,Matches
Gineitis Gvidas,ltLTU,3.0,Torino,20,2004,15.9,,15,,,,,,,,,,,18,,,,Matches
Godfrey Ben,engENG,2.3,Atalanta,26,1998,0.3,,0,,,,,,,,,,,0,,,,Matches
Goglichidze Saba,geGEO,2.0,Empoli,20,2004,28.2,,41,,,,,,,,,,,33,,,,Matches
Goldaniga Edoardo,itITA,2.0,Como,30,1993,28.1,,21,,,,,,,,,,,31,,,,Matches
Gollini Pierluigi,itITA,1.0,Genoa,29,1995,7.0,,0,,,,,,,,,,,0,,,,Matches
González Nicolás,arARG,3.4,Juventus,26,1998,19.4,,14,,,,,,,,,,,9,,,,Matches
Gosens Robin,deGER,2.3,Fiorentina,30,1994,28.0,,34,,,,,,,,,,,20,,,,Matches
Gourna-Douath Lucas,frFRA,3.0,Roma,20,2003,2.5,,4,,,,,,,,,,,0,,,,Matches
Grassi Alberto,itITA,3.0,Empoli,29,1995,24.5,,20,,,,,,,,,,,32,,,,Matches
Guendouzi Mattéo,frFRA,3.0,Lazio,25,1999,36.3,,17,,,,,,,,,,,33,,,,Matches
Guilbert Frederic,frFRA,2.0,Lecce,29,1994,27.1,,37,,,,,,,,,,,47,,,,Matches
Guðmundsson Albert,isISL,3.5,Fiorentina,27,1997,14.1,,5,,,,,,,,,,,6,,,,Matches
Gyasi Emmanuel,ghGHA,3.0,Empoli,30,1994,35.7,,29,,,,,,,,,,,12,,,,Matches
Gytkjær Christian,dkDEN,4.0,Venezia,34,1990,8.4,,4,,,,,,,,,,,1,,,,Matches
Haas Nicolas,chSUI,3.0,Empoli,28,1996,3.2,,8,,,,,,,,,,,3,,,,Matches
Haddad Saad,maMAR,3.0,Venezia,19,2005,0.3,,0,,,,,,,,,,,0,,,,Matches
Hainaut Antoine,frFRA,2.3,Parma,22,2002,13.4,,13,,,,,,,,,,,15,,,,Matches
Haj Mohamed,tnTUN,3.0,Parma,19,2005,5.0,,1,,,,,,,,,,,3,,,,Matches
