Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Rodrigo Abascal,uy URU,DF,Boavista,30,1994,29,29,2599,28.9,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2024-25,19,5,26.3,0.66,0.17,0.00,0.00,,,,,,,,
2,Nelson Abbey,eng ENG,DF,Rio Ave,20,2003,8,7,635,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2024-25,2,0,0.0,0.28,0.00,0.00,,,,,,,,,
3,Bilal Abdelrahman Zeeni,eg EGY,FW,Estrela,21,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2024-25,1,1,100.0,11.25,11.25,0.00,0.00,,,,,,,,
4,Giorgi Aburjania,ge GEO,MF,AVS Futebol,29,1995,9,3,306,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2024-25,1,1,100.0,0.29,0.29,0.00,0.00,,,,,,,,
5,Adriano,br BRA,MF,Santa Clara,24,1999,32,31,2630,29.2,0,2,2,0,0,0,8,1,0.00,0.07,0.07,0.00,0.07,Matches,Primeira Liga,2024-25,13,4,30.8,0.44,0.14,0.00,0.00,,,,,,,,
6,Lucas Áfrico,br BRA,DF,Farense,29,1995,21,20,1757,19.5,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,Primeira Liga,2024-25,16,4,25.0,0.82,0.20,0.06,0.25,,,,,,,,
7,Salvador Agra,pt POR,"MF,DF",Boavista,32,1991,32,31,2731,30.3,1,2,3,1,0,0,9,1,0.03,0.07,0.10,0.03,0.10,Matches,Primeira Liga,2024-25,33,7,21.2,1.09,0.23,0.03,0.14,,,,,,,,
8,Brandon Aguilera,cr CRC,MF,Rio Ave,21,2003,25,15,1378,15.3,3,1,4,3,0,0,4,0,0.20,0.07,0.26,0.20,0.26,Matches,Primeira Liga,2024-25,24,7,29.2,1.57,0.46,0.13,0.43,,,,,,,,
9,Jorge Aguirre,cu CUB,FW,Gil Vicente FC,24,2000,31,16,1354,15.0,3,2,5,3,0,0,2,1,0.20,0.13,0.33,0.20,0.33,Matches,Primeira Liga,2024-25,28,7,25.0,1.86,0.47,0.11,0.43,,,,,,,,
10,Babatunde Akinsola,ng NGA,MF,AVS Futebol,21,2003,30,11,1170,13.0,2,1,3,2,0,0,1,0,0.15,0.08,0.23,0.15,0.23,Matches,Primeira Liga,2024-25,27,6,22.2,2.08,0.46,0.07,0.33,,,,,,,,
