player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Díaz Brahim,maMAR,3.4,Real Madrid,24,1999,15.4,0,0,0,14,34,1,8,5,18,,,0,Matches
Díaz Daniel,esESP,4.0,Real Sociedad,18,2006,0.1,0,0,0,1,0,0,0,0,1,,,0,Matches
Díaz Pedro,esESP,3.0,Rayo Vallecano,26,1998,13.5,2,0,0,7,6,0,41,7,15,,,0,Matches
Diego,esESP,3.5,Leganés,24,2000,13.3,2,0,0,22,23,7,5,3,1,,,0,Matches
Dimitrievski Stole,mkMKD,1.0,Valencia,30,1993,4.0,1,0,0,0,0,0,0,0,0,,,0,Matches
Diomandé Yan,ciCIV,3.0,Leganés,17,2006,6.1,1,0,0,8,16,2,12,8,9,,,0,Matches
djaló Álvaro,gwGNB,3.4,Athletic Club,24,1999,7.3,2,0,0,18,14,5,14,2,5,,,0,Matches
Djené,tgTOG,2.3,Getafe,32,1991,28.3,10,1,0,40,26,1,32,21,13,,,0,Matches
Dmitrović Marko,rsSRB,1.0,Leganés,32,1992,32.0,0,0,0,1,6,0,0,0,1,,,0,Matches
Domenech Marc,esESP,3.5,Mallorca,18,2006,3.4,0,0,0,5,1,0,4,0,4,,,0,Matches
Dominguez Carlos,esESP,2.0,Celta Vigo,23,2001,13.1,1,0,0,8,10,0,0,12,12,,,1,Matches
Domínguez Israel,esESP,3.0,Sevilla,21,2003,0.2,0,0,0,0,1,1,0,0,0,,,0,Matches
Dominguez Sergi,esESP,2.0,Barcelona,19,2005,1.9,1,0,0,2,0,0,0,4,1,,,0,Matches
Douvikas Anastasios,grGRE,4.0,Celta Vigo,24,1999,7.8,2,0,0,10,27,9,1,3,4,,,0,Matches
Duarte Domingos,ptPOR,2.0,Getafe,29,1995,20.7,4,2,1,24,13,0,0,17,15,,,0,Matches
Duk,cvCPV,3.0,Leganés,24,2000,2.0,1,0,0,5,13,0,8,1,4,,,0,Matches
Durán Pablo,esESP,3.5,Celta Vigo,23,2001,15.5,3,0,0,31,19,7,18,7,8,,,0,Matches
Duro Hugo,esESP,4.0,Valencia,24,1999,24.1,5,0,0,38,50,7,7,9,9,,,1,Matches
Ejuke Chidera,ngNGA,3.4,Sevilla,26,1998,10.7,0,0,0,6,16,4,22,6,12,,,0,Matches
Elustondo Aritz,esESP,2.0,Real Sociedad,30,1994,16.2,2,1,0,25,18,1,4,12,11,,,0,Matches
Embarba Adri,esESP,3.4,Rayo Vallecano,32,1992,17.9,4,0,0,25,21,14,114,14,21,,,0,Matches
Endrick,brBRA,4.0,Real Madrid,18,2006,4.0,1,0,0,10,9,2,2,4,2,,,0,Matches
Espino Alfonso,uyURU,2.0,Rayo Vallecano,32,1992,9.3,4,0,0,18,15,0,25,12,24,,,0,Matches
Essugo Dario,ptPOR,3.0,Las Palmas,19,2005,21.5,11,2,2,37,30,0,1,42,44,,,0,Matches
Eto'o Etienne,cmCMR,4.0,Rayo Vallecano,21,2002,0.4,0,0,0,0,0,1,0,0,0,,,0,Matches
Etta Eyong Karl,cmCMR,4.0,Villarreal,20,2003,0.4,0,0,0,0,1,0,0,0,0,,,0,Matches
