Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Brenden Aaronson,us USA,MF,Leeds United,23,2000,46,43,3551,39.5,9,2,11,9,0,0,1,0,0.23,0.05,0.28,0.23,0.28,Matches,Championship,2024-25,86,28,32.6,2.18,0.71,0.10,0.32,,,,,,,,
2,Thelo Aasgaard,no NOR,"MF,FW",Luton Town,22,2002,17,17,1513,16.8,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,Matches,Championship,2024-25,38,11,28.9,2.26,0.65,0.05,0.18,,,,,,,,
3,James Abankwah,ie IRL,DF,Watford,20,2004,19,17,1384,15.4,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2024-25,4,1,25.0,0.26,0.07,0.00,0.00,,,,,,,,
4,Salis Abdul Samed,gh GHA,MF,Sunderland,24,2000,10,3,283,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2024-25,0,0,,0.00,0.00,,,,,,,,,,
5,Azeem Abdulai,sct SCO,MF,Swansea City,21,2002,17,2,348,3.9,1,0,1,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches,Championship,2024-25,2,1,50.0,0.52,0.26,0.50,1.00,,,,,,,,
6,Ebou Adams,gm GAM,MF,Derby County,28,1996,44,42,3789,42.1,6,1,7,6,0,0,12,0,0.14,0.02,0.17,0.14,0.17,Matches,Championship,2024-25,51,11,21.6,1.21,0.26,0.12,0.55,,,,,,,,
7,Elijah Adebayo,eng ENG,FW,Luton Town,26,1998,39,31,2425,26.9,5,0,5,5,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches,Championship,2024-25,69,32,46.4,2.56,1.19,0.07,0.16,,,,,,,,
8,Michael Adu-Poku,eng ENG,FW,Watford,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2024-25,0,0,,0.00,0.00,,,,,,,,,,
9,Enock Agyei,be BEL,FW,Burnley,19,2005,3,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2024-25,2,0,0.0,3.10,0.00,0.00,,,,,,,,,
10,Anel Ahmedhodžić,ba BIH,DF,Sheffield United,25,1999,38,35,3136,34.8,3,1,4,3,0,0,11,1,0.09,0.03,0.11,0.09,0.11,Matches,Championship,2024-25,12,4,33.3,0.34,0.11,0.25,0.75,,,,,,,,
11,Semi Ajayi,ng NGA,DF,West Brom,30,1993,15,14,1228,13.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2024-25,5,1,20.0,0.37,0.07,0.00,0.00,,,,,,,,
12,Milan Aleksić,rs SRB,MF,Sunderland,18,2005,8,3,290,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2024-25,6,4,66.7,1.86,1.24,0.00,0.00,,,,,,,,
