Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Himad Abdelli,dz ALG,MF,Marseille,25,1999,8,1,138,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2025-26,4,1,25.0,2.61,0.65,0.00,0.00,,,,,,,,
2,Himad Abdelli,dz ALG,MF,Angers,25,1999,13,11,943,10.5,2,0,2,0,2,2,1,0,0.19,0.00,0.19,0.00,0.00,Matches,Ligue 1,2025-26,11,5,45.5,1.05,0.48,0.00,0.00,,,,,,,,
3,Ali Abdi,tn TUN,"MF,DF",Nice,31,1993,22,13,1187,13.2,3,0,3,3,0,0,4,1,0.23,0.00,0.23,0.23,0.23,Matches,Ligue 1,2025-26,16,4,25.0,1.21,0.30,0.19,0.75,,,,,,,,
4,Salis Abdul Samed,gh GHA,MF,Nice,25,2000,18,12,911,10.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2025-26,1,0,0.0,0.10,0.00,0.00,,,,,,,,,
5,Saud Abdulhamid,sa KSA,MF,Lens,26,1999,25,14,1352,15.0,2,4,6,2,0,0,4,1,0.13,0.27,0.40,0.13,0.40,Matches,Ligue 1,2025-26,8,3,37.5,0.53,0.20,0.25,0.67,,,,,,,,
6,Laurent Abergel,fr FRA,MF,Lorient,32,1993,28,27,2318,25.8,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches,Ligue 1,2025-26,22,5,22.7,0.85,0.19,0.05,0.20,,,,,,,,
7,Matthis Abline,fr FRA,"FW,MF",Nantes,22,2003,32,27,2494,27.7,6,4,10,6,0,1,6,0,0.22,0.14,0.36,0.22,0.36,Matches,Ligue 1,2025-26,84,22,26.2,3.03,0.79,0.07,0.27,,,,,,,,
8,Abner,br BRA,"DF,MF",Lyon,25,2000,26,25,2150,23.9,3,2,5,3,0,0,4,1,0.13,0.08,0.21,0.13,0.21,Matches,Ligue 1,2025-26,17,7,41.2,0.71,0.29,0.18,0.43,,,,,,,,
9,Francis Abu,gh GHA,MF,Toulouse,24,2001,8,7,526,5.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2025-26,6,0,0.0,1.03,0.00,0.00,,,,,,,,,
10,Giorgi Abuashvili,ge GEO,"MF,FW",Metz,22,2003,23,6,698,7.8,2,0,2,2,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches,Ligue 1,2025-26,23,9,39.1,2.97,1.16,0.09,0.22,,,,,,,,
11,Mathieu Acapandié,mg MAD,"DF,MF",Nantes,20,2004,6,2,261,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2025-26,0,0,,0.00,0.00,,,,,,,,,,
