player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Abdelhamid Yunis,maMAR,2.0,Reims,34,1987,37.0,,52,,,,,,,,,,,62,,,,Matches
Abdelli Himad,dzALG,3.4,Angers,22,1999,23.7,,36,,,,,,,,,,,28,,,,Matches
Abdul Samed Salis,ghGHA,3.0,Lens,22,2000,32.2,,30,,,,,,,,,,,33,,,,Matches
Abergel Laurent,frFRA,3.0,Lorient,29,1993,26.0,,49,,,,,,,,,,,32,,,,Matches
Abline Matthis,frFRA,4.0,Auxerre,19,2003,9.0,,2,,,,,,,,,,,1,,,,Matches
Abline Matthis,frFRA,4.0,Rennes,19,2003,1.2,,1,,,,,,,,,,,2,,,,Matches
Aboukhlal Zakaria,maMAR,3.4,Toulouse,22,2000,27.5,,22,,,,,,,,,,,21,,,,Matches
Achi Mohamed,frFRA,3.0,Nantes,20,2002,0.4,,1,,,,,,,,,,,0,,,,Matches
Adeline Martin,frFRA,3.0,Reims,18,2003,1.2,,3,,,,,,,,,,,3,,,,Matches
Agbadou Emmanuel,ciCIV,2.0,Reims,25,1997,26.5,,50,,,,,,,,,,,31,,,,Matches
Agoume Lucien,frFRA,3.0,Troyes,20,2002,12.2,,23,,,,,,,,,,,25,,,,Matches
Aguilar Ruben,frFRA,2.0,Monaco,29,1993,13.0,,10,,,,,,,,,,,16,,,,Matches
Ahmed Amar,seSWE,4.0,Troyes,18,2004,0.2,,1,,,,,,,,,,,1,,,,Matches
Aholou Jean-Eudes,ciCIV,3.0,Strasbourg,28,1994,14.4,,20,,,,,,,,,,,21,,,,Matches
Ajorque Ludovic,frFRA,4.0,Strasbourg,28,1994,8.6,,4,,,,,,,,,,,1,,,,Matches
Akliouche Maghnes,frFRA,3.4,Monaco,20,2002,4.5,,3,,,,,,,,,,,3,,,,Matches
Alemdar Doğan,trTUR,1.0,Rennes,19,2002,4.5,,0,,,,,,,,,,,0,,,,Matches
Allevinah Jim,gaGAB,3.0,Clermont Foot,27,1995,24.9,,26,,,,,,,,,,,21,,,,Matches
Alphonse Mickaël,gpGLP,2.0,Ajaccio,33,1989,15.1,,23,,,,,,,,,,,33,,,,Matches
Amadou Ibrahim,frFRA,2.0,Angers,29,1993,4.7,,6,,,,,,,,,,,10,,,,Matches
Amraoui Ayoub,maMAR,2.0,Nice,18,2004,3.3,,6,,,,,,,,,,,3,,,,Matches
André Benjamin,frFRA,3.0,Lille,31,1990,32.4,,78,,,,,,,,,,,42,,,,Matches
Andrić Komnen,rsSRB,4.0,Clermont Foot,27,1995,16.1,,4,,,,,,,,,,,9,,,,Matches
Aouar Houssem,dzALG,3.4,Lyon,24,1998,5.8,,5,,,,,,,,,,,7,,,,Matches
Aouchiche Adil,frFRA,3.0,Lorient,20,2002,2.8,,2,,,,,,,,,,,4,,,,Matches
Appiah Dennis,frFRA,2.3,Nantes,30,1992,8.8,,11,,,,,,,,,,,11,,,,Matches
Appuah Stredair,frFRA,4.0,Nantes,18,2004,0.7,,3,,,,,,,,,,,1,,,,Matches
Arconte Taïryk,frFRA,4.0,Brest,18,2003,1.4,,1,,,,,,,,,,,0,,,,Matches
Arouch Mohamed,frFRA,3.0,Lyon,18,2004,0.0,,1,,,,,,,,,,,0,,,,Matches
Assignon Lorenz,tgTOG,2.0,Rennes,22,2000,2.9,,3,,,,,,,,,,,2,,,,Matches
Atal Youcef,dzALG,2.3,Nice,26,1996,8.7,,24,,,,,,,,,,,14,,,,Matches
Atangana Edoa Valentin,frFRA,3.0,Reims,16,2005,1.9,,2,,,,,,,,,,,1,,,,Matches
Autret Mathias,frFRA,3.0,Auxerre,31,1991,14.3,,10,,,,,,,,,,,8,,,,Matches
Avinel Cédric,gpGLP,2.0,Ajaccio,35,1986,19.9,,6,,,,,,,,,,,16,,,,Matches
Bade Loïc,frFRA,2.0,Rennes,22,2000,1.0,,1,,,,,,,,,,,2,,,,Matches
Badiashile Benoît,frFRA,2.0,Monaco,21,2001,9.3,,9,,,,,,,,,,,17,,,,Matches
Bailly Eric,ciCIV,2.0,Marseille,28,1994,6.0,,10,,,,,,,,,,,12,,,,Matches
