player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Audoor Lynnt,beBEL,3.0,Kortrijk,19,2003,4.5,2,0,0,10,11,0,2,9,3,,,0,Matches
Augustinsson Ludwig,seSWE,2.0,Anderlecht,29,1994,27.9,3,0,0,26,24,1,130,32,27,,,0,Matches
Augusto Felipe,brBRA,3.0,Cercle Brugge,19,2004,10.1,2,0,0,18,12,0,14,4,8,,,0,Matches
Avenatti Felipe,uyURU,3.5,Kortrijk,30,1993,20.1,5,1,0,27,22,4,4,5,15,,,0,Matches
Ávila Gastón,arARG,2.0,Antwerp,21,2001,2.0,0,0,0,3,6,0,4,2,3,,,0,Matches
Ayindé Rachid,bfBFA,2.0,Gent,18,2005,0.1,0,0,0,1,0,0,2,0,0,,,0,Matches
Badji Youssouph,snSEN,3.5,Charleroi,21,2001,10.9,2,0,0,18,17,3,6,2,6,,,0,Matches
Bafdili Bilal,beBEL,3.4,Mechelen,18,2004,4.7,3,0,0,10,3,1,14,0,1,,,0,Matches
Bager Jonas,dkDEN,2.0,Charleroi,27,1996,19.1,7,0,0,34,15,0,6,32,21,,,0,Matches
Baiye Brandon,beBEL,3.0,Eupen,22,2000,27.9,3,0,0,44,31,2,7,47,64,,,0,Matches
Balikwisha Michel-Ange,cdCOD,3.4,Antwerp,22,2001,28.2,4,0,0,26,48,8,153,26,58,,,0,Matches
Balikwisha William,cdCOD,3.0,Standard Liège,24,1999,18.5,3,1,1,12,18,5,70,15,19,,,0,Matches
Banse Sacha,bfBFA,3.0,Standard Liège,22,2001,0.5,0,0,0,1,0,0,1,1,1,,,0,Matches
Banzuzi Ezechiel,nlNED,3.0,OH Leuven,18,2005,27.5,7,0,0,50,40,2,11,13,35,,,0,Matches
Barberá Víctor,esESP,4.0,Club Brugge,18,2004,0.4,0,0,0,1,0,0,1,1,1,,,0,Matches
Barnes Joselpho,ghGHA,3.5,Sint-Truiden,21,2001,6.2,3,0,0,18,10,8,4,1,1,,,0,Matches
Barrett Laursen Jacob,dkDEN,2.0,Standard Liège,28,1994,1.7,1,0,0,1,1,0,1,0,2,,,0,Matches
Bassette Norman,beBEL,4.0,Mechelen,18,2004,10.3,1,0,0,22,19,16,15,3,4,,,0,Matches
Bataille Jelle,beBEL,2.0,Antwerp,24,1999,29.0,4,0,0,23,22,3,83,45,51,,,0,Matches
Bates David,sctSCO,2.0,Mechelen,26,1996,31.1,5,0,0,32,17,0,1,37,26,,,0,Matches
Bayram Emin,trTUR,2.0,Westerlo,20,2003,21.9,8,0,0,27,24,1,7,59,39,,,0,Matches
Belghali Rafik,dzALG,2.0,Mechelen,21,2002,3.2,1,0,0,6,2,0,7,5,7,,,0,Matches
Benbouali Nadhir,dzALG,4.0,Charleroi,23,2000,3.7,0,0,0,6,3,7,1,0,4,,,0,Matches
