Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Unnamed: 0_level_0_Rk_k,Unnamed: 2_level_0_Nation_k,Unnamed: 3_level_0_Pos_k,Unnamed: 4_level_0_Squad_k,Unnamed: 5_level_0_Age_k,Unnamed: 6_level_0_Born_k,Playing Time_MP_k,Playing Time_Starts_k,Playing Time_Min_k,Playing Time_90s_k,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 26_level_0_Matches,league_tag_k,season_tag_k
1,Max Aarons,eng ENG,DF,Norwich City,22,2000,45,44,3851,42.8,1,3,4,1,0,0,10,0,0.02,0.07,0.09,0.02,0.09,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Thelo Aasgaard,no NOR,MF,Wigan Athletic,20,2002,41,12,1587,17.6,3,1,4,3,0,0,1,0,0.17,0.06,0.23,0.17,0.23,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Nelson Abbey,eng ENG,DF,Reading,18,2003,3,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Kelvin Abrefa,eng ENG,DF,Reading,18,2003,8,0,127,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Finlay Adair,eng ENG,FW,Preston North End,17,2005,4,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Elijah Adebayo,eng ENG,FW,Luton Town,24,1998,42,39,3216,35.7,7,3,10,7,0,1,8,0,0.20,0.08,0.28,0.20,0.28,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Toby Adeyemo,eng ENG,FW,Watford,17,2005,4,0,96,1.1,1,0,1,1,0,0,1,0,0.94,0.00,0.94,0.94,0.94,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Albert Adomah,gh GHA,"MF,FW",QPR,34,1987,38,12,1270,14.1,2,0,2,2,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Michael Adu-Poku,eng ENG,FW,Watford,16,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Benik Afobe,cd COD,FW,Millwall,29,1993,19,8,927,10.3,2,1,3,2,0,1,1,0,0.19,0.10,0.29,0.19,0.29,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Anel Ahmedhodžić,ba BIH,DF,Sheffield United,23,1999,34,32,2860,31.8,6,2,8,6,0,0,12,0,0.19,0.06,0.25,0.19,0.25,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Semi Ajayi,ng NGA,DF,West Brom,28,1993,22,17,1462,16.2,2,0,2,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Chuba Akpom,eng ENG,"MF,FW",Middlesbrough,26,1995,38,35,3108,34.5,28,2,30,24,4,6,5,0,0.81,0.06,0.87,0.69,0.75,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Marc Albrighton,eng ENG,MF,West Brom,32,1989,17,8,673,7.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Ajibola Alese,eng ENG,DF,Sunderland,21,2001,20,17,1407,15.6,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Jamie Allen,eng ENG,"MF,FW",Coventry City,27,1995,37,34,2817,31.3,6,2,8,6,0,0,2,0,0.19,0.06,0.26,0.19,0.26,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Joe Allen,wls WAL,MF,Swansea City,32,1990,25,17,1235,13.7,1,1,2,1,0,0,2,1,0.07,0.07,0.15,0.07,0.15,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Ryan Allsop,eng ENG,GK,Cardiff City,30,1992,43,43,3845,42.7,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,1,eng ENG,GK,Cardiff City,30,1992,43,43,3845,42.7,53,1.24,141,92,63.8,12,10,21,12,27.9,4,2,2,0,50.0,Matches,Championship,2022-23
19,Jak Alnwick,eng ENG,GK,Cardiff City,29,1993,4,3,293,3.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,2,eng ENG,GK,Cardiff City,29,1993,4,3,293,3.3,4,1.23,10,6,60.0,1,0,2,0,0.0,0,0,0,0,,Matches,Championship,2022-23
20,Jordan Amissah,gh GHA,GK,Sheffield United,20,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,3,gh GHA,GK,Sheffield United,20,2001,1,0,13,0.1,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,Matches,Championship,2022-23
21,Ben Amos,eng ENG,GK,Wigan Athletic,32,1990,29,29,2572,28.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,4,eng ENG,GK,Wigan Athletic,32,1990,29,29,2572,28.6,35,1.22,88,55,62.5,5,11,13,7,24.1,3,2,0,1,0.0,Matches,Championship,2022-23
22,Luke Amos,eng ENG,MF,QPR,25,1997,21,8,893,9.9,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,Championship,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
