player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Abraham Tammy,engENG,4.0,Roma,25,1997,2.7,,1,,,,,,,,,,,0,,,,Matches
Acerbi Francesco,itITA,2.0,Inter,35,1988,26.5,,14,,,,,,,,,,,32,,,,Matches
Adli Yacine,frFRA,3.0,Milan,23,2000,15.6,,17,,,,,,,,,,,18,,,,Matches
Aebischer Michel,chSUI,3.0,Bologna,26,1997,24.8,,20,,,,,,,,,,,11,,,,Matches
Agoume Lucien,frFRA,3.0,Inter,21,2002,0.1,,0,,,,,,,,,,,0,,,,Matches
Aké Marley,frFRA,3.5,Udinese,22,2001,0.1,,0,,,,,,,,,,,0,,,,Matches
Akinsanmiro Ebenezer,ngNGA,3.0,Inter,18,2004,0.2,,0,,,,,,,,,,,0,,,,Matches
Akpa-Akpro Jean-Daniel,ciCIV,2.4,Monza,30,1992,7.8,,13,,,,,,,,,,,9,,,,Matches
Akpan Ankeye David,ngNGA,4.0,Genoa,21,2002,0.6,,0,,,,,,,,,,,0,,,,Matches
Alberto Luis,esESP,3.0,Lazio,30,1992,25.7,,21,,,,,,,,,,,6,,,,Matches
Alcaraz Carlos,arARG,3.0,Juventus,20,2002,4.2,,6,,,,,,,,,,,5,,,,Matches
Almqvist Pontus,seSWE,3.5,Lecce,24,1999,23.4,,28,,,,,,,,,,,14,,,,Matches
Amatucci Lorenzo,itITA,3.0,Fiorentina,19,2004,0.2,,0,,,,,,,,,,,0,,,,Matches
Amione Bruno,arARG,2.0,Hellas Verona,21,2002,6.4,,7,,,,,,,,,,,9,,,,Matches
Anderson Felipe,brBRA,3.5,Lazio,30,1993,30.8,,44,,,,,,,,,,,27,,,,Matches
Angeliño,esESP,2.3,Roma,26,1997,12.7,,11,,,,,,,,,,,12,,,,Matches
Aouar Houssem,dzALG,3.4,Roma,25,1998,8.4,,11,,,,,,,,,,,4,,,,Matches
Aresti Simone,itITA,1.0,Cagliari,37,1986,0.0,,0,,,,,,,,,,,0,,,,Matches
Arnautović Marko,atAUT,4.0,Inter,34,1989,8.9,,3,,,,,,,,,,,5,,,,Matches
Asllani Kristjan,alALB,3.0,Inter,21,2002,8.7,,2,,,,,,,,,,,11,,,,Matches
Audero Emil,idIDN,1.0,Inter,26,1997,3.7,,0,,,,,,,,,,,0,,,,Matches
Augello Tommaso,itITA,2.3,Cagliari,28,1994,26.9,,20,,,,,,,,,,,13,,,,Matches
Augusto Carlos,brBRA,2.4,Inter,24,1999,19.2,,22,,,,,,,,,,,14,,,,Matches
Aurel Bisseck Yann,deGER,2.0,Inter,22,2000,10.0,,6,,,,,,,,,,,6,,,,Matches
Azmoun Sardar,irIRN,3.5,Roma,28,1995,6.5,,5,,,,,,,,,,,3,,,,Matches
Azzi Paulo,brBRA,2.4,Cagliari,29,1994,10.6,,11,,,,,,,,,,,17,,,,Matches
Azzouzi Oussama,maMAR,3.0,Bologna,22,2001,6.1,,8,,,,,,,,,,,5,,,,Matches
Badelj Milan,hrCRO,3.0,Genoa,34,1989,28.2,,28,,,,,,,,,,,49,,,,Matches
Báez Jaime,uyURU,3.4,Frosinone,28,1995,5.6,,1,,,,,,,,,,,4,,,,Matches
Bagnolini Nicola,itITA,1.0,Bologna,19,2004,0.1,,0,,,,,,,,,,,0,,,,Matches
Bajrami Nedim,alALB,3.4,Sassuolo,24,1999,14.6,,6,,,,,,,,,,,5,,,,Matches
Bakker Mitchel,nlNED,3.0,Atalanta,23,2000,4.2,,4,,,,,,,,,,,3,,,,Matches
Baldanzi Tommaso,itITA,3.4,Empoli,20,2003,8.3,,3,,,,,,,,,,,2,,,,Matches
Baldanzi Tommaso,itITA,3.4,Roma,20,2003,5.8,,5,,,,,,,,,,,0,,,,Matches
Banda Lameck,zmZAM,3.5,Lecce,22,2001,15.0,,23,,,,,,,,,,,3,,,,Matches
Bandeira Daniel,ptPOR,3.0,Hellas Verona,23,2000,5.0,,5,,,,,,,,,,,4,,,,Matches
Bani Mattia,itITA,2.0,Genoa,29,1993,25.6,,10,,,,,,,,,,,21,,,,Matches
Barák Antonín,czCZE,3.4,Fiorentina,28,1994,9.0,,2,,,,,,,,,,,2,,,,Matches
Barella Nicolò,itITA,3.0,Inter,26,1997,31.6,,28,,,,,,,,,,,8,,,,Matches
Barrenechea Enzo,arARG,3.0,Frosinone,22,2001,31.2,,42,,,,,,,,,,,28,,,,Matches
Bartesaghi Davide,itITA,2.0,Milan,17,2005,0.9,,1,,,,,,,,,,,0,,,,Matches
Baschirotto Federico,itITA,2.0,Lecce,26,1996,36.6,,11,,,,,,,,,,,22,,,,Matches
Bašić Toma,hrCRO,3.0,Salernitana,26,1996,12.9,,13,,,,,,,,,,,14,,,,Matches
Bastoni Alessandro,itITA,2.0,Inter,24,1999,25.2,,32,,,,,,,,,,,25,,,,Matches
Bastoni Simone,itITA,2.4,Empoli,26,1996,8.3,,12,,,,,,,,,,,11,,,,Matches
Belahyane Reda,maMAR,3.0,Hellas Verona,19,2004,1.0,,1,,,,,,,,,,,1,,,,Matches
Bellanova Raoul,itITA,3.0,Torino,23,2000,33.8,,26,,,,,,,,,,,15,,,,Matches
Belotti Andrea,itITA,4.0,Fiorentina,29,1993,10.5,,3,,,,,,,,,,,3,,,,Matches
Belotti Andrea,itITA,4.0,Roma,29,1993,7.5,,4,,,,,,,,,,,1,,,,Matches
Beltrán Lucas,arARG,3.5,Fiorentina,22,2001,18.8,,14,,,,,,,,,,,2,,,,Matches
Bennacer Ismaël,dzALG,3.0,Milan,25,1997,12.8,,21,,,,,,,,,,,11,,,,Matches
Berardi Domenico,itITA,3.4,Sassuolo,28,1994,15.9,,6,,,,,,,,,,,13,,,,Matches
Bereszyński Bartosz,plPOL,2.0,Empoli,31,1992,19.6,,26,,,,,,,,,,,21,,,,Matches
Berisha Etrit,alALB,1.0,Empoli,34,1989,14.0,,0,,,,,,,,,,,0,,,,Matches
Berisha Medon,alALB,3.0,Lecce,19,2003,2.3,,0,,,,,,,,,,,1,,,,Matches
Bernth Kristiansen Victor,dkDEN,2.0,Bologna,20,2002,25.6,,33,,,,,,,,,,,12,,,,Matches
Beto,gwGNB,4.0,Udinese,25,1998,0.8,,0,,,,,,,,,,,0,,,,Matches
Bettella Davide,itITA,2.0,Monza,23,2000,0.0,,0,,,,,,,,,,,0,,,,Matches
Beukema Sam,nlNED,2.0,Bologna,24,1998,28.3,,12,,,,,,,,,,,17,,,,Matches
Bijol Jaka,siSVN,2.0,Udinese,24,1999,23.2,,28,,,,,,,,,,,23,,,,Matches
Bilal Touré El,mlMLI,4.0,Atalanta,21,2001,4.4,,1,,,,,,,,,,,1,,,,Matches
Biraghi Cristiano,itITA,2.0,Fiorentina,30,1992,26.2,,30,,,,,,,,,,,15,,,,Matches
Biraschi Davide,itITA,2.0,Genoa,29,1994,1.0,,3,,,,,,,,,,,3,,,,Matches
Birindelli Samuele,itITA,2.4,Monza,24,1999,22.4,,20,,,,,,,,,,,16,,,,Matches
Blin Alexis,frFRA,3.0,Lecce,26,1996,18.2,,21,,,,,,,,,,,21,,,,Matches
Boateng Jérôme,deGER,2.0,Salernitana,34,1988,2.6,,0,,,,,,,,,,,4,,,,Matches
Bohinen Emil,noNOR,3.0,Genoa,24,1999,0.6,,1,,,,,,,,,,,0,,,,Matches
Bohinen Emil,noNOR,3.0,Salernitana,24,1999,5.9,,6,,,,,,,,,,,14,,,,Matches
Boloca Daniel,roROU,3.0,Sassuolo,24,1998,22.5,,33,,,,,,,,,,,15,,,,Matches
Bonaventura Giacomo,itITA,3.0,Fiorentina,33,1989,25.3,,13,,,,,,,,,,,12,,,,Matches
Bonazzoli Federico,itITA,4.0,Hellas Verona,26,1997,11.3,,1,,,,,,,,,,,3,,,,Matches
Bondo Warren,frFRA,3.0,Monza,19,2003,16.4,,23,,,,,,,,,,,6,,,,Matches
Bonfanti Giovanni,itITA,2.0,Atalanta,20,2003,1.0,,2,,,,,,,,,,,1,,,,Matches
Bonifazi Kevin,itITA,2.0,Bologna,27,1996,1.0,,0,,,,,,,,,,,0,,,,Matches
Bonifazi Kevin,itITA,2.0,Frosinone,27,1996,3.4,,3,,,,,,,,,,,3,,,,Matches
Borrelli Gennaro,itITA,4.0,Frosinone,23,2000,0.3,,0,,,,,,,,,,,0,,,,Matches
Botheim Erik,noNOR,3.5,Salernitana,23,2000,3.5,,0,,,,,,,,,,,0,,,,Matches
Bourabia Mehdi,maMAR,3.0,Frosinone,31,1991,2.2,,4,,,,,,,,,,,1,,,,Matches
Bove Edoardo,itITA,3.0,Roma,21,2002,19.8,,31,,,,,,,,,,,10,,,,Matches
Bradarić Domagoj,hrCRO,2.4,Salernitana,23,1999,30.5,,21,,,,,,,,,,,31,,,,Matches
Brekalo Josip,hrCRO,3.0,Fiorentina,25,1998,7.2,,6,,,,,,,,,,,1,,,,Matches
Bremer Gleison,brBRA,2.0,Juventus,26,1997,35.9,,44,,,,,,,,,,,36,,,,Matches
Brenner,brBRA,3.4,Udinese,23,2000,2.1,,6,,,,,,,,,,,0,,,,Matches
Brescianini Marco,itITA,3.0,Frosinone,23,2000,25.8,,12,,,,,,,,,,,9,,,,Matches
Bronn Dylan,tnTUN,2.0,Salernitana,28,1995,0.6,,0,,,,,,,,,,,0,,,,Matches
Buchanan Tajon,caCAN,2.3,Inter,24,1999,1.8,,1,,,,,,,,,,,0,,,,Matches
Buongiorno Alessandro,itITA,2.0,Torino,24,1999,28.1,,39,,,,,,,,,,,72,,,,Matches
Burnete Rareș-Cătălin,roROU,4.0,Lecce,19,2004,0.1,,0,,,,,,,,,,,0,,,,Matches
Cabral Jovane,cvCPV,3.4,Salernitana,25,1998,7.5,,9,,,,,,,,,,,1,,,,Matches
Cacace Liberato,nzNZL,2.3,Empoli,22,2000,21.2,,23,,,,,,,,,,,19,,,,Matches
Cajuste Jens,seSWE,3.0,Napoli,23,1999,11.3,,22,,,,,,,,,,,3,,,,Matches
Calabria Davide,itITA,2.0,Milan,26,1996,24.3,,40,,,,,,,,,,,21,,,,Matches
Calafiori Riccardo,itITA,2.0,Bologna,21,2002,26.1,,31,,,,,,,,,,,51,,,,Matches
Caldara Mattia,itITA,2.0,Milan,29,1994,0.4,,1,,,,,,,,,,,1,,,,Matches
Caldirola Luca,itITA,2.0,Monza,32,1991,23.8,,14,,,,,,,,,,,25,,,,Matches
Çalhanoğlu Hakan,trTUR,3.0,Inter,29,1994,28.4,,37,,,,,,,,,,,22,,,,Matches
Camarda Francesco,itITA,4.0,Milan,15,2008,0.2,,0,,,,,,,,,,,0,,,,Matches
Cambiaghi Nicolò,itITA,3.5,Empoli,22,2000,28.4,,40,,,,,,,,,,,14,,,,Matches
Cambiaso Andrea,itITA,3.0,Juventus,23,2000,26.4,,30,,,,,,,,,,,11,,,,Matches
Cancellieri Matteo,itITA,3.5,Empoli,21,2002,19.9,,24,,,,,,,,,,,5,,,,Matches
Candreva Antonio,itITA,3.0,Salernitana,36,1987,30.6,,13,,,,,,,,,,,7,,,,Matches
