Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Patrick van Aanholt,nl NED,DF,PSV,31,1990,15,13,1177,13.1,1,2,3,1,0,0,1,0,0.08,0.15,0.23,0.08,0.23,Matches,Eredivisie,2022-23,11,4,36.4,0.84,0.31,0.09,0.25,,,,,,,,
2,Dirk Abels,nl NED,DF,Sparta Rotterdam,25,1997,26,12,1326,14.7,1,2,3,1,0,0,2,0,0.07,0.14,0.20,0.07,0.20,Matches,Eredivisie,2022-23,10,2,20.0,0.68,0.14,0.10,0.50,,,,,,,,
3,Paulos Abraham,se SWE,"MF,FW",Groningen,20,2002,8,5,489,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2022-23,11,5,45.5,2.02,0.92,0.00,0.00,,,,,,,,
4,Bobby Adekanye,nl NED,"MF,FW",Go Ahead Eagles,23,1999,31,28,2146,23.8,6,4,10,6,0,0,8,0,0.25,0.17,0.42,0.25,0.42,Matches,Eredivisie,2022-23,46,15,32.6,1.93,0.63,0.13,0.40,,,,,,,,
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,22,2000,33,33,2931,32.6,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,Matches,Eredivisie,2022-23,11,2,18.2,0.34,0.06,0.09,0.50,,,,,,,,
6,Luuk Admiraal,nl NED,MF,Excelsior,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2022-23,0,0,,0.00,0.00,,,,,,,,,,
7,Nikolas Agrafiotis,nl NED,FW,Excelsior,22,2000,17,5,564,6.3,2,0,2,2,0,1,2,0,0.32,0.00,0.32,0.32,0.32,Matches,Eredivisie,2022-23,16,5,31.3,2.55,0.80,0.13,0.40,,,,,,,,
8,Joost van Aken,nl NED,DF,Heerenveen,28,1994,15,11,991,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2022-23,7,1,14.3,0.64,0.09,0.00,0.00,,,,,,,,
9,Norbert Alblas,nl NED,GK,Excelsior,27,1994,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2022-23,0,0,,0.00,0.00,,,0,0.00,2,2,100.0,0,,
10,Pedro Alemañ,es ESP,MF,Sparta Rotterdam,20,2002,5,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2022-23,2,1,50.0,3.75,1.87,0.00,0.00,,,,,,,,
11,Hussein Ali,iq IRQ,DF,Heerenveen,20,2002,5,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2022-23,0,0,,0.00,0.00,,,,,,,,,,
12,Edson Álvarez,mx MEX,"MF,DF",Ajax,24,1997,31,30,2586,28.7,3,3,6,3,0,0,10,0,0.10,0.10,0.21,0.10,0.21,Matches,Eredivisie,2022-23,62,18,29.0,2.16,0.63,0.05,0.17,,,,,,,,
13,Ben Aissa Ben Amar,ma MAR,"DF,MF",Volendam,25,1997,29,24,2055,22.8,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches,Eredivisie,2022-23,9,3,33.3,0.39,0.13,0.22,0.67,,,,,,,,
14,Pelle van Amersfoort,nl NED,"MF,FW",Heerenveen,26,1996,19,13,1191,13.2,3,0,3,3,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,Eredivisie,2022-23,36,12,33.3,2.72,0.91,0.08,0.25,,,,,,,,
15,Jamal Amofa,nl NED,DF,Go Ahead Eagles,23,1998,31,27,2413,26.8,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches,Eredivisie,2022-23,4,0,0.0,0.15,0.00,0.00,,,,,,,,,
