player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Kadeřábek Pavel,czCZE,2.4,Hoffenheim,32,1992,17.5,6,0,0,21,8,4,73,21,14,,,0,Matches
Kamiński Jakub,plPOL,2.4,Wolfsburg,22,2002,12.6,2,0,0,10,3,0,52,11,9,,,1,Matches
Kampl Kevin,siSVN,3.0,RB Leipzig,33,1990,17.7,5,0,0,20,7,1,29,22,20,,,0,Matches
Kane Harry,engENG,4.0,Bayern Munich,31,1993,26.5,5,0,0,9,21,16,14,4,10,,,0,Matches
Karazor Atakan,trTUR,3.0,Stuttgart,27,1996,29.1,10,1,1,37,59,2,4,33,32,,,0,Matches
Kaufmann Mikkel,dkDEN,3.5,Heidenheim,23,2001,4.1,2,0,0,5,14,0,2,2,4,,,0,Matches
Keitel Yannik,deGER,3.0,Stuttgart,24,2000,3.0,1,0,0,2,6,0,2,4,6,,,0,Matches
Kelati Andu,deGER,3.0,Holstein Kiel,21,2002,3.2,2,1,1,4,5,0,6,3,4,,,0,Matches
Keller Thomas,deGER,2.4,Heidenheim,24,1999,1.6,2,0,0,6,4,0,0,4,5,,,0,Matches
Kemlein Aljoscha,deGER,3.0,Union Berlin,19,2004,10.2,3,0,0,15,2,1,5,7,5,,,0,Matches
Kerber Luca,deGER,3.0,Heidenheim,22,2002,8.7,4,0,0,22,8,0,3,5,16,,,0,Matches
Khedira Rani,deGER,3.0,Union Berlin,30,1994,30.3,7,0,0,44,19,1,22,47,42,,,0,Matches
Kimmich Joshua,deGER,3.0,Bayern Munich,29,1995,31.6,4,0,0,15,27,2,177,22,28,,,0,Matches
Kleindienst Tim,deGER,4.0,Gladbach,28,1995,30.4,5,1,1,75,25,23,15,13,15,,,0,Matches
Klostermann Lukas,deGER,2.0,RB Leipzig,28,1996,20.4,5,0,0,13,7,0,12,25,14,,,0,Matches
Knauff Ansgar,deGER,3.0,Eintracht Frankfurt,22,2002,17.7,3,0,0,27,28,11,32,11,22,,,0,Matches
