Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Rodrigo Abascal,uy URU,DF,Vit. Guimarães,31,1994,27,26,2272,25.2,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches,Primeira Liga,2025-26,15,2,13.3,0.59,0.08,0.07,0.50,,,,,,,,
2,Nelson Abbey,eng ENG,DF,Rio Ave,21,2003,26,24,2082,23.1,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,Primeira Liga,2025-26,4,1,25.0,0.17,0.04,0.00,0.00,,,,,,,,
3,Sabit Abdulai,gh GHA,MF,Alverca,26,1999,17,16,1163,12.9,0,1,1,0,0,0,5,1,0.00,0.08,0.08,0.00,0.08,Matches,Primeira Liga,2025-26,11,3,27.3,0.85,0.23,0.00,0.00,,,,,,,,
4,Umar Abubakar,ng NGA,FW,Famalicão,19,2006,22,3,414,4.6,3,0,3,3,0,0,1,0,0.65,0.00,0.65,0.65,0.65,Matches,Primeira Liga,2025-26,18,9,50.0,3.91,1.96,0.17,0.33,,,,,,,,
5,Adriano,br BRA,MF,Santa Clara,25,1999,18,16,1444,16.0,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2025-26,14,2,14.3,0.87,0.12,0.00,0.00,,,,,,,,
6,Adriel,br BRA,GK,AVS Futebol,24,2001,16,16,1440,16.0,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,Primeira Liga,2025-26,1,0,0.0,0.06,0.00,0.00,,24,1.50,86,61,72.1,4,25.0,
7,João Afonso,pt POR,DF,Tondela,35,1990,13,6,613,6.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2025-26,2,0,0.0,0.29,0.00,0.00,,,,,,,,,
8,João Afonso,pt POR,GK,Santa Clara,18,2007,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2025-26,0,0,,0.00,0.00,,,1,0.50,8,7,87.5,1,50.0,
9,Brandon Aguilera,cr CRC,MF,Rio Ave,22,2003,19,17,1370,15.2,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,Primeira Liga,2025-26,14,5,35.7,0.92,0.33,0.07,0.20,,,,,,,,
10,Makan Aiko,fr FRA,"MF,FW",Tondela,24,2001,18,11,1060,11.8,1,2,3,1,0,1,2,0,0.08,0.17,0.25,0.08,0.25,Matches,Primeira Liga,2025-26,20,8,40.0,1.70,0.68,0.05,0.13,,,,,,,,
11,Babatunde Akinsola,ng NGA,"MF,FW",AVS Futebol,22,2003,34,28,2436,27.1,1,4,5,1,0,0,2,0,0.04,0.15,0.18,0.04,0.18,Matches,Primeira Liga,2025-26,49,12,24.5,1.81,0.44,0.02,0.08,,,,,,,,
12,Kerem Aktürkoğlu,tr TUR,"FW,MF",Benfica,26,1998,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2025-26,1,1,100.0,3.75,3.75,0.00,0.00,,,,,,,,
13,Alan,br BRA,"MF,FW",Moreirense,25,2000,33,32,2690,29.9,5,5,10,4,1,2,8,0,0.17,0.17,0.33,0.13,0.30,Matches,Primeira Liga,2025-26,41,18,43.9,1.37,0.60,0.10,0.22,,,,,,,,
14,Ángel Alarcón,es ESP,FW,Porto,21,2004,3,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2025-26,2,0,0.0,3.00,0.00,0.00,,,,,,,,,
15,Ángel Algobia,es ESP,MF,AVS Futebol,26,1999,21,15,1078,12.0,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,Primeira Liga,2025-26,11,3,27.3,0.92,0.25,0.09,0.33,,,,,,,,
16,Rudi Almeida,pt POR,FW,Famalicão,20,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Primeira Liga,2025-26,0,0,,0.00,0.00,,,,,,,,,,
17,Pedro Amaral,pt POR,"DF,MF",Estoril,27,1997,27,24,1839,20.4,0,2,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,Primeira Liga,2025-26,14,4,28.6,0.69,0.20,0.00,0.00,,,,,,,,
18,Amorim,br BRA,MF,Alverca,20,2005,19,19,1624,18.0,2,0,2,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches,Primeira Liga,2025-26,17,6,35.3,0.94,0.33,0.12,0.33,,,,,,,,
