player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Baiye Brandon,beBEL,3.0,Eupen,21,2000,5.2,,13,,,,,,,,,,,12,,,,Matches
Balikwisha Michel-Ange,cdCOD,3.4,Antwerp,21,2001,20.7,,20,,,,,,,,,,,20,,,,Matches
Balikwisha William,cdCOD,3.4,Standard Liège,23,1999,25.6,,32,,,,,,,,,,,40,,,,Matches
Barać Mateo,hrCRO,2.0,Oostende,28,1994,4.3,,3,,,,,,,,,,,9,,,,Matches
Barrett Laursen Jacob,dkDEN,2.3,Standard Liège,27,1994,8.2,,5,,,,,,,,,,,15,,,,Matches
Bataille Jelle,beBEL,2.0,Antwerp,23,1999,22.1,,56,,,,,,,,,,,35,,,,Matches
Bates David,sctSCO,2.0,Mechelen,25,1996,22.1,,20,,,,,,,,,,,30,,,,Matches
Bätzner Nick,deGER,3.5,Oostende,22,2000,21.0,,26,,,,,,,,,,,16,,,,Matches
Bauer Robert,deGER,2.0,Sint-Truiden,27,1995,21.0,,27,,,,,,,,,,,54,,,,Matches
Bayo Vakoun,ciCIV,4.0,Charleroi,25,1997,9.7,,7,,,,,,,,,,,3,,,,Matches
Benbouali Nadhir,dzALG,4.0,Charleroi,22,2000,8.3,,1,,,,,,,,,,,2,,,,Matches
Benchaib Amine,maMAR,3.0,Kortrijk,24,1998,0.8,,1,,,,,,,,,,,0,,,,Matches
Bernát Ján,skSVK,3.0,Westerlo,21,2001,2.2,,1,,,,,,,,,,,0,,,,Matches
Bernier Antoine,beBEL,3.5,Seraing,24,1997,19.3,,6,,,,,,,,,,,9,,,,Matches
Berte Mohamed,beBEL,4.0,Oostende,20,2002,3.0,,5,,,,,,,,,,,0,,,,Matches
Bessile Loïc,tgTOG,2.0,Charleroi,23,1999,6.9,,10,,,,,,,,,,,25,,,,Matches
Bessile Loïc,tgTOG,2.0,Eupen,23,1999,5.8,,9,,,,,,,,,,,17,,,,Matches
Bijker Lucas,nlNED,2.0,Mechelen,29,1993,1.7,,3,,,,,,,,,,,5,,,,Matches
Bitumazala Nathan,frFRA,2.4,Eupen,19,2002,9.8,,7,,,,,,,,,,,3,,,,Matches
Bocat Eric,frFRA,2.4,Sint-Truiden,23,1999,15.7,,18,,,,,,,,,,,36,,,,Matches
Bodart Arnaud,beBEL,1.0,Standard Liège,24,1998,34.0,,0,,,,,,,,,,,2,,,,Matches
Bokadi Merveille,cdCOD,2.0,Standard Liège,30,1992,30.7,,38,,,,,,,,,,,37,,,,Matches
Bolat Sinan,trTUR,1.0,Westerlo,33,1988,33.0,,0,,,,,,,,,,,0,,,,Matches
Bolingoli-Mbombo Boli,beBEL,2.0,Mechelen,27,1995,13.7,,32,,,,,,,,,,,31,,,,Matches
Boljević Aleksandar,meMNE,3.0,Standard Liège,26,1995,2.3,,4,,,,,,,,,,,1,,,,Matches
Bongiovanni Adrien,beBEL,2.0,Charleroi,22,1999,0.0,,0,,,,,,,,,,,0,,,,Matches
Boniface Victor,ngNGA,4.0,Union SG,21,2000,24.7,,3,,,,,,,,,,,7,,,,Matches
Boone Viktor,beBEL,2.0,Union SG,24,1998,0.5,,0,,,,,,,,,,,0,,,,Matches
Boonen Indy,beBEL,3.5,Oostende,23,1999,4.3,,5,,,,,,,,,,,2,,,,Matches
Bossut Sammy,beBEL,1.0,Zulte Waregem,36,1985,22.0,,1,,,,,,,,,,,0,,,,Matches
Bostyn Louis,beBEL,1.0,Zulte Waregem,28,1993,12.0,,0,,,,,,,,,,,0,,,,Matches
Boukamir Mehdi,maMAR,2.0,Charleroi,18,2004,8.2,,8,,,,,,,,,,,14,,,,Matches
Boya Frank,cmCMR,3.0,Sint-Truiden,26,1996,25.9,,46,,,,,,,,,,,53,,,,Matches
Boyata Dedryck,beBEL,2.0,Club Brugge,31,1990,6.1,,5,,,,,,,,,,,4,,,,Matches
Braem Stan,beBEL,4.0,Zulte Waregem,23,1998,2.2,,3,,,,,,,,,,,1,,,,Matches
Brüls Christian,beBEL,3.4,Sint-Truiden,33,1988,14.0,,27,,,,,,,,,,,12,,,,Matches
Brüls Christian,beBEL,3.4,Zulte Waregem,33,1988,11.2,,13,,,,,,,,,,,7,,,,Matches
Bruno Gianni,beBEL,4.0,Sint-Truiden,30,1991,23.2,,7,,,,,,,,,,,3,,,,Matches
Bruno Massimo,beBEL,3.4,Kortrijk,28,1993,13.4,,22,,,,,,,,,,,9,,,,Matches
Buchanan Tajon,caCAN,3.4,Club Brugge,23,1999,18.0,,18,,,,,,,,,,,14,,,,Matches
Bunchukov Denys,uaUKR,3.0,Seraing,19,2003,3.3,,4,,,,,,,,,,,4,,,,Matches
Burgess Christian,engENG,2.0,Union SG,30,1991,30.3,,25,,,,,,,,,,,47,,,,Matches
Butez Jean,frFRA,1.0,Antwerp,27,1995,34.0,,0,,,,,,,,,,,1,,,,Matches
Cachbach Mathieu,beBEL,3.0,Seraing,21,2001,18.9,,24,,,,,,,,,,,23,,,,Matches
Calut Alexandro,beBEL,2.0,Standard Liège,19,2003,0.3,,0,,,,,,,,,,,0,,,,Matches
Çanak Cihan,trTUR,3.4,Standard Liège,17,2005,10.0,,19,,,,,,,,,,,6,,,,Matches
Capon Brecht,beBEL,2.3,Oostende,34,1988,12.4,,14,,,,,,,,,,,19,,,,Matches
Carstensen Rasmus,dkDEN,2.0,Genk,21,2000,0.6,,1,,,,,,,,,,,1,,,,Matches
Castro Nicolás,arARG,3.4,Genk,21,2000,6.5,,13,,,,,,,,,,,6,,,,Matches
Castro-Montes Alessio,beBEL,2.4,Gent,25,1997,20.3,,37,,,,,,,,,,,38,,,,Matches
Chadli Nacer,beBEL,3.4,Westerlo,32,1989,14.4,,9,,,,,,,,,,,7,,,,Matches
Challouk Youssef,beBEL,3.5,Kortrijk,26,1995,0.1,,1,,,,,,,,,,,0,,,,Matches
Charles-Cook Regan,gdGRN,3.4,Eupen,25,1997,24.5,,28,,,,,,,,,,,14,,,,Matches
Christie-Davies Isaac,wlsWAL,3.0,Eupen,24,1997,14.8,,18,,,,,,,,,,,13,,,,Matches
Cimirot Gojko,baBIH,2.4,Standard Liège,29,1992,23.4,,28,,,,,,,,,,,22,,,,Matches
Ciranni Alessandro,beBEL,2.3,Zulte Waregem,26,1996,22.8,,41,,,,,,,,,,,29,,,,Matches
Cojocaru Valentin,roROU,1.0,OH Leuven,26,1995,34.0,,1,,,,,,,,,,,4,,,,Matches
Conceição Sérgio,ptPOR,3.4,Seraing,25,1996,8.3,,10,,,,,,,,,,,9,,,,Matches
Coppens Jo,beBEL,1.0,Sint-Truiden,31,1990,3.1,,0,,,,,,,,,,,0,,,,Matches
Corbanie Kobe,beBEL,2.0,Antwerp,17,2005,0.4,,0,,,,,,,,,,,1,,,,Matches
Coucke Gaëtan,beBEL,1.0,Mechelen,23,1998,28.9,,0,,,,,,,,,,,0,,,,Matches
Cruz Alessio,cvCPV,3.4,Mechelen,25,1997,20.2,,12,,,,,,,,,,,8,,,,Matches
Cuesta Carlos,coCOL,2.0,Genk,23,1999,28.1,,26,,,,,,,,,,,37,,,,Matches
Cuypers Hugo,beBEL,4.0,Gent,25,1997,29.8,,26,,,,,,,,,,,16,,,,Matches
D'Arpino Maxime,frFRA,3.0,Oostende,26,1996,1.3,,7,,,,,,,,,,,0,,,,Matches
D'haene Kristof,beBEL,2.4,Kortrijk,32,1990,26.1,,25,,,,,,,,,,,14,,,,Matches
D'Haese Robbie,beBEL,3.0,Oostende,23,1999,13.2,,18,,,,,,,,,,,25,,,,Matches
Daci Erdon,mkMKD,4.0,Westerlo,24,1998,1.9,,0,,,,,,,,,,,0,,,,Matches
Dagur Þorsteinsson Jón,isISL,3.4,OH Leuven,23,1998,23.6,,35,,,,,,,,,,,15,,,,Matches
Dakhil Ameen,beBEL,2.0,Sint-Truiden,20,2002,15.5,,16,,,,,,,,,,,30,,,,Matches
Daland Jesper,noNOR,2.0,Cercle Brugge,22,2000,30.1,,29,,,,,,,,,,,35,,,,Matches
Davida Osher,ilISR,3.5,Standard Liège,21,2001,5.6,,4,,,,,,,,,,,3,,,,Matches
Davidson Jason,auAUS,2.3,Eupen,31,1991,29.6,,27,,,,,,,,,,,41,,,,Matches
Davo,esESP,4.0,Eupen,27,1994,1.3,,2,,,,,,,,,,,0,,,,Matches
De Bock Laurens,beBEL,2.0,Zulte Waregem,29,1992,0.1,,0,,,,,,,,,,,0,,,,Matches
De Bruyn Alexandre,beBEL,3.0,Kortrijk,28,1994,1.3,,1,,,,,,,,,,,2,,,,Matches
De Buyser Wout,beBEL,2.0,Zulte Waregem,21,2001,0.4,,0,,,,,,,,,,,1,,,,Matches
De Cuyper Maxim,beBEL,2.0,Westerlo,21,2000,32.8,,49,,,,,,,,,,,57,,,,Matches
De Laet Ritchie,beBEL,2.0,Antwerp,33,1988,23.0,,18,,,,,,,,,,,32,,,,Matches
De Neve Dion,beBEL,3.0,Kortrijk,20,2002,5.0,,10,,,,,,,,,,,4,,,,Matches
De Ridder Noah,beBEL,3.0,Gent,18,2003,0.0,,0,,,,,,,,,,,0,,,,Matches
De Sart Julien,beBEL,3.0,Gent,27,1994,16.6,,36,,,,,,,,,,,39,,,,Matches
Debast Zeno,beBEL,2.0,Anderlecht,18,2003,32.2,,23,,,,,,,,,,,32,,,,Matches
Decostere Robbe,beBEL,2.3,Cercle Brugge,24,1998,8.6,,4,,,,,,,,,,,8,,,,Matches
Delcroix Hannes,htHAI,2.0,Anderlecht,23,1999,12.9,,18,,,,,,,,,,,24,,,,Matches
Deman Olivier,beBEL,3.0,Cercle Brugge,22,2000,27.1,,51,,,,,,,,,,,48,,,,Matches
Demba Diop Pape,snSEN,3.0,Zulte Waregem,18,2003,0.4,,0,,,,,,,,,,,1,,,,Matches
Dembélé Mahamadou,frFRA,2.3,Seraing,23,1999,0.9,,0,,,,,,,,,,,1,,,,Matches
Demuynck Dylan,beBEL,3.0,Zulte Waregem,18,2004,0.1,,0,,,,,,,,,,,0,,,,Matches
Denkey Kévin,tgTOG,4.0,Cercle Brugge,21,2000,25.7,,17,,,,,,,,,,,9,,,,Matches
Deom Jerome,beBEL,3.0,Eupen,23,1999,5.6,,12,,,,,,,,,,,7,,,,Matches
Depoitre Laurent,beBEL,4.0,Gent,33,1988,10.4,,4,,,,,,,,,,,1,,,,Matches
Derijck Timothy,beBEL,2.0,Zulte Waregem,35,1987,19.0,,17,,,,,,,,,,,21,,,,Matches
Descotte Anthony,beBEL,4.0,Charleroi,18,2003,1.5,,2,,,,,,,,,,,1,,,,Matches
Dessers Cyriel,ngNGA,4.0,Genk,27,1994,2.6,,0,,,,,,,,,,,0,,,,Matches
Dessoleil Dorian,beBEL,2.0,Kortrijk,29,1992,12.5,,7,,,,,,,,,,,21,,,,Matches
Dewaele Gilles,beBEL,2.4,Standard Liège,26,1996,7.8,,13,,,,,,,,,,,16,,,,Matches
Dewaele Sieben,beBEL,3.0,Oostende,23,1999,14.7,,36,,,,,,,,,,,26,,,,Matches
Diakité Ibrahim,gnGUI,2.4,Eupen,18,2003,3.8,,5,,,,,,,,,,,4,,,,Matches
Diawara Amadou,gnGUI,3.0,Anderlecht,25,1997,17.3,,29,,,,,,,,,,,26,,,,Matches
Didden Matisse,beBEL,2.0,Genk,20,2001,0.0,,0,,,,,,,,,,,0,,,,Matches
Dierckx Tuur,beBEL,3.0,Westerlo,27,1995,13.7,,8,,,,,,,,,,,15,,,,Matches
Dietsch Guillaume,frFRA,1.0,Seraing,21,2001,23.0,,0,,,,,,,,,,,1,,,,Matches
Dismas Novatus,tzTAN,2.3,Zulte Waregem,19,2002,25.8,,54,,,,,,,,,,,50,,,,Matches
Doke Josué,tgTOG,4.0,Charleroi,18,2004,0.2,,1,,,,,,,,,,,1,,,,Matches
Dom Joren,beBEL,2.4,OH Leuven,32,1989,13.4,,12,,,,,,,,,,,27,,,,Matches
Dompé Jean-Luc,frFRA,3.5,Zulte Waregem,26,1995,3.2,,1,,,,,,,,,,,0,,,,Matches
Dony Arnaud,beBEL,2.0,Union SG,18,2004,1.0,,3,,,,,,,,,,,1,,,,Matches
Dorgeles Nene,mlMLI,3.5,Westerlo,19,2002,16.5,,21,,,,,,,,,,,12,,,,Matches
Drăguș Denis,roROU,3.5,Standard Liège,23,1999,11.3,,14,,,,,,,,,,,2,,,,Matches
Drambaiev Oleksandr,uaUKR,2.3,Zulte Waregem,21,2001,13.7,,21,,,,,,,,,,,21,,,,Matches
Dreyer Anders,dkDEN,4.0,Anderlecht,24,1998,13.0,,3,,,,,,,,,,,8,,,,Matches
Dumont Olivier,beBEL,3.0,Sint-Truiden,20,2002,4.1,,2,,,,,,,,,,,7,,,,Matches
Duranville Julien,beBEL,3.4,Anderlecht,16,2006,3.0,,4,,,,,,,,,,,1,,,,Matches
Durdov Ivan,hrCRO,4.0,Oostende,22,2000,4.0,,2,,,,,,,,,,,0,,,,Matches
Dussenne Noë,beBEL,2.0,Standard Liège,30,1992,26.9,,42,,,,,,,,,,,61,,,,Matches
Dwomoh Pierre,beBEL,3.0,Oostende,18,2004,3.4,,4,,,,,,,,,,,6,,,,Matches
Dyhr Nikolas,dkDEN,2.3,Kortrijk,21,2001,0.1,,0,,,,,,,,,,,0,,,,Matches
Dønnum Aron,noNOR,3.0,Standard Liège,24,1998,27.9,,27,,,,,,,,,,,26,,,,Matches
Eckert Dennis,deGER,4.0,Union SG,25,1997,2.3,,0,,,,,,,,,,,0,,,,Matches
Ekkelenkamp Jurgen,nlNED,3.0,Antwerp,22,2000,20.8,,20,,,,,,,,,,,12,,,,Matches
Elisor Simon,frFRA,4.0,Seraing,23,1999,6.6,,1,,,,,,,,,,,3,,,,Matches
Emond Renaud,beBEL,4.0,Standard Liège,30,1991,6.3,,4,,,,,,,,,,,1,,,,Matches
Engvall Gustav,seSWE,3.5,Mechelen,26,1996,0.8,,1,,,,,,,,,,,0,,,,Matches
Esposito Sebastiano,itITA,4.0,Anderlecht,20,2002,5.7,,4,,,,,,,,,,,2,,,,Matches
Fadera Alieu,gmGAM,3.4,Zulte Waregem,20,2001,30.2,,78,,,,,,,,,,,22,,,,Matches
Fernandez-Pardo Matias,beBEL,3.5,Gent,17,2005,0.1,,0,,,,,,,,,,,0,,,,Matches
Fila Karol,plPOL,2.0,Zulte Waregem,24,1998,10.7,,22,,,,,,,,,,,22,,,,Matches
Filin Oleksandr,ruRUS,2.0,Eupen,26,1996,8.1,,11,,,,,,,,,,,12,,,,Matches
Fischer Viktor,dkDEN,3.5,Antwerp,28,1994,0.7,,0,,,,,,,,,,,0,,,,Matches
Fixelles Mathias,beBEL,3.0,Westerlo,25,1996,18.2,,33,,,,,,,,,,,22,,,,Matches
Fofana Malick,beBEL,3.4,Gent,17,2005,8.5,,10,,,,,,,,,,,4,,,,Matches
Fortuna Núrio,aoANG,2.4,Gent,27,1995,10.8,,17,,,,,,,,,,,17,,,,Matches
Fossey Marlon,usUSA,2.4,Standard Liège,23,1998,18.7,,20,,,,,,,,,,,34,,,,Matches
Foster Lyle,zaRSA,4.0,Westerlo,21,2000,17.2,,5,,,,,,,,,,,2,,,,Matches
François Guillaume,beBEL,3.0,Union SG,32,1990,5.0,,7,,,,,,,,,,,9,,,,Matches
Frey Michael,chSUI,4.0,Antwerp,28,1994,6.2,,5,,,,,,,,,,,0,,,,Matches
Galarza Matías,arARG,3.0,Genk,20,2002,0.9,,2,,,,,,,,,,,0,,,,Matches
Galje Timothy,beBEL,1.0,Seraing,21,2001,7.0,,0,,,,,,,,,,,0,,,,Matches
Gamboa João,ptPOR,3.0,OH Leuven,25,1996,1.0,,0,,,,,,,,,,,0,,,,Matches
Gano Zinho,gwGNB,4.0,Zulte Waregem,28,1993,16.9,,2,,,,,,,,,,,1,,,,Matches
Gassama Djeidi,frFRA,4.0,Eupen,18,2003,8.0,,14,,,,,,,,,,,3,,,,Matches
Gboho Yann,frFRA,3.5,Cercle Brugge,21,2001,7.7,,6,,,,,,,,,,,4,,,,Matches
Gerkens Pieter,beBEL,3.0,Antwerp,26,1995,16.0,,11,,,,,,,,,,,8,,,,Matches
Geusens Jay-Dee,beBEL,3.0,Genk,20,2002,0.0,,0,,,,,,,,,,,1,,,,Matches
Gholizadeh Ali,irIRN,3.4,Charleroi,26,1996,10.8,,4,,,,,,,,,,,4,,,,Matches
Gilis Jo,beBEL,3.0,OH Leuven,22,2000,0.0,,0,,,,,,,,,,,0,,,,Matches
Gillekens Nick,beBEL,1.0,Westerlo,27,1995,1.0,,0,,,,,,,,,,,0,,,,Matches
Godeau Bruno,beBEL,2.0,Gent,30,1992,6.5,,6,,,,,,,,,,,7,,,,Matches
Gómez Sergio,esESP,2.3,Anderlecht,21,2000,0.1,,0,,,,,,,,,,,0,,,,Matches
Gonçalves Vagner,cvCPV,3.5,Seraing,26,1996,15.8,,13,,,,,,,,,,,1,,,,Matches
González Mario,esESP,4.0,OH Leuven,26,1996,18.2,,0,,,,,,,,,,,0,,,,Matches
Gorenc Jan,siSVN,2.0,Eupen,23,1999,2.0,,2,,,,,,,,,,,7,,,,Matches
Gouré Fernand,ciCIV,4.0,Westerlo,20,2002,0.0,,0,,,,,,,,,,,0,,,,Matches
Govaers Milan,beBEL,2.0,Oostende,18,2004,0.1,,0,,,,,,,,,,,0,,,,Matches
Gueye Makhtar,snSEN,4.0,Oostende,24,1997,0.4,,1,,,,,,,,,,,0,,,,Matches
Guillaume Valentin,beBEL,3.4,Seraing,21,2001,5.3,,2,,,,,,,,,,,7,,,,Matches
Gümüskaya Muhammed,trTUR,3.0,Westerlo,21,2001,2.1,,4,,,,,,,,,,,1,,,,Matches
Habib Guèye Pape,snSEN,4.0,Kortrijk,22,1999,13.4,,8,,,,,,,,,,,7,,,,Matches
Hadj Anouar Ait,beBEL,3.0,Anderlecht,20,2002,1.1,,2,,,,,,,,,,,0,,,,Matches
Hadj Anouar Ait,beBEL,3.0,Genk,20,2002,1.4,,2,,,,,,,,,,,0,,,,Matches
Hairemans Geoffry,beBEL,3.4,Mechelen,30,1991,27.8,,23,,,,,,,,,,,21,,,,Matches
Hakim Luqman,myMAS,4.0,Kortrijk,20,2002,0.0,,0,,,,,,,,,,,0,,,,Matches
Hallaert Lennert,beBEL,4.0,Zulte Waregem,19,2003,1.8,,3,,,,,,,,,,,0,,,,Matches
Hanche-Olsen Andreas,noNOR,2.0,Gent,25,1997,4.4,,4,,,,,,,,,,,8,,,,Matches
Hara Taichi,jpJPN,4.0,Sint-Truiden,23,1999,5.6,,1,,,,,,,,,,,2,,,,Matches
Harinck Arthur,beBEL,3.0,Zulte Waregem,17,2004,0.0,,0,,,,,,,,,,,0,,,,Matches
Harisson Marcelin Jean,mgMAD,2.0,Cercle Brugge,22,2000,8.3,,12,,,,,,,,,,,15,,,,Matches
Haroun Faris,beBEL,3.0,Antwerp,36,1985,0.0,,0,,,,,,,,,,,0,,,,Matches
Hashioka Daiki,jpJPN,2.4,Sint-Truiden,23,1999,30.6,,36,,,,,,,,,,,49,,,,Matches
Hautekiet Ibe,beBEL,2.0,Standard Liège,20,2002,0.1,,1,,,,,,,,,,,0,,,,Matches
Hayashi Daichi,jpJPN,4.0,Sint-Truiden,25,1997,22.1,,15,,,,,,,,,,,7,,,,Matches
Heitor,brBRA,2.0,Cercle Brugge,21,2000,1.6,,3,,,,,,,,,,,2,,,,Matches
Hendry Jack,sctSCO,2.0,Club Brugge,27,1995,4.3,,3,,,,,,,,,,,9,,,,Matches
Henen David,tgTOG,3.4,Kortrijk,26,1996,7.5,,2,,,,,,,,,,,7,,,,Matches
Hernandez Jorge,usUSA,3.0,Mechelen,21,2000,1.4,,2,,,,,,,,,,,2,,,,Matches
Heymans Daan,beBEL,3.4,Charleroi,23,1999,19.1,,19,,,,,,,,,,,8,,,,Matches
Heynen Bryan,beBEL,3.0,Genk,25,1997,30.9,,36,,,,,,,,,,,38,,,,Matches
Hjulsager Andrew,dkDEN,3.4,Gent,27,1995,12.7,,22,,,,,,,,,,,6,,,,Matches
Hoedt Wesley,nlNED,2.0,Anderlecht,28,1994,14.3,,11,,,,,,,,,,,24,,,,Matches
Holzhauser Raphael,atAUT,3.4,OH Leuven,29,1993,7.0,,1,,,,,,,,,,,0,,,,Matches
Hornby Fraser,sctSCO,4.0,Oostende,22,1999,17.9,,5,,,,,,,,,,,7,,,,Matches
Hosseinzadeh Amirhossein,irIRN,3.4,Charleroi,21,2000,12.2,,19,,,,,,,,,,,11,,,,Matches
Hotić Dino,baBIH,3.0,Cercle Brugge,27,1995,21.6,,18,,,,,,,,,,,11,,,,Matches
Hrošovský Patrik,skSVK,3.0,Genk,30,1992,33.5,,41,,,,,,,,,,,47,,,,Matches
Hubert David,beBEL,2.3,Zulte Waregem,34,1988,0.0,,0,,,,,,,,,,,0,,,,Matches
Hubert Guillaume,beBEL,1.0,Oostende,28,1994,22.0,,1,,,,,,,,,,,0,,,,Matches
Hyunseok Hong,krKOR,3.4,Gent,23,1999,26.5,,46,,,,,,,,,,,26,,,,Matches
Idumbo Franck,beBEL,4.0,OH Leuven,20,2002,0.2,,0,,,,,,,,,,,0,,,,Matches
Ifoni Ejaita,ngNGA,4.0,Seraing,22,2000,2.0,,0,,,,,,,,,,,1,,,,Matches
Ilaimaharitra Marco,mgMAD,3.0,Charleroi,27,1995,29.7,,39,,,,,,,,,,,34,,,,Matches
Ilić Marko,rsSRB,1.0,Kortrijk,24,1998,17.0,,0,,,,,,,,,,,0,,,,Matches
Ishaq Abdulrazaq,ngNGA,3.0,Anderlecht,20,2002,1.5,,1,,,,,,,,,,,2,,,,Matches
Ito Junya,jpJPN,4.0,Genk,29,1993,1.0,,3,,,,,,,,,,,1,,,,Matches
Janssen Vincent,nlNED,4.0,Antwerp,28,1994,25.6,,24,,,,,,,,,,,8,,,,Matches
Janssens Wolke,beBEL,2.3,Sint-Truiden,27,1995,24.8,,49,,,,,,,,,,,55,,,,Matches
Jeggo James,auAUS,3.0,Eupen,30,1992,10.0,,13,,,,,,,,,,,18,,,,Matches
Jordanov Edisson,bgBUL,2.3,Westerlo,29,1993,14.5,,26,,,,,,,,,,,16,,,,Matches
Jutglà Ferran,esESP,4.0,Club Brugge,23,1999,21.7,,4,,,,,,,,,,,9,,,,Matches
Kadri Abdelkahar,dzALG,3.4,Kortrijk,22,2000,13.6,,32,,,,,,,,,,,20,,,,Matches
Kagawa Shinji,jpJPN,3.4,Sint-Truiden,33,1989,8.0,,3,,,,,,,,,,,1,,,,Matches
Kana Marco,beBEL,3.0,Anderlecht,19,2002,3.9,,4,,,,,,,,,,,9,,,,Matches
Kandouss Ismaël,maMAR,2.0,Union SG,24,1997,23.7,,25,,,,,,,,,,,42,,,,Matches
Katelaris Fanos,cyCYP,2.0,Oostende,25,1996,9.9,,6,,,,,,,,,,,20,,,,Matches
Kaya Fatih,,3.5,Sint-Truiden,22,1999,1.9,,3,,,,,,,,,,,1,,,,Matches
Kayembe Joris,cdCOD,2.4,Charleroi,27,1994,26.6,,52,,,,,,,,,,,63,,,,Matches
Kehrer Emilio,deGER,4.0,Cercle Brugge,20,2002,1.8,,2,,,,,,,,,,,1,,,,Matches
Keita Habib,mlMLI,3.0,Kortrijk,20,2002,12.7,,28,,,,,,,,,,,26,,,,Matches
Keita Mandela,beBEL,3.0,OH Leuven,20,2002,2.6,,4,,,,,,,,,,,2,,,,Matches
Keita Mandela,beBEL,3.0,Antwerp,20,2002,9.4,,19,,,,,,,,,,,18,,,,Matches
Keita Sibiry,mlMLI,3.0,Eupen,21,2001,0.1,,0,,,,,,,,,,,1,,,,Matches
