player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Bijker Lucas,nlNED,2.0,Mechelen,29,1993,1.7,1,0,0,2,0,0,1,5,3,,,0,Matches
Bitumazala Nathan,frFRA,2.4,Eupen,19,2002,9.8,1,0,0,7,6,2,20,3,7,,,0,Matches
Bocat Eric,frFRA,2.4,Sint-Truiden,23,1999,15.7,2,0,0,12,25,0,43,36,18,,,0,Matches
Bodart Arnaud,beBEL,1.0,Standard Liège,24,1998,34.0,2,1,0,1,1,0,0,2,0,,,0,Matches
Bokadi Merveille,cdCOD,2.0,Standard Liège,30,1992,30.7,4,0,0,18,28,0,2,37,38,,,1,Matches
Bolat Sinan,trTUR,1.0,Westerlo,33,1988,33.0,6,0,0,1,7,0,1,0,0,,,0,Matches
Bolingoli-Mbombo Boli,beBEL,2.0,Mechelen,27,1995,13.7,6,0,0,21,10,2,16,31,32,,,0,Matches
Boljević Aleksandar,meMNE,3.0,Standard Liège,26,1995,2.3,1,0,0,1,4,1,23,1,4,,,0,Matches
Bongiovanni Adrien,beBEL,2.0,Charleroi,22,1999,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Boniface Victor,ngNGA,4.0,Union SG,21,2000,24.7,2,0,0,20,38,12,18,7,3,,,0,Matches
Boone Viktor,beBEL,2.0,Union SG,24,1998,0.5,1,0,0,2,1,0,0,0,0,,,0,Matches
Boonen Indy,beBEL,3.5,Oostende,23,1999,4.3,1,0,0,1,4,0,12,2,5,,,0,Matches
Bossut Sammy,beBEL,1.0,Zulte Waregem,36,1985,22.0,1,0,0,0,1,0,0,0,1,,,0,Matches
Bostyn Louis,beBEL,1.0,Zulte Waregem,28,1993,12.0,0,0,0,1,1,0,0,0,0,,,0,Matches
Boukamir Mehdi,maMAR,2.0,Charleroi,18,2004,8.2,1,1,0,6,4,0,0,14,8,,,0,Matches
Boya Frank,cmCMR,3.0,Sint-Truiden,26,1996,25.9,6,0,0,51,33,1,17,53,46,,,0,Matches
Boyata Dedryck,beBEL,2.0,Club Brugge,31,1990,6.1,1,0,0,4,2,0,0,4,5,,,0,Matches
Braem Stan,beBEL,4.0,Zulte Waregem,23,1998,2.2,1,0,0,2,1,0,2,1,3,,,0,Matches
Brüls Christian,beBEL,3.4,Sint-Truiden,33,1988,14.0,2,0,0,13,17,0,94,12,27,,,0,Matches
Brüls Christian,beBEL,3.4,Zulte Waregem,33,1988,11.2,3,1,1,19,20,1,64,7,13,,,0,Matches
Bruno Gianni,beBEL,4.0,Sint-Truiden,30,1991,23.2,4,0,0,20,25,16,52,3,7,,,0,Matches
Bruno Massimo,beBEL,3.4,Kortrijk,28,1993,13.4,3,0,0,13,13,2,25,9,22,,,0,Matches
Buchanan Tajon,caCAN,3.4,Club Brugge,23,1999,18.0,6,0,0,21,43,7,49,14,18,,,0,Matches
Bunchukov Denys,uaUKR,3.0,Seraing,19,2003,3.3,0,0,0,8,0,0,1,4,4,,,0,Matches
Burgess Christian,engENG,2.0,Union SG,30,1991,30.3,10,0,0,25,14,0,1,47,25,,,0,Matches
Butez Jean,frFRA,1.0,Antwerp,27,1995,34.0,1,0,0,1,4,0,0,1,0,,,0,Matches
Cachbach Mathieu,beBEL,3.0,Seraing,21,2001,18.9,6,0,0,26,31,0,13,23,24,,,0,Matches
Calut Alexandro,beBEL,2.0,Standard Liège,19,2003,0.3,2,1,1,2,0,0,0,0,0,,,0,Matches
Çanak Cihan,trTUR,3.4,Standard Liège,17,2005,10.0,4,0,0,25,20,2,23,6,19,,,0,Matches
Capon Brecht,beBEL,2.3,Oostende,34,1988,12.4,0,0,0,13,14,0,16,19,14,,,0,Matches
Carstensen Rasmus,dkDEN,2.0,Genk,21,2000,0.6,0,0,0,1,0,0,3,1,1,,,0,Matches
Castro Nicolás,arARG,3.4,Genk,21,2000,6.5,0,0,0,6,8,2,14,6,13,,,0,Matches
Castro-Montes Alessio,beBEL,2.4,Gent,25,1997,20.3,6,0,0,25,28,3,83,38,37,,,0,Matches
Chadli Nacer,beBEL,3.4,Westerlo,32,1989,14.4,0,0,0,9,9,6,12,7,9,,,0,Matches
Challouk Youssef,beBEL,3.5,Kortrijk,26,1995,0.1,0,1,0,1,2,0,0,0,1,,,0,Matches
Charles-Cook Regan,gdGRN,3.4,Eupen,25,1997,24.5,4,0,0,30,52,11,47,14,28,,,0,Matches
Christie-Davies Isaac,wlsWAL,3.0,Eupen,24,1997,14.8,3,0,0,32,7,3,17,13,18,,,0,Matches
Cimirot Gojko,baBIH,2.4,Standard Liège,29,1992,23.4,6,1,1,19,12,0,13,22,28,,,0,Matches
Ciranni Alessandro,beBEL,2.3,Zulte Waregem,26,1996,22.8,5,0,0,37,14,4,108,29,41,,,0,Matches
Cojocaru Valentin,roROU,1.0,OH Leuven,26,1995,34.0,1,0,0,0,7,0,0,4,1,,,0,Matches
Conceição Sérgio,ptPOR,3.4,Seraing,25,1996,8.3,1,0,0,5,8,2,66,9,10,,,0,Matches
Coppens Jo,beBEL,1.0,Sint-Truiden,31,1990,3.1,1,0,0,0,0,0,0,0,0,,,0,Matches
Corbanie Kobe,beBEL,2.0,Antwerp,17,2005,0.4,0,0,0,0,2,0,1,1,0,,,0,Matches
Coucke Gaëtan,beBEL,1.0,Mechelen,23,1998,28.9,0,0,0,1,3,0,0,0,0,,,0,Matches
Cruz Alessio,cvCPV,3.4,Mechelen,25,1997,20.2,3,1,0,27,43,6,15,8,12,,,0,Matches
Cuesta Carlos,coCOL,2.0,Genk,23,1999,28.1,5,0,0,31,9,0,0,37,26,,,0,Matches
Cuypers Hugo,beBEL,4.0,Gent,25,1997,29.8,1,0,0,11,17,18,15,16,26,,,0,Matches
D'Arpino Maxime,frFRA,3.0,Oostende,26,1996,1.3,0,0,0,0,2,0,15,0,7,,,0,Matches
D'haene Kristof,beBEL,2.4,Kortrijk,32,1990,26.1,5,1,0,25,17,3,90,14,25,,,0,Matches
D'Haese Robbie,beBEL,3.0,Oostende,23,1999,13.2,0,1,0,7,9,2,27,25,18,,,0,Matches
Daci Erdon,mkMKD,4.0,Westerlo,24,1998,1.9,0,0,0,4,1,2,5,0,0,,,0,Matches
Dagur Þorsteinsson Jón,isISL,3.4,OH Leuven,23,1998,23.6,8,0,0,27,35,6,66,15,35,,,0,Matches
Dakhil Ameen,beBEL,2.0,Sint-Truiden,20,2002,15.5,5,1,1,18,3,0,2,30,16,,,0,Matches
Daland Jesper,noNOR,2.0,Cercle Brugge,22,2000,30.1,8,0,0,36,20,3,2,35,29,,,0,Matches
Davida Osher,ilISR,3.5,Standard Liège,21,2001,5.6,2,0,0,13,5,4,8,3,4,,,0,Matches
Davidson Jason,auAUS,2.3,Eupen,31,1991,29.6,5,0,0,30,12,4,38,41,27,,,2,Matches
Davo,esESP,4.0,Eupen,27,1994,1.3,1,0,0,3,1,0,2,0,2,,,0,Matches
De Bock Laurens,beBEL,2.0,Zulte Waregem,29,1992,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
De Bruyn Alexandre,beBEL,3.0,Kortrijk,28,1994,1.3,0,0,0,0,0,0,3,2,1,,,0,Matches
De Buyser Wout,beBEL,2.0,Zulte Waregem,21,2001,0.4,1,0,0,1,0,0,5,1,0,,,0,Matches
De Cuyper Maxim,beBEL,2.0,Westerlo,21,2000,32.8,5,0,0,20,30,2,137,57,49,,,0,Matches
De Laet Ritchie,beBEL,2.0,Antwerp,33,1988,23.0,11,0,0,32,19,5,27,32,18,,,0,Matches
De Neve Dion,beBEL,3.0,Kortrijk,20,2002,5.0,0,0,0,2,2,0,17,4,10,,,0,Matches
De Ridder Noah,beBEL,3.0,Gent,18,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
De Sart Julien,beBEL,3.0,Gent,27,1994,16.6,4,0,0,23,19,0,9,39,36,,,0,Matches
Debast Zeno,beBEL,2.0,Anderlecht,18,2003,32.2,4,0,0,28,15,0,15,32,23,,,0,Matches
Decostere Robbe,beBEL,2.3,Cercle Brugge,24,1998,8.6,2,0,0,10,7,0,10,8,4,,,0,Matches
Delcroix Hannes,htHAI,2.0,Anderlecht,23,1999,12.9,1,0,0,8,7,0,7,24,18,,,0,Matches
Deman Olivier,beBEL,3.0,Cercle Brugge,22,2000,27.1,7,1,1,32,40,3,81,48,51,,,0,Matches
Demba Diop Pape,snSEN,3.0,Zulte Waregem,18,2003,0.4,0,0,0,0,2,0,0,1,0,,,0,Matches
Dembélé Mahamadou,frFRA,2.3,Seraing,23,1999,0.9,0,0,0,0,1,0,0,1,0,,,0,Matches
Demuynck Dylan,beBEL,3.0,Zulte Waregem,18,2004,0.1,0,0,0,0,1,1,0,0,0,,,0,Matches
Denkey Kévin,tgTOG,4.0,Cercle Brugge,21,2000,25.7,1,1,0,43,49,23,10,9,17,,,0,Matches
Deom Jerome,beBEL,3.0,Eupen,23,1999,5.6,3,1,0,11,8,0,2,7,12,,,0,Matches
Depoitre Laurent,beBEL,4.0,Gent,33,1988,10.4,0,0,0,6,18,6,5,1,4,,,0,Matches
Derijck Timothy,beBEL,2.0,Zulte Waregem,35,1987,19.0,5,0,0,30,8,0,2,21,17,,,0,Matches
Descotte Anthony,beBEL,4.0,Charleroi,18,2003,1.5,1,0,0,4,0,0,1,1,2,,,0,Matches
Dessers Cyriel,ngNGA,4.0,Genk,27,1994,2.6,0,0,0,6,1,0,0,0,0,,,0,Matches
Dessoleil Dorian,beBEL,2.0,Kortrijk,29,1992,12.5,4,0,0,11,6,2,0,21,7,,,0,Matches
Dewaele Gilles,beBEL,2.4,Standard Liège,26,1996,7.8,4,0,0,8,5,2,19,16,13,,,0,Matches
Dewaele Sieben,beBEL,3.0,Oostende,23,1999,14.7,3,0,0,26,15,0,27,26,36,,,0,Matches
Diakité Ibrahim,gnGUI,2.4,Eupen,18,2003,3.8,1,0,0,13,5,1,3,4,5,,,0,Matches
Diawara Amadou,gnGUI,3.0,Anderlecht,25,1997,17.3,7,1,1,20,19,1,3,26,29,,,0,Matches
Didden Matisse,beBEL,2.0,Genk,20,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Dierckx Tuur,beBEL,3.0,Westerlo,27,1995,13.7,3,0,0,7,22,3,52,15,8,,,0,Matches
Dietsch Guillaume,frFRA,1.0,Seraing,21,2001,23.0,0,0,0,0,3,0,0,1,0,,,0,Matches
Dismas Novatus,tzTAN,2.3,Zulte Waregem,19,2002,25.8,10,1,1,52,24,1,64,50,54,,,1,Matches
Doke Josué,tgTOG,4.0,Charleroi,18,2004,0.2,0,0,0,0,0,0,0,1,1,,,0,Matches
Dom Joren,beBEL,2.4,OH Leuven,32,1989,13.4,1,0,0,5,14,1,10,27,12,,,0,Matches
Dompé Jean-Luc,frFRA,3.5,Zulte Waregem,26,1995,3.2,0,0,0,0,1,1,15,0,1,,,0,Matches
Dony Arnaud,beBEL,2.0,Union SG,18,2004,1.0,0,0,0,4,1,0,4,1,3,,,0,Matches
Dorgeles Nene,mlMLI,3.5,Westerlo,19,2002,16.5,3,1,0,10,15,12,17,12,21,,,0,Matches
Drăguș Denis,roROU,3.5,Standard Liège,23,1999,11.3,4,0,0,18,17,3,0,2,14,,,0,Matches
Drambaiev Oleksandr,uaUKR,2.3,Zulte Waregem,21,2001,13.7,1,0,0,7,17,3,43,21,21,,,0,Matches
Dreyer Anders,dkDEN,4.0,Anderlecht,24,1998,13.0,0,0,0,8,13,4,44,8,3,,,0,Matches
Dumont Olivier,beBEL,3.0,Sint-Truiden,20,2002,4.1,1,0,0,4,3,0,6,7,2,,,0,Matches
Duranville Julien,beBEL,3.4,Anderlecht,16,2006,3.0,1,0,0,3,2,0,10,1,4,,,0,Matches
Durdov Ivan,hrCRO,4.0,Oostende,22,2000,4.0,0,0,0,2,8,6,1,0,2,,,0,Matches
Dussenne Noë,beBEL,2.0,Standard Liège,30,1992,26.9,6,0,0,31,28,1,7,61,42,,,0,Matches
Dwomoh Pierre,beBEL,3.0,Oostende,18,2004,3.4,0,0,0,3,4,0,1,6,4,,,0,Matches
Dyhr Nikolas,dkDEN,2.3,Kortrijk,21,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Dønnum Aron,noNOR,3.0,Standard Liège,24,1998,27.9,4,0,0,24,49,3,143,26,27,,,0,Matches
Eckert Dennis,deGER,4.0,Union SG,25,1997,2.3,0,0,0,2,3,1,3,0,0,,,0,Matches
Ekkelenkamp Jurgen,nlNED,3.0,Antwerp,22,2000,20.8,4,0,0,18,24,3,26,12,20,,,0,Matches
Elisor Simon,frFRA,4.0,Seraing,23,1999,6.6,6,0,0,3,9,5,0,3,1,,,0,Matches
Emond Renaud,beBEL,4.0,Standard Liège,30,1991,6.3,3,1,1,9,14,3,0,1,4,,,0,Matches
Engvall Gustav,seSWE,3.5,Mechelen,26,1996,0.8,0,0,0,0,0,0,0,0,1,,,0,Matches
Esposito Sebastiano,itITA,4.0,Anderlecht,20,2002,5.7,0,0,0,16,11,3,25,2,4,,,0,Matches
Fadera Alieu,gmGAM,3.4,Zulte Waregem,20,2001,30.2,7,0,0,56,107,28,54,22,78,,,0,Matches
Fernandez-Pardo Matias,beBEL,3.5,Gent,17,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Fila Karol,plPOL,2.0,Zulte Waregem,24,1998,10.7,4,0,0,20,5,0,11,22,22,,,0,Matches
Filin Oleksandr,ruRUS,2.0,Eupen,26,1996,8.1,2,0,0,8,6,0,1,12,11,,,0,Matches
Fischer Viktor,dkDEN,3.5,Antwerp,28,1994,0.7,0,0,0,1,2,1,2,0,0,,,0,Matches
Fixelles Mathias,beBEL,3.0,Westerlo,25,1996,18.2,4,0,0,32,26,3,31,22,33,,,0,Matches
Fofana Malick,beBEL,3.4,Gent,17,2005,8.5,0,0,0,2,19,2,20,4,10,,,0,Matches
Fortuna Núrio,aoANG,2.4,Gent,27,1995,10.8,2,0,0,23,18,4,24,17,17,,,0,Matches
Fossey Marlon,usUSA,2.4,Standard Liège,23,1998,18.7,3,0,0,12,15,4,31,34,20,,,0,Matches
Foster Lyle,zaRSA,4.0,Westerlo,21,2000,17.2,3,0,0,19,24,15,4,2,5,,,0,Matches
François Guillaume,beBEL,3.0,Union SG,32,1990,5.0,2,1,0,13,3,0,7,9,7,,,0,Matches
Frey Michael,chSUI,4.0,Antwerp,28,1994,6.2,0,0,0,5,8,4,3,0,5,,,0,Matches
Galarza Matías,arARG,3.0,Genk,20,2002,0.9,2,0,0,1,2,0,0,0,2,,,0,Matches
Galje Timothy,beBEL,1.0,Seraing,21,2001,7.0,1,0,0,0,1,0,0,0,0,,,0,Matches
Gamboa João,ptPOR,3.0,OH Leuven,25,1996,1.0,0,0,0,1,3,0,0,0,0,,,0,Matches
Gano Zinho,gwGNB,4.0,Zulte Waregem,28,1993,16.9,1,0,0,23,29,14,3,1,2,,,0,Matches
Gassama Djeidi,frFRA,4.0,Eupen,18,2003,8.0,1,0,0,20,23,5,14,3,14,,,0,Matches
Gboho Yann,frFRA,3.5,Cercle Brugge,21,2001,7.7,0,0,0,12,15,1,3,4,6,,,0,Matches
Gerkens Pieter,beBEL,3.0,Antwerp,26,1995,16.0,2,0,0,17,14,1,6,8,11,,,0,Matches
Geusens Jay-Dee,beBEL,3.0,Genk,20,2002,0.0,0,0,0,0,0,0,2,1,0,,,0,Matches
Gholizadeh Ali,irIRN,3.4,Charleroi,26,1996,10.8,0,0,0,6,7,2,26,4,4,,,0,Matches
Gilis Jo,beBEL,3.0,OH Leuven,22,2000,0.0,0,0,0,1,0,0,0,0,0,,,0,Matches
Gillekens Nick,beBEL,1.0,Westerlo,27,1995,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Godeau Bruno,beBEL,2.0,Gent,30,1992,6.5,4,0,0,10,0,0,1,7,6,,,0,Matches
Gómez Sergio,esESP,2.3,Anderlecht,21,2000,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
Gonçalves Vagner,cvCPV,3.5,Seraing,26,1996,15.8,5,1,1,24,34,10,72,1,13,,,0,Matches
González Mario,esESP,4.0,OH Leuven,26,1996,18.2,0,0,0,10,13,8,0,0,0,,,0,Matches
Gorenc Jan,siSVN,2.0,Eupen,23,1999,2.0,0,0,0,3,1,0,0,7,2,,,0,Matches
Gouré Fernand,ciCIV,4.0,Westerlo,20,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Govaers Milan,beBEL,2.0,Oostende,18,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Gueye Makhtar,snSEN,4.0,Oostende,24,1997,0.4,1,0,0,1,1,2,0,0,1,,,0,Matches
Guillaume Valentin,beBEL,3.4,Seraing,21,2001,5.3,1,0,0,13,1,2,15,7,2,,,0,Matches
Gümüskaya Muhammed,trTUR,3.0,Westerlo,21,2001,2.1,0,0,0,1,4,0,5,1,4,,,0,Matches
Habib Guèye Pape,snSEN,4.0,Kortrijk,22,1999,13.4,5,1,0,39,21,7,2,7,8,,,0,Matches
Hadj Anouar Ait,beBEL,3.0,Anderlecht,20,2002,1.1,0,0,0,0,0,1,3,0,2,,,0,Matches
Hadj Anouar Ait,beBEL,3.0,Genk,20,2002,1.4,0,0,0,0,3,3,3,0,2,,,0,Matches
Hairemans Geoffry,beBEL,3.4,Mechelen,30,1991,27.8,2,0,0,38,30,5,165,21,23,,,0,Matches
Hakim Luqman,myMAS,4.0,Kortrijk,20,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Hallaert Lennert,beBEL,4.0,Zulte Waregem,19,2003,1.8,0,0,0,1,0,4,8,0,3,,,0,Matches
Hanche-Olsen Andreas,noNOR,2.0,Gent,25,1997,4.4,0,0,0,0,1,0,1,8,4,,,0,Matches
Hara Taichi,jpJPN,4.0,Sint-Truiden,23,1999,5.6,1,0,0,7,6,3,2,2,1,,,0,Matches
Harinck Arthur,beBEL,3.0,Zulte Waregem,17,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Harisson Marcelin Jean,mgMAD,2.0,Cercle Brugge,22,2000,8.3,4,0,0,13,6,3,0,15,12,,,1,Matches
Haroun Faris,beBEL,3.0,Antwerp,36,1985,0.0,1,0,0,1,0,0,0,0,0,,,0,Matches
Hashioka Daiki,jpJPN,2.4,Sint-Truiden,23,1999,30.6,3,0,0,37,29,2,117,49,36,,,0,Matches
Hautekiet Ibe,beBEL,2.0,Standard Liège,20,2002,0.1,0,0,0,1,0,0,0,0,1,,,0,Matches
Hayashi Daichi,jpJPN,4.0,Sint-Truiden,25,1997,22.1,3,0,0,50,30,15,22,7,15,,,0,Matches
Heitor,brBRA,2.0,Cercle Brugge,21,2000,1.6,1,0,0,4,1,0,4,2,3,,,0,Matches
Hendry Jack,sctSCO,2.0,Club Brugge,27,1995,4.3,1,0,0,4,2,1,0,9,3,,,0,Matches
Henen David,tgTOG,3.4,Kortrijk,26,1996,7.5,1,0,0,11,9,2,21,7,2,,,0,Matches
Hernandez Jorge,usUSA,3.0,Mechelen,21,2000,1.4,1,0,0,3,2,0,3,2,2,,,0,Matches
Heymans Daan,beBEL,3.4,Charleroi,23,1999,19.1,3,0,0,19,14,1,5,8,19,,,0,Matches
Heynen Bryan,beBEL,3.0,Genk,25,1997,30.9,5,0,0,45,39,3,9,38,36,,,0,Matches
Hjulsager Andrew,dkDEN,3.4,Gent,27,1995,12.7,0,0,0,25,25,4,82,6,22,,,0,Matches
Hoedt Wesley,nlNED,2.0,Anderlecht,28,1994,14.3,1,0,0,7,6,3,2,24,11,,,1,Matches
Holzhauser Raphael,atAUT,3.4,OH Leuven,29,1993,7.0,1,0,0,1,15,1,49,0,1,,,0,Matches
Hornby Fraser,sctSCO,4.0,Oostende,22,1999,17.9,6,0,0,21,18,13,22,7,5,,,0,Matches
Hosseinzadeh Amirhossein,irIRN,3.4,Charleroi,21,2000,12.2,3,0,0,19,7,3,18,11,19,,,0,Matches
Hotić Dino,baBIH,3.0,Cercle Brugge,27,1995,21.6,2,0,0,26,32,3,158,11,18,,,0,Matches
Hrošovský Patrik,skSVK,3.0,Genk,30,1992,33.5,3,0,0,28,49,0,15,47,41,,,0,Matches
Hubert David,beBEL,2.3,Zulte Waregem,34,1988,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Hubert Guillaume,beBEL,1.0,Oostende,28,1994,22.0,0,0,0,0,3,0,0,0,1,,,0,Matches
Hyunseok Hong,krKOR,3.4,Gent,23,1999,26.5,1,0,0,15,36,0,81,26,46,,,0,Matches
Idumbo Franck,beBEL,4.0,OH Leuven,20,2002,0.2,0,0,0,0,2,0,0,0,0,,,0,Matches
Ifoni Ejaita,ngNGA,4.0,Seraing,22,2000,2.0,0,0,0,0,3,1,0,1,0,,,0,Matches
Ilaimaharitra Marco,mgMAD,3.0,Charleroi,27,1995,29.7,9,0,0,35,48,0,18,34,39,,,0,Matches
Ilić Marko,rsSRB,1.0,Kortrijk,24,1998,17.0,1,0,0,0,7,0,0,0,0,,,0,Matches
Ishaq Abdulrazaq,ngNGA,3.0,Anderlecht,20,2002,1.5,1,1,0,4,0,0,2,2,1,,,0,Matches
Ito Junya,jpJPN,4.0,Genk,29,1993,1.0,0,0,0,0,1,0,4,1,3,,,0,Matches
Janssen Vincent,nlNED,4.0,Antwerp,28,1994,25.6,6,0,0,43,52,23,11,8,24,,,0,Matches
Janssens Wolke,beBEL,2.3,Sint-Truiden,27,1995,24.8,6,0,0,32,7,0,22,55,49,,,1,Matches
