Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,James Abankwah,ie IRL,DF,Udinese,18,2004,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Serie A,2022-23,0,0,,0.00,0.00,,,,,,,,,,
2,Oliver Abildgaard,dk DEN,MF,Hellas Verona,26,1996,13,6,592,6.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Serie A,2022-23,3,2,66.7,0.46,0.30,0.00,0.00,,,,,,,,
3,Tammy Abraham,eng ENG,FW,Roma,24,1997,38,24,2189,24.3,8,3,11,8,0,0,2,0,0.33,0.12,0.45,0.33,0.45,Matches,Serie A,2022-23,62,30,48.4,2.55,1.23,0.13,0.27,,,,,,,,
4,Christian Acella,it ITA,MF,Cremonese,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Serie A,2022-23,0,0,,0.00,0.00,,,,,,,,,,
5,Francesco Acerbi,it ITA,DF,Inter,34,1988,31,25,2425,26.9,0,2,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,Serie A,2022-23,18,2,11.1,0.67,0.07,0.00,0.00,,,,,,,,
6,Yacine Adli,fr FRA,MF,Milan,22,2000,6,1,144,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Serie A,2022-23,2,2,100.0,1.25,1.25,0.00,0.00,,,,,,,,
7,Michel Aebischer,ch SUI,"MF,FW",Bologna,25,1997,32,18,1542,17.1,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,Serie A,2022-23,15,2,13.3,0.88,0.12,0.07,0.50,,,,,,,,
8,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,19,2003,23,7,817,9.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Serie A,2022-23,21,2,9.5,2.31,0.22,0.00,0.00,,,,,,,,
9,Kevin Agudelo,co COL,"MF,FW",Spezia,23,1998,34,23,2131,23.7,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,Serie A,2022-23,28,7,25.0,1.18,0.30,0.00,0.00,,,,,,,,
10,Ola Aina,ng NGA,MF,Torino,25,1996,19,9,876,9.7,1,1,2,1,0,0,5,0,0.10,0.10,0.21,0.10,0.21,Matches,Serie A,2022-23,8,3,37.5,0.82,0.31,0.13,0.33,,,,,,,,
11,Emanuel Aiwum,at AUT,DF,Cremonese,21,2000,23,17,1653,18.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Serie A,2022-23,3,1,33.3,0.16,0.05,0.00,0.00,,,,,,,,
12,Jean-Daniel Akpa-Akpro,ci CIV,MF,Empoli,29,1992,24,16,1356,15.1,1,1,2,1,0,0,9,2,0.07,0.07,0.13,0.07,0.13,Matches,Serie A,2022-23,14,5,35.7,0.93,0.33,0.07,0.20,,,,,,,,
13,Luis Alberto,es ESP,MF,Lazio,29,1992,35,27,2442,27.1,6,7,13,5,1,2,4,0,0.22,0.26,0.48,0.18,0.44,Matches,Serie A,2022-23,47,19,40.4,1.73,0.70,0.11,0.26,,,,,,,,
14,Agustín Álvarez,uy URU,FW,Sassuolo,21,2001,22,1,368,4.1,1,1,2,1,0,0,1,0,0.24,0.24,0.49,0.24,0.49,Matches,Serie A,2022-23,14,4,28.6,3.42,0.98,0.07,0.25,,,,,,,,
15,Kelvin Amian,fr FRA,"DF,MF",Spezia,24,1998,30,26,2372,26.4,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches,Serie A,2022-23,26,7,26.9,0.99,0.27,0.00,0.00,,,,,,,,
