player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Král Jan,czCZE,2.0,Eupen,24,1999,10.2,,9,,,,,,,,,,,16,,,,Matches
Kums Sven,beBEL,3.0,Gent,35,1988,23.9,,22,,,,,,,,,,,25,,,,Matches
Lagae Bram,beBEL,2.0,Gent,19,2004,1.5,,1,,,,,,,,,,,4,,,,Matches
Laifis Konstantinos,cyCYP,2.0,Standard Liège,30,1993,25.5,,23,,,,,,,,,,,45,,,,Matches
lambert Boris,beBEL,2.4,Eupen,23,2000,19.8,,31,,,,,,,,,,,32,,,,Matches
Lammens Senne,beBEL,1.0,Antwerp,21,2002,9.0,,0,,,,,,,,,,,0,,,,Matches
Lapoussin Loïc,mgMAD,3.0,Union SG,27,1996,26.4,,36,,,,,,,,,,,27,,,,Matches
Lauberbach Lion,deGER,4.0,Mechelen,25,1998,21.9,,11,,,,,,,,,,,5,,,,Matches
Lavalée Dimitri,beBEL,2.0,Mechelen,26,1997,2.1,,2,,,,,,,,,,,6,,,,Matches
Lawrence Henry,engENG,2.3,Standard Liège,21,2001,0.5,,0,,,,,,,,,,,0,,,,Matches
Le Joncour Florian,frFRA,2.0,RWDM,28,1995,9.7,,11,,,,,,,,,,,13,,,,Matches
Lemaréchal Félix,frFRA,3.0,Cercle Brugge,19,2003,24.7,,40,,,,,,,,,,,18,,,,Matches
Leoni Theo,beBEL,3.0,Anderlecht,23,2000,27.8,,54,,,,,,,,,,,47,,,,Matches
Leysen Fedde,beBEL,2.0,Union SG,20,2003,3.7,,2,,,,,,,,,,,6,,,,Matches
Leysen Tobe,beBEL,1.0,OH Leuven,21,2002,23.0,,0,,,,,,,,,,,1,,,,Matches
Lietaert Jonas,beBEL,2.0,Cercle Brugge,19,2004,3.1,,9,,,,,,,,,,,6,,,,Matches
Lindner Heinz,atAUT,1.0,Union SG,33,1990,1.0,,0,,,,,,,,,,,0,,,,Matches
Lonwijk Justin,srSUR,3.5,Anderlecht,23,1999,0.5,,1,,,,,,,,,,,1,,,,Matches
Lynen Senne,beBEL,3.0,Union SG,24,1999,2.0,,1,,,,,,,,,,,4,,,,Matches
Mac Allister Kevin,arARG,2.0,Union SG,25,1997,27.1,,54,,,,,,,,,,,56,,,,Matches
Machida Koki,jpJPN,2.0,Union SG,25,1997,29.7,,36,,,,,,,,,,,42,,,,Matches
Madsen Nicolas,dkDEN,3.0,Westerlo,23,2000,29.9,,20,,,,,,,,,,,20,,,,Matches
Maertens Mathieu,beBEL,3.5,OH Leuven,28,1995,14.9,,7,,,,,,,,,,,7,,,,Matches
Magnée Gary,beBEL,2.4,Eupen,23,1999,27.6,,33,,,,,,,,,,,34,,,,Matches
Makosso Christ,cgCGO,2.0,RWDM,19,2004,10.0,,16,,,,,,,,,,,20,,,,Matches
Malede Yonas,ilISR,4.0,Mechelen,23,1999,3.6,,2,,,,,,,,,,,4,,,,Matches
Malinov Kristiyan,bgBUL,3.0,Kortrijk,29,1994,9.7,,9,,,,,,,,,,,17,,,,Matches
Mampasi Mark,uaUKR,2.0,Kortrijk,20,2003,24.9,,23,,,,,,,,,,,40,,,,Matches
Marcq Damien,frFRA,2.0,Charleroi,34,1988,15.8,,24,,,,,,,,,,,24,,,,Matches
Maréchal Théo,nlNED,2.0,Eupen,18,2005,0.5,,1,,,,,,,,,,,3,,,,Matches
Matazo Eliot,beBEL,3.0,Antwerp,21,2002,3.8,,3,,,,,,,,,,,5,,,,Matches
Matsuo Yusuke,jpJPN,3.4,Westerlo,26,1997,9.3,,13,,,,,,,,,,,4,,,,Matches
Maziz Youssef,frFRA,3.4,OH Leuven,25,1998,25.2,,9,,,,,,,,,,,8,,,,Matches
Mbayo Dylan,beBEL,3.4,Kortrijk,21,2001,5.0,,7,,,,,,,,,,,2,,,,Matches
Mbenza Isaac,beBEL,3.4,Charleroi,27,1996,18.4,,6,,,,,,,,,,,3,,,,Matches
Mboup Pathé,snSEN,3.4,RWDM,19,2003,9.0,,13,,,,,,,,,,,4,,,,Matches
McKenzie Mark,usUSA,2.0,Genk,24,1999,30.9,,22,,,,,,,,,,,37,,,,Matches
Mebude Dire,sctSCO,3.0,Westerlo,19,2004,1.1,,1,,,,,,,,,,,1,,,,Matches
Mechele Brandon,beBEL,2.0,Club Brugge,30,1993,39.8,,44,,,,,,,,,,,66,,,,Matches
Mehssatou Nayel,clCHI,2.4,Kortrijk,21,2002,27.3,,31,,,,,,,,,,,23,,,,Matches
Meijer Bjorn,nlNED,2.0,Club Brugge,20,2003,20.3,,22,,,,,,,,,,,19,,,,Matches
Mendyl Hamza,maMAR,2.4,OH Leuven,25,1997,19.7,,15,,,,,,,,,,,19,,,,Matches
Mercier Xavier,frFRA,3.4,RWDM,34,1989,17.9,,6,,,,,,,,,,,1,,,,Matches
Messaoudi Billal,dzALG,4.0,Kortrijk,25,1997,0.3,,0,,,,,,,,,,,0,,,,Matches
Miangue Senna,beBEL,2.0,Cercle Brugge,26,1997,8.4,,14,,,,,,,,,,,11,,,,Matches
Mighten Alex,engENG,3.0,Kortrijk,21,2002,2.7,,1,,,,,,,,,,,2,,,,Matches
Mignolet Simon,beBEL,1.0,Club Brugge,35,1988,31.1,,0,,,,,,,,,,,1,,,,Matches
Miguel Florian,frFRA,2.3,OH Leuven,26,1996,20.7,,19,,,,,,,,,,,30,,,,Matches
Minda Alan,ecECU,3.4,Cercle Brugge,20,2003,22.5,,7,,,,,,,,,,,1,,,,Matches
Misao Kento,jpJPN,3.0,OH Leuven,27,1996,9.6,,15,,,,,,,,,,,7,,,,Matches
Mitrović Stefan,rsSRB,2.0,Gent,33,1990,11.3,,12,,,,,,,,,,,14,,,,Matches
Möhwald Kevin,deGER,3.0,Eupen,30,1993,15.7,,23,,,,,,,,,,,14,,,,Matches
Mokio Jorthy,beBEL,2.0,Gent,15,2008,1.4,,1,,,,,,,,,,,1,,,,Matches
Montegnies Lars,beBEL,3.0,Kortrijk,17,2005,1.9,,3,,,,,,,,,,,5,,,,Matches
Monticelli Luca,beBEL,3.0,Anderlecht,18,2005,0.0,,0,,,,,,,,,,,0,,,,Matches
Monticelli Roméo,beBEL,3.0,Charleroi,17,2005,1.3,,1,,,,,,,,,,,2,,,,Matches
Morioka Ryota,jpJPN,3.0,Charleroi,32,1991,11.3,,25,,,,,,,,,,,24,,,,Matches
Moris Anthony,luLUX,1.0,Union SG,33,1990,38.8,,0,,,,,,,,,,,0,,,,Matches
Mrabti Kerim,seSWE,3.4,Mechelen,29,1994,38.0,,34,,,,,,,,,,,34,,,,Matches
Mueanta Suphanat,thTHA,4.0,OH Leuven,20,2002,4.2,,2,,,,,,,,,,,3,,,,Matches
Muja Arbnor,alALB,3.4,Antwerp,24,1998,13.4,,15,,,,,,,,,,,4,,,,Matches
Mukau Ngal'Ayel,cdCOD,3.0,Mechelen,18,2004,21.3,,50,,,,,,,,,,,41,,,,Matches
Mundle Romaine,engENG,3.0,Standard Liège,20,2003,1.7,,5,,,,,,,,,,,1,,,,Matches
Muñoz Daniel,coCOL,2.0,Genk,27,1996,16.0,,24,,,,,,,,,,,26,,,,Matches
N'Diaye Moussa,snSEN,2.0,Anderlecht,21,2002,7.4,,16,,,,,,,,,,,12,,,,Matches
N'dri Konan,ciCIV,3.4,OH Leuven,22,2000,5.6,,9,,,,,,,,,,,3,,,,Matches
Nardi Paul,frFRA,1.0,Gent,29,1994,10.0,,0,,,,,,,,,,,0,,,,Matches
Nazinho Flávio,ptPOR,2.3,Cercle Brugge,20,2003,12.9,,15,,,,,,,,,,,14,,,,Matches
Neustädter Roman,ruRUS,2.0,Westerlo,35,1988,27.3,,24,,,,,,,,,,,38,,,,Matches
Ngawa Pierre-Yves,beBEL,2.0,OH Leuven,31,1992,0.8,,2,,,,,,,,,,,1,,,,Matches
Ngoy Julien,beBEL,3.0,Mechelen,25,1997,1.5,,0,,,,,,,,,,,0,,,,Matches
Ngoy Nathan,beBEL,2.0,Standard Liège,20,2003,13.1,,18,,,,,,,,,,,35,,,,Matches
Nhaili Adam,beBEL,4.0,Sint-Truiden,17,2005,0.0,,0,,,,,,,,,,,0,,,,Matches
Nielsen Casper,dkDEN,3.0,Club Brugge,29,1994,16.1,,23,,,,,,,,,,,12,,,,Matches
Nieuwkoop Bart,nlNED,3.0,Union SG,27,1996,2.0,,2,,,,,,,,,,,3,,,,Matches
Nilsson Gustaf,seSWE,4.0,Union SG,26,1997,25.4,,11,,,,,,,,,,,7,,,,Matches
Nkuba Ken,beBEL,3.0,Charleroi,21,2002,1.7,,6,,,,,,,,,,,3,,,,Matches
Nkuba Ken,beBEL,3.0,Genk,21,2002,0.8,,4,,,,,,,,,,,1,,,,Matches
Noubi Lucas,beBEL,2.0,Standard Liège,18,2005,20.0,,24,,,,,,,,,,,35,,,,Matches
Nsingi Nachon,beBEL,3.5,OH Leuven,22,2001,16.1,,10,,,,,,,,,,,2,,,,Matches
Ntelo Mitchy,beBEL,4.0,Charleroi,22,2001,0.4,,0,,,,,,,,,,,2,,,,Matches
Nuhu Isaac,ghGHA,3.5,Eupen,21,2002,28.1,,13,,,,,,,,,,,14,,,,Matches
Nurudeen Manaf,ghGHA,1.0,Eupen,24,1999,3.0,,0,,,,,,,,,,,0,,,,Matches
Nusa Antonio,noNOR,3.4,Club Brugge,18,2005,16.6,,23,,,,,,,,,,,12,,,,Matches
O'Neill Aiden,auAUS,3.0,Standard Liège,25,1998,16.7,,27,,,,,,,,,,,15,,,,Matches
Odoi Denis,ghGHA,2.3,Club Brugge,35,1988,11.5,,14,,,,,,,,,,,11,,,,Matches
Ogawa Ryoya,jpJPN,3.0,Sint-Truiden,26,1996,4.6,,3,,,,,,,,,,,2,,,,Matches
Ohio Noah,nlNED,4.0,Standard Liège,20,2003,3.5,,2,,,,,,,,,,,0,,,,Matches
Ojo Sheyi,engENG,3.4,Kortrijk,26,1997,17.9,,19,,,,,,,,,,,13,,,,Matches
Okazaki Shinji,jpJPN,4.0,Sint-Truiden,37,1986,1.2,,0,,,,,,,,,,,0,,,,Matches
Olaigbe Kazeem,beBEL,3.4,Cercle Brugge,20,2003,8.7,,13,,,,,,,,,,,2,,,,Matches
Olivier Oscar,beBEL,2.0,Standard Liège,16,2007,0.3,,0,,,,,,,,,,,0,,,,Matches
Ondrejka Jacob,seSWE,3.4,Antwerp,20,2002,12.8,,6,,,,,,,,,,,3,,,,Matches
Onyedika Raphael,ngNGA,3.0,Club Brugge,22,2001,26.1,,44,,,,,,,,,,,20,,,,Matches
Opoku Nathan,ghGHA,4.0,OH Leuven,22,2001,9.4,,7,,,,,,,,,,,3,,,,Matches
Oprut Raul,roROU,2.0,Kortrijk,25,1998,1.4,,4,,,,,,,,,,,0,,,,Matches
Orban Gift,ngNGA,3.5,Gent,21,2002,9.2,,6,,,,,,,,,,,1,,,,Matches
Ordóñez Joel,ecECU,2.0,Club Brugge,19,2004,14.2,,19,,,,,,,,,,,13,,,,Matches
Ouahdi Zakaria,maMAR,2.3,Genk,21,2001,20.8,,29,,,,,,,,,,,22,,,,Matches
Ouahdi Zakaria,maMAR,2.5,RWDM,21,2001,4.8,,11,,,,,,,,,,,4,,,,Matches
Ouattara Aziz,ciCIV,3.0,Genk,22,2001,3.2,,4,,,,,,,,,,,10,,,,Matches
Ouattara Kader,bfBFA,4.0,Cercle Brugge,18,2005,0.7,,0,,,,,,,,,,,2,,,,Matches
Oyen Luca,beBEL,3.4,Genk,20,2003,7.1,,3,,,,,,,,,,,3,,,,Matches
Paeshuyse Rune,beBEL,2.0,Eupen,21,2002,26.3,,28,,,,,,,,,,,42,,,,Matches
Paintsil Joseph,ghGHA,3.4,Genk,25,1998,19.8,,10,,,,,,,,,,,6,,,,Matches
Pálsson Victor,isISL,2.0,Eupen,32,1991,35.0,,23,,,,,,,,,,,40,,,,Matches
Pantović Miloš,rsSRB,3.4,Eupen,27,1996,14.3,,15,,,,,,,,,,,7,,,,Matches
Panzo Jonathan,engENG,2.0,Standard Liège,22,2000,7.9,,19,,,,,,,,,,,15,,,,Matches
Patris Louis,beBEL,2.0,Anderlecht,22,2001,11.4,,25,,,,,,,,,,,24,,,,Matches
Patron Pierre,frFRA,1.0,Charleroi,25,1997,4.0,,0,,,,,,,,,,,0,,,,Matches
Pattynama Shayne,idIDN,2.0,Eupen,24,1998,3.0,,4,,,,,,,,,,,2,,,,Matches
Perdichizzi Pietro,beBEL,2.0,Westerlo,30,1992,6.0,,7,,,,,,,,,,,11,,,,Matches
Perica Stipe,hrCRO,4.0,Standard Liège,28,1995,1.2,,0,,,,,,,,,,,0,,,,Matches
Pétris Jérémy,frFRA,2.3,Charleroi,25,1998,10.9,,15,,,,,,,,,,,8,,,,Matches
Pflücke Patrick,deGER,3.4,Mechelen,26,1996,19.1,,14,,,,,,,,,,,5,,,,Matches
Piage Del,brBRA,3.0,RWDM,23,2000,1.8,,8,,,,,,,,,,,2,,,,Matches
Piedfort Arthur,beBEL,2.4,Westerlo,18,2005,22.9,,27,,,,,,,,,,,25,,,,Matches
Pirard Lucas,beBEL,1.0,Kortrijk,28,1995,15.0,,0,,,,,,,,,,,0,,,,Matches
Piron Andrea,beBEL,3.0,Eupen,17,2005,0.2,,0,,,,,,,,,,,0,,,,Matches
Pletinckx Ewoud,beBEL,2.0,OH Leuven,22,2000,33.1,,25,,,,,,,,,,,27,,,,Matches
Popović Boris,rsSRB,2.0,Cercle Brugge,23,2000,26.1,,29,,,,,,,,,,,50,,,,Matches
Preciado Ángelo,ecECU,2.0,Genk,25,1998,0.7,,0,,,,,,,,,,,0,,,,Matches
Prevot Maxence,frFRA,1.0,OH Leuven,26,1997,14.0,,0,,,,,,,,,,,0,,,,Matches
Price Isaac,nirNIR,3.0,Standard Liège,19,2003,25.8,,58,,,,,,,,,,,29,,,,Matches
Puertas Cameron,chSUI,3.0,Union SG,24,1998,36.9,,55,,,,,,,,,,,19,,,,Matches
Radovanović Aleksandar,rsSRB,2.0,Kortrijk,29,1993,10.9,,16,,,,,,,,,,,18,,,,Matches
Raemaekers Toon,beBEL,3.0,Mechelen,22,2000,1.3,,0,,,,,,,,,,,3,,,,Matches
Raman Benito,beBEL,4.0,Anderlecht,28,1994,3.1,,3,,,,,,,,,,,5,,,,Matches
Rasmussen Mathias,noNOR,3.0,Union SG,25,1997,22.9,,37,,,,,,,,,,,20,,,,Matches
Ravych Christiaan,beBEL,2.0,Cercle Brugge,21,2002,19.9,,36,,,,,,,,,,,37,,,,Matches
Reine-Adélaïde Jeff,frFRA,3.0,RWDM,25,1998,19.7,,19,,,,,,,,,,,16,,,,Matches
Reynolds Bryan,usUSA,2.3,Westerlo,22,2001,31.7,,38,,,,,,,,,,,34,,,,Matches
Ricca Federico,uyURU,2.0,OH Leuven,28,1994,21.8,,11,,,,,,,,,,,37,,,,Matches
Rikelmi,brBRA,3.4,RWDM,21,2001,3.0,,2,,,,,,,,,,,1,,,,Matches
Rits Mats,beBEL,3.0,Anderlecht,30,1993,32.5,,30,,,,,,,,,,,28,,,,Matches
Rits Mats,beBEL,3.0,Club Brugge,30,1993,0.9,,0,,,,,,,,,,,3,,,,Matches
Rodríguez Kevin,ecECU,4.0,Union SG,23,2000,5.4,,1,,,,,,,,,,,1,,,,Matches
Roef Davy,beBEL,1.0,Gent,29,1994,21.0,,0,,,,,,,,,,,1,,,,Matches
Rogelj Žan,siSVN,2.4,Charleroi,23,1999,25.4,,43,,,,,,,,,,,41,,,,Matches
Rommens Tuur,beBEL,2.3,Westerlo,20,2003,17.4,,30,,,,,,,,,,,29,,,,Matches
Russo Franco,arARG,2.0,OH Leuven,28,1994,9.5,,8,,,,,,,,,,,21,,,,Matches
Sabbe Kyriani,beBEL,2.0,Club Brugge,18,2005,11.5,,15,,,,,,,,,,,10,,,,Matches
Sadick Mujaid,esESP,2.0,Genk,23,2000,24.7,,39,,,,,,,,,,,30,,,,Matches
Sadiki Noah,cdCOD,3.0,Union SG,18,2004,17.0,,41,,,,,,,,,,,16,,,,Matches
Sagrado Richie,beBEL,2.4,OH Leuven,19,2004,24.4,,28,,,,,,,,,,,21,,,,Matches
Sahabo Hakim,rwRWA,3.0,Standard Liège,18,2005,10.8,,13,,,,,,,,,,,12,,,,Matches
Sambu Marsoni,aoANG,2.3,RWDM,27,1996,17.7,,30,,,,,,,,,,,18,,,,Matches
Samoise Matisse,beBEL,2.4,Gent,21,2001,34.1,,66,,,,,,,,,,,37,,,,Matches
Sampaio Philipe,brBRA,2.0,RWDM,28,1994,4.5,,4,,,,,,,,,,,3,,,,Matches
Sardella Killian,beBEL,2.0,Anderlecht,21,2002,31.0,,30,,,,,,,,,,,20,,,,Matches
Sarr Mamadou,snSEN,2.4,RWDM,17,2005,7.3,,16,,,,,,,,,,,6,,,,Matches
Sayyadmanesh Allahyar,irIRN,3.0,Westerlo,22,2001,8.1,,10,,,,,,,,,,,4,,,,Matches
Schingtienne Joël,beBEL,2.0,OH Leuven,20,2002,31.6,,37,,,,,,,,,,,31,,,,Matches
Schmeichel Kasper,dkDEN,1.0,Anderlecht,36,1986,30.5,,0,,,,,,,,,,,0,,,,Matches
Schmidt Daniel,jpJPN,1.0,Gent,31,1992,9.0,,0,,,,,,,,,,,0,,,,Matches
Schmidt Daniel,jpJPN,1.0,Sint-Truiden,31,1992,4.0,,0,,,,,,,,,,,0,,,,Matches
Schoofs Rob,beBEL,3.0,Mechelen,29,1994,37.0,,29,,,,,,,,,,,37,,,,Matches
Schrijvers Siebe,beBEL,3.0,OH Leuven,27,1996,36.5,,53,,,,,,,,,,,60,,,,Matches
Scott Christopher,deGER,3.0,Antwerp,21,2002,0.1,,0,,,,,,,,,,,0,,,,Matches
Seck Djiby,snSEN,4.0,Kortrijk,19,2004,0.6,,0,,,,,,,,,,,0,,,,Matches
Segovia Luis,ecECU,2.0,RWDM,25,1997,11.3,,12,,,,,,,,,,,14,,,,Matches
Segovia Matias,pyPAR,3.0,RWDM,20,2003,3.3,,3,,,,,,,,,,,1,,,,Matches
Semedo Jordan,frFRA,2.4,Cercle Brugge,20,2003,5.4,,10,,,,,,,,,,,8,,,,Matches
Shlomo Raz,ilISR,2.4,OH Leuven,23,1999,5.8,,7,,,,,,,,,,,6,,,,Matches
Silva Florent,frFRA,3.4,RWDM,20,2003,5.6,,5,,,,,,,,,,,6,,,,Matches
Silva João,ptPOR,2.0,Kortrijk,24,1999,34.5,,33,,,,,,,,,,,31,,,,Matches
Silva Lopes Leonardo,ptPOR,2.4,Cercle Brugge,24,1998,29.8,,42,,,,,,,,,,,43,,,,Matches
Siquet Hugo,beBEL,2.3,Cercle Brugge,21,2002,25.6,,56,,,,,,,,,,,44,,,,Matches
Sissako Abdoulaye,frFRA,3.0,Kortrijk,25,1998,25.8,,35,,,,,,,,,,,31,,,,Matches
Sissako Moussa,mlMLI,2.0,RWDM,22,2000,11.0,,18,,,,,,,,,,,26,,,,Matches
Skóraś Michał,plPOL,3.5,Club Brugge,23,2000,12.1,,12,,,,,,,,,,,12,,,,Matches
Skov Olsen Andreas,dkDEN,3.4,Club Brugge,23,1999,26.2,,26,,,,,,,,,,,14,,,,Matches
Slimani Islam,dzALG,4.0,Mechelen,35,1988,9.1,,3,,,,,,,,,,,1,,,,Matches
Slonina Gaga,usUSA,1.0,Eupen,19,2004,33.0,,1,,,,,,,,,,,0,,,,Matches
Smekens Raf,beBEL,3.0,Westerlo,19,2004,0.1,,0,,,,,,,,,,,0,,,,Matches
Smets Matte,beBEL,2.0,Sint-Truiden,19,2004,40.0,,32,,,,,,,,,,,58,,,,Matches
Smits Milan,beBEL,3.0,Antwerp,18,2004,0.8,,0,,,,,,,,,,,0,,,,Matches
Sobol Eduard,uaUKR,2.0,Genk,28,1995,4.5,,5,,,,,,,,,,,11,,,,Matches
Soelle Soelle Frederic,beBEL,4.0,Mechelen,17,2005,0.3,,0,,,,,,,,,,,0,,,,Matches
Soelle Soelle Frederic,beBEL,4.0,RWDM,17,2005,0.7,,0,,,,,,,,,,,0,,,,Matches
Somers Thibo,beBEL,3.4,Cercle Brugge,24,1999,33.6,,51,,,,,,,,,,,22,,,,Matches
Sonko Momodou,seSWE,4.0,Gent,18,2005,2.2,,2,,,,,,,,,,,1,,,,Matches
Sor Yira,ngNGA,3.5,Genk,23,2000,11.9,,5,,,,,,,,,,,4,,,,Matches
Sory Bangoura Ibrahima,gnGUI,3.0,Genk,19,2004,0.5,,2,,,,,,,,,,,2,,,,Matches
Souanga Christ,beBEL,2.0,OH Leuven,16,2006,0.1,,0,,,,,,,,,,,0,,,,Matches
Sousa David,brBRA,2.0,RWDM,22,2001,13.5,,13,,,,,,,,,,,34,,,,Matches
Sowah Kamal,ghGHA,3.5,Standard Liège,23,2000,16.1,,16,,,,,,,,,,,9,,,,Matches
Spileers Jorne,beBEL,2.0,Club Brugge,18,2005,24.0,,9,,,,,,,,,,,26,,,,Matches
Stassin Lucas,beBEL,4.0,Westerlo,18,2004,14.4,,7,,,,,,,,,,,6,,,,Matches
Steuckers Jarne,beBEL,3.4,Sint-Truiden,21,2002,31.5,,13,,,,,,,,,,,9,,,,Matches
Storm Nikola,beBEL,3.0,Mechelen,28,1994,14.0,,6,,,,,,,,,,,4,,,,Matches
Stroeykens Mario,beBEL,3.4,Anderlecht,18,2004,26.3,,50,,,,,,,,,,,14,,,,Matches
Štulić Nikola,rsSRB,4.0,Charleroi,21,2001,5.0,,2,,,,,,,,,,,4,,,,Matches
Surdez Franck,chSUI,4.0,Gent,21,2002,2.0,,2,,,,,,,,,,,1,,,,Matches
Suzuki Zion,jpJPN,1.0,Sint-Truiden,20,2002,32.0,,0,,,,,,,,,,,0,,,,Matches
Sydorchuk Serhiy,uaUKR,3.0,Westerlo,32,1991,26.8,,33,,,,,,,,,,,23,,,,Matches
Sykes Ross,engENG,2.0,Union SG,24,1999,19.5,,24,,,,,,,,,,,30,,,,Matches
Sylla Youssuf,beBEL,4.0,Charleroi,20,2002,7.9,,3,,,,,,,,,,,1,,,,Matches
Tagir Ravil,trTUR,2.0,Westerlo,20,2003,19.7,,14,,,,,,,,,,,28,,,,Matches
Talbi Chemsdine,maMAR,3.0,Club Brugge,18,2005,0.1,,0,,,,,,,,,,,0,,,,Matches
Teklab Henok,deGER,3.0,Union SG,24,1998,10.3,,30,,,,,,,,,,,12,,,,Matches
Terho Casper,fiFIN,3.0,Union SG,20,2003,11.1,,22,,,,,,,,,,,11,,,,Matches
Thiago,brBRA,4.0,Club Brugge,22,2001,28.1,,20,,,,,,,,,,,5,,,,Matches
Thierry Lazare Jean,ciCIV,3.4,Union SG,25,1998,19.0,,34,,,,,,,,,,,11,,,,Matches
Thoelen Yannick,beBEL,1.0,Mechelen,33,1990,4.0,,0,,,,,,,,,,,0,,,,Matches
Tissoudali Tarik,maMAR,3.5,Gent,30,1993,25.0,,12,,,,,,,,,,,5,,,,Matches
Torunarigha Jordan,deGER,2.0,Gent,25,1997,28.2,,36,,,,,,,,,,,51,,,,Matches
Trebel Adrien,frFRA,3.0,Charleroi,32,1991,1.2,,2,,,,,,,,,,,1,,,,Matches
Trésor Mike,beBEL,3.0,Genk,24,1999,1.3,,0,,,,,,,,,,,2,,,,Matches
Tsunoda Ryotaro,jpJPN,2.0,Kortrijk,24,1999,8.8,,8,,,,,,,,,,,17,,,,Matches
Udoh Victor,ngNGA,4.0,Antwerp,18,2004,1.8,,3,,,,,,,,,,,1,,,,Matches
Ure Robbie,sctSCO,4.0,Anderlecht,19,2004,0.0,,0,,,,,,,,,,,0,,,,Matches
Utkus Edgaras,ltLTU,2.0,Cercle Brugge,23,2000,19.0,,55,,,,,,,,,,,37,,,,Matches
Vaesen Kyan,beBEL,4.0,Westerlo,22,2001,7.7,,3,,,,,,,,,,,1,,,,Matches
Valencia Anthony,ecECU,3.0,Antwerp,20,2003,2.2,,3,,,,,,,,,,,4,,,,Matches
Van Cleemput Jules,beBEL,2.0,Charleroi,26,1997,7.9,,5,,,,,,,,,,,23,,,,Matches
Van den Bosch Zeno,beBEL,2.0,Antwerp,20,2003,24.8,,30,,,,,,,,,,,39,,,,Matches
Van den Keybus Thomas,beBEL,3.0,Westerlo,22,2001,15.6,,17,,,,,,,,,,,13,,,,Matches
Van der Bruggen Hannes,beBEL,3.0,Cercle Brugge,30,1993,30.2,,43,,,,,,,,,,,45,,,,Matches
Van Dessel Stan,beBEL,3.0,Sint-Truiden,22,2001,0.7,,1,,,,,,,,,,,0,,,,Matches
Van Eenoo Lukas,beBEL,3.0,Westerlo,32,1991,4.3,,9,,,,,,,,,,,4,,,,Matches
Van Genechten Yentl,beBEL,2.3,Eupen,22,2000,20.5,,31,,,,,,,,,,,17,,,,Matches
Van Hecke Jannes,beBEL,2.4,Mechelen,21,2002,4.9,,11,,,,,,,,,,,4,,,,Matches
Van Helden Rein,beBEL,2.0,Sint-Truiden,21,2002,33.8,,47,,,,,,,,,,,43,,,,Matches
Van Hoorenbeeck Alec,beBEL,2.0,Mechelen,24,1998,0.5,,0,,,,,,,,,,,0,,,,Matches
Van Langendonck Koen,beBEL,1.0,Westerlo,34,1989,1.0,,0,,,,,,,,,,,0,,,,Matches
Vanaken Hans,beBEL,3.0,Club Brugge,30,1992,37.2,,34,,,,,,,,,,,17,,,,Matches
Vandenberghe Tom,beBEL,1.0,Kortrijk,30,1992,21.0,,1,,,,,,,,,,,1,,,,Matches
Vandendaele Matteo,beBEL,2.0,RWDM,18,2005,0.2,,0,,,,,,,,,,,0,,,,Matches
Vandevoordt Maarten,beBEL,1.0,Genk,21,2002,40.0,,0,,,,,,,,,,,1,,,,Matches
Vanheusden Zinho,beBEL,2.0,Standard Liège,24,1999,19.9,,18,,,,,,,,,,,39,,,,Matches
Vanhoutte Charles,beBEL,3.0,Union SG,24,1998,34.5,,64,,,,,,,,,,,57,,,,Matches
Vanlerberghe Jordi,beBEL,2.3,Mechelen,27,1996,18.3,,41,,,,,,,,,,,38,,,,Matches
Vanwesemael Robert-Jan,beBEL,3.0,Sint-Truiden,21,2002,10.4,,16,,,,,,,,,,,9,,,,Matches
Vázquez Luis,arARG,4.0,Anderlecht,22,2001,10.3,,5,,,,,,,,,,,2,,,,Matches
Vermant Romeo,beBEL,4.0,Westerlo,19,2004,7.9,,3,,,,,,,,,,,3,,,,Matches
Vermant Romeo,beBEL,4.0,Club Brugge,19,2004,0.1,,1,,,,,,,,,,,0,,,,Matches
Vermeeren Arthur,beBEL,3.0,Antwerp,18,2005,20.8,,24,,,,,,,,,,,22,,,,Matches
Verschaeren Yari,beBEL,3.4,Anderlecht,22,2001,12.6,,21,,,,,,,,,,,12,,,,Matches
Vertonghen Jan,beBEL,2.0,Anderlecht,36,1987,33.3,,15,,,,,,,,,,,29,,,,Matches
Vetlesen Hugo,noNOR,3.0,Club Brugge,23,2000,27.8,,50,,,,,,,,,,,23,,,,Matches
Vines Sam,usUSA,2.0,Antwerp,24,1999,2.3,,4,,,,,,,,,,,0,,,,Matches
Vlietinck Thibault,beBEL,3.4,OH Leuven,25,1997,5.1,,6,,,,,,,,,,,1,,,,Matches
Walsh Sandy,idIDN,2.0,Mechelen,28,1995,20.2,,13,,,,,,,,,,,20,,,,Matches
Warleson,brBRA,1.0,Cercle Brugge,26,1996,40.0,,0,,,,,,,,,,,0,,,,Matches
Wasinski Martin,beBEL,2.0,Kortrijk,19,2004,6.3,,10,,,,,,,,,,,8,,,,Matches
Watanabe Tsuyoshi,jpJPN,2.0,Gent,26,1997,34.8,,23,,,,,,,,,,,33,,,,Matches
