player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Abraham Tammy,engENG,4.0,Roma,25,1997,2.7,1,0,0,6,5,2,2,0,1,,,0,Matches
Acerbi Francesco,itITA,2.0,Inter,35,1988,26.5,1,0,0,19,24,3,9,32,14,,,0,Matches
Adli Yacine,frFRA,3.0,Milan,23,2000,15.6,3,0,0,26,9,1,50,18,17,,,0,Matches
Aebischer Michel,chSUI,3.0,Bologna,26,1997,24.8,8,0,0,36,30,0,12,11,20,,,0,Matches
Agoume Lucien,frFRA,3.0,Inter,21,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Aké Marley,frFRA,3.5,Udinese,22,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Akinsanmiro Ebenezer,ngNGA,3.0,Inter,18,2004,0.2,0,0,0,0,3,0,0,0,0,,,0,Matches
Akpa-Akpro Jean-Daniel,ciCIV,2.4,Monza,30,1992,7.8,5,0,0,15,5,0,1,9,13,,,0,Matches
Akpan Ankeye David,ngNGA,4.0,Genoa,21,2002,0.6,0,0,0,2,1,0,1,0,0,,,0,Matches
Alberto Luis,esESP,3.0,Lazio,30,1992,25.7,7,0,0,16,23,6,149,6,21,,,0,Matches
Alcaraz Carlos,arARG,3.0,Juventus,20,2002,4.2,0,0,0,5,5,0,1,5,6,,,0,Matches
Almqvist Pontus,seSWE,3.5,Lecce,24,1999,23.4,5,0,0,29,35,1,22,14,28,,,0,Matches
Amatucci Lorenzo,itITA,3.0,Fiorentina,19,2004,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
Amione Bruno,arARG,2.0,Hellas Verona,21,2002,6.4,2,0,0,10,6,0,1,9,7,,,0,Matches
Anderson Felipe,brBRA,3.5,Lazio,30,1993,30.8,3,0,0,30,36,4,57,27,44,,,0,Matches
Angeliño,esESP,2.3,Roma,26,1997,12.7,2,0,0,13,10,1,53,12,11,,,1,Matches
Aouar Houssem,dzALG,3.4,Roma,25,1998,8.4,3,0,0,10,11,3,10,4,11,,,0,Matches
Aresti Simone,itITA,1.0,Cagliari,37,1986,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Arnautović Marko,atAUT,4.0,Inter,34,1989,8.9,0,0,0,11,15,8,7,5,3,,,0,Matches
Asllani Kristjan,alALB,3.0,Inter,21,2002,8.7,1,0,0,4,19,0,35,11,2,,,0,Matches
Audero Emil,idIDN,1.0,Inter,26,1997,3.7,0,0,0,0,0,0,0,0,0,,,0,Matches
Augello Tommaso,itITA,2.3,Cagliari,28,1994,26.9,5,0,0,15,15,1,152,13,20,,,0,Matches
Augusto Carlos,brBRA,2.4,Inter,24,1999,19.2,1,0,0,17,6,1,39,14,22,,,0,Matches
Aurel Bisseck Yann,deGER,2.0,Inter,22,2000,10.0,0,0,0,6,11,2,5,6,6,,,0,Matches
Azmoun Sardar,irIRN,3.5,Roma,28,1995,6.5,4,0,0,8,11,2,2,3,5,,,0,Matches
Azzi Paulo,brBRA,2.4,Cagliari,29,1994,10.6,1,0,0,5,4,4,49,17,11,,,0,Matches
Azzouzi Oussama,maMAR,3.0,Bologna,22,2001,6.1,4,0,0,14,7,1,2,5,8,,,0,Matches
Badelj Milan,hrCRO,3.0,Genoa,34,1989,28.2,6,0,0,23,14,0,13,49,28,,,0,Matches
Báez Jaime,uyURU,3.4,Frosinone,28,1995,5.6,1,0,0,6,15,5,24,4,1,,,0,Matches
Bagnolini Nicola,itITA,1.0,Bologna,19,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Bajrami Nedim,alALB,3.4,Sassuolo,24,1999,14.6,0,0,0,12,6,4,77,5,6,,,0,Matches
Bakker Mitchel,nlNED,3.0,Atalanta,23,2000,4.2,1,0,0,4,4,1,13,3,4,,,0,Matches
Baldanzi Tommaso,itITA,3.4,Empoli,20,2003,8.3,1,0,0,4,16,2,16,2,3,,,0,Matches
Baldanzi Tommaso,itITA,3.4,Roma,20,2003,5.8,2,0,0,7,14,1,5,0,5,,,0,Matches
Banda Lameck,zmZAM,3.5,Lecce,22,2001,15.0,5,1,0,33,30,9,51,3,23,,,0,Matches
Bandeira Daniel,ptPOR,3.0,Hellas Verona,23,2000,5.0,2,0,0,5,3,0,6,4,5,,,0,Matches
Bani Mattia,itITA,2.0,Genoa,29,1993,25.6,9,0,0,21,28,2,2,21,10,,,0,Matches
Barák Antonín,czCZE,3.4,Fiorentina,28,1994,9.0,2,0,0,8,7,1,4,2,2,,,0,Matches
Barella Nicolò,itITA,3.0,Inter,26,1997,31.6,7,0,0,28,27,3,50,8,28,,,0,Matches
Barrenechea Enzo,arARG,3.0,Frosinone,22,2001,31.2,10,0,0,32,52,0,1,28,42,,,0,Matches
Bartesaghi Davide,itITA,2.0,Milan,17,2005,0.9,0,0,0,1,1,0,1,0,1,,,0,Matches
Baschirotto Federico,itITA,2.0,Lecce,26,1996,36.6,3,1,0,29,4,0,3,22,11,,,0,Matches
Bašić Toma,hrCRO,3.0,Salernitana,26,1996,12.9,5,0,0,14,16,0,25,14,13,,,0,Matches
Bastoni Alessandro,itITA,2.0,Inter,24,1999,25.2,5,0,0,31,31,0,75,25,32,,,0,Matches
Bastoni Simone,itITA,2.4,Empoli,26,1996,8.3,3,0,0,17,13,0,35,11,12,,,0,Matches
Belahyane Reda,maMAR,3.0,Hellas Verona,19,2004,1.0,0,0,0,1,1,0,0,1,1,,,0,Matches
