Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Nabil Aberdin,fr FRA,DF,Getafe,20,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,0,0,,0.00,0.00,,,,,,,,,,
2,Abner,br BRA,DF,Real Betis,23,2000,23,15,1400,15.6,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,La Liga,2023-24,4,0,0.0,0.26,0.00,0.00,,,,,,,,,
3,Abdel Abqar,ma MAR,DF,Alavés,24,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,10,3,30.0,0.39,0.12,0.00,0.00,,,,,,,,
4,Marcos Acuña,ar ARG,"DF,MF",Sevilla,31,1991,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.07,0.14,0.21,0.07,0.21,Matches,La Liga,2023-24,9,4,44.4,0.63,0.28,0.11,0.25,,,,,,,,
5,Julen Agirrezabala,es ESP,GK,Athletic Club,22,2000,4,2,238,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,0,0,,0.00,0.00,,,4,1.51,12,8,66.7,1,50.0,
6,Lucien Agoume,fr FRA,MF,Sevilla,21,2002,12,9,777,8.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,6,2,33.3,0.69,0.23,0.00,0.00,,,,,,,,
7,Joseph Aidoo,gh GHA,DF,Celta Vigo,27,1995,6,4,407,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,3,0,0.0,0.66,0.00,0.00,,,,,,,,,
8,Ilias Akhomach,ma MAR,MF,Villarreal,19,2004,31,17,1511,16.8,2,2,4,2,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches,La Liga,2023-24,30,7,23.3,1.79,0.42,0.07,0.29,,,,,,,,
9,Sergio Akieme,es ESP,"DF,MF",Almería,25,1997,19,19,1675,18.6,2,0,2,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,La Liga,2023-24,9,5,55.6,0.48,0.27,0.22,0.40,,,,,,,,
10,Paul Akouokou,ci CIV,MF,Real Betis,25,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,0,0,,0.00,0.00,,,,,,,,,,
11,David Alaba,at AUT,DF,Real Madrid,31,1992,14,14,1154,12.8,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,La Liga,2023-24,14,4,28.6,1.09,0.31,0.00,0.00,,,,,,,,
12,Raúl Albiol,es ESP,DF,Villarreal,37,1985,26,24,2031,22.6,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,La Liga,2023-24,6,1,16.7,0.27,0.04,0.00,0.00,,,,,,,,
13,Rubén Alcaraz,es ESP,MF,Cádiz,32,1991,36,36,3134,34.8,3,1,4,1,2,2,14,0,0.09,0.03,0.11,0.03,0.06,Matches,La Liga,2023-24,48,12,25.0,1.38,0.34,0.02,0.08,,,,,,,,
14,Omar Alderete,py PAR,DF,Getafe,26,1996,31,24,2195,24.4,0,1,1,0,0,0,8,1,0.00,0.04,0.04,0.00,0.04,Matches,La Liga,2023-24,24,5,20.8,0.98,0.21,0.00,0.00,,,,,,,,
15,Iván Alejo,es ESP,MF,Cádiz,28,1995,30,21,1692,18.8,0,2,2,0,0,0,17,0,0.00,0.11,0.11,0.00,0.11,Matches,La Liga,2023-24,11,2,18.2,0.59,0.11,0.00,0.00,,,,,,,,
16,Carles Aleñá,es ESP,MF,Getafe,25,1998,29,10,1020,11.3,1,1,2,1,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches,La Liga,2023-24,16,5,31.3,1.41,0.44,0.06,0.20,,,,,,,,
17,Mohamed Ali Cho,fr FRA,FW,Real Sociedad,19,2004,11,1,249,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,3,0,0.0,1.08,0.00,0.00,,,,,,,,,
18,Tadeo Allende,ar ARG,MF,Celta Vigo,24,1999,10,2,336,3.7,1,0,1,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches,La Liga,2023-24,8,2,25.0,2.14,0.54,0.13,0.50,,,,,,,,
19,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,23,2000,18,12,965,10.7,2,1,3,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28,Matches,La Liga,2023-24,10,4,40.0,0.93,0.37,0.20,0.50,,,,,,,,
20,Marcos Alonso,es ESP,DF,Barcelona,32,1990,5,3,252,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,3,2,66.7,1.07,0.71,0.00,0.00,,,,,,,,
21,Adrià Altimira,es ESP,"DF,MF",Villarreal,22,2001,11,10,775,8.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,1,0,0.0,0.12,0.00,0.00,,,,,,,,,
22,Sergi Altimira,es ESP,MF,Real Betis,21,2001,14,6,568,6.3,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,La Liga,2023-24,7,2,28.6,1.11,0.32,0.14,0.50,,,,,,,,
23,Gastón Álvarez,uy URU,DF,Getafe,23,2000,34,29,2537,28.2,2,0,2,2,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches,La Liga,2023-24,14,3,21.4,0.50,0.11,0.14,0.67,,,,,,,,
24,Hugo Álvarez,es ESP,"MF,FW",Celta Vigo,20,2003,12,8,762,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches,La Liga,2023-24,12,4,33.3,1.42,0.47,0.08,0.25,,,,,,,,
25,Yeray Álvarez,es ESP,DF,Athletic Club,28,1995,19,14,1152,12.8,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,7,2,28.6,0.55,0.16,0.00,0.00,,,,,,,,
26,Selim Amallah,ma MAR,"MF,FW",Valencia,26,1996,20,7,604,6.7,0,1,1,0,0,0,5,1,0.00,0.15,0.15,0.00,0.15,Matches,La Liga,2023-24,11,5,45.5,1.64,0.75,0.00,0.00,,,,,,,,
27,Amath,sn SEN,"FW,MF",Mallorca,27,1996,15,3,394,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,12,3,25.0,2.74,0.69,0.00,0.00,,,,,,,,
28,Miguel Ángel Rubio,es ESP,DF,Granada,25,1998,19,17,1560,17.3,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,La Liga,2023-24,9,2,22.2,0.52,0.12,0.11,0.50,,,,,,,,
29,Fabrizio Angileri,ar ARG,DF,Getafe,29,1994,11,2,164,1.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,0,0,,0.00,0.00,,,,,,,,,,
30,Mauro Arambarri,uy URU,MF,Getafe,27,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,9,2,22.2,2.39,0.53,0.00,0.00,,,,,,,,
31,Jon Aramburu,ve VEN,"DF,MF",Real Sociedad,21,2002,11,5,543,6.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,4,0,0.0,0.66,0.00,0.00,,,,,,,,,
32,Julian Araujo,mx MEX,DF,Las Palmas,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,La Liga,2023-24,7,2,28.6,0.43,0.12,0.14,0.50,,,,,,,,
33,Ronald Araújo,uy URU,DF,Barcelona,24,1999,25,21,1997,22.2,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches,La Liga,2023-24,23,9,39.1,1.04,0.41,0.04,0.11,,,,,,,,
34,Adu Ares,es ESP,MF,Athletic Club,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,4,0,0.0,1.36,0.00,0.00,,,,,,,,,
35,Jesús Areso,es ESP,"DF,MF",Osasuna,24,1999,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.03,0.20,0.24,0.03,0.24,Matches,La Liga,2023-24,9,2,22.2,0.30,0.07,0.11,0.50,,,,,,,,
36,Matias Arezo,uy URU,FW,Granada,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,12,4,33.3,2.93,0.98,0.00,0.00,,,,,,,,
37,Iñigo Arguibide,es ESP,FW,Osasuna,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,La Liga,2023-24,0,0,,0.00,0.00,,,,,,,,,,
38,José Arnaiz,es ESP,"FW,MF",Osasuna,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,0.19,0.10,0.29,0.19,0.29,Matches,La Liga,2023-24,29,9,31.0,2.81,0.87,0.07,0.22,,,,,,,,
