player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Baumgartner Christoph,atAUT,3.0,Hoffenheim,21,1999,21.0,,16,,,,,,,,,,,8,,,,Matches
Bazee Noah Joel Sarenren,ngNGA,3.0,Augsburg,24,1996,2.7,,2,,,,,,,,,,,1,,,,Matches
Bebou Ihlas,tgTOG,3.5,Hoffenheim,27,1994,23.2,,15,,,,,,,,,,,12,,,,Matches
Becker Sheraldo,srSUR,3.5,Union Berlin,26,1995,19.5,,6,,,,,,,,,,,2,,,,Matches
Behrens Kevin,deGER,4.0,Union Berlin,30,1991,5.5,,2,,,,,,,,,,,3,,,,Matches
Belfodil Ishak,dzALG,4.0,Hertha BSC,29,1992,18.2,,6,,,,,,,,,,,5,,,,Matches
Bell Stefan,deGER,2.0,Mainz 05,29,1991,31.8,,23,,,,,,,,,,,41,,,,Matches
Bella Kotchap Armel,deGER,2.0,Bochum,19,2001,19.6,,18,,,,,,,,,,,41,,,,Matches
Bellarabi Karim,deGER,3.0,Leverkusen,31,1990,7.6,,5,,,,,,,,,,,8,,,,Matches
Bellingham Jude,engENG,3.0,Dortmund,18,2003,31.0,,34,,,,,,,,,,,37,,,,Matches
Bello George,usUSA,2.0,Arminia,19,2002,4.8,,7,,,,,,,,,,,7,,,,Matches
Bénes László,skSVK,3.0,Gladbach,23,1997,2.7,,3,,,,,,,,,,,2,,,,Matches
Bennetts Keanan,engENG,3.0,Gladbach,22,1999,0.6,,0,,,,,,,,,,,0,,,,Matches
Bensebaini Ramy,dzALG,2.3,Gladbach,26,1995,22.4,,29,,,,,,,,,,,39,,,,Matches
Beyer Jordan,deGER,2.0,Gladbach,21,2000,15.4,,28,,,,,,,,,,,15,,,,Matches
Białek Bartosz,plPOL,4.0,Wolfsburg,19,2001,2.0,,0,,,,,,,,,,,0,,,,Matches
Bičakčić Ermin,baBIH,2.0,Hoffenheim,31,1990,0.1,,0,,,,,,,,,,,0,,,,Matches
Bischof Tom,deGER,3.0,Hoffenheim,16,2005,0.2,,0,,,,,,,,,,,0,,,,Matches
Blum Danny,deGER,4.0,Bochum,30,1991,3.8,,1,,,,,,,,,,,2,,,,Matches
Boateng Kevin-Prince,ghGHA,3.4,Hertha BSC,34,1987,7.7,,5,,,,,,,,,,,5,,,,Matches
Bockhorn Herbert,ugUGA,2.3,Bochum,26,1995,9.4,,14,,,,,,,,,,,14,,,,Matches
Boëtius Jean-Paul,srSUR,3.0,Mainz 05,27,1994,20.0,,23,,,,,,,,,,,30,,,,Matches
Bonga Tarsis,deGER,3.5,Bochum,24,1997,0.2,,0,,,,,,,,,,,0,,,,Matches
Bonnah Solomon,nlNED,3.0,RB Leipzig,17,2003,0.1,,0,,,,,,,,,,,1,,,,Matches
Bornauw Sebastiaan,beBEL,2.0,Wolfsburg,22,1999,22.3,,20,,,,,,,,,,,42,,,,Matches
Borré Rafael,coCOL,4.0,Eintracht Frankfurt,25,1995,26.4,,21,,,,,,,,,,,5,,,,Matches
Boyata Dedryck,beBEL,2.0,Hertha BSC,30,1990,21.1,,13,,,,,,,,,,,18,,,,Matches
Brandt Julian,deGER,3.0,Dortmund,25,1996,23.1,,20,,,,,,,,,,,25,,,,Matches
Bravo Iker,esESP,4.0,Leverkusen,16,2005,0.1,,1,,,,,,,,,,,0,,,,Matches
Bredlow Fabian,deGER,1.0,Stuttgart,26,1995,4.0,,0,,,,,,,,,,,0,,,,Matches
Brekalo Josip,hrCRO,3.5,Wolfsburg,23,1998,0.2,,0,,,,,,,,,,,0,,,,Matches
Brobbey Brian,nlNED,4.0,RB Leipzig,19,2002,1.5,,0,,,,,,,,,,,0,,,,Matches
Brooks John,usUSA,2.0,Wolfsburg,28,1993,29.1,,27,,,,,,,,,,,43,,,,Matches
Brosinski Daniel,deGER,3.0,Mainz 05,33,1988,4.3,,1,,,,,,,,,,,3,,,,Matches
Brunner Cédric,chSUI,2.0,Arminia,27,1994,24.3,,33,,,,,,,,,,,46,,,,Matches
Bruun Larsen Jacob,dkDEN,3.4,Hoffenheim,22,1998,9.0,,2,,,,,,,,,,,4,,,,Matches
Burchert Sascha,deGER,1.0,Greuther Fürth,31,1989,14.0,,1,,,,,,,,,,,0,,,,Matches
Burgzorg Delano,srSUR,3.5,Mainz 05,22,1998,0.3,,1,,,,,,,,,,,0,,,,Matches
Burkardt Jonathan,deGER,3.5,Mainz 05,21,2000,29.0,,8,,,,,,,,,,,8,,,,Matches
Bürki Roman,chSUI,1.0,Dortmund,30,1990,1.0,,0,,,,,,,,,,,0,,,,Matches
Caligiuri Daniel,itITA,3.0,Augsburg,33,1988,22.3,,28,,,,,,,,,,,17,,,,Matches
Can Emre,deGER,2.3,Dortmund,27,1994,18.8,,22,,,,,,,,,,,36,,,,Matches
Casteels Koen,beBEL,1.0,Wolfsburg,29,1992,28.0,,0,,,,,,,,,,,0,,,,Matches
Castro Gonzalo,deGER,3.4,Arminia,34,1987,4.8,,4,,,,,,,,,,,3,,,,Matches
Chabot Julian,deGER,2.0,Köln,23,1998,2.3,,5,,,,,,,,,,,4,,,,Matches
Chandler Timothy,usUSA,3.0,Eintracht Frankfurt,31,1990,13.5,,12,,,,,,,,,,,20,,,,Matches
Che Justin,usUSA,2.0,Hoffenheim,17,2003,0.5,,0,,,,,,,,,,,1,,,,Matches
Christiansen Max,deGER,3.0,Greuther Fürth,24,1996,22.8,,25,,,,,,,,,,,67,,,,Matches
Coman Kingsley,frFRA,3.4,Bayern Munich,25,1996,15.1,,8,,,,,,,,,,,8,,,,Matches
Copado Lucas,deGER,4.0,Bayern Munich,17,2004,0.2,,0,,,,,,,,,,,0,,,,Matches
Córdova Sergio,veVEN,4.0,Augsburg,23,1997,3.6,,3,,,,,,,,,,,0,,,,Matches
Costa Danny,deGER,2.4,Eintracht Frankfurt,28,1993,8.1,,2,,,,,,,,,,,11,,,,Matches
Coulibaly Tanguy,frFRA,3.4,Stuttgart,20,2001,12.0,,14,,,,,,,,,,,3,,,,Matches
Cuisance Mickaël,frFRA,3.0,Bayern Munich,21,1999,0.1,,1,,,,,,,,,,,0,,,,Matches
Cunha Matheus,brBRA,4.0,Hertha BSC,22,1999,0.7,,0,,,,,,,,,,,0,,,,Matches
Czichos Rafael,deGER,2.3,Köln,31,1990,15.6,,20,,,,,,,,,,,19,,,,Matches
Czyborra Lennart-Marten,deGER,2.0,Arminia,22,1999,1.5,,0,,,,,,,,,,,3,,,,Matches
Dabbur Moanes,ilISR,3.5,Hoffenheim,29,1992,14.6,,11,,,,,,,,,,,5,,,,Matches
Dahmen Finn,deGER,1.0,Mainz 05,23,1998,2.0,,0,,,,,,,,,,,0,,,,Matches
Dahoud Mahmoud,deGER,2.4,Dortmund,25,1996,18.4,,23,,,,,,,,,,,14,,,,Matches
Dárdai Márton,huHUN,2.0,Hertha BSC,19,2002,8.4,,5,,,,,,,,,,,19,,,,Matches
Darida Vladimír,czCZE,3.0,Hertha BSC,30,1990,19.8,,18,,,,,,,,,,,22,,,,Matches
Davies Alphonso,caCAN,2.3,Bayern Munich,20,2000,19.3,,16,,,,,,,,,,,21,,,,Matches
Decarli Saulo,chSUI,2.0,Bochum,29,1992,0.1,,0,,,,,,,,,,,0,,,,Matches
Delaney Thomas,dkDEN,3.0,Dortmund,29,1991,0.2,,0,,,,,,,,,,,0,,,,Matches
Demirbay Kerem,deGER,3.0,Leverkusen,28,1993,22.8,,31,,,,,,,,,,,32,,,,Matches
Demirović Ermedin,baBIH,4.0,Freiburg,23,1998,9.7,,6,,,,,,,,,,,1,,,,Matches
der Hoorn Mike,nlNED,2.0,Arminia,28,1992,0.2,,0,,,,,,,,,,,1,,,,Matches
Diaby Moussa,frFRA,3.0,Leverkusen,22,1999,30.7,,11,,,,,,,,,,,8,,,,Matches
Didavi Daniel,deGER,3.4,Stuttgart,31,1990,3.1,,2,,,,,,,,,,,1,,,,Matches
Dilrosun Javairô,nlNED,3.0,Hertha BSC,23,1998,1.5,,1,,,,,,,,,,,0,,,,Matches
Dongjun Lee,krKOR,4.0,Hertha BSC,24,1997,1.3,,1,,,,,,,,,,,2,,,,Matches
Dorsch Niklas,deGER,3.0,Augsburg,23,1998,25.8,,51,,,,,,,,,,,35,,,,Matches
Duda Ondrej,skSVK,3.0,Köln,26,1994,17.9,,15,,,,,,,,,,,18,,,,Matches
Dudziak Jeremy,tnTUN,3.4,Greuther Fürth,25,1995,12.6,,7,,,,,,,,,,,11,,,,Matches
Durm Erik,deGER,2.3,Eintracht Frankfurt,29,1992,5.3,,9,,,,,,,,,,,8,,,,Matches
Eggestein Maximilian,deGER,3.0,Freiburg,24,1996,24.4,,28,,,,,,,,,,,31,,,,Matches
Egloff Lilian,deGER,3.0,Stuttgart,18,2002,0.3,,1,,,,,,,,,,,0,,,,Matches
Ehizibue Kingsley,nlNED,2.0,Köln,26,1995,7.6,,19,,,,,,,,,,,9,,,,Matches
Eitschberger Julian,deGER,2.0,Hertha BSC,17,2004,0.5,,0,,,,,,,,,,,2,,,,Matches
Ekkelenkamp Jurgen,nlNED,3.0,Hertha BSC,21,2000,8.0,,2,,,,,,,,,,,5,,,,Matches
Elvedi Nico,chSUI,2.0,Gladbach,24,1996,27.0,,24,,,,,,,,,,,37,,,,Matches
Embolo Breel,chSUI,3.5,Gladbach,24,1997,24.1,,11,,,,,,,,,,,7,,,,Matches
Endo Keita,jpJPN,3.5,Union Berlin,23,1997,0.6,,1,,,,,,,,,,,0,,,,Matches
Endo Wataru,jpJPN,3.0,Stuttgart,28,1993,32.2,,39,,,,,,,,,,,30,,,,Matches
Esser Michael,deGER,1.0,Bochum,33,1987,3.0,,0,,,,,,,,,,,0,,,,Matches
Faghir Wahid,dkDEN,4.0,Stuttgart,18,2003,1.4,,0,,,,,,,,,,,0,,,,Matches
Faruk Beyaz Ömer,trTUR,3.0,Stuttgart,17,2003,0.8,,3,,,,,,,,,,,1,,,,Matches
Fein Adrian,deGER,3.0,Greuther Fürth,22,1999,0.4,,0,,,,,,,,,,,2,,,,Matches
Felix Uduokhai Ohis,deGER,2.0,Augsburg,23,1997,8.7,,6,,,,,,,,,,,9,,,,Matches
Fernandes Edimilson,chSUI,3.0,Arminia,25,1996,3.1,,0,,,,,,,,,,,2,,,,Matches
Finnbogason Alfreð,isISL,3.5,Augsburg,32,1989,3.2,,2,,,,,,,,,,,2,,,,Matches
Flekken Mark,nlNED,1.0,Freiburg,28,1993,32.0,,0,,,,,,,,,,,2,,,,Matches
Forsberg Emil,seSWE,3.0,RB Leipzig,29,1991,19.0,,14,,,,,,,,,,,2,,,,Matches
Förster Philipp,deGER,3.4,Stuttgart,26,1995,10.7,,13,,,,,,,,,,,5,,,,Matches
Fosu-Mensah Timothy,nlNED,2.0,Leverkusen,23,1998,1.6,,3,,,,,,,,,,,2,,,,Matches
Framberger Raphael,deGER,2.3,Augsburg,25,1995,9.4,,19,,,,,,,,,,,10,,,,Matches
Friedrich Marvin,deGER,2.0,Gladbach,25,1995,6.7,,9,,,,,,,,,,,7,,,,Matches
Friedrich Marvin,deGER,2.0,Union Berlin,25,1995,13.0,,6,,,,,,,,,,,24,,,,Matches
Frimpong Jeremie,nlNED,2.0,Leverkusen,20,2000,22.8,,16,,,,,,,,,,,20,,,,Matches
Früchtl Christian,deGER,1.0,Bayern Munich,21,2000,0.1,,0,,,,,,,,,,,0,,,,Matches
Führich Chris,deGER,3.4,Stuttgart,23,1998,19.0,,16,,,,,,,,,,,6,,,,Matches
Funk Marius,deGER,1.0,Greuther Fürth,25,1996,8.0,,0,,,,,,,,,,,0,,,,Matches
Fürstner Stephan,deGER,3.0,Mainz 05,33,1987,0.1,,0,,,,,,,,,,,0,,,,Matches
Gaćinović Mijat,rsSRB,3.0,Hoffenheim,26,1995,1.2,,3,,,,,,,,,,,1,,,,Matches
Gamboa Cristian,crCRC,2.0,Bochum,31,1989,19.1,,36,,,,,,,,,,,33,,,,Matches
Ganvoula M'Boussy Silvère,cgCGO,4.0,Bochum,25,1996,1.7,,0,,,,,,,,,,,0,,,,Matches
Gechter Linus,deGER,2.3,Hertha BSC,17,2004,8.0,,7,,,,,,,,,,,10,,,,Matches
Geiger Dennis,deGER,3.0,Hoffenheim,23,1998,15.3,,24,,,,,,,,,,,15,,,,Matches
Gerhardt Yannick,deGER,2.4,Wolfsburg,27,1994,17.5,,20,,,,,,,,,,,24,,,,Matches
Ghaddioui Hamadi,maMAR,4.0,Stuttgart,30,1990,5.5,,5,,,,,,,,,,,0,,,,Matches
Gießelmann Niko,deGER,3.0,Union Berlin,29,1991,23.1,,17,,,,,,,,,,,19,,,,Matches
Gikiewicz Rafał,plPOL,1.0,Augsburg,33,1987,34.0,,0,,,,,,,,,,,3,,,,Matches
Ginczek Daniel,deGER,4.0,Wolfsburg,30,1991,0.1,,0,,,,,,,,,,,0,,,,Matches
Ginter Matthias,deGER,2.0,Gladbach,27,1994,26.2,,22,,,,,,,,,,,32,,,,Matches
Gittens Jamie,engENG,3.0,Dortmund,16,2004,1.5,,1,,,,,,,,,,,1,,,,Matches
Gnabry Serge,deGER,3.0,Bayern Munich,26,1995,24.3,,34,,,,,,,,,,,15,,,,Matches
Goretzka Leon,deGER,3.0,Bayern Munich,26,1995,15.5,,16,,,,,,,,,,,17,,,,Matches
Gouweleeuw Jeffrey,nlNED,2.0,Augsburg,30,1991,28.6,,30,,,,,,,,,,,48,,,,Matches
Grahl Jens,deGER,1.0,Eintracht Frankfurt,32,1988,1.0,,0,,,,,,,,,,,0,,,,Matches
Green Julian,usUSA,3.4,Greuther Fürth,26,1995,11.7,,5,,,,,,,,,,,7,,,,Matches
Gregoritsch Michael,atAUT,3.5,Augsburg,27,1994,15.5,,8,,,,,,,,,,,6,,,,Matches
Griesbeck Sebastian,deGER,2.3,Greuther Fürth,30,1990,27.1,,36,,,,,,,,,,,47,,,,Matches
Griesbeck Sebastian,deGER,2.3,Union Berlin,30,1990,0.1,,1,,,,,,,,,,,0,,,,Matches
Grifo Vincenzo,itITA,3.4,Freiburg,28,1993,30.8,,15,,,,,,,,,,,15,,,,Matches
Grill Lennart,deGER,1.0,Leverkusen,22,1999,1.0,,0,,,,,,,,,,,0,,,,Matches
Grillitsch Florian,atAUT,2.3,Hoffenheim,25,1995,16.6,,21,,,,,,,,,,,28,,,,Matches
Gruezo Carlos,ecECU,3.0,Augsburg,26,1995,10.8,,11,,,,,,,,,,,9,,,,Matches
Guerreiro Raphaël,ptPOR,2.3,Dortmund,27,1993,19.9,,21,,,,,,,,,,,23,,,,Matches
Guilavogui Josuha,frFRA,2.4,Wolfsburg,30,1990,10.5,,12,,,,,,,,,,,26,,,,Matches
Gulácsi Péter,huHUN,1.0,RB Leipzig,31,1990,33.0,,0,,,,,,,,,,,1,,,,Matches
Gulde Manuel,deGER,2.0,Freiburg,30,1991,13.6,,10,,,,,,,,,,,19,,,,Matches
Gumny Robert,plPOL,2.0,Augsburg,23,1998,25.2,,32,,,,,,,,,,,28,,,,Matches
Günter Christian,deGER,2.3,Freiburg,28,1993,34.0,,19,,,,,,,,,,,16,,,,Matches
Günther Lasse,deGER,3.0,Augsburg,18,2003,1.8,,5,,,,,,,,,,,2,,,,Matches
Gvardiol Joško,hrCRO,2.0,RB Leipzig,19,2002,26.8,,30,,,,,,,,,,,54,,,,Matches
Haaland Erling,noNOR,4.0,Dortmund,21,2000,21.2,,0,,,,,,,,,,,1,,,,Matches
Haberer Janik,deGER,3.0,Freiburg,27,1994,9.1,,8,,,,,,,,,,,17,,,,Matches
Hack Alexander,deGER,2.0,Mainz 05,27,1993,23.0,,28,,,,,,,,,,,57,,,,Matches
Hack Robin,deGER,3.4,Arminia,22,1998,15.2,,10,,,,,,,,,,,4,,,,Matches
Hahn André,deGER,3.4,Augsburg,30,1990,23.3,,22,,,,,,,,,,,15,,,,Matches
Haidara Amadou,mlMLI,3.0,RB Leipzig,23,1998,14.7,,16,,,,,,,,,,,14,,,,Matches
Halstenberg Marcel,deGER,2.3,RB Leipzig,29,1991,5.6,,7,,,,,,,,,,,8,,,,Matches
Haraguchi Genki,jpJPN,3.0,Union Berlin,30,1991,19.5,,20,,,,,,,,,,,26,,,,Matches
Hartwig Luis,deGER,4.0,Bochum,18,2002,0.0,,0,,,,,,,,,,,0,,,,Matches
Hasebe Makoto,jpJPN,2.0,Eintracht Frankfurt,37,1984,13.2,,14,,,,,,,,,,,20,,,,Matches
Hazard Thorgan,beBEL,3.4,Dortmund,28,1993,14.9,,13,,,,,,,,,,,7,,,,Matches
Hector Jonas,deGER,2.0,Köln,31,1990,28.4,,40,,,,,,,,,,,54,,,,Matches
Hee-chan Hwang,krKOR,3.5,RB Leipzig,25,1996,0.5,,0,,,,,,,,,,,1,,,,Matches
Heintz Dominique,deGER,2.0,Union Berlin,27,1993,5.2,,5,,,,,,,,,,,6,,,,Matches
Heintz Dominique,deGER,2.0,Freiburg,27,1993,0.3,,0,,,,,,,,,,,1,,,,Matches
Henrichs Benjamin,deGER,3.0,RB Leipzig,24,1997,12.7,,19,,,,,,,,,,,19,,,,Matches
Hernández Lucas,frFRA,2.0,Bayern Munich,25,1996,22.6,,32,,,,,,,,,,,31,,,,Matches
Herrmann Patrick,deGER,3.0,Gladbach,30,1991,8.4,,8,,,,,,,,,,,6,,,,Matches
Hincapié Piero,ecECU,2.0,Leverkusen,19,2002,19.5,,22,,,,,,,,,,,32,,,,Matches
Hinteregger Martin,atAUT,2.0,Eintracht Frankfurt,28,1992,24.7,,28,,,,,,,,,,,45,,,,Matches
Hitz Marwin,chSUI,1.0,Dortmund,33,1987,4.5,,0,,,,,,,,,,,0,,,,Matches
Höfler Nicolas,deGER,3.0,Freiburg,31,1990,28.9,,41,,,,,,,,,,,46,,,,Matches
Hofmann Jonas,deGER,3.0,Gladbach,29,1992,23.1,,19,,,,,,,,,,,13,,,,Matches
Höler Lucas,deGER,3.5,Freiburg,27,1994,28.7,,28,,,,,,,,,,,18,,,,Matches
Holtmann Gerrit,phPHI,3.5,Bochum,26,1995,20.4,,7,,,,,,,,,,,7,,,,Matches
Hoogma Justin,nlNED,2.4,Greuther Fürth,23,1998,3.0,,6,,,,,,,,,,,4,,,,Matches
Horn Jannes,deGER,2.0,Köln,24,1997,5.3,,4,,,,,,,,,,,4,,,,Matches
Horn Timo,deGER,1.0,Köln,28,1993,13.0,,0,,,,,,,,,,,0,,,,Matches
Hrádecký Lukáš,fiFIN,1.0,Leverkusen,31,1989,32.0,,1,,,,,,,,,,,0,,,,Matches
Hrgota Branimir,seSWE,3.5,Greuther Fürth,28,1993,30.9,,31,,,,,,,,,,,12,,,,Matches
Hrustic Ajdin,auAUS,3.0,Eintracht Frankfurt,25,1996,10.7,,12,,,,,,,,,,,10,,,,Matches
Hübers Timo,deGER,2.0,Köln,25,1996,19.3,,30,,,,,,,,,,,54,,,,Matches
Hübner Benjamin,deGER,2.0,Hoffenheim,32,1989,4.2,,6,,,,,,,,,,,9,,,,Matches
Hummels Mats,deGER,2.0,Dortmund,32,1988,19.6,,21,,,,,,,,,,,33,,,,Matches
Iago,brBRA,2.3,Augsburg,24,1997,24.2,,27,,,,,,,,,,,26,,,,Matches
Ilsanker Stefan,atAUT,2.3,Eintracht Frankfurt,32,1989,3.0,,8,,,,,,,,,,,6,,,,Matches
İnce Burak,trTUR,4.0,Arminia,17,2004,1.5,,1,,,,,,,,,,,0,,,,Matches
Ingvartsen Marcus,dkDEN,3.0,Union Berlin,25,1996,1.4,,0,,,,,,,,,,,2,,,,Matches
Ingvartsen Marcus,dkDEN,3.4,Mainz 05,25,1996,7.6,,2,,,,,,,,,,,6,,,,Matches
Ito Hiroki,jpJPN,2.0,Stuttgart,22,1999,26.1,,31,,,,,,,,,,,52,,,,Matches
Itten Cedric,chSUI,4.0,Greuther Fürth,24,1996,7.1,,2,,,,,,,,,,,2,,,,Matches
Itter Gian-Luca,deGER,2.3,Greuther Fürth,22,1999,16.2,,30,,,,,,,,,,,13,,,,Matches
Jae-sung Lee,krKOR,3.4,Mainz 05,28,1992,16.0,,12,,,,,,,,,,,20,,,,Matches
Jaeckel Paul,deGER,2.0,Union Berlin,23,1998,22.7,,28,,,,,,,,,,,56,,,,Matches
Jakić Kristijan,hrCRO,3.0,Eintracht Frankfurt,24,1997,20.9,,22,,,,,,,,,,,18,,,,Matches
Jantschke Tony,deGER,2.0,Gladbach,31,1990,2.5,,5,,,,,,,,,,,4,,,,Matches
Jastrzembski Dennis,plPOL,3.0,Hertha BSC,21,2000,2.5,,1,,,,,,,,,,,5,,,,Matches
Jensen Fredrik,fiFIN,3.0,Augsburg,23,1997,4.6,,4,,,,,,,,,,,2,,,,Matches
John Marco,deGER,3.0,Hoffenheim,19,2002,0.5,,0,,,,,,,,,,,1,,,,Matches
Jovetić Stevan,meMNE,3.5,Hertha BSC,31,1989,11.3,,2,,,,,,,,,,,1,,,,Matches
Jung Gideon,deGER,2.0,Greuther Fürth,26,1994,1.6,,1,,,,,,,,,,,2,,,,Matches
Kade Anton,deGER,3.0,Hertha BSC,17,2004,0.9,,2,,,,,,,,,,,3,,,,Matches
Kadeřábek Pavel,czCZE,2.4,Hoffenheim,29,1992,13.3,,11,,,,,,,,,,,14,,,,Matches
Kainz Florian,atAUT,3.0,Köln,28,1992,25.8,,28,,,,,,,,,,,32,,,,Matches
Kalajdzic Sasa,atAUT,4.0,Stuttgart,24,1997,13.6,,6,,,,,,,,,,,2,,,,Matches
Kamada Daichi,jpJPN,3.0,Eintracht Frankfurt,24,1996,23.8,,20,,,,,,,,,,,9,,,,Matches
Kampl Kevin,siSVN,3.0,RB Leipzig,30,1990,21.1,,19,,,,,,,,,,,23,,,,Matches
Kapino Stefanos,grGRE,1.0,Arminia,27,1994,1.0,,0,,,,,,,,,,,0,,,,Matches
Karazor Atakan,trTUR,3.0,Stuttgart,24,1996,21.1,,24,,,,,,,,,,,35,,,,Matches
Katompa Silas,cdCOD,3.4,Stuttgart,22,1998,3.1,,2,,,,,,,,,,,4,,,,Matches
Katterbach Noah,deGER,2.3,Köln,20,2001,0.2,,1,,,,,,,,,,,0,,,,Matches
Keitel Yannik,deGER,3.0,Freiburg,21,2000,5.6,,4,,,,,,,,,,,2,,,,Matches
Kempf Marc-Oliver,deGER,2.0,Hertha BSC,26,1995,11.7,,9,,,,,,,,,,,25,,,,Matches
Kempf Marc-Oliver,deGER,2.0,Stuttgart,26,1995,9.3,,9,,,,,,,,,,,15,,,,Matches
Khedira Rani,deGER,3.0,Union Berlin,27,1994,30.6,,39,,,,,,,,,,,50,,,,Matches
Kilian Luca,deGER,2.0,Mainz 05,21,1999,0.0,,0,,,,,,,,,,,0,,,,Matches
Kilian Luca,deGER,2.0,Köln,21,1999,25.3,,26,,,,,,,,,,,49,,,,Matches
Kimmich Joshua,deGER,2.4,Bayern Munich,26,1995,27.5,,21,,,,,,,,,,,55,,,,Matches
Klement Philipp,deGER,3.0,Stuttgart,28,1992,3.8,,3,,,,,,,,,,,1,,,,Matches
Klimowicz Mateo,deGER,3.4,Stuttgart,21,2000,6.7,,6,,,,,,,,,,,4,,,,Matches
Klos Fabian,deGER,4.0,Arminia,33,1987,15.8,,6,,,,,,,,,,,0,,,,Matches
Klostermann Lukas,deGER,2.3,RB Leipzig,25,1996,18.3,,17,,,,,,,,,,,28,,,,Matches
