player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Cervi Franco,arARG,3.0,Celta Vigo,28,1994,21.0,2,1,0,27,42,2,115,37,47,,,0,Matches
Chavarría Pep,esESP,3.0,Rayo Vallecano,24,1998,4.1,1,0,0,11,4,1,13,2,4,,,0,Matches
Cheikh Diop Pape,snSEN,3.0,Elche,24,1997,0.4,1,1,0,3,0,0,0,0,0,,,0,Matches
Christensen Andreas,dkDEN,2.0,Barcelona,26,1996,19.6,2,0,0,18,7,0,1,20,15,,,1,Matches
Chukwueze Samuel,ngNGA,3.5,Villarreal,23,1999,26.0,1,0,0,19,34,11,28,12,12,,,0,Matches
Chumi,esESP,2.0,Almería,23,1999,16.5,5,0,0,10,3,0,8,15,15,,,0,Matches
Chust Víctor,esESP,2.0,Cádiz,22,2000,10.7,3,0,0,11,4,1,0,11,7,,,0,Matches
Ciss Pathé,snSEN,3.0,Rayo Vallecano,28,1994,14.2,4,0,0,38,13,1,3,22,30,,,1,Matches
Clerc Carlos,esESP,2.3,Elche,30,1992,29.3,5,0,0,32,31,2,91,27,52,,,0,Matches
Collado Álex,esESP,3.0,Elche,23,1999,8.0,1,0,0,9,10,1,18,2,15,,,0,Matches
Collado Diego,esESP,3.5,Villarreal,21,2001,0.1,0,0,0,0,0,0,2,1,0,,,0,Matches
Cömert Eray,chSUI,2.0,Valencia,24,1998,18.6,5,1,0,22,11,1,1,29,22,,,0,Matches
Comesaña Santi,esESP,3.0,Rayo Vallecano,25,1996,27.2,6,0,0,49,28,4,17,33,45,,,0,Matches
Copete,esESP,2.0,Mallorca,22,1999,24.5,7,1,0,47,24,2,8,42,29,,,0,Matches
Coquelin Francis,frFRA,3.0,Villarreal,31,1991,8.3,2,0,0,11,7,0,5,9,12,,,0,Matches
Corona Jesús,mxMEX,3.0,Sevilla,29,1993,1.2,0,0,0,2,5,1,3,2,0,,,0,Matches
Correa Ángel,arARG,3.5,Atlético Madrid,27,1995,16.2,3,1,0,19,20,14,23,9,7,,,0,Matches
Correia Thierry,ptPOR,2.0,Valencia,23,1999,22.3,5,0,0,40,44,1,85,25,51,,,0,Matches
Costa Jaume,esESP,2.0,Mallorca,34,1988,28.9,10,0,0,44,34,7,76,24,34,,,0,Matches
Costa Samu,ptPOR,3.0,Almería,21,2000,22.1,5,0,0,51,45,4,8,35,34,,,0,Matches
Courtois Thibaut,beBEL,1.0,Real Madrid,30,1992,31.0,0,0,0,0,3,0,0,3,0,,,0,Matches
Couto Yan,brBRA,2.4,Girona,20,2002,12.9,3,0,0,13,15,2,65,7,18,,,0,Matches
Cruz Armada Juan,esESP,2.0,Osasuna,30,1992,22.9,7,0,0,17,9,1,35,14,16,,,0,Matches
Cruz Juan,esESP,3.0,Real Betis,22,2000,2.0,1,0,0,4,2,1,6,0,0,,,0,Matches
Cuenca Jorge,esESP,2.0,Villarreal,22,1999,5.6,1,0,0,4,1,0,1,6,6,,,0,Matches
Cufré Braian,arARG,2.4,Mallorca,25,1996,2.4,0,0,0,5,3,2,1,2,2,,,0,Matches
Cunha Matheus,brBRA,3.4,Atlético Madrid,23,1999,4.2,2,0,0,7,6,1,3,2,1,,,0,Matches
Curro,esESP,3.5,Almería,26,1996,0.5,1,0,0,1,0,0,1,0,0,,,0,Matches
Danjuma Arnaut,nlNED,4.0,Villarreal,25,1997,5.3,0,0,0,2,7,3,6,0,3,,,0,Matches
Darder Sergi,esESP,3.0,Espanyol,28,1993,36.9,4,0,0,31,78,2,183,25,36,,,0,Matches
De Paul Rodrigo,arARG,3.0,Atlético Madrid,28,1994,21.4,5,0,0,33,49,0,47,7,21,,,0,Matches
Del Moral Alberto,esESP,3.0,Villarreal,22,2000,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Delaney Thomas,dkDEN,3.0,Sevilla,30,1991,3.4,3,0,0,4,5,1,4,3,2,,,0,Matches
Delgado Fran,esESP,2.0,Real Betis,21,2001,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
Dembélé Ousmane,frFRA,4.0,Barcelona,25,1997,15.7,4,0,0,16,19,5,105,0,12,,,0,Matches
Diakhaby Mouctar,gnGUI,2.0,Valencia,25,1996,27.2,7,1,1,23,13,4,2,19,16,,,0,Matches
Diarra Mamady,mlMLI,3.0,Cádiz,22,2000,0.7,0,0,0,1,1,0,0,0,1,,,0,Matches
Diarra Youba,mlMLI,3.0,Cádiz,24,1998,1.1,2,0,0,3,0,0,0,1,0,,,0,Matches
Dimitrievski Stole,mkMKD,1.0,Rayo Vallecano,28,1993,36.9,4,0,0,0,3,0,0,1,0,,,0,Matches
Djené,tgTOG,2.0,Getafe,30,1991,31.6,10,1,0,50,37,1,25,39,28,,,0,Matches
Dmitrović Marko,rsSRB,1.0,Sevilla,30,1992,14.1,1,0,0,0,1,0,0,0,0,,,0,Matches
Doherty Matt,ieIRL,2.3,Atlético Madrid,30,1992,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
Dolberg Kasper,dkDEN,4.0,Sevilla,24,1997,2.2,0,0,0,2,4,0,0,0,0,,,0,Matches
Dominguez Carlos,esESP,2.0,Celta Vigo,21,2001,1.2,0,0,0,0,0,0,0,0,1,,,0,Matches
Donald John,esESP,2.4,Elche,21,2000,12.1,3,1,0,23,8,0,0,14,11,,,0,Matches
Duarte Domingos,ptPOR,2.0,Getafe,27,1995,29.5,11,1,1,32,21,2,0,40,19,,,1,Matches
Durán Pablo,esESP,4.0,Celta Vigo,21,2001,0.4,0,0,0,1,0,1,1,1,0,,,0,Matches
Duro Hugo,esESP,4.0,Valencia,22,1999,15.4,5,0,0,20,35,3,2,1,11,,,0,Matches
Eguaras Íñigo,esESP,3.0,Almería,30,1992,10.7,6,0,0,7,8,0,3,7,8,,,0,Matches
Elustondo Aritz,esESP,2.0,Real Sociedad,28,1994,16.1,5,1,0,21,9,1,8,20,17,,,0,Matches
Ely Rodrigo,brBRA,2.0,Almería,28,1993,35.1,10,1,1,25,14,2,4,30,21,,,1,Matches
Embarba Adri,esESP,3.5,Almería,30,1992,16.4,5,1,1,23,30,9,127,8,26,,,0,Matches
Embarba Adri,esESP,3.5,Espanyol,30,1992,0.4,0,0,0,1,1,0,1,0,0,,,0,Matches
En-Nesyri Youssef,maMAR,4.0,Sevilla,25,1997,18.5,4,0,0,10,11,21,3,4,6,,,0,Matches
Escalante Gonzalo,arARG,3.0,Cádiz,29,1993,12.5,4,0,0,14,17,0,4,17,24,,,0,Matches
Escudero Sergio,esESP,2.3,Valladolid,32,1989,16.0,3,0,0,19,19,1,56,26,19,,,0,Matches
Espino Alfonso,uyURU,2.0,Cádiz,30,1992,34.7,7,0,0,49,36,3,110,43,54,,,0,Matches
Espinosa Bernardo,coCOL,2.0,Girona,33,1989,13.6,5,0,0,12,10,0,0,14,3,,,0,Matches
Expósito Edu,esESP,3.0,Espanyol,25,1996,12.9,3,1,0,14,29,0,48,12,21,,,0,Matches
Ezequiel Fernández Nicolás,arARG,2.4,Elche,22,2000,5.7,2,0,0,11,8,3,32,4,13,,,1,Matches
Ezzalzouli Abde,maMAR,3.5,Osasuna,20,2001,16.7,4,2,1,27,34,2,76,4,21,,,0,Matches
Falcao Radamel,coCOL,4.0,Rayo Vallecano,36,1986,6.8,4,0,0,15,14,12,0,2,4,,,0,Matches
Fali,esESP,2.3,Cádiz,28,1993,19.0,6,0,0,16,18,1,2,13,20,,,0,Matches
Fall Mamadou,snSEN,2.0,Villarreal,19,2002,0.3,0,0,0,1,0,0,1,0,0,,,0,Matches
Fati Ansu,esESP,4.0,Barcelona,19,2002,15.5,3,0,0,18,13,10,10,5,9,,,0,Matches
Feddal Zouhair,maMAR,2.0,Valladolid,33,1989,4.2,1,0,0,4,2,0,1,6,3,,,0,Matches
Fekir Nabil,frFRA,3.0,Real Betis,29,1993,10.7,4,1,0,20,36,7,46,1,5,,,0,Matches
Felipe,brBRA,2.0,Atlético Madrid,33,1989,2.2,0,0,0,4,3,0,0,0,2,,,0,Matches
Felipe Luiz,itITA,2.0,Real Betis,25,1997,19.6,3,3,0,10,10,0,2,27,23,,,0,Matches
Félix João,ptPOR,3.5,Atlético Madrid,22,1999,7.2,5,0,0,16,23,3,8,4,7,,,0,Matches
Femenía Kiko,esESP,2.0,Villarreal,31,1991,12.6,0,0,0,6,8,0,31,21,11,,,0,Matches
Fernández Aitor,esESP,1.0,Osasuna,31,1991,21.0,1,0,0,0,0,0,0,2,1,,,0,Matches
Fernández Álex,esESP,3.4,Cádiz,29,1992,17.5,0,0,0,7,14,0,36,8,8,,,0,Matches
Fernández Álvaro,esESP,1.0,Espanyol,24,1998,11.0,1,0,0,0,3,0,0,0,0,,,0,Matches
Fernández Carlos,esESP,4.0,Real Sociedad,26,1996,7.0,6,0,0,17,15,9,0,1,4,,,0,Matches
Fernández Federico,arARG,2.0,Elche,33,1989,1.0,0,0,0,0,0,0,0,2,1,,,0,Matches
Fernández Joaquín,esESP,2.0,Valladolid,26,1996,24.0,4,0,0,16,11,3,1,28,28,,,1,Matches
Fernández Valery,esESP,2.4,Girona,22,1999,10.7,1,0,0,6,16,4,23,10,6,,,0,Matches
Fernando,esESP,1.0,Almería,32,1990,36.5,3,0,0,0,5,0,0,1,0,,,0,Matches
Fernando,brBRA,2.4,Sevilla,35,1987,17.5,3,1,0,17,9,0,2,24,21,,,1,Matches
Fidel,esESP,3.4,Elche,32,1989,19.0,5,0,0,11,19,9,58,6,9,,,0,Matches
Foulquier Dimitri,frFRA,2.0,Valencia,29,1993,19.3,4,0,0,28,14,1,86,14,19,,,0,Matches
Foyth Juan,arARG,2.0,Villarreal,24,1998,21.8,6,0,0,40,9,0,10,19,46,,,0,Matches
Fresneda Iván,esESP,2.3,Valladolid,17,2004,19.4,3,0,0,13,25,0,59,14,35,,,0,Matches
Galán Javi,esESP,2.0,Celta Vigo,27,1994,35.1,6,0,0,50,73,8,162,37,73,,,0,Matches
Galarreta Iñigo Ruiz,esESP,3.0,Mallorca,28,1993,27.2,12,0,0,60,45,0,53,27,35,,,0,Matches
García Aleix,esESP,3.0,Girona,25,1997,26.0,1,0,0,13,30,1,180,30,20,,,0,Matches
García Álvaro,esESP,3.0,Rayo Vallecano,29,1992,31.9,7,0,0,36,33,12,159,34,29,,,0,Matches
García Borja,esESP,3.4,Girona,31,1990,7.5,1,0,0,4,20,3,17,5,4,,,0,Matches
García Carlos,esESP,2.0,Cádiz,22,2000,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
García Dani,esESP,3.0,Athletic Club,32,1990,16.5,6,0,0,33,14,0,5,19,24,,,0,Matches
García David,esESP,2.0,Osasuna,28,1994,29.8,8,1,0,54,15,0,2,48,18,,,0,Matches
García Eric,esESP,2.3,Barcelona,21,2001,15.7,3,0,0,18,8,0,0,17,17,,,0,Matches
Garcia Fran,esESP,2.0,Rayo Vallecano,22,1999,37.9,1,0,0,23,26,3,156,45,54,,,0,Matches
García Joan,esESP,1.0,Espanyol,21,2001,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
García Raúl,esESP,3.4,Athletic Club,36,1986,10.7,4,0,0,14,19,8,13,6,8,,,0,Matches
García Rubén,esESP,3.4,Osasuna,29,1993,12.9,2,0,0,14,17,1,79,10,11,,,0,Matches
García Unai,esESP,2.0,Osasuna,30,1992,19.0,6,1,0,22,4,0,3,19,13,,,0,Matches
Garreta Felix,esESP,2.0,Real Betis,18,2004,1.0,0,0,0,2,1,0,0,1,0,,,0,Matches
Garrido Aleix,esESP,3.0,Barcelona,18,2004,0.1,0,0,0,0,0,0,1,0,1,,,0,Matches
Gassama Sékou,snSEN,4.0,Valladolid,27,1995,0.4,0,0,0,1,0,0,0,0,0,,,0,Matches
Gavi,esESP,3.4,Barcelona,17,2004,28.1,10,0,0,74,72,9,39,19,33,,,0,Matches
Gazzaniga Paulo,arARG,1.0,Girona,30,1992,28.0,4,0,0,0,6,0,0,0,0,,,0,Matches
Gil Bryan,esESP,3.0,Sevilla,21,2001,10.2,4,0,0,18,21,3,29,8,10,,,0,Matches
Gil David,esESP,1.0,Cádiz,28,1994,4.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Gil Óscar,esESP,2.0,Espanyol,25,1997,28.4,14,0,0,53,38,0,37,35,38,,,0,Matches
Giménez Álvaro,esESP,3.5,Cádiz,31,1991,0.2,0,0,0,1,1,1,0,0,0,,,0,Matches
Gómez Dani,esESP,4.0,Espanyol,24,1998,1.0,2,0,0,3,2,4,2,1,1,,,0,Matches
Gómez Maxi,uyURU,4.0,Valencia,25,1996,1.2,0,0,0,4,3,1,0,0,0,,,0,Matches
Gómez Moi,esESP,3.0,Osasuna,28,1994,27.3,5,0,0,14,26,1,115,10,16,,,0,Matches
Gómez Papu,arARG,3.0,Sevilla,34,1988,11.8,4,0,0,5,21,2,37,4,2,,,0,Matches
Gómez Sergi,esESP,2.0,Espanyol,30,1992,26.0,1,2,0,9,8,0,3,30,17,,,0,Matches
Gomis Antonio,esESP,1.0,Atlético Madrid,19,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
González Diego,esESP,2.0,Elche,27,1995,10.6,4,0,0,17,5,0,1,7,8,,,0,Matches
González Édgar,esESP,2.0,Real Betis,25,1997,19.7,8,2,2,23,12,1,0,20,17,,,0,Matches
González Giovanni,uyURU,2.3,Mallorca,27,1994,10.3,5,0,0,16,17,1,20,7,8,,,0,Matches
González Nicolás,esESP,3.0,Valencia,20,2002,15.6,2,0,0,33,13,0,3,17,14,,,1,Matches
González Roberto,esESP,3.0,Real Betis,21,2001,0.6,1,0,0,1,4,0,5,1,0,,,0,Matches
Gorosabel Andoni,esESP,2.0,Real Sociedad,25,1996,19.0,3,0,0,25,17,0,41,17,27,,,0,Matches
Gragera José,esESP,2.4,Espanyol,21,2000,5.1,2,0,0,14,6,0,0,7,10,,,0,Matches
Grbić Ivo,hrCRO,1.0,Atlético Madrid,26,1996,10.2,3,0,0,1,1,0,0,0,0,,,0,Matches
Greif Dominik,skSVK,1.0,Mallorca,25,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Grenier Clément,frFRA,3.0,Mallorca,31,1991,8.0,7,0,0,22,12,0,36,6,8,,,0,Matches
Griezmann Antoine,frFRA,3.5,Atlético Madrid,31,1991,31.8,2,0,0,22,41,11,129,23,33,,,0,Matches
Guardado Andrés,mxMEX,3.0,Real Betis,35,1986,15.3,7,0,0,16,10,0,8,22,26,,,0,Matches
Guardiola Sergi,esESP,4.0,Valladolid,31,1991,5.6,1,0,0,14,9,4,4,2,9,,,0,Matches
Guardiola Sergi,esESP,4.0,Cádiz,31,1991,12.9,2,0,0,7,21,11,14,3,6,,,0,Matches
Gudelj Nemanja,rsSRB,2.3,Sevilla,30,1991,30.9,8,0,0,25,21,1,4,31,34,,,0,Matches
Guerra Javier,esESP,3.0,Valencia,19,2003,6.7,0,0,0,13,7,0,8,11,13,,,0,Matches
Guevara Ander,esESP,3.0,Real Sociedad,25,1997,2.5,2,0,0,5,3,0,0,2,2,,,0,Matches
