player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Araújo Ronald,uyURU,2.0,Barcelona,25,1999,8.4,,9,,,,,,,,,,,9,,,,Matches
Ares Adu,esESP,3.0,Athletic Club,22,2001,0.2,,0,,,,,,,,,,,0,,,,Matches
Areso Jesús,esESP,2.0,Osasuna,25,1999,34.2,,41,,,,,,,,,,,8,,,,Matches
Argüelles David,esESP,2.0,Getafe,22,2002,0.1,,0,,,,,,,,,,,0,,,,Matches
Arnaiz José,esESP,3.0,Osasuna,29,1995,1.5,,5,,,,,,,,,,,4,,,,Matches
Arribas Sergio,esESP,2.0,Real Betis,21,2003,1.0,,4,,,,,,,,,,,3,,,,Matches
Asano Takuma,jpJPN,3.4,Mallorca,29,1994,11.7,,9,,,,,,,,,,,8,,,,Matches
Asencio Raúl,esESP,2.0,Real Madrid,21,2003,18.6,,17,,,,,,,,,,,16,,,,Matches
Aspas Iago,esESP,3.5,Celta Vigo,36,1987,19.4,,7,,,,,,,,,,,8,,,,Matches
Asprilla Yaser,coCOL,3.4,Girona,20,2003,15.6,,12,,,,,,,,,,,7,,,,Matches
Ávila Ezequiel,arARG,3.4,Real Betis,30,1994,7.5,,5,,,,,,,,,,,3,,,,Matches
Aznou Adam,maMAR,2.3,Valladolid,18,2006,9.7,,22,,,,,,,,,,,10,,,,Matches
Azpilicueta César,esESP,2.0,Atlético Madrid,34,1989,9.7,,14,,,,,,,,,,,6,,,,Matches
Ba Papa,esESP,4.0,Girona,19,2004,0.5,,1,,,,,,,,,,,0,,,,Matches
Bade Loïc,frFRA,2.0,Sevilla,24,2000,29.8,,27,,,,,,,,,,,27,,,,Matches
Baena Alex,esESP,3.4,Villarreal,23,2001,28.8,,16,,,,,,,,,,,23,,,,Matches
Bailly Eric,ciCIV,2.0,Villarreal,30,1994,6.9,,4,,,,,,,,,,,6,,,,Matches
Bajcetic Stefan,esESP,2.4,Las Palmas,19,2004,10.8,,14,,,,,,,,,,,15,,,,Matches
Bakambu Cédric,cdCOD,4.0,Real Betis,33,1991,7.9,,3,,,,,,,,,,,0,,,,Matches
Balde Alejandro,esESP,2.0,Barcelona,20,2003,25.4,,10,,,,,,,,,,,7,,,,Matches
Balliu Iván,alALB,2.0,Rayo Vallecano,32,1992,13.3,,15,,,,,,,,,,,12,,,,Matches
Bamba Jonathan,ciCIV,3.4,Celta Vigo,28,1996,9.0,,7,,,,,,,,,,,4,,,,Matches
Baquerin Adrian,esESP,4.0,Valladolid,17,2007,0.5,,1,,,,,,,,,,,0,,,,Matches
Barco Valentín,arARG,2.0,Sevilla,20,2004,3.2,,9,,,,,,,,,,,2,,,,Matches
Barišić Borna,hrCRO,2.0,Leganés,31,1992,0.1,,0,,,,,,,,,,,0,,,,Matches
Barja Kike,esESP,3.5,Osasuna,27,1997,3.5,,4,,,,,,,,,,,3,,,,Matches
Barrenechea Enzo,arARG,3.0,Valencia,23,2001,24.3,,30,,,,,,,,,,,27,,,,Matches
Barrenetxea Ander,esESP,3.0,Real Sociedad,22,2001,14.0,,19,,,,,,,,,,,11,,,,Matches
Barrios Pablo,esESP,3.0,Atlético Madrid,21,2003,25.9,,26,,,,,,,,,,,33,,,,Matches
Barry Thierno,frFRA,4.0,Villarreal,21,2002,25.8,,9,,,,,,,,,,,0,,,,Matches
Bartra Marc,esESP,2.0,Real Betis,33,1991,23.3,,19,,,,,,,,,,,35,,,,Matches
Bassinga Aboubacar,ciCIV,3.0,Las Palmas,19,2005,0.0,,0,,,,,,,,,,,0,,,,Matches
Batalla Augusto,arARG,1.0,Rayo Vallecano,28,1996,32.0,,3,,,,,,,,,,,0,,,,Matches
Bauza Rafael,esESP,3.0,Espanyol,19,2005,2.0,,3,,,,,,,,,,,0,,,,Matches
Becker Sheraldo,srSUR,3.4,Real Sociedad,29,1995,11.1,,2,,,,,,,,,,,2,,,,Matches
Beek Donny van,nlNED,3.0,Girona,27,1997,15.8,,19,,,,,,,,,,,11,,,,Matches
Beitia Luken,esESP,2.0,Real Sociedad,20,2004,0.1,,1,,,,,,,,,,,0,,,,Matches
Bekhoucha Ismael,maMAR,2.0,Getafe,19,2004,0.8,,1,,,,,,,,,,,2,,,,Matches
Bellerín Héctor,esESP,2.0,Real Betis,29,1995,6.4,,7,,,,,,,,,,,6,,,,Matches
Bellingham Jude,engENG,3.0,Real Madrid,21,2003,27.6,,35,,,,,,,,,,,27,,,,Matches
Beltrán Fran,esESP,3.0,Celta Vigo,25,1999,26.9,,36,,,,,,,,,,,22,,,,Matches
Benavídez Carlos,uyURU,3.0,Alavés,26,1998,5.4,,15,,,,,,,,,,,7,,,,Matches
Benito Iker,esESP,3.5,Osasuna,21,2002,0.4,,0,,,,,,,,,,,1,,,,Matches
Berchiche Yuri,esESP,2.0,Athletic Club,34,1990,22.7,,22,,,,,,,,,,,28,,,,Matches
Berenguer Álex,esESP,3.4,Athletic Club,29,1995,26.0,,13,,,,,,,,,,,10,,,,Matches
Bernal Marc,esESP,3.0,Barcelona,17,2007,2.7,,6,,,,,,,,,,,1,,,,Matches
Bernat Juan,esESP,2.0,Villarreal,31,1993,2.4,,7,,,,,,,,,,,1,,,,Matches
Bernat Juan,esESP,3.0,Getafe,31,1993,7.8,,12,,,,,,,,,,,2,,,,Matches
Berrocal Juan,esESP,2.0,Getafe,25,1999,11.8,,6,,,,,,,,,,,15,,,,Matches
Blanco Antonio,esESP,3.0,Alavés,24,2000,30.3,,41,,,,,,,,,,,41,,,,Matches
Blind Daley,nlNED,2.0,Girona,34,1990,30.9,,28,,,,,,,,,,,33,,,,Matches
Boiro Adama,esESP,2.0,Athletic Club,22,2002,12.2,,11,,,,,,,,,,,11,,,,Matches
Boyomo Enzo,cmCMR,2.0,Osasuna,22,2001,33.2,,44,,,,,,,,,,,41,,,,Matches
Boyomo Enzo,cmCMR,2.0,Valladolid,22,2001,3.0,,2,,,,,,,,,,,2,,,,Matches
Brašanac Darko,rsSRB,3.0,Leganés,32,1992,18.0,,14,,,,,,,,,,,17,,,,Matches
Bretones Abel,esESP,2.3,Osasuna,23,2000,23.0,,37,,,,,,,,,,,19,,,,Matches
Buchanan Tajon,caCAN,3.0,Villarreal,25,1999,4.6,,5,,,,,,,,,,,3,,,,Matches
Budimir Ante,hrCRO,4.0,Osasuna,33,1991,32.8,,9,,,,,,,,,,,1,,,,Matches
Bueno Manu,esESP,3.0,Sevilla,20,2004,1.6,,3,,,,,,,,,,,0,,,,Matches
Buján Endika,esESP,4.0,Athletic Club,21,2003,0.1,,0,,,,,,,,,,,0,,,,Matches
Cabanes Pau,esESP,4.0,Villarreal,19,2005,1.8,,4,,,,,,,,,,,3,,,,Matches
Cabanes Pau,esESP,3.0,Alavés,19,2005,2.1,,2,,,,,,,,,,,0,,,,Matches
Cabrera Leandro,uyURU,2.0,Espanyol,33,1991,31.9,,22,,,,,,,,,,,29,,,,Matches
Calero Fernando,esESP,2.0,Espanyol,28,1995,7.9,,9,,,,,,,,,,,15,,,,Matches
Camavinga Eduardo,frFRA,2.4,Real Madrid,21,2002,12.2,,26,,,,,,,,,,,19,,,,Matches
Camello Sergio,esESP,4.0,Rayo Vallecano,23,2001,12.6,,4,,,,,,,,,,,4,,,,Matches
Campaña José,esESP,3.0,Las Palmas,31,1993,13.2,,15,,,,,,,,,,,20,,,,Matches
Canales Peio,esESP,3.0,Athletic Club,19,2005,2.9,,2,,,,,,,,,,,1,,,,Matches
Candela Antonio,itITA,2.0,Valladolid,24,2000,10.1,,6,,,,,,,,,,,6,,,,Matches
Canós Sergi,esESP,3.0,Valencia,27,1997,4.1,,7,,,,,,,,,,,7,,,,Matches
Cárdenas Dani,esESP,1.0,Rayo Vallecano,27,1997,6.0,,0,,,,,,,,,,,0,,,,Matches
Cardona Irvin,mtMLT,3.5,Espanyol,26,1997,6.7,,6,,,,,,,,,,,5,,,,Matches
Cardona Marc,esESP,4.0,Las Palmas,29,1995,1.5,,2,,,,,,,,,,,0,,,,Matches
Cardona Sergi,esESP,2.0,Villarreal,25,1999,32.7,,49,,,,,,,,,,,41,,,,Matches
Cardoso Johnny,usUSA,3.0,Real Betis,22,2001,23.8,,31,,,,,,,,,,,50,,,,Matches
Carlos González José,esESP,3.0,Las Palmas,18,2006,0.1,,0,,,,,,,,,,,0,,,,Matches
Carmona,esESP,2.0,Sevilla,22,2002,32.7,,59,,,,,,,,,,,68,,,,Matches
Carreira Sergio,esESP,3.0,Celta Vigo,23,2000,18.4,,17,,,,,,,,,,,17,,,,Matches
Carvajal Dani,esESP,2.0,Real Madrid,32,1992,6.8,,8,,,,,,,,,,,10,,,,Matches
Carvalho William,ptPOR,3.0,Real Betis,32,1992,5.4,,7,,,,,,,,,,,3,,,,Matches
Casado Marc,esESP,3.0,Barcelona,20,2003,17.9,,24,,,,,,,,,,,24,,,,Matches
Catena,esESP,2.0,Osasuna,29,1994,34.2,,28,,,,,,,,,,,31,,,,Matches
Caufriez Maximiliano,beBEL,2.0,Valencia,27,1997,1.0,,1,,,,,,,,,,,1,,,,Matches
Ceballos Dani,esESP,3.0,Real Madrid,27,1996,13.5,,21,,,,,,,,,,,16,,,,Matches
Cervi Franco,arARG,3.4,Celta Vigo,30,1994,3.0,,3,,,,,,,,,,,8,,,,Matches
Chasco Raúl,esESP,2.0,Valladolid,20,2003,1.4,,1,,,,,,,,,,,2,,,,Matches
Chavarría Pep,esESP,2.0,Rayo Vallecano,26,1998,28.7,,36,,,,,,,,,,,30,,,,Matches
Cheddira Walid,maMAR,4.0,Espanyol,26,1998,7.1,,0,,,,,,,,,,,1,,,,Matches
Chema,esESP,3.0,Real Madrid,19,2005,0.1,,0,,,,,,,,,,,0,,,,Matches
Chicco Julián,arARG,2.4,Leganés,26,1998,3.4,,7,,,,,,,,,,,4,,,,Matches
Chiquinho,ptPOR,3.0,Mallorca,24,2000,1.6,,0,,,,,,,,,,,1,,,,Matches
Christensen Andreas,dkDEN,2.0,Barcelona,28,1996,2.8,,3,,,,,,,,,,,4,,,,Matches
Cillessen Jasper,nlNED,1.0,Las Palmas,35,1989,25.9,,0,,,,,,,,,,,0,,,,Matches
Ciss Pathé,snSEN,2.4,Rayo Vallecano,30,1994,23.8,,25,,,,,,,,,,,36,,,,Matches
Cissé Seydouba,gnGUI,3.0,Leganés,23,2001,27.1,,36,,,,,,,,,,,14,,,,Matches
Clúa Silvi,esESP,3.0,Girona,19,2005,1.8,,6,,,,,,,,,,,2,,,,Matches
Cömert Eray,chSUI,2.3,Valladolid,26,1998,19.8,,16,,,,,,,,,,,22,,,,Matches
Comesaña Santi,esESP,3.0,Villarreal,27,1996,28.4,,49,,,,,,,,,,,21,,,,Matches
Conde Diego,esESP,1.0,Villarreal,25,1998,21.8,,2,,,,,,,,,,,1,,,,Matches
Conechny Tomás,arARG,3.4,Alavés,26,1998,9.4,,11,,,,,,,,,,,6,,,,Matches
Copete,esESP,2.0,Mallorca,24,1999,17.0,,18,,,,,,,,,,,18,,,,Matches
Córdoba Iker,esESP,2.0,Valencia,18,2005,0.2,,0,,,,,,,,,,,0,,,,Matches
Correa Ángel,arARG,4.0,Atlético Madrid,29,1995,8.9,,3,,,,,,,,,,,5,,,,Matches
Correia Thierry,ptPOR,2.0,Valencia,25,1999,8.5,,17,,,,,,,,,,,3,,,,Matches
Costa Coba,esESP,3.0,Getafe,22,2002,11.2,,13,,,,,,,,,,,10,,,,Matches
Costa Logan,cvCPV,2.0,Villarreal,23,2001,28.7,,21,,,,,,,,,,,23,,,,Matches
Costa Samu,ptPOR,3.0,Mallorca,23,2000,29.4,,42,,,,,,,,,,,32,,,,Matches
Courtois Thibaut,beBEL,1.0,Real Madrid,32,1992,30.0,,0,,,,,,,,,,,1,,,,Matches
Cruz Armada Juan,esESP,2.0,Osasuna,32,1992,16.6,,15,,,,,,,,,,,9,,,,Matches
Cruz Juan,esESP,2.4,Leganés,24,2000,25.1,,16,,,,,,,,,,,13,,,,Matches
Cubarsí Pau,esESP,2.0,Barcelona,17,2007,29.1,,24,,,,,,,,,,,18,,,,Matches
Cucho,coCOL,4.0,Real Betis,25,1999,12.7,,10,,,,,,,,,,,7,,,,Matches
Danjuma Arnaut,nlNED,4.0,Villarreal,27,1997,2.2,,1,,,,,,,,,,,0,,,,Matches
Danjuma Arnaut,nlNED,3.4,Girona,27,1997,14.8,,6,,,,,,,,,,,3,,,,Matches
Darder Sergi,esESP,3.0,Mallorca,30,1993,30.5,,26,,,,,,,,,,,15,,,,Matches
De Paul Rodrigo,arARG,3.0,Atlético Madrid,30,1994,23.4,,24,,,,,,,,,,,6,,,,Matches
Diakhaby Mouctar,gnGUI,2.0,Valencia,27,1996,7.3,,4,,,,,,,,,,,10,,,,Matches
Diao Assane,snSEN,4.0,Real Betis,18,2005,3.1,,3,,,,,,,,,,,0,,,,Matches
Diarra Moussa,mlMLI,2.0,Alavés,23,2000,20.7,,23,,,,,,,,,,,17,,,,Matches
Díaz Brahim,maMAR,3.4,Real Madrid,24,1999,15.4,,18,,,,,,,,,,,5,,,,Matches
Díaz Daniel,esESP,4.0,Real Sociedad,18,2006,0.1,,1,,,,,,,,,,,0,,,,Matches
Díaz Pedro,esESP,3.0,Rayo Vallecano,26,1998,13.5,,15,,,,,,,,,,,7,,,,Matches
Diego,esESP,3.5,Leganés,24,2000,13.3,,1,,,,,,,,,,,3,,,,Matches
Dimitrievski Stole,mkMKD,1.0,Valencia,30,1993,4.0,,0,,,,,,,,,,,0,,,,Matches
Diomandé Yan,ciCIV,3.0,Leganés,17,2006,6.1,,9,,,,,,,,,,,8,,,,Matches
djaló Álvaro,gwGNB,3.4,Athletic Club,24,1999,7.3,,5,,,,,,,,,,,2,,,,Matches
Djené,tgTOG,2.3,Getafe,32,1991,28.3,,13,,,,,,,,,,,21,,,,Matches
Dmitrović Marko,rsSRB,1.0,Leganés,32,1992,32.0,,1,,,,,,,,,,,0,,,,Matches
Domenech Marc,esESP,3.5,Mallorca,18,2006,3.4,,4,,,,,,,,,,,0,,,,Matches
Dominguez Carlos,esESP,2.0,Celta Vigo,23,2001,13.1,,12,,,,,,,,,,,12,,,,Matches
Domínguez Israel,esESP,3.0,Sevilla,21,2003,0.2,,0,,,,,,,,,,,0,,,,Matches
Dominguez Sergi,esESP,2.0,Barcelona,19,2005,1.9,,1,,,,,,,,,,,4,,,,Matches
Douvikas Anastasios,grGRE,4.0,Celta Vigo,24,1999,7.8,,4,,,,,,,,,,,3,,,,Matches
Duarte Domingos,ptPOR,2.0,Getafe,29,1995,20.7,,15,,,,,,,,,,,17,,,,Matches
Duk,cvCPV,3.0,Leganés,24,2000,2.0,,4,,,,,,,,,,,1,,,,Matches
Durán Pablo,esESP,3.5,Celta Vigo,23,2001,15.5,,8,,,,,,,,,,,7,,,,Matches
Duro Hugo,esESP,4.0,Valencia,24,1999,24.1,,9,,,,,,,,,,,9,,,,Matches
Ejuke Chidera,ngNGA,3.4,Sevilla,26,1998,10.7,,12,,,,,,,,,,,6,,,,Matches
Elustondo Aritz,esESP,2.0,Real Sociedad,30,1994,16.2,,11,,,,,,,,,,,12,,,,Matches
Embarba Adri,esESP,3.4,Rayo Vallecano,32,1992,17.9,,21,,,,,,,,,,,14,,,,Matches
Endrick,brBRA,4.0,Real Madrid,18,2006,4.0,,2,,,,,,,,,,,4,,,,Matches
Espino Alfonso,uyURU,2.0,Rayo Vallecano,32,1992,9.3,,24,,,,,,,,,,,12,,,,Matches
Essugo Dario,ptPOR,3.0,Las Palmas,19,2005,21.5,,44,,,,,,,,,,,42,,,,Matches
Eto'o Etienne,cmCMR,4.0,Rayo Vallecano,21,2002,0.4,,0,,,,,,,,,,,0,,,,Matches
Etta Eyong Karl,cmCMR,4.0,Villarreal,20,2003,0.4,,0,,,,,,,,,,,0,,,,Matches
Expósito Edu,esESP,3.0,Espanyol,27,1996,11.6,,13,,,,,,,,,,,16,,,,Matches
Ezzalzouli Abde,maMAR,3.0,Real Betis,22,2001,22.0,,23,,,,,,,,,,,9,,,,Matches
Fati Ansu,esESP,3.0,Barcelona,21,2002,2.6,,1,,,,,,,,,,,1,,,,Matches
Fekir Nabil,frFRA,3.0,Real Betis,31,1993,2.0,,2,,,,,,,,,,,0,,,,Matches
Femenía Kiko,esESP,2.0,Villarreal,33,1991,24.7,,32,,,,,,,,,,,40,,,,Matches
Fernández Aitor,esESP,1.0,Osasuna,33,1991,1.0,,0,,,,,,,,,,,0,,,,Matches
Fernández Álvaro,esESP,1.0,Sevilla,26,1998,8.3,,0,,,,,,,,,,,0,,,,Matches
Fernandez Pelayo,esESP,2.0,Rayo Vallecano,21,2003,1.1,,0,,,,,,,,,,,2,,,,Matches
Férnandez Roberto,esESP,4.0,Espanyol,22,2002,16.6,,4,,,,,,,,,,,3,,,,Matches
Fernández Valery,esESP,3.0,Mallorca,24,1999,3.4,,7,,,,,,,,,,,0,,,,Matches
Ferreira André,ptPOR,1.0,Valladolid,28,1996,6.0,,0,,,,,,,,,,,0,,,,Matches
Flores Mateo,esESP,3.0,Real Betis,20,2004,1.7,,2,,,,,,,,,,,2,,,,Matches
Fornals Pablo,esESP,3.0,Real Betis,28,1996,20.3,,13,,,,,,,,,,,25,,,,Matches
Fort Héctor,esESP,2.0,Barcelona,17,2006,6.5,,8,,,,,,,,,,,9,,,,Matches
Foulquier Dimitri,frFRA,2.0,Valencia,31,1993,25.5,,31,,,,,,,,,,,17,,,,Matches
Foyth Juan,arARG,2.0,Villarreal,26,1998,16.9,,14,,,,,,,,,,,19,,,,Matches
Fran,esESP,1.0,Real Madrid,19,2005,1.0,,0,,,,,,,,,,,0,,,,Matches
Francés Alejandro,esESP,2.0,Girona,21,2002,13.0,,24,,,,,,,,,,,18,,,,Matches
Franquesa Enric,esESP,2.4,Leganés,27,1997,6.8,,9,,,,,,,,,,,4,,,,Matches
Frutos Jorge,esESP,3.4,Rayo Vallecano,27,1997,27.7,,20,,,,,,,,,,,18,,,,Matches
Fuentes Darío,esESP,2.0,Sevilla,21,2003,0.1,,0,,,,,,,,,,,0,,,,Matches
Fuster Manuel,esESP,3.4,Las Palmas,26,1997,11.1,,11,,,,,,,,,,,4,,,,Matches
Galán Javi,esESP,2.0,Atlético Madrid,29,1994,19.8,,32,,,,,,,,,,,11,,,,Matches
Galarreta Iñigo Ruiz,esESP,3.0,Athletic Club,30,1993,16.4,,22,,,,,,,,,,,14,,,,Matches
Gallagher Conor,engENG,3.0,Atlético Madrid,24,2000,18.1,,32,,,,,,,,,,,20,,,,Matches
Garcés Facundo,myMAS,2.0,Alavés,24,1999,7.5,,2,,,,,,,,,,,6,,,,Matches
García Álvaro,esESP,3.4,Rayo Vallecano,31,1992,28.4,,23,,,,,,,,,,,35,,,,Matches
García Eric,esESP,2.3,Barcelona,23,2001,17.4,,21,,,,,,,,,,,18,,,,Matches
Garcia Fran,esESP,2.0,Real Madrid,24,1999,24.1,,36,,,,,,,,,,,29,,,,Matches
García Gonzalo,esESP,3.0,Real Madrid,20,2004,0.6,,0,,,,,,,,,,,0,,,,Matches
García Joan,esESP,1.0,Espanyol,23,2001,38.0,,1,,,,,,,,,,,0,,,,Matches
Garcia Pablo,esESP,4.0,Real Betis,18,2006,0.4,,0,,,,,,,,,,,0,,,,Matches
García Rubén,esESP,3.5,Osasuna,31,1993,26.8,,31,,,,,,,,,,,17,,,,Matches
García Unai,esESP,2.0,Osasuna,32,1992,0.7,,0,,,,,,,,,,,0,,,,Matches
Gasiorowski Yarek,esESP,2.0,Valencia,19,2005,10.5,,16,,,,,,,,,,,26,,,,Matches
Gavi,esESP,3.0,Barcelona,19,2004,12.1,,23,,,,,,,,,,,10,,,,Matches
Gazzaniga Paulo,arARG,1.0,Girona,32,1992,35.5,,1,,,,,,,,,,,0,,,,Matches
Gil Bryan,esESP,3.4,Girona,23,2001,19.1,,20,,,,,,,,,,,12,,,,Matches
Gómez Dani,esESP,4.0,Valencia,26,1998,5.9,,1,,,,,,,,,,,3,,,,Matches
Gómez Moi,esESP,3.4,Osasuna,30,1994,8.8,,9,,,,,,,,,,,7,,,,Matches
Gómez Sergi,esESP,2.0,Espanyol,32,1992,7.4,,5,,,,,,,,,,,7,,,,Matches
Gómez Sergio,esESP,3.0,Real Sociedad,23,2000,30.4,,39,,,,,,,,,,,19,,,,Matches
Gómez Unai,esESP,3.4,Athletic Club,21,2003,14.3,,8,,,,,,,,,,,2,,,,Matches
González Fabio,esESP,3.0,Las Palmas,27,1997,0.6,,0,,,,,,,,,,,0,,,,Matches
González Peter,doDOM,3.0,Getafe,22,2002,5.3,,6,,,,,,,,,,,3,,,,Matches
González Urko,esESP,3.0,Espanyol,23,2001,15.3,,26,,,,,,,,,,,8,,,,Matches
González Urko,esESP,3.0,Real Sociedad,23,2001,0.5,,0,,,,,,,,,,,0,,,,Matches
Gorosabel Andoni,esESP,2.0,Athletic Club,27,1996,16.5,,29,,,,,,,,,,,17,,,,Matches
Gragera José,esESP,3.0,Espanyol,23,2000,6.3,,15,,,,,,,,,,,5,,,,Matches
Greif Dominik,skSVK,1.0,Mallorca,27,1997,31.0,,0,,,,,,,,,,,0,,,,Matches
Griezmann Antoine,frFRA,3.5,Atlético Madrid,33,1991,27.4,,18,,,,,,,,,,,6,,,,Matches
Grillitsch Florian,atAUT,3.0,Valladolid,28,1995,6.9,,8,,,,,,,,,,,4,,,,Matches
Guaita Vicente,esESP,1.0,Celta Vigo,37,1987,34.0,,0,,,,,,,,,,,0,,,,Matches
Guardiola Sergi,esESP,4.0,Rayo Vallecano,33,1991,4.0,,4,,,,,,,,,,,1,,,,Matches
Gudelj Nemanja,rsSRB,2.4,Sevilla,32,1991,27.7,,26,,,,,,,,,,,27,,,,Matches
Guerra Javier,esESP,3.0,Valencia,21,2003,28.7,,28,,,,,,,,,,,22,,,,Matches
Guevara Ander,esESP,3.0,Alavés,27,1997,21.6,,30,,,,,,,,,,,14,,,,Matches
Gueye Pape,snSEN,3.4,Villarreal,25,1999,24.7,,28,,,,,,,,,,,23,,,,Matches
Guillamón Hugo,esESP,3.0,Valencia,24,2000,4.0,,8,,,,,,,,,,,5,,,,Matches
Guirao Carlos,esESP,3.0,Real Betis,21,2003,1.2,,4,,,,,,,,,,,3,,,,Matches
Güler Arda,trTUR,3.4,Real Madrid,19,2005,13.9,,16,,,,,,,,,,,7,,,,Matches
Gumbau Gerard,esESP,3.0,Rayo Vallecano,29,1994,9.4,,12,,,,,,,,,,,5,,,,Matches
Guridi Jon,esESP,3.0,Alavés,29,1995,23.1,,23,,,,,,,,,,,13,,,,Matches
Guruzeta Gorka,esESP,4.0,Athletic Club,27,1996,20.4,,8,,,,,,,,,,,9,,,,Matches
Gutiérrez Miguel,esESP,2.3,Girona,23,2001,27.3,,24,,,,,,,,,,,17,,,,Matches
Haddadi Munir,maMAR,3.4,Leganés,28,1995,9.6,,9,,,,,,,,,,,1,,,,Matches
