Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Yunis Abdelhamid,ma MAR,DF,Reims,34,1987,37,37,3330,37.0,1,2,3,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,Matches,Ligue 1,2022-23,33,3,9.1,0.89,0.08,0.03,0.33,,,,,,,,
2,Himad Abdelli,dz ALG,"MF,FW",Angers,22,1999,30,24,2137,23.7,2,2,4,2,0,0,3,0,0.08,0.08,0.17,0.08,0.17,Matches,Ligue 1,2022-23,24,7,29.2,1.01,0.29,0.08,0.29,,,,,,,,
3,Salis Abdul Samed,gh GHA,MF,Lens,22,2000,33,33,2894,32.2,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,Matches,Ligue 1,2022-23,13,4,30.8,0.40,0.12,0.08,0.25,,,,,,,,
4,Laurent Abergel,fr FRA,MF,Lorient,29,1993,29,28,2342,26.0,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches,Ligue 1,2022-23,13,2,15.4,0.50,0.08,0.00,0.00,,,,,,,,
5,Matthis Abline,fr FRA,FW,Auxerre,19,2003,19,8,806,9.0,2,1,3,1,1,2,1,0,0.22,0.11,0.33,0.11,0.22,Matches,Ligue 1,2022-23,26,9,34.6,2.90,1.00,0.04,0.11,,,,,,,,
6,Matthis Abline,fr FRA,FW,Rennes,19,2003,11,0,107,1.2,1,0,1,1,0,0,0,0,0.84,0.00,0.84,0.84,0.84,Matches,Ligue 1,2022-23,6,2,33.3,5.05,1.68,0.17,0.50,,,,,,,,
7,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,22,2000,37,28,2473,27.5,10,5,15,10,0,0,4,0,0.36,0.18,0.55,0.36,0.55,Matches,Ligue 1,2022-23,82,32,39.0,2.98,1.16,0.12,0.31,,,,,,,,
8,Mohamed Achi,fr FRA,MF,Nantes,20,2002,2,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,1,0,0.0,2.50,0.00,0.00,,,,,,,,,
9,Martin Adeline,fr FRA,MF,Reims,18,2003,5,0,107,1.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,1,0,0.0,0.84,0.00,0.00,,,,,,,,,
10,Emmanuel Agbadou,ci CIV,DF,Reims,25,1997,29,27,2388,26.5,0,3,3,0,0,0,5,3,0.00,0.11,0.11,0.00,0.11,Matches,Ligue 1,2022-23,23,4,17.4,0.87,0.15,0.00,0.00,,,,,,,,
11,Lucien Agoume,fr FRA,MF,Troyes,20,2002,15,14,1094,12.2,0,1,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,Ligue 1,2022-23,9,3,33.3,0.74,0.25,0.00,0.00,,,,,,,,
12,Ruben Aguilar,fr FRA,DF,Monaco,29,1993,20,14,1172,13.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,4,2,50.0,0.31,0.15,0.00,0.00,,,,,,,,
13,Amar Ahmed,se SWE,FW,Troyes,18,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
14,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,28,1994,30,16,1300,14.4,3,1,4,3,0,0,4,1,0.21,0.07,0.28,0.21,0.28,Matches,Ligue 1,2022-23,22,8,36.4,1.52,0.55,0.14,0.38,,,,,,,,
15,Ludovic Ajorque,fr FRA,FW,Strasbourg,28,1994,13,9,771,8.6,1,0,1,0,1,1,1,0,0.12,0.00,0.12,0.00,0.00,Matches,Ligue 1,2022-23,23,8,34.8,2.68,0.93,0.00,0.00,,,,,,,,
16,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,20,2002,11,5,402,4.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,5,2,40.0,1.12,0.45,0.00,0.00,,,,,,,,
17,Doğan Alemdar,tr TUR,GK,Rennes,19,2002,6,4,406,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,8,1.77,13,7,46.2,1,25.0,50.0
18,Jim Allevinah,ga GAB,MF,Clermont Foot,27,1995,36,25,2244,24.9,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches,Ligue 1,2022-23,30,8,26.7,1.20,0.32,0.03,0.13,,,,,,,,
19,Mickaël Alphonse,gp GLP,DF,Ajaccio,33,1989,26,14,1361,15.1,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,10,2,20.0,0.66,0.13,0.00,0.00,,,,,,,,
20,Ibrahim Amadou,fr FRA,DF,Angers,29,1993,7,4,424,4.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,2,0,0.0,0.42,0.00,0.00,,,,,,,,,
21,Ayoub Amraoui,ma MAR,DF,Nice,18,2004,7,3,294,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,1,0,0.0,0.31,0.00,0.00,,,,,,,,,
22,Benjamin André,fr FRA,MF,Lille,31,1990,34,33,2916,32.4,1,1,2,1,0,0,12,0,0.03,0.03,0.06,0.03,0.06,Matches,Ligue 1,2022-23,24,4,16.7,0.74,0.12,0.04,0.25,,,,,,,,
23,Komnen Andrić,rs SRB,FW,Clermont Foot,27,1995,34,16,1446,16.1,4,3,7,3,1,2,4,0,0.25,0.19,0.44,0.19,0.37,Matches,Ligue 1,2022-23,30,13,43.3,1.87,0.81,0.10,0.23,,,,,,,,
24,Houssem Aouar,dz ALG,"MF,FW",Lyon,24,1998,16,6,526,5.8,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches,Ligue 1,2022-23,14,6,42.9,2.40,1.03,0.07,0.17,,,,,,,,
25,Adil Aouchiche,fr FRA,MF,Lorient,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,8,4,50.0,2.88,1.44,0.00,0.00,,,,,,,,
26,Dennis Appiah,fr FRA,"DF,MF",Nantes,30,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,5,1,20.0,0.57,0.11,0.00,0.00,,,,,,,,
27,Stredair Appuah,fr FRA,FW,Nantes,18,2004,5,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,3,0,0.0,4.09,0.00,0.00,,,,,,,,,
28,Taïryk Arconte,fr FRA,FW,Brest,18,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,2,1,50.0,1.41,0.70,0.00,0.00,,,,,,,,
29,Mohamed El Arouch,fr FRA,MF,Lyon,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
30,Lorenz Assignon,tg TOG,DF,Rennes,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.00,0.34,0.34,0.00,0.34,Matches,Ligue 1,2022-23,2,1,50.0,0.69,0.34,0.00,0.00,,,,,,,,
31,Youcef Atal,dz ALG,"DF,MF",Nice,26,1996,18,8,779,8.7,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,Ligue 1,2022-23,13,5,38.5,1.50,0.58,0.08,0.20,,,,,,,,
32,Valentin Atangana Edoa,fr FRA,MF,Reims,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,1,0,0.0,0.52,0.00,0.00,,,,,,,,,
33,Mathias Autret,fr FRA,MF,Auxerre,31,1991,23,16,1290,14.3,2,2,4,1,1,1,0,0,0.14,0.14,0.28,0.07,0.21,Matches,Ligue 1,2022-23,23,12,52.2,1.60,0.84,0.04,0.08,,,,,,,,
34,Cédric Avinel,gp GLP,DF,Ajaccio,35,1986,24,19,1794,19.9,1,0,1,1,0,0,2,1,0.05,0.00,0.05,0.05,0.05,Matches,Ligue 1,2022-23,3,1,33.3,0.15,0.05,0.33,1.00,,,,,,,,
35,Loïc Bade,fr FRA,DF,Rennes,22,2000,1,1,90,1.0,0,1,1,0,0,0,1,0,0.00,1.00,1.00,0.00,1.00,Matches,Ligue 1,2022-23,2,0,0.0,2.00,0.00,0.00,,,,,,,,,
36,Benoît Badiashile,fr FRA,DF,Monaco,21,2001,11,9,839,9.3,2,0,2,2,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches,Ligue 1,2022-23,5,3,60.0,0.54,0.32,0.40,0.67,,,,,,,,
37,Eric Bailly,ci CIV,DF,Marseille,28,1994,17,5,543,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,3,0,0.0,0.50,0.00,0.00,,,,,,,,,
38,Dénys Bain,fr FRA,DF,Auxerre,29,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
39,Brandon Baiye,be BEL,MF,Clermont Foot,21,2000,7,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
40,Cédric Bakambu,cd COD,FW,Marseille,31,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0.00,1.53,1.53,0.00,1.53,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
41,Thierno Balde,fr FRA,"MF,DF",Troyes,20,2002,31,25,2153,23.9,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,Ligue 1,2022-23,7,1,14.3,0.29,0.04,0.00,0.00,,,,,,,,
42,Carlos Baleba,cm CMR,"MF,FW",Lille,18,2004,19,5,478,5.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,12,2,16.7,2.26,0.38,0.00,0.00,,,,,,,,
43,Leonardo Balerdi,ar ARG,DF,Marseille,23,1999,35,30,2639,29.3,0,1,1,0,0,0,9,1,0.00,0.03,0.03,0.00,0.03,Matches,Ligue 1,2022-23,11,0,0.0,0.38,0.00,0.00,,,,,,,,,
44,Folarin Balogun,us USA,FW,Reims,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,0.63,0.06,0.69,0.45,0.51,Matches,Ligue 1,2022-23,128,58,45.3,3.84,1.74,0.12,0.26,,,,,,,,
45,Abdoulaye Bamba,ci CIV,DF,Angers,32,1990,21,12,1364,15.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
46,Jonathan Bamba,ci CIV,MF,Lille,26,1996,34,32,2783,30.9,6,7,13,6,0,0,6,0,0.19,0.23,0.42,0.19,0.42,Matches,Ligue 1,2022-23,71,29,40.8,2.30,0.94,0.08,0.21,,,,,,,,
47,Bradley Barcola,fr FRA,"FW,MF",Lyon,19,2002,26,15,1440,16.0,5,8,13,5,0,0,3,0,0.31,0.50,0.81,0.31,0.81,Matches,Ligue 1,2022-23,27,13,48.1,1.69,0.81,0.19,0.38,,,,,,,,
48,Melvin Bard,fr FRA,"DF,MF",Nice,21,2000,33,28,2456,27.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,7,2,28.6,0.26,0.07,0.00,0.00,,,,,,,,
49,Ross Barkley,eng ENG,"MF,FW",Nice,28,1993,27,9,960,10.7,4,2,6,4,0,0,1,0,0.37,0.19,0.56,0.37,0.56,Matches,Ligue 1,2022-23,38,16,42.1,3.56,1.50,0.11,0.25,,,,,,,,
50,Mickaël Barreto,fr FRA,MF,Ajaccio,31,1991,20,15,1325,14.7,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches,Ligue 1,2022-23,19,4,21.1,1.29,0.27,0.05,0.25,,,,,,,,
51,Cyrille Bayala,bf BFA,MF,Ajaccio,26,1996,33,25,2009,22.3,1,1,2,1,0,0,3,1,0.04,0.04,0.09,0.04,0.09,Matches,Ligue 1,2022-23,22,6,27.3,0.99,0.27,0.05,0.17,,,,,,,,
52,Yanis Begraoui,ma MAR,MF,Toulouse,21,2001,3,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
53,Alexis Beka Beka,fr FRA,MF,Nice,21,2001,14,7,545,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,9,4,44.4,1.49,0.66,0.00,0.00,,,,,,,,
54,Jérémie Bela,ao ANG,MF,Clermont Foot,29,1993,19,7,743,8.3,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches,Ligue 1,2022-23,12,5,41.7,1.45,0.61,0.08,0.20,,,,,,,,
55,Reda Belahyane,ma MAR,MF,Nice,18,2004,4,1,182,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,1,0,0.0,0.49,0.00,0.00,,,,,,,,,
56,Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,30,1992,17,15,1150,12.8,6,3,9,1,5,6,2,0,0.47,0.23,0.70,0.08,0.31,Matches,Ligue 1,2022-23,33,14,42.4,2.58,1.10,0.03,0.07,,,,,,,,
57,Youcef Belaïli,dz ALG,"MF,FW",Brest,30,1992,6,4,356,4.0,0,2,2,0,0,0,3,0,0.00,0.51,0.51,0.00,0.51,Matches,Ligue 1,2022-23,9,1,11.1,2.28,0.25,0.00,0.00,,,,,,,,
58,Haris Belkebla,dz ALG,MF,Brest,28,1994,38,30,2656,29.5,2,0,2,1,1,1,3,0,0.07,0.00,0.07,0.03,0.03,Matches,Ligue 1,2022-23,10,3,30.0,0.34,0.10,0.10,0.33,,,,,,,,
59,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,24,1998,30,29,2419,26.9,2,6,8,2,0,0,5,0,0.07,0.22,0.30,0.07,0.30,Matches,Ligue 1,2022-23,38,13,34.2,1.41,0.48,0.05,0.15,,,,,,,,
60,Jeanuël Belocian,fr FRA,DF,Rennes,17,2005,8,6,506,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,1,0,0.0,0.18,0.00,0.00,,,,,,,,,
61,Eliesse Ben Seghir,ma MAR,"FW,MF",Monaco,17,2005,19,13,1052,11.7,4,1,5,4,0,0,1,0,0.34,0.09,0.43,0.34,0.43,Matches,Ligue 1,2022-23,21,8,38.1,1.80,0.68,0.19,0.50,,,,,,,,
62,Salim Ben Seghir,fr FRA,FW,Marseille,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
63,Wissam Ben Yedder,fr FRA,FW,Monaco,31,1990,32,28,2114,23.5,19,6,25,14,5,6,4,0,0.81,0.26,1.06,0.60,0.85,Matches,Ligue 1,2022-23,72,44,61.1,3.07,1.87,0.19,0.32,,,,,,,,
64,Nabil Bentaleb,dz ALG,MF,Angers,27,1994,30,29,2489,27.7,4,4,8,2,2,2,7,1,0.14,0.14,0.29,0.07,0.22,Matches,Ligue 1,2022-23,41,15,36.6,1.48,0.54,0.05,0.13,,,,,,,,
65,Patrick Berg,no NOR,"DF,MF",Lens,24,1997,3,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
66,Mitchell van Bergen,nl NED,"MF,FW",Reims,22,1999,28,6,905,10.1,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,Ligue 1,2022-23,25,12,48.0,2.49,1.19,0.00,0.00,,,,,,,,
67,Quentin Bernard,fr FRA,DF,Auxerre,33,1989,7,7,630,7.0,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
68,Paul Bernardoni,fr FRA,GK,Angers,25,1997,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,62,2.30,139,85,61.2,3,11.1,0.0
69,Juan Bernat,es ESP,"MF,DF",Paris Saint-Germain,29,1993,28,18,1648,18.3,1,4,5,1,0,0,1,0,0.05,0.22,0.27,0.05,0.27,Matches,Ligue 1,2022-23,7,6,85.7,0.38,0.33,0.14,0.17,,,,,,,,
70,Jason Berthomier,fr FRA,MF,Clermont Foot,32,1990,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2022-23,0,0,,0.00,0.00,,,,,,,,,,
