player,nationality,position,team,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,matches
Asllani Kristjan,alALB,3.0,Inter,20,2002,6.6,2,0,0,5,7,0,20,5,5,,,0,Matches
Audero Emil,idIDN,1.0,Sampdoria,25,1997,25.0,1,0,0,0,2,0,0,0,0,,,1,Matches
Augello Tommaso,itITA,2.4,Sampdoria,27,1994,34.0,3,0,0,13,26,1,170,15,14,,,0,Matches
Augusto Carlos,brBRA,3.0,Monza,23,1999,34.3,4,0,0,41,20,6,53,24,38,,,0,Matches
Ayhan Kaan,trTUR,2.0,Sassuolo,27,1994,6.1,1,0,0,4,8,0,0,5,5,,,0,Matches
Báez Jaime,uyURU,3.0,Cremonese,27,1995,1.1,0,0,0,1,1,1,9,0,2,,,0,Matches
Bajrami Nedim,alALB,3.4,Empoli,23,1999,10.4,1,0,0,6,6,3,35,7,4,,,0,Matches
Bajrami Nedim,alALB,4.0,Sassuolo,23,1999,9.1,0,0,0,6,9,6,57,7,7,,,0,Matches
Bakayoko Tiemoué,frFRA,3.0,Milan,27,1994,0.5,0,0,0,3,1,0,0,0,5,,,0,Matches
Baldanzi Tommaso,itITA,3.0,Empoli,19,2003,19.7,2,0,0,13,37,1,22,2,11,,,0,Matches
Ballo-Touré Fodé,snSEN,2.3,Milan,25,1997,5.8,0,0,0,5,13,0,17,3,9,,,0,Matches
Banda Lameck,zmZAM,3.5,Lecce,21,2001,18.2,6,0,0,31,37,11,51,8,20,,,0,Matches
Bandinelli Filippo,itITA,3.0,Empoli,27,1995,25.1,10,0,0,52,37,0,91,18,33,,,0,Matches
