Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Patrick van Aanholt,nl NED,DF,Sparta R.,34,1990,13,8,681,7.6,1,2,3,1,0,0,2,0,0.13,0.26,0.40,0.13,0.40,Matches,Eredivisie,2025-26,10,3,30.0,1.32,0.40,0.10,0.33,,,,,,,,
2,Aske Adelgaard,dk DEN,DF,Go Ahead Eagles,21,2003,27,16,1564,17.4,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches,Eredivisie,2025-26,9,3,33.3,0.52,0.17,0.11,0.33,,,,,,,,
3,Shawn Adewoye,be BEL,DF,Fortuna Sittard,25,2000,28,24,2018,22.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2025-26,5,2,40.0,0.22,0.09,0.00,0.00,,,,,,,,
4,Emeka Adiele,,MF,Utrecht,,,2,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2025-26,0,0,,0.00,0.00,,,,,,,,,,
5,Olivier Aertssen,nl NED,DF,Zwolle,20,2004,28,19,1861,20.7,0,2,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,Eredivisie,2025-26,9,1,11.1,0.44,0.05,0.00,0.00,,,,,,,,
6,Oualid Agougil,nl NED,MF,Utrecht,19,2005,6,0,105,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2025-26,0,0,,0.00,0.00,,,,,,,,,,
7,Erik Ahlstrand,se SWE,MF,Heracles Almelo,23,2001,14,7,751,8.3,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches,Eredivisie,2025-26,8,2,25.0,0.96,0.24,0.00,0.00,,,,,,,,
8,Isaiah Ahmed,cw CUW,DF,Heerenveen,19,2005,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Eredivisie,2025-26,0,0,,0.00,0.00,,,,,,,,,,
9,Anel Ahmedhodžić,ba BIH,DF,Feyenoord,26,1999,26,26,2206,24.5,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches,Eredivisie,2025-26,15,1,6.7,0.61,0.04,0.00,0.00,,,,,,,,
10,Makan Aiko,fr FRA,FW,Fortuna Sittard,24,2001,13,3,460,5.1,2,2,4,2,0,0,2,0,0.39,0.39,0.78,0.39,0.78,Matches,Eredivisie,2025-26,12,3,25.0,2.35,0.59,0.17,0.67,,,,,,,,
