player,nationality,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Aalst Uriel,,3.0,Willem II,,,0.3,,0,,,,,,,,,,,0,,,,Matches
Aanholt Patrick,nlNED,2.0,Sparta Rotterdam,33,1990,18.4,,19,,,,,,,,,,,20,,,,Matches
Aaronson Paxten,usUSA,3.0,Utrecht,20,2003,29.9,,72,,,,,,,,,,,40,,,,Matches
Addai Jayden,nlNED,3.4,AZ Alkmaar,18,2005,3.6,,3,,,,,,,,,,,0,,,,Matches
Adekanye Bobby,nlNED,3.4,Go Ahead Eagles,25,1999,8.6,,8,,,,,,,,,,,0,,,,Matches
Adelgaard Aske,dkDEN,2.0,Go Ahead Eagles,20,2003,13.6,,11,,,,,,,,,,,8,,,,Matches
Adewoye Shawn,beBEL,2.0,Fortuna Sittard,24,2000,19.4,,17,,,,,,,,,,,29,,,,Matches
Aertssen Olivier,nlNED,2.0,Zwolle,19,2004,12.4,,20,,,,,,,,,,,14,,,,Matches
Ahmed Amar,seSWE,3.0,Willem II,20,2004,7.8,,4,,,,,,,,,,,9,,,,Matches
Ahmed Isaiah,cwCUW,2.0,Heerenveen,18,2005,0.1,,0,,,,,,,,,,,0,,,,Matches
Aiko Makan,frFRA,3.5,Fortuna Sittard,23,2001,13.1,,3,,,,,,,,,,,7,,,,Matches
Akpom Chuba,engENG,4.0,Ajax,28,1995,9.2,,7,,,,,,,,,,,0,,,,Matches
Akujobi Hamdi,nlNED,2.0,Almere City,24,2000,26.0,,38,,,,,,,,,,,24,,,,Matches
Alders Gerald,nlNED,2.0,Twente,19,2005,0.3,,1,,,,,,,,,,,0,,,,Matches
Ali Hussein,iqIRQ,2.0,Heerenveen,22,2002,2.4,,5,,,,,,,,,,,2,,,,Matches
Amauri Banel Jaydon,nlNED,4.0,Ajax,19,2004,0.7,,0,,,,,,,,,,,0,,,,Matches
Amofa Jamal,nlNED,2.0,Go Ahead Eagles,25,1998,1.8,,1,,,,,,,,,,,1,,,,Matches
Andersen Silas,dkDEN,3.0,Utrecht,20,2004,0.0,,0,,,,,,,,,,,0,,,,Matches
Andreev Plamen,bgBUL,1.0,Feyenoord,19,2004,1.0,,1,,,,,,,,,,,0,,,,Matches
Antman Oliver,fiFIN,3.0,Go Ahead Eagles,22,2001,26.8,,16,,,,,,,,,,,10,,,,Matches
Azzouzi Anouar,nlNED,3.0,Zwolle,23,2001,32.0,,54,,,,,,,,,,,39,,,,Matches
Baas Julian,nlNED,3.0,Sparta Rotterdam,22,2002,9.4,,10,,,,,,,,,,,13,,,,Matches
Baas Youri,nlNED,2.0,Ajax,21,2003,22.7,,10,,,,,,,,,,,32,,,,Matches
Babadi Isaac,nlNED,3.0,PSV,19,2005,1.9,,6,,,,,,,,,,,2,,,,Matches
Bacuna Leandro,cwCUW,2.3,Groningen,32,1991,25.9,,25,,,,,,,,,,,23,,,,Matches
Baeten Thibo,beBEL,3.5,Go Ahead Eagles,22,2002,0.1,,0,,,,,,,,,,,0,,,,Matches
Bajraktarevic Esmir,baBIH,3.0,PSV,19,2005,0.3,,0,,,,,,,,,,,0,,,,Matches
Bakari Saïd,kmCOM,2.0,Sparta Rotterdam,29,1994,23.8,,34,,,,,,,,,,,32,,,,Matches
Bakayoko Johan,beBEL,3.5,PSV,21,2003,17.5,,13,,,,,,,,,,,8,,,,Matches
Bakker Nordin,nlNED,1.0,Almere City,26,1997,33.9,,0,,,,,,,,,,,0,,,,Matches
Balard Max,auAUS,3.0,NAC Breda,23,2000,32.6,,42,,,,,,,,,,,46,,,,Matches
Balboa Alex,gqEQG,3.0,Almere City,23,2001,4.5,,3,,,,,,,,,,,2,,,,Matches
Barbet Théo,frFRA,2.0,Almere City,23,2001,9.6,,10,,,,,,,,,,,16,,,,Matches
Barkas Vasilios,grGRE,1.0,Utrecht,30,1994,31.0,,1,,,,,,,,,,,0,,,,Matches
Bastien Samuel,cdCOD,3.0,Fortuna Sittard,27,1996,14.4,,12,,,,,,,,,,,3,,,,Matches
Bazoer Riechedly,cwCUW,2.3,AZ Alkmaar,27,1996,0.0,,2,,,,,,,,,,,1,,,,Matches
Beaumont Guus,nlNED,3.0,Almere City,22,2002,0.1,,0,,,,,,,,,,,1,,,,Matches
Beelen Thomas,nlNED,2.0,Feyenoord,23,2001,18.9,,18,,,,,,,,,,,28,,,,Matches
Behounek Raffael,atAUT,2.0,Willem II,27,1997,30.9,,19,,,,,,,,,,,28,,,,Matches
Belic Kristijan,rsSRB,3.0,AZ Alkmaar,23,2001,6.5,,19,,,,,,,,,,,11,,,,Matches
Benita Mimeirhel,nlNED,2.0,Heracles Almelo,20,2003,22.6,,38,,,,,,,,,,,40,,,,Matches
Benítez Walter,arARG,1.0,PSV,31,1993,33.5,,1,,,,,,,,,,,0,,,,Matches
Bergen Mitchell,nlNED,3.4,Sparta Rotterdam,24,1999,12.5,,7,,,,,,,,,,,7,,,,Matches
Bergen Mitchell,nlNED,3.4,Twente,24,1999,8.9,,5,,,,,,,,,,,0,,,,Matches
Bergen Thom,nlNED,4.0,Groningen,20,2004,27.4,,24,,,,,,,,,,,12,,,,Matches
Berghuis Steven,nlNED,3.5,Ajax,32,1991,15.9,,9,,,,,,,,,,,6,,,,Matches
Bergwijn Steven,nlNED,3.5,Ajax,26,1997,0.2,,0,,,,,,,,,,,0,,,,Matches
Besselink Gijs,nlNED,3.0,Twente,20,2004,3.6,,3,,,,,,,,,,,3,,,,Matches
Bielica Daniel,plPOL,1.0,NAC Breda,25,1999,32.0,,1,,,,,,,,,,,0,,,,Matches
Bijlow Justin,nlNED,1.0,Feyenoord,26,1998,4.0,,0,,,,,,,,,,,0,,,,Matches
Blake Adrian,engENG,3.4,Utrecht,19,2005,5.2,,8,,,,,,,,,,,2,,,,Matches
Blokzijl Thijmen,nlNED,2.0,Groningen,19,2005,24.7,,20,,,,,,,,,,,36,,,,Matches
Boakye Ofosu,,4.0,Go Ahead Eagles,,,0.0,,0,,,,,,,,,,,0,,,,Matches
Bochniewicz Paweł,plPOL,2.0,Heerenveen,28,1996,12.3,,5,,,,,,,,,,,18,,,,Matches
Bokila Jeremy,cdCOD,4.0,Willem II,35,1988,15.3,,7,,,,,,,,,,,1,,,,Matches
Bommel Ruben,nlNED,3.4,AZ Alkmaar,19,2004,16.6,,22,,,,,,,,,,,12,,,,Matches
Booth Taylor,usUSA,3.0,Utrecht,23,2001,2.9,,3,,,,,,,,,,,2,,,,Matches
Booth Taylor,usUSA,3.0,Twente,23,2001,3.0,,2,,,,,,,,,,,0,,,,Matches
Boscagli Olivier,frFRA,2.0,PSV,26,1997,28.5,,39,,,,,,,,,,,34,,,,Matches
Bosch Jesse,nlNED,3.0,Willem II,24,2000,30.1,,37,,,,,,,,,,,23,,,,Matches
Bouland Sven,nlNED,2.0,Groningen,,,0.5,,0,,,,,,,,,,,0,,,,Matches
Bounida Rayane,beBEL,3.0,Ajax,18,2006,0.2,,0,,,,,,,,,,,0,,,,Matches
Bozdogan Can,deGER,3.0,Utrecht,23,2001,4.5,,6,,,,,,,,,,,4,,,,Matches
Branderhorst Mattijs,nlNED,1.0,Fortuna Sittard,30,1993,28.0,,0,,,,,,,,,,,2,,,,Matches
Braude Oliver,noNOR,2.0,Heerenveen,20,2004,29.0,,68,,,,,,,,,,,35,,,,Matches
Brederode Myron,nlNED,3.0,AZ Alkmaar,21,2003,1.9,,0,,,,,,,,,,,0,,,,Matches
Bresser Michael,nlNED,2.0,PSV,17,2007,0.0,,0,,,,,,,,,,,0,,,,Matches
Breum Jakob,dkDEN,3.0,Go Ahead Eagles,20,2003,22.9,,13,,,,,,,,,,,6,,,,Matches
Brobbey Brian,nlNED,4.0,Ajax,22,2002,17.3,,4,,,,,,,,,,,3,,,,Matches
Brouwer Michael,nlNED,1.0,Utrecht,31,1993,3.0,,0,,,,,,,,,,,0,,,,Matches
Brouwers Luuk,nlNED,3.0,Heerenveen,26,1998,21.2,,19,,,,,,,,,,,23,,,,Matches
Bruijn Jordy,nlNED,3.0,Heracles Almelo,28,1996,3.4,,4,,,,,,,,,,,1,,,,Matches
Bruns Max,nlNED,2.0,Twente,21,2002,18.2,,10,,,,,,,,,,,20,,,,Matches
Bruns Thomas,nlNED,3.0,Heracles Almelo,32,1992,12.8,,21,,,,,,,,,,,3,,,,Matches
Brym Charles-Andréas,caCAN,4.0,Sparta Rotterdam,25,1998,3.4,,2,,,,,,,,,,,0,,,,Matches
Brym Charles-Andréas,caCAN,4.0,Almere City,25,1998,14.3,,8,,,,,,,,,,,2,,,,Matches
Bueno Hugo,esESP,2.0,Feyenoord,21,2002,13.3,,16,,,,,,,,,,,10,,,,Matches
Buitink Thomas,nlNED,4.0,Zwolle,24,2000,2.7,,0,,,,,,,,,,,0,,,,Matches
Bullaude Ezequiel,arARG,3.4,Fortuna Sittard,23,2000,22.9,,24,,,,,,,,,,,12,,,,Matches
Burak Sayın Abdurrahman,,3.0,Fortuna Sittard,,,0.0,,0,,,,,,,,,,,0,,,,Matches
Busi Maxime,beBEL,2.0,NAC Breda,24,1999,9.6,,14,,,,,,,,,,,7,,,,Matches
Buurmeester Zico,nlNED,3.0,AZ Alkmaar,22,2002,13.3,,17,,,,,,,,,,,13,,,,Matches
Carbonell Àlex,esESP,3.0,Almere City,26,1997,2.6,,4,,,,,,,,,,,2,,,,Matches
Carlos Familia Juan,doDOM,2.3,RKC Waalwijk,24,2000,17.1,,28,,,,,,,,,,,9,,,,Matches
Carranza Julián,arARG,4.0,Feyenoord,24,2000,9.1,,5,,,,,,,,,,,1,,,,Matches
Carrillo Stephano,mxMEX,4.0,Feyenoord,18,2006,0.6,,1,,,,,,,,,,,0,,,,Matches
Cathline Yoann,frFRA,3.0,Utrecht,22,2002,21.6,,21,,,,,,,,,,,6,,,,Matches
Chagas Kayky,brBRA,3.0,Sparta Rotterdam,21,2003,1.3,,1,,,,,,,,,,,1,,,,Matches
Clasie Jordy,nlNED,3.0,AZ Alkmaar,33,1991,20.2,,30,,,,,,,,,,,30,,,,Matches
Clement Pelle,nlNED,3.0,Sparta Rotterdam,28,1996,18.6,,18,,,,,,,,,,,24,,,,Matches
Cleonise Denilho,nlNED,3.0,RKC Waalwijk,22,2001,12.2,,5,,,,,,,,,,,3,,,,Matches
Conde Amara,deGER,3.0,Heerenveen,27,1997,8.2,,21,,,,,,,,,,,6,,,,Matches
Crooij Vito,nlNED,3.4,NEC Nijmegen,28,1996,21.0,,17,,,,,,,,,,,10,,,,Matches
Cruz Alessio,cvCPV,3.5,Fortuna Sittard,27,1997,13.2,,7,,,,,,,,,,,3,,,,Matches
Daal Ro-Zangelo,nlNED,3.0,AZ Alkmaar,20,2004,0.8,,3,,,,,,,,,,,0,,,,Matches
Dahlhaus Jasper,nlNED,2.3,Fortuna Sittard,22,2001,19.6,,26,,,,,,,,,,,37,,,,Matches
Dams Matteo,beBEL,2.0,PSV,20,2004,10.2,,21,,,,,,,,,,,15,,,,Matches
Dankerlui Damil,srSUR,2.5,Almere City,27,1996,1.9,,4,,,,,,,,,,,0,,,,Matches
