Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,0,0,,0.00,0.00,,,,,,,,,,
2,Shuto Abe,jp JPN,MF,RWDM,25,1997,34,20,1888,21.0,3,1,4,3,0,0,5,0,0.14,0.05,0.19,0.14,0.19,Matches,Belgian Pro League,2023-24,21,9,42.9,1.00,0.43,0.14,0.33,,,,,,,,
3,Abner,br BRA,"MF,DF",RWDM,27,1996,28,22,2014,22.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,6,1,16.7,0.27,0.04,0.00,0.00,,,,,,,,
4,Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,18,11,1016,11.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,16,3,18.8,1.42,0.27,0.00,0.00,,,,,,,,
5,Tayo Adaramola,ie IRL,"DF,MF",RWDM,19,2003,14,12,870,9.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,3,0,0.0,0.31,0.00,0.00,,,,,,,,,
6,Noah Adedeji,be BEL,MF,Genk,18,2005,5,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,3,0,0.0,8.71,0.00,0.00,,,,,,,,,
7,Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,13,4,441,4.9,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,Belgian Pro League,2023-24,5,2,40.0,1.02,0.41,0.20,0.50,,,,,,,,
8,Brian Agbor,cm CMR,DF,Gent,22,2001,5,2,263,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,2,0,0.0,0.68,0.00,0.00,,,,,,,,,
9,Takahiro Akimoto,jp JPN,"MF,DF",OH Leuven,25,1998,15,12,1153,12.8,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,Belgian Pro League,2023-24,8,1,12.5,0.62,0.08,0.00,0.00,,,,,,,,
10,Carlos Alberto,br BRA,MF,RWDM,21,2002,16,15,1055,11.7,3,2,5,2,1,1,0,0,0.26,0.17,0.43,0.17,0.34,Matches,Belgian Pro League,2023-24,21,14,66.7,1.79,1.19,0.10,0.14,,,,,,,,
11,Josimar Alcocer,cr CRC,MF,Westerlo,19,2004,10,6,526,5.8,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,Belgian Pro League,2023-24,12,7,58.3,2.05,1.20,0.08,0.14,,,,,,,,
12,Toby Alderweireld,be BEL,DF,Antwerp,34,1989,39,39,3499,38.9,3,4,7,1,2,3,4,0,0.08,0.10,0.18,0.03,0.13,Matches,Belgian Pro League,2023-24,53,14,26.4,1.36,0.36,0.02,0.07,,,,,,,,
13,Ryan Alebiosu,ng NGA,MF,Kortrijk,21,2001,12,4,405,4.5,0,1,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches,Belgian Pro League,2023-24,5,0,0.0,1.11,0.00,0.00,,,,,,,,,
14,Teddy Alloh,fr FRA,MF,Eupen,21,2002,6,1,197,2.2,0,1,1,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46,Matches,Belgian Pro League,2023-24,1,0,0.0,0.46,0.00,0.00,,,,,,,,,
15,Éder Álvarez Balanta,co COL,MF,Club Brugge,30,1993,21,4,607,6.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,3,1,33.3,0.44,0.15,0.00,0.00,,,,,,,,
16,Steven Alzate,co COL,MF,Standard Liège,24,1998,24,21,1797,20.0,2,4,6,2,0,0,4,1,0.10,0.20,0.30,0.10,0.30,Matches,Belgian Pro League,2023-24,14,3,21.4,0.70,0.15,0.14,0.67,,,,,,,,
17,Thierry Ambrose,gp GLP,FW,Kortrijk,26,1997,7,5,362,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.50,0.25,0.50,Matches,Belgian Pro League,2023-24,13,4,30.8,3.23,0.99,0.08,0.25,,,,,,,,
18,Mohamed Amoura,dz ALG,FW,Union SG,23,2000,32,25,2204,24.5,18,4,22,17,1,1,7,0,0.74,0.16,0.90,0.69,0.86,Matches,Belgian Pro League,2023-24,110,47,42.7,4.49,1.92,0.15,0.36,,,,,,,,
19,Francis Amuzu,be BEL,FW,Anderlecht,23,1999,21,7,950,10.6,4,0,4,4,0,0,2,0,0.38,0.00,0.38,0.38,0.38,Matches,Belgian Pro League,2023-24,31,8,25.8,2.94,0.76,0.13,0.50,,,,,,,,
20,Frederic Ananou,tg TOG,MF,Sint-Truiden,25,1997,19,11,963,10.7,0,1,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,Matches,Belgian Pro League,2023-24,4,0,0.0,0.37,0.00,0.00,,,,,,,,,
21,Stelios Andreou,cy CYP,DF,Charleroi,21,2002,33,33,2949,32.8,1,2,3,1,0,0,6,0,0.03,0.06,0.09,0.03,0.09,Matches,Belgian Pro League,2023-24,5,1,20.0,0.15,0.03,0.20,1.00,,,,,,,,
22,Nilson Angulo,ec ECU,"FW,MF",Anderlecht,20,2003,14,0,118,1.3,1,0,1,1,0,0,1,0,0.76,0.00,0.76,0.76,0.76,Matches,Belgian Pro League,2023-24,5,3,60.0,3.81,2.29,0.20,0.33,,,,,,,,
23,Bill Antonio,zw ZIM,MF,Mechelen,20,2002,12,6,577,6.4,3,0,3,3,0,0,0,0,0.47,0.00,0.47,0.47,0.47,Matches,Belgian Pro League,2023-24,8,5,62.5,1.25,0.78,0.38,0.60,,,,,,,,
24,Kristian Arnstad,no NOR,"DF,MF",Anderlecht,19,2003,14,6,645,7.2,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,Belgian Pro League,2023-24,7,0,0.0,0.98,0.00,0.00,,,,,,,,,
25,Tolu Arokodare,ng NGA,FW,Genk,22,2000,39,21,2130,23.7,12,2,14,12,0,1,2,0,0.51,0.08,0.59,0.51,0.59,Matches,Belgian Pro League,2023-24,101,38,37.6,4.27,1.61,0.12,0.32,,,,,,,,
26,Gerardo Arteaga,mx MEX,DF,Genk,24,1998,15,14,1210,13.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,11,1,9.1,0.82,0.07,0.00,0.00,,,,,,,,
27,Isaac Asante,gh GHA,MF,Mechelen,20,2002,3,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2023-24,0,0,,0.00,0.00,,,,,,,,,,
