Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
1,Ahmed Abdullahi,ng NGA,FW,Gent,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2024-25,0,0,,0.00,0.00,,,,,,,,,,
2,Francis Abu,gh GHA,MF,Cercle Brugge,23,2001,33,19,1823,20.3,0,4,4,0,0,0,3,1,0.00,0.20,0.20,0.00,0.20,Matches,Belgian Pro League,2024-25,22,2,9.1,1.09,0.10,0.00,0.00,,,,,,,,
3,Orseer Achihi,ng NGA,FW,Antwerp,17,2006,1,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2024-25,1,0,0.0,3.21,0.00,0.00,,,,,,,,,
4,Desmond Acquah,be BEL,MF,Dender,22,2002,17,0,307,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2024-25,4,1,25.0,1.17,0.29,0.00,0.00,,,,,,,,
5,Noah Adedeji,be BEL,MF,Genk,19,2005,33,8,872,9.7,4,4,8,4,0,0,0,0,0.41,0.41,0.83,0.41,0.83,Matches,Belgian Pro League,2024-25,27,12,44.4,2.79,1.24,0.15,0.33,,,,,,,,
6,Farouck Adekami,ci CIV,MF,Antwerp,17,2006,3,1,129,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2024-25,5,2,40.0,3.49,1.40,0.00,0.00,,,,,,,,
7,Mohammed El Âdfaoui,be BEL,MF,Gent,16,2008,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2024-25,0,0,,0.00,0.00,,,,,,,,,,
8,Adryelson,br BRA,DF,Anderlecht,26,1998,10,8,706,7.8,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,Belgian Pro League,2024-25,6,3,50.0,0.76,0.38,0.17,0.33,,,,,,,,
9,Lawrence Agyekum,gh GHA,MF,Cercle Brugge,20,2003,33,29,2406,26.7,2,2,4,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,Matches,Belgian Pro League,2024-25,40,12,30.0,1.50,0.45,0.05,0.17,,,,,,,,
10,Takahiro Akimoto,jp JPN,"DF,MF",OH Leuven,26,1998,25,23,2027,22.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,Belgian Pro League,2024-25,15,2,13.3,0.67,0.09,0.00,0.00,,,,,,,,
